en,es,fr,de,title,speaker,duration,tags
"
","
","
","
",Why theater is essential to democracy,Oskar Eustis,13:10,"art,collaboration,communication,community,creativity,democracy,history,performance art,politics,society,social change,theater,United States"
"
											Theater matters because democracy matters.
											Theater is the essential
art form of democracy,
											and we know this because
they were born in the same city.
									","
											El teatro importa 
porque la democracia importa.
											El teatro es la forma de arte esencial
de la democracia,
											y sabemos esto porque ambas
nacieron en la misma ciudad.
									","
											Le théâtre est important
car la démocratie est importante.
											Le théâtre est la forme d'art
essentielle à la démocratie
											et nous le savons
car ils sont nés dans la même ville.
									","
											Theater ist wichtig, 
weil Demokratie wichtig ist.
											Das Theater ist die wesentliche
Kunstform der Demokratie,
											und das ist bekannt, weil beide
in derselben Stadt entstanden.
									",Why theater is essential to democracy,Oskar Eustis,13:10,"art,collaboration,communication,community,creativity,democracy,history,performance art,politics,society,social change,theater,United States"
"
","
","
","
",Why theater is essential to democracy,Oskar Eustis,13:10,"art,collaboration,communication,community,creativity,democracy,history,performance art,politics,society,social change,theater,United States"
"
											In the late 6th century BC,
											the idea of Western democracy was born.
											It was, of course,
											a very partial and flawed democracy,
											but the idea that power should stem
from the consent of the governed,
											that power should flow
from below to above,
											not the other way around,
											was born in that decade.
											And in that same decade, somebody —
legend has it, somebody named Thespis —
											invented the idea of dialogue.
									","
											A fines del siglo VI a.C.,
											nació la idea de democracia occidental.
											Fue, por supuesto,
											una democracia muy parcial y defectuosa,
											pero la idea de que el poder debe surgir
del consentimiento de los gobernados,
											que el poder debería fluir
desde abajo hacia arriba,
											y no de la manera contraria,
											nació en esa década.
											Y en esa misma década, alguien,
según la leyenda, llamado Tespis,
											inventó la idea de diálogo.
									","
											A la fin du VIe siècle avant Jésus Christ,
											l'idée de la démocratie
occidentale est née.
											C'était, bien sûr,
											une démocratie partielle et imparfaite,
											mais l'idée selon laquelle
											le pouvoir devrait découler
du consentement des gouvernés,
											le pouvoir devrait s'écouler
du bas vers le haut,
											pas dans l'autre sens,
											est né durant cette décennie.
											Durant cette même décennie, quelqu'un —
											d'après la légende,
quelqu'un s'appelant Thespis —
											a inventé l'idée du dialogue.
									","
											Die Idee der westlichen Demokratie
											ist über 7000 Jahre alt.
											Natürlich war sie sehr
unvollständig und fehlerhaft,
											aber das Konzept, dass Herrscher 
mit Einwilligung des Volkes regieren,
											dass Macht von unten
nach oben fließen sollte
											und nicht umgekehrt,
											stammt aus jenem Jahrzehnt.
											Zu dieser Zeit soll jemand namens Thespis
											die Idee des Dialogs erfunden haben.
									",Why theater is essential to democracy,Oskar Eustis,13:10,"art,collaboration,communication,community,creativity,democracy,history,performance art,politics,society,social change,theater,United States"
"
","
","
","
",Why theater is essential to democracy,Oskar Eustis,13:10,"art,collaboration,communication,community,creativity,democracy,history,performance art,politics,society,social change,theater,United States"
"
											What does that mean, to invent dialogue?
											Well, we know that
the Festival of Dionysus gathered
											the entire citizenry of Athens
											on the side of the Acropolis,
											and they would listen to music,
they would watch dancing,
											and they would have stories told
as part of the Festival of Dionysus.
											And storytelling is much like
what's happening right now:
											I'm standing up here,
											the unitary authority,
											and I am talking to you.
											And you are sitting back,
and you are receiving what I have to say.
											And you may disagree with it,
you may think I'm an insufferable fool,
											you may be bored to death,
											but that dialogue is mostly
taking place inside your own head.
									","
											¿Qué significa eso, inventar el diálogo?
											Bueno, sabemos que
el festival de Dionisio reunió
											a toda la población de Atenas.
											bajo la Acrópolis,
											y ellos escuchaban música, miraban bailar,
											y contaban historias como parte
del festival de Dionisio.
											Y relatar es similar a esto
que está pasando aquí:
											estoy parado aquí arriba,
											la autoridad unitaria
											y les estoy hablando a Uds.
											Y Uds. están sentados
y reciben lo que tengo para decir.
											Uds. pueden disentir,
pensar que soy un tonto insoportable
											o morir de aburrimiento,
											pero gran parte de ese diálogo
ocurre dentro de sus cabezas.
									","
											Cela veut dire quoi,
inventer le dialogue ?
											Nous savons que le festival de Dionysos
											réunissait toute la population d'Athènes
											du côté de l'Acropole
											et ils écoutaient de la musique,
regardaient de la danse
											et des histoires étaient racontées
durant le festival de Dionysos.
											Raconter des histoires
ressemble à ce qu'il se passe ici :
											je me tiens ici,
											autorité unitaire,
											et je vous parle.
											Vous êtes assis confortablement
et recevez ce que j'ai à dire.
											Vous pouvez être en désaccord,
penser que je suis un idiot insupportable,
											mourir d'ennui,
											mais ce dialogue a principalement lieu
dans votre propre tête.
									","
											Was heißt das: den Dialog erfinden?
											Wir wissen, dass sich für das Fest
zu Ehren Dionysos'
											die gesamte Bevölkerung Athens
bei der Akropolis versammelte.
											Man hörte Musik und sah den Tänzern zu,
											und es wurden Geschichten erzählt.

											Beim Erzählen geht es zu wie gerade jetzt:
											Ich stehe hier oben
als alleinige Autorität,
											und ich spreche zu Ihnen.
											Sie lehnen sich zurück und hören mir zu.
											Vielleicht sind Sie dagegen,
											halten mich für einen Idioten,
oder langweilen sich zu Tode,
											aber dieser Dialog findet
vorwiegend in Ihren Köpfen statt.
									",Why theater is essential to democracy,Oskar Eustis,13:10,"art,collaboration,communication,community,creativity,democracy,history,performance art,politics,society,social change,theater,United States"
"
","
","
","
",Why theater is essential to democracy,Oskar Eustis,13:10,"art,collaboration,communication,community,creativity,democracy,history,performance art,politics,society,social change,theater,United States"
"
											But what happens if,
instead of me talking to you —
											and Thespis thought of this —
											I just shift 90 degrees to the left,
											and I talk to another person
onstage with me?
											Everything changes,
											because at that moment,
I'm not the possessor of truth;
											I'm a guy with an opinion.
											And I'm talking to somebody else.
											And you know what?
											That other person has an opinion too,
											and it's drama, remember,
conflict — they disagree with me.
											There's a conflict between
two points of view.
											And the thesis of that
is that the truth can only emerge
											in the conflict
of different points of view.
											It's not the possession of any one person.
											And if you believe in democracy,
you have to believe that.
											If you don't believe that,
you're an autocrat
											who is putting up with democracy.
											But that's the basic thesis of democracy,
											that the conflict of different
points of views leads to the truth.
									","
											Pero ¿qué pasa si,
en vez de hablar con Uds.
											—y Tespis pensó esto—
											yo solo giro 90 grados a mi izquierda,
											y hablo con otra persona 
en el escenario conmigo?
											Todo cambia,
											en ese momento dejo de ser 
el poseedor de la verdad,
											solo soy un hombre con una opinión.
											Y estoy hablando con alguien más,
											¿Y saben algo? Esa otra persona
también tiene una opinión,
											y eso es drama, recuerden, conflicto...
ellos no están de acuerdo conmigo.
											El conflicto existe entre
dos puntos de vista.
											La tesis de eso es que la verdad
solamente puede emerger
											en el conflicto
de diferentes puntos de vista.
											No es posesión de ninguna persona.
											Y si Uds. creen en la democracia,
tienen que creer en esto.
											Si Uds. no creen en esto, son autócratas,
											que están tolerando la democracia.
											Pero esa es la tesis básica de democracia,
											que el conflicto entre diferentes puntos
de vista lleven a la verdad.
									","
											Que se passe-t-il si,
au lieu de vous parler —
											Thespis a pensé à cela —
											je me tournais de 90 degrés vers la gauche
											et je parlais à une autre personne
sur scène avec moi ?
											Tout change
											car à ce moment-là,
je ne suis pas le détenteur de la vérité ;
											je suis un gars ayant une opinion.
											Et je parle à quelqu'un d'autre.
											Et vous savez quoi ?
											Cette autre personne
a également une opinion
											et c'est un drame, souvenez-vous,
											il y a un conflit,
elle n'est pas d'accord avec moi.
											Il y a un conflit
entre deux points de vue.
											La thèse à ce sujet
est que la vérité ne peut émerger
											que dans le conflit
entre différents points de vue.
											Elle n'est pas détenue
par une seule personne.
											Si vous croyez en la démocratie,
vous devez croire cela.
											Si vous ne le croyez pas,
vous êtes un autocrate
											qui tolère la démocratie.
											Mais c'est la thèse élémentaire
de la démocratie,
											que le conflit de différents
points de vue mène à la vérité.
									","
											Doch was geschieht, wenn ich mich,
anstatt mit Ihnen zu reden —
											so dachte Thespis —,
											um 90 Grad nach links drehe
											und mit einer anderen Person
hier auf der Bühne spreche?
											Plötzlich ist alles anders,
											denn ich bin nicht mehr
im Alleinbesitz der Wahrheit;
											ich bin ein Typ mit einer Meinung.
											Ich spreche mit jemand anderem.
											Und dieser Andere hat auch eine Meinung!
											Und das ist Drama, Konflikt —
wir stimmen nicht überein.
											Es gibt einen Konflikt
zwischen zwei Ansichten.
											Daraus ergibt sich die These,
											dass die Wahrheit nur durch den Konflikt 
verschiedener Ansichten ans Licht kommt.
											Sie ist nicht im Besitz eines Einzelnen.
											Wer an Demokratie glaubt,
muss an dieses Prinzip glauben.
											Wer nicht daran glaubt, ist ein Autokrat,
der die Demokratie nur in Kauf nimmt.
											Die Grundthese der Demokratie ist,
											dass Meinungsverschiedenheiten
zur Wahrheit führen.
									",Why theater is essential to democracy,Oskar Eustis,13:10,"art,collaboration,communication,community,creativity,democracy,history,performance art,politics,society,social change,theater,United States"
"
","
","
","
",Why theater is essential to democracy,Oskar Eustis,13:10,"art,collaboration,communication,community,creativity,democracy,history,performance art,politics,society,social change,theater,United States"
"
											What's the other thing that's happening?
											I'm not asking you to sit back
and listen to me.
											I'm asking you to lean forward
											and imagine my point of view —
											what this looks like and feels like
to me as a character.
											And then I'm asking you
to switch your mind
											and imagine what it feels like
to the other person talking.
											I'm asking you to exercise empathy.
											And the idea that truth comes
from the collision of different ideas
											and the emotional muscle of empathy
											are the necessary tools
for democratic citizenship.
									","
											¿Qué más pasa?
											No les estoy pidiendo que se sienten 
y me escuchen.
											Les pido que se inclinen hacia adelante
											e imaginen mi punto de vista,
											lo que esto parece y se siente 
para mí como un personaje.
											Y luego les pido que cambien
su manera de pensar
											e imaginen lo que siente
la otra persona que habla.
											Les pido que ejerciten la empatía.
											Y la idea de que la verdad viene de la
colisión de diferentes ideas
											y el músculo emocional de la empatía
											son las herramientas necesarias
para la ciudadanía democrática.
									","
											Quelle autre chose se produit ?
											Je ne vous demande pas
de vous asseoir et de m'écouter.
											Je vous demande de vous approcher
											et d'imaginer mon point de vue —
											ce à quoi il ressemble
et le sentiment qu'il suscite chez moi.
											Puis je vous demande
de changer votre état d'esprit
											et d'imaginer ce que ressent
l'autre personne qui parle.
											Je vous demande
de faire preuve d'empathie.
											L'idée selon laquelle la vérité vient
de la collision de différentes idées
											et le muscle émotionnel de l'empathie
											sont les outils nécessaires
à la citoyenneté démocratique.
									","
											Was passiert da noch?
											Ich fordere Sie nicht auf, 
mir nur entspannt zuzuhören,
											sondern sich aktiv 
meinen Standpunkt vorzustellen,
											was ich als Darsteller
wahrnehme und fühle.
											Und dann fordere ich Sie auf,
umzuschalten und sich vorzustellen,
											wie es im anderen Sprecher aussieht.
											Ich bitte Sie um Einfühlungsvermögen.
											Die Idee, dass man durch Widersprüche
zur Wahrheit gelangt,
											sowie der emotionale Impuls
des Einfühlungsvermögens
											sind die notwendigen Werkzeuge
einer demokratischen Bürgerschaft.
									",Why theater is essential to democracy,Oskar Eustis,13:10,"art,collaboration,communication,community,creativity,democracy,history,performance art,politics,society,social change,theater,United States"
"
","
","
","
",Why theater is essential to democracy,Oskar Eustis,13:10,"art,collaboration,communication,community,creativity,democracy,history,performance art,politics,society,social change,theater,United States"
