en,fr,de,title,speaker,duration,tags
"
","
","
",How frustration can make us more creative,Tim Harford,15:32,"cognitive science,collaboration,composing,creativity,innovation,music,potential,success,work,psychology"
"
											Late in January 1975,
											a 17-year-old German girl
called Vera Brandes
											walked out onto the stage
of the Cologne Opera House.
											The auditorium was empty.
											It was lit only by the dim, green glow
of the emergency exit sign.
											This was the most
exciting day of Vera's life.
											She was the youngest
concert promoter in Germany,
											and she had persuaded
the Cologne Opera House
											to host a late-night concert of jazz
											from the American musician, Keith Jarrett.
											1,400 people were coming.
											And in just a few hours,
											Jarrett would walk out on the same stage,
											he'd sit down at the piano
											and without rehearsal or sheet music,
											he would begin to play.
									","
											Fin janvier 1975,
											une demoiselle allemande de 17 ans,
du nom de Vera Brandes,
											est montée sur la scène 
de l'Opéra de Cologne.
											La salle était vide.
											Seule la faible lueur verte 
de la sortie de secours brillait.
											C'était le plus enthousiasmant
jour de la vie de Vera.
											Elle était le plus jeune promoteur 
de concert en Allemagne,
											et elle avait convaincu l'Opéra de Cologne
											d'accueillir un concert nocturne de jazz
											du musicien américain Keith Jarrett.
											1400 personnes allaient venir.
											Et dans à peine quelques heures,
											Jarret allait marcher
sur cette même scène,
											s'asseoir devant le piano
											et sans répétition ni partition,
											il commencerait à jouer.
									","
											Ende Januar 1975
											trat ein 17-jähriges deutsches
Mädchen namens Vera Brandes
											auf die Bühne der Kölner Oper.
											Der Zuschauerraum war leer.
											Er war nur von dem trüben, grünen Schein
eines Notausgangsschilds beleuchtet.
											Es war der aufregendste
Tag in Veras Leben.
											Sie war Deutschlands
jüngste Konzertveranstalterin.
											Sie hatte die Kölner Oper überredet,
											ein spätabendliches Jazzkonzert
											des amerikanischen Musikers
Keith Jarrett auszurichten.
											1400 Menschen sollten kommen.
											In wenigen Stunden würde Jarrett
											auf dieselbe Bühne treten,
sich ans Klavier setzen
											und ohne Probe oder Notenblatt
zu spielen beginnen.
									",How frustration can make us more creative,Tim Harford,15:32,"cognitive science,collaboration,composing,creativity,innovation,music,potential,success,work,psychology"
"
","
","
",How frustration can make us more creative,Tim Harford,15:32,"cognitive science,collaboration,composing,creativity,innovation,music,potential,success,work,psychology"
"
											But right now,
											Vera was introducing Keith
to the piano in question,
											and it wasn't going well.
											Jarrett looked to the instrument
a little warily,
											played a few notes,
											walked around it,
											played a few more notes,
											muttered something to his producer.
											Then the producer
came over to Vera and said ...
											""If you don't get a new piano,
Keith can't play.""
									","
											Mais à ce moment,
											Vera présentait à Keith 
le piano en question,
											et il y avait un hic.
											Jarret a regardé l'instrument 
avec méfiance,
											joué quelques notes,
											marché autour,
											joué d'autres notes,
											parlé tout bas à son producteur.
											Le producteur est alors 
allé voir Vera et lui dit :
											« Si vous ne trouvez pas un autre piano,
Keith ne pourra pas jouer. »
									","
											Aber in diesem Moment
											zeigte Vera Keith das Klavier
für den Auftritt,
											und es lief nicht gut.
											Jarrett sah das Instrument
etwas misstrauisch an,
											spielte ein paar Noten,
											lief darum herum,
											spielte ein paar weitere Noten,
											murmelte etwas zu seinem Produzenten.
											Dann ging der Produzent zu Vera und sagte:
											""Wenn du kein neues Klavier besorgst,
kann Keith nicht spielen.""
									",How frustration can make us more creative,Tim Harford,15:32,"cognitive science,collaboration,composing,creativity,innovation,music,potential,success,work,psychology"
"
","
","
",How frustration can make us more creative,Tim Harford,15:32,"cognitive science,collaboration,composing,creativity,innovation,music,potential,success,work,psychology"
"
											There'd been a mistake.
											The opera house had provided
the wrong instrument.
											This one had this harsh,
tinny upper register,
											because all the felt had worn away.
											The black notes were sticking,
											the white notes were out of tune,
											the pedals didn't work
											and the piano itself was just too small.
											It wouldn't create the volume
											that would fill a large space
such as the Cologne Opera House.
									","
											Il y avait eu une erreur.
											L'opéra n'avait pas fourni 
le bon instrument.
											Celui-ci avait un registre aigu 
dur et métallique
											parce que le feutre était usé.
											Les touches noires étaient collantes,
											les touches blanches
étaient désaccordées,
											les pédales ne marchaient pas
											et le piano lui-même
était juste trop petit.
											Il ne créerait pas le volume
											qui remplirait un grand espace
tel que l'opéra de Cologne.
									","
											Es war ein Fehler unterlaufen.
											Die Oper hatte das falsche
Instrument geliefert.
											Dieses hatte ein hartes,
begrenztes oberes Register,
											weil der Filz komplett abgenutzt war.
											Die schwarzen Tasten waren klebrig,
											die weißen Tasten waren nicht gestimmt,
											die Pedale funktionierten nicht
											und das Klavier war einfach zu klein.
											Es würde nicht die Lautstärke erzielen,
											um einen so großen Raum
wie die Kölner Oper auszufüllen.
									",How frustration can make us more creative,Tim Harford,15:32,"cognitive science,collaboration,composing,creativity,innovation,music,potential,success,work,psychology"
"
","
","
",How frustration can make us more creative,Tim Harford,15:32,"cognitive science,collaboration,composing,creativity,innovation,music,potential,success,work,psychology"
"
											So Keith Jarrett left.
											He went and sat outside in his car,
											leaving Vera Brandes
											to get on the phone
to try to find a replacement piano.
											Now she got a piano tuner,
											but she couldn't get a new piano.
											And so she went outside
											and she stood there in the rain,
											talking to Keith Jarrett,
											begging him not to cancel the concert.
											And he looked out of his car
											at this bedraggled,
rain-drenched German teenager,
											took pity on her,
											and said,
											""Never forget ... only for you.""
									","
											Alors, Keith Jarrett partit.
											Il alla s'asseoir dans sa voiture,
											laissant Vera Brandes
											au téléphone, essayant de trouver
un piano de remplacement.
											Elle trouva un accordeur,
											mais pas de nouveau piano.
											Elle sortit donc
											et elle resta sous la pluie,
											parlant avec Keith Jarrett,
											lui suppliant de ne pas 
annuler le concert.
											Il regarda de sa voiture
											cette adolescente allemande 
débraillée; trempée par la pluie,
											il eut de la peine pour elle,
											et lui dit :
											« N'oublie jamais... juste pour toi. »
									","
											Daher ging Keith Jarrett weg.
											Er ging raus und setze sich in sein Auto.
											Er ließ Vera Brandes zurück,
											die telefonisch versuchte,
ein Ersatzklavier zu organisieren.
											Sie hatte jetzt einen Klavierstimmer,
											aber sie kam an kein neues Klavier.
											Also ging sie raus, stand dort im Regen,
											sprach mit Keith Jarrett
und flehte ihn an,
											das Konzert nicht abzusagen.
											Er sah aus seinem Auto
											auf diese klitschnasse
deutsche Jugendliche,
											bekam Mitleid mit ihr und sagte:
											""Vergiss das niemals ... nur für dich.""
									",How frustration can make us more creative,Tim Harford,15:32,"cognitive science,collaboration,composing,creativity,innovation,music,potential,success,work,psychology"
"
","
","
",How frustration can make us more creative,Tim Harford,15:32,"cognitive science,collaboration,composing,creativity,innovation,music,potential,success,work,psychology"
"
											And so a few hours later,
											Jarrett did indeed step out
onto the stage of the opera house,
											he sat down at the unplayable piano
											and began.
									","
											Ainsi, quelques heures plus tard,
											Jarrett est effectivement monté 
sur la scène de l'opéra,
											il s'est assis devant le piano injouable
											et a commencé.
									","
											Und einige Stunden später
											trat Jarrett tatsächlich
auf die Bühne der Oper,
											setzte sich ans unspielbare Klavier
											und begann.
									",How frustration can make us more creative,Tim Harford,15:32,"cognitive science,collaboration,composing,creativity,innovation,music,potential,success,work,psychology"
"
","
","
",How frustration can make us more creative,Tim Harford,15:32,"cognitive science,collaboration,composing,creativity,innovation,music,potential,success,work,psychology"
"
											(Music)
									","
											(Musique)
									","
											(Musik)
									",How frustration can make us more creative,Tim Harford,15:32,"cognitive science,collaboration,composing,creativity,innovation,music,potential,success,work,psychology"
"
","
","
",How frustration can make us more creative,Tim Harford,15:32,"cognitive science,collaboration,composing,creativity,innovation,music,potential,success,work,psychology"
"
											Within moments it became clear
that something magical was happening.
											Jarrett was avoiding
those upper registers,
											he was sticking to the middle
tones of the keyboard,
											which gave the piece
a soothing, ambient quality.
											But also, because the piano was so quiet,
											he had to set up these rumbling,
repetitive riffs in the bass.
											And he stood up twisting,
pounding down on the keys,
											desperately trying to create enough volume
to reach the people in the back row.
									","
											En quelques instants, il était clair que
quelque chose de magique se passait.
											Jarrett évitait les registres aigus,
											il ne s'en tenait qu'aux médiums,
											ce qui donnait à l’œuvre 
une qualité sonore apaisante.
											Mais aussi, puisque le piano 
était très silencieux,
											il devait générer ces bruyants 
riffs répétitifs dans les graves.
											Il se tenait alors debout pendant qu'il
tordait et martelait les touches,
											essayant de créer assez de volume 
pour atteindre le dernier rang.
									","
											Innerhalb weniger Momente wurde klar,
dass etwas Magisches passierte.
											Jarrett vermied jene oberen Register.
											Er hielt sich an die
mittleren Töne der Tastatur,
											was dem Stück eine beruhigende,
atmosphärische Qualität gab.
											Aber da das Klavier so leise war,
											musste er diese rollenden,
reptitiven Bassriffs einbauen.
											Sich windend stand er auf,
hämmerte auf die Tasten ein,
											verzweifelt bemüht, laut genug zu spielen,
um alle in der letzten Reihe zu erreichen.
									",How frustration can make us more creative,Tim Harford,15:32,"cognitive science,collaboration,composing,creativity,innovation,music,potential,success,work,psychology"
"
","
","
",How frustration can make us more creative,Tim Harford,15:32,"cognitive science,collaboration,composing,creativity,innovation,music,potential,success,work,psychology"
"
											It's an electrifying performance.
											It somehow has this peaceful quality,
											and at the same time it's full of energy,
											it's dynamic.
											And the audience loved it.
											Audiences continue to love it
											because the recording of the Köln Concert
											is the best-selling piano album in history
											and the best-selling
solo jazz album in history.
									","
											C'est une perfomance survoltée.
											Il y a, on ne sait comment,
cette qualité apaisante,
											et en même temps ça déborde d'énergie,
											c'est dynamique.
											Le public a adoré.
											Le public continue de l'adorer
											parce que l'enregistrement 
du concert de Cologne
											est l'album au piano 
le plus vendu dans l'histoire
											et l'album de jazz solo 
le plus vendu dans l'histoire.
									","
											Es war eine elektrisierende Aufführung.
											Sie hat diese friedliche Qualität
											und gleichzeitig ist sie voller Energie,
											sie ist dynamisch.
											Das Publikum liebte es.
											Die Zuhörer lieben es immer noch,
											denn die Aufnahme des Kölner Konzerts
											ist das meistverkaufte
Klavieralbum der Geschichte
											und das meistverkaufte
Solo-Jazzalbum der Geschichte.
									",How frustration can make us more creative,Tim Harford,15:32,"cognitive science,collaboration,composing,creativity,innovation,music,potential,success,work,psychology"
"
","
","
",How frustration can make us more creative,Tim Harford,15:32,"cognitive science,collaboration,composing,creativity,innovation,music,potential,success,work,psychology"
