en,pt,es,fr,tr,title,speaker,duration,tags
"
","
","
","
","
",The racial politics of time,Brittney Cooper,12:29,"criminal justice,culture,history,humanity,identity,inequality,race,social change,society,United States,time"
"
											What if I told you that time has a race,
											a race in the contemporary way
that we understand race
											in the United States?
											Typically, we talk about race
in terms of black and white issues.
											In the African-American communities
from which I come,
											we have a long-standing
multi-generational joke
											about what we call ""CP time,""
											or ""colored people's time.""
											Now, we no longer refer
to African-Americans as ""colored,""
											but this long-standing joke
											about our perpetual lateness to church,
											to cookouts, to family events
											and even to our own funerals, remains.
									","
											E se eu vos dissesse que o tempo tem raça,
											uma raça no modo contemporâneo
											como entendemos a raça nos EUA?
											Normalmente, falamos de raça
em termos de negros e brancos.
											Nas comunidades afro-americanas
das quais eu venho,
											temos uma velha piada
que atravessa gerações
											sobre o que chamamos ""tempo das PC"",
											ou ""tempo das pessoas de cor"".
											Agora, já não nos referimos aos
afro-americanos como ""pessoas de cor"",
											mas esta velha piada
											sobre o nosso contínuo atraso à igreja,
											aos churrascos,
aos eventos de família
											e mesmo aos nossos próprios
funerais, continua.
									","
											¿Y si les dijera que el tiempo tiene raza,
											en la manera contemporánea en que
entendemos el concepto de raza en EE.UU.?
											Por lo general, hablamos de raza 
en términos de blanco y negro.
											En las comunidades afroestadounidenses 
de las que yo provengo,
											tenemos una broma multigeneracional
											sobre lo que llamamos ""tiempo de GC""
											o ""tiempo de la gente de color"".
											Ahora, ya no nos referimos a los 
afroestadounidenses como ""de color"",
											pero perdura esta broma antigua
											sobre nuestra demora perpetua 
para llegar a la iglesia,
											a los picnics, a los eventos familiares,
											e incluso a nuestros propios funerales.
											En lo personal, soy una purista 
de la puntualidad.
									","
											Et si je vous disais
que le temps a une race
											dans le sens contemporain
selon lequel nous comprenons ce terme
											aux États-Unis ?
											En général, nous parlons de race
											en termes de problèmes
entre noirs et blancs.
											Dans les communautés afro-américaines
dont je suis issue,
											nous avons une vieille blague
multi-générationnelle
											quant à ce que nous appelons
le « temps des PC »
											ou « temps des personnes de couleur ».
											Nous ne disons plus « de couleur »
pour parler des Afro-Américains
											mais cette vieille blague
											sur notre retard perpétuel à l'église,
											aux barbecues, aux fêtes de famille
											et même à notre enterrement, perdure.
									","
											Eğer size zamanın bir ırkı olduğunu
söyleseydim,
											hem de ABD'de anladığımız gibi
geçici bir şekilde
											bir ırkı olduğunu, ne derdiniz?
											Genel olarak, beyaz ve siyah olarak
konuşuruz ırk konusunu.
											Afroamerikan topluluklarda,
ki ben de ordan gelmeyim,
											""Rİ zamanı"" veya 
""renkli insanların zamanı"" dediğimiz
											uzun süredir bulunan,
											çok aşamalı bir esprimiz vardır.
											Şu anda, Afroamerikalılara ""renkli""
olarak hitap etmiyoruz
											ancak uzun süredir bulunan,
											kiliseye, barbekülere,
aile etkinliklerine,
											hatta kendi cenazelerimize olan
											aralıksız geç kalmışlığımız 
hakkındaki espri, duruyor.
									",The racial politics of time,Brittney Cooper,12:29,"criminal justice,culture,history,humanity,identity,inequality,race,social change,society,United States,time"
"
","
","
","
","
",The racial politics of time,Brittney Cooper,12:29,"criminal justice,culture,history,humanity,identity,inequality,race,social change,society,United States,time"
"
											I personally am a stickler for time.
											It's almost as if my mother,
when I was growing up, said,
											""We will not be those black people.""
											So we typically arrive to events
30 minutes early.
									","
											Eu própria sou uma defensora do tempo.
											É quase como se a minha mãe,
quando eu era miúda, me tivesse dito:
											""Nós não vamos ser
como esses negros"".
											Então, normalmente chegamos
aos eventos 30 minutos antes.
									","
											Soy casi como mi madre, 
que de pequeña me decía:
											""No seremos de esas personas 
de raza negra"".
											Por lo que solíamos llegar a los eventos 
con 30 minutos de antelación.
									","
											Personnellement, je suis
très pointilleuse sur la ponctualité.
											C'est comme si, en grandissant,
ma mère avait dit :
											« Nous ne serons pas ces Noirs-là. »
											En général, nous arrivions
aux événements avec 30 minutes d'avance.
									","
											Ben zaman konusunda
oldukça titizimdir.
											Neredeyse annemin ben büyürken
şöyle demesi gibiydi:
											""Biz o klasik siyahilerden olmayacağız""
											Biz de etkinliklere genelde
yarım saat önceden varırdık.
									",The racial politics of time,Brittney Cooper,12:29,"criminal justice,culture,history,humanity,identity,inequality,race,social change,society,United States,time"
"
","
","
","
","
",The racial politics of time,Brittney Cooper,12:29,"criminal justice,culture,history,humanity,identity,inequality,race,social change,society,United States,time"
"
											But today, I want to talk to you
more about the political nature of time,
											for if time had a race,
											it would be white.
											White people own time.
									","
											Mas hoje, quero falar com vocês
sobre a natureza política do tempo,
											porque, se o tempo tivesse raça,
											seria branco.
											As pessoas brancas mandam no tempo.
									","
											Pero hoy, quiero hablar más 
sobre la naturaleza política del tiempo,
											porque si el tiempo tuviera una raza,
											sería blanca.
											A la gente blanca le pertenece el tiempo.
									","
											Mais aujourd'hui, je veux vous parler
de la nature politique du temps,
											car s'il avait une race,
											il serait blanc.
											Le temps appartient aux Blancs.
									","
											Ama bugün, sizinle daha çok zamanın
politik doğası hakkında konuşmak istiyorum
											Eğer zamanın bir ırkı olsaydı,
											o da beyaz olurdu.
											Beyaz insanlar zamana sahipler.
									",The racial politics of time,Brittney Cooper,12:29,"criminal justice,culture,history,humanity,identity,inequality,race,social change,society,United States,time"
"
","
","
","
","
",The racial politics of time,Brittney Cooper,12:29,"criminal justice,culture,history,humanity,identity,inequality,race,social change,society,United States,time"
"
											I know, I know.
											Making such ""incendiary statements""
makes us uncomfortable:
											Haven't we moved past the point
where race really matters?
											Isn't race a heavy-handed concept?
											Shouldn't we go ahead
with our enlightened, progressive selves
											and relegate useless concepts like race
to the dustbins of history?
											How will we ever get over racism
if we keep on talking about race?
											Perhaps we should lock up our concepts
of race in a time capsule,
											bury them and dig them up
in a thousand years,
											peer at them with the clearly
more enlightened,
											raceless versions of ourselves
that belong to the future.
											But you see there,
											that desire to mitigate the impact
of race and racism shows up
											in how we attempt to manage time,
											in the ways we narrate history,
											in the ways we attempt to shove
the negative truths of the present
											into the past,
											in the ways we attempt to argue
that the future that we hope for
											is the present in which
we're currently living.
									","
											Eu sei, eu sei.
											Fazer este tipo de ""afirmações
controversas"" deixa-nos desconfortáveis:
											Já não passámos o tempo
em que a raça era importante?
											Não é a raça um conceito incómodo?
											Não devíamos seguir em frente com
os nossos ""eu"" esclarecidos e informados
											e deitar no lixo da história
os conceitos inúteis como a raça?
											Como é que vamos ultrapassar o racismo
se continuamos a falar de raça?
											Talvez tenhamos de fechar os nossos
conceitos de raça numa cápsula do tempo,
											enterrá-los e desenterrá-los
daqui a mil anos,
											olhá-los com uma versão de nós próprios
mais esclarecida
											que pertence ao futuro.
											Mas aí se vê,
											o desejo de atenuar o impacto
da raça e o racismo
											aparece na forma
como tentamos gerir o tempo,
											na forma como narramos a história,
											na forma como tentamos empurrar
as verdades negativas do presente
											para o passado,
											na forma como tentamos discutir
que o futuro que esperamos
											é o presente em que vivemos actualmente.
									","
											Lo sé, lo sé.
											Hacer tales declaraciones ""incendiarias"" 
nos hace sentir incómodos:
											¿No hemos superado el punto de 
la raza como algo importante?
											¿No es la raza un concepto cruel?
											¿No deberíamos avanzar con nuestro 
ser ilustrado y progresista
											y relegar conceptos inútiles como raza 
a los cubos de basura de la historia?
											¿Cómo superar el racismo 
si seguimos hablando de raza?
											Tal vez deberíamos encerrar los conceptos 
de raza en una cápsula del tiempo,
											enterrarlos y desenterrarlos en mil años,
											mirarlos con la claridad más ilustrada,
											versiones sin raza de nosotros mismos 
que pertenecen al futuro.
											Pero verán allí,
											que el deseo de mitigar el impacto 
de la raza y el racismo se manifiesta
											en la forma en que tratamos 
de manejar el tiempo,
											en la forma de narrar la historia,
											en la forma en que tratamos de empujar 
las verdades negativas del presente
											al pasado,
											en la forma en que tratamos de argumentar 
que el futuro que esperamos
											es el presente en el que vivimos hoy.
									","
											Je sais, je sais.
											Faire de telles « déclarations
incendiaires » nous met mal à l'aise :
											n'avons-nous pas dépassé le point
où la race importait vraiment ?
											La race n'est-elle pas
un concept maladroit ?
											Ne devrions-nous pas aller de l'avant,
nous éclairés et progressifs,
											et reléguer de tels concepts inutiles
aux oubliettes de l'histoire ?
											Comment dépasserons-nous le racisme
si nous continuons à parler de race ?
											Nous devrions enfermer
nos concepts de race dans une capsule,
											les enterrer et les déterrer
dans mille ans,
											afin que les versions plus éclairées,
											sans race de nous-mêmes
appartenant au futur, les considèrent.
											Mais vous voyez,
											ce désir de modérer l'impact
de la race et du racisme se manifeste
											dans notre effort de gestion du temps,
											dans notre narration de l'histoire,
											dans notre effort à fourrer
les vérités négatives du présent
											dans le passé,
											dans notre effort à avancer
que le futur que nous espérons
											est le présent dans lequel nous vivons.
									","
											Biliyorum, biliyorum.
											""Tahrik edici ifadeler"" kullanmak
bizleri rahatsız ediyor:
											Irkın gerçekten önemli olduğu noktayı
geçmemiş miydik?
											Irk sert bir konsept değil mi?
											Aydınlanmış ve ilerleyici
benliklerimizle ileri yol alıp
											ırk gibi gereksiz konuları tarihin
tozlu sayfalarına gömmemiz gerekmiyor mu?
											Irkçılığın üstünden, sürekli ırk hakkında
konuşacaksak, nasıl gelebiliriz?
											Belki de ırk konspetlerimizi
bir zaman kapsülüne koyup
											onları gömüp bin sene sonra
geri çıkardıktan sonra,
											geleceğe ait olan, daha aydınlanmış,
											kendimizin ırksız haliyle
bakmamız gerekiyordur.
											Ama gördüğünüz üzere,
											ırkın etkisini azaltma isteği ve ırkçılık,
											zamanı nasıl yönetmeye çalıştığımızda,
											tarihi nasıl anlattığımızda,
											zamanımızın olumsuz gerçeklerini
geçmişe atma
											çabalarımızda,
											umduğumuz geleceğin aslında
şu anda yaşadığımız şimdi olduğuna
											ikna etme denememizde ortaya çıkıyor.
									",The racial politics of time,Brittney Cooper,12:29,"criminal justice,culture,history,humanity,identity,inequality,race,social change,society,United States,time"
"
","
","
","
","
",The racial politics of time,Brittney Cooper,12:29,"criminal justice,culture,history,humanity,identity,inequality,race,social change,society,United States,time"
"
											Now, when Barack Obama
became President of the US in 2008,
											many Americans declared
that we were post-racial.
											I'm from the academy
											where we're enamored
with being post-everything.
											We're postmodern, we're post-structural,
we're post-feminist.
											""Post"" has become
a simple academic appendage
											that we apply to a range of terms
											to mark the way we were.
											But prefixes alone don't have the power
to make race and racism
											a thing of the past.
											The US was never ""pre-race.""
											So to claim that we're post-race when we
have yet to grapple with the impact
											of race on black people,
Latinos or the indigenous
											is disingenuous.
											Just about the moment
we were preparing to celebrate
											our post-racial future,
											our political conditions became
the most racial they've been
											in the last 50 years.
									","
											Quando Barack Obama se tornou
presidente dos EUA em 2008,
											muitos americanos declararam
que éramos pós-raciais.
											Sou da academia
											onde somos cativados como sendo pós-tudo.
											Somos pós-modernos,
pós-estruturais, pós-feministas.
											""Pós"" tornou-se num simples
apêndice académico
											que usamos numa variedade de termos
											para marcar a forma como éramos.
											Mas os prefixos por si só, não têm poder
											para fazer a raça e o racismo
uma coisa do passado.
											Os EUA nunca foram ""pré-raça"".
											Então, dizer que somos pós-raça
											quando ainda temos de lidar
com o impacto da raça
											em pessoas negras, latinas ou indígenas
											não é sincero.
											No momento em que nos preparávamos
											para celebrar o nosso futuro pós-racial,
											as condições políticas
tornaram-se as mais raciais
											dos últimos 50 anos.
									","
											Obama se convirtió en presidente 
de EE.UU. en 2008,
											muchos estadounidenses declararon 
que estábamos en la época postracial.
											Pertenezco a la academia,
											donde estamos enamorados de lo post-todo.
											Somos postmodernos, postestructuralistas,
postfeministas.
											""Post"" se ha convertido 
en un simple apéndice académico
											que aplicamos a una serie de términos
											para marcar el camino donde estábamos.
											Pero prefijos solos no tienen el poder 
de convertir la raza y el racismo
											en algo del pasado.
											EE.UU. nunca fue ""preracial"".
											Por eso, pretender ser postracial cuando 
todavía tenemos que lidiar con el impacto
											de la raza en los negros, 
latinos o los indígenas
											es ingenuo.
											Justo en el momento en que 
nos preparamos para celebrar
											nuestro futuro postracial,
											nuestras condiciones políticas 
se volvieron las más raciales
											de los últimos 50 años.
									","
											Quand Barack Obama est devenu
président des États-Unis en 2008,
											beaucoup d'Américains ont déclaré
que c'était l'ère post-raciale.
											Je suis issue de l'académie
où nous aimons être post tout.
											Nous sommes postmodernes,
poststructurels, postféministes.
											« Post » est devenu
un simple appendice académique
											à appliquer à un éventail de termes
											afin de marquer comment nous étions.
											Les préfixes seuls n'ont pas le pouvoir
de faire de la race et du racisme
											des concepts du passé.
											Les États-Unis n'ont
jamais été « préraces ».
											Prétendre que nous sommes postraces
											alors que nous n'avons pas
encore saisi l'impact
											de la race sur les Noirs,
les Hispaniques ou les Indigènes
											est fallacieux.
											Au moment où
nous nous préparions à célébrer
											notre futur postracial,
											notre situation politique est devenue
la plus raciale qui ait existé
											depuis 50 ans.
									","
											Barack Obama 2008'de
ABD Başkanı olduğunda
											Birçok Amerikalı bizim
ırkçılığı geride bıraktığımızı söyledi.
											Ben akademidenim,
											bir şeyi geride bırakmaya aşıkların
bulunduğu yerde.
											Biz post-moderniz, post-yapılsalcıyız,
post-feministiz.
											""Post"", olduğumuz yeri işaretlemek için
											bir dizi terime koyduğumuz basit bir
											akademik ek haline geldi.
											Ancak ön eklerin ırkı ve ırkçılığı

											geçmişin bir parçası yapma gücü yok.
											ABD hiç ""ırk öncesi"" olmadı.
											Bu sebeple ırkın siyahiler, Latinler veya
yerliler üzerindeki etkisiyle
											daha yeni çarpışıyorken, 
ırkı aşmış olduğumuzu iddia etmek,
											hiç samimi değil.
											Tam da ırkçılığı aşmış geleceğimizi
kutlamaya hazırlanırken,
											politik koşullarımız
											son elli yıldır olduklarından
											en ırkçı hale dönüştüler.
									",The racial politics of time,Brittney Cooper,12:29,"criminal justice,culture,history,humanity,identity,inequality,race,social change,society,United States,time"
