es,tr,en,de,title,speaker,duration,tags
"
","
","
","
",Three myths about corruption,Afra Raymond,18:09,"TEDx,corruption,crime,economics,government,protests"
"
											Bueno, esta mañana hablaré
											sobre corrupción.
											La corrupción se define
											como el abuso de 
una posición de confianza
											para el beneficio propio o, 
en el caso de nuestro contexto,
											para sus amigos, su familia o sus financieros.
											¿De acuerdo? Amigos, familiares y financieros.
											Pero tenemos que comprender qué 
se entiende por corrupción,
											y debemos entender
											que nos hemos equivocado en esto y 
tenemos que admitirlo.
											Debemos tener el coraje de admitirlo
											para comenzar a cambiar la 
forma en que la enfrentamos.
									","
											Pekala, bu sabah
											yolsuzluk sorusu üzerine konuşuyorum.
											Yolsuzluk
											güven halinin kendi—
											veya bizim bağlamımızdaki haliyle—
											arkadaşlarınızın, ailenizin veya sermayedarlarınızın çıkarları için istismar edilmesi olarak tanımlanır.
											Tamam? Arkadaşlar, aile ve sermayaderler.
											Ancak yolsuzluktan ne anladığımızı anlamalıyız.
											ve onun hakkında yanlış eğitildiğimizi anlamalıyız
											ve bunu kabul etmeliyiz.
											Bunu kabul edecek cesarete sahip olmak zorundayız
											Onunla baş etme şeklimizi değiştirmeye başlamalıyız
									","
											Okay, this morning I'm speaking
											on the question of corruption.
											And corruption is defined
											as the abuse of a position of trust
											for the benefit of yourself — or, in the case of our context,
											your friends, your family or your financiers.
											Okay? Friends, family and financiers.
											But we need to understand what we understand about corruption,
											and we need to understand that
											we have been miseducated about it, and we have to admit that.
											We have to have the courage to admit that
											to start changing how we deal with it.
									","
											Heute Morgen spreche ich
über Korruption.
											Korruption wird definiert
											als Missbrauch einer Vertrauensposition
											zum eigenen Nutzen —
oder, in unserem Kontext,
											zum Nutzen Ihrer Freunde,
Ihrer Familie oder Ihrer Finanziers.
											Okay? Freunde, Familie und Finanziers.
											Aber wir müssen verstehen,
was wir über Korruption wissen,
											und wir müssen verstehen,
											dass wir darüber fehlinformiert wurden
und wir müssen uns dies eingestehen.
											Wir müssen dazu stehen,
um unseren Umgang damit zu verändern.
									",Three myths about corruption,Afra Raymond,18:09,"TEDx,corruption,crime,economics,government,protests"
"
","
","
","
",Three myths about corruption,Afra Raymond,18:09,"TEDx,corruption,crime,economics,government,protests"
"
											Lo primero es el gran mito,
el número uno,
											es que de hecho 
no es verdaderamente un crimen.
											Cuando nos juntamos 
con los amigos y la familia
											y debatimos sobre 
el crimen en nuestro país,
											sobre el crimen en Belmont, 
en Diego o en Marabella,
											nadie habla de la corrupción.
											Esa es la pura verdad.
											Cuando el comisionado de la policía sale
en TV para hablar de la delincuencia,
											no habla de corrupción.
											Y sabemos con seguridad cuando 
el Ministro de Seguridad Nacional
											está hablando sobre el crimen, 
tampoco habla de corrupción.
											Lo que quiero decir es que es un crimen.
											Es un crimen económico, porque involucramos 
el saqueo del dinero de los contribuyentes.
											La corrupción pública y privada son una realidad.
											Como persona que viene del sector privado,
											puedo decirles que hay 
una gran cantidad de corrupción
											en el sector privado que no 
tiene nada que ver con el gobierno.
											Los mismos sobornos y cosas que se 
llevan a cabo bajo la mesa,
											todo eso sucede en el sector privado.
											Hoy, me centro en la 
corrupción del sector público,
											en la que el sector privado también participa.
									","
											İlk gelen şu büyük efsane, bir numara olan,
											şöyle ki, o gerçek anlamda bir şuç değil.
											Arkadaşlarımızla ve ailemizle bir araya geldiğimizde
											ve ülkemizdeki şuçu tartıştığımızda,
											Belmont'daki şuçu veya Diego'daki veya Marabella'daki suçu tartıştığımızda
											hiç kimse yolsuzluktan bahsetmiyor.
											Dürüst olan gerçek budur.
											Polis komiseri gelip de televizyonda suçla ilgili konuştuğunda,,
											yolsuzluktan bahsetmiyor.
											Ve kesin olarak biliyoruz ki Ulusal Güvenlik Bakanlığımız suçla ilgili konuşurken
											o da yolsuzluktan bahsetmiyor.
											Burada varmaya çalıştığım nokta bunun da bir suç olduğudur..
											O bir ekonomik suç, çünkü vergi verenlerin parasının yağmalanmasına karışıyoruz.
											Genel ve özel yolsuzluk bir gerçektir.
											Özel sektörden gelen biri olarak,
											özel sektörde korkunç miktarda, hükümetle hiç bir ilgisi olmayan
											bir yolsuzluğun döndüğünü söyleyebilirim.
											Aynı rüşvetler ve para yedirmeler ve masa altında gerçekleşen diğer şeyler
											hepsi özel sektörde oluyor.
											Bugün, ben, özel sektörün de katıldığı,
											kamu sektöründeki yolsuzluğa odaklanıyorum.
									","
											The first thing is that the big myth, number one,
											is that in fact it's not really a crime.
											When we get together with friends and family
											and we discuss crime in our country,
											crime in Belmont or crime in Diego or crime in Marabella,
											nobody's speaking about corruption.
											That's the honest truth.
											When the Commissioner of Police comes on TV to talk about crime,
											he isn't speaking about corruption.
											And we know for sure when the Minister of National Security
											is speaking about crime, he's not talking about corruption either.
											The point I'm making is that it is a crime.
											It is an economic crime, because we're involving the looting of taxpayers' money.
											Public and private corruption is a reality.
											As somebody who comes from the private sector,
											I can tell you there's a massive amount of corruption
											in the private sector that has nothing to do with government.
											The same bribes and backhanders and things that take place under the table,
											it all takes place in the private sector.
											Today, I'm focusing on public sector corruption,
											which the private sector also participates in.
									","
											Der erste große Irrtum ist,
											dass dies eigentlich
gar kein Verbrechen ist.
											Wenn wir mit Freunden und Familie
											über Verbrechen
in unserem Land diskutieren,
											Verbrechen in Belmont,
in Diego oder in Marabella,
											erwähnt niemand Korruption.
											Das ist die ganze Wahrheit.
											Wenn der Polizeipräsident im Fernsehen
über Verbrechen spricht,
											spricht er nicht über Korruption.
											Wenn der Minister
für Nationale Sicherheit es tut,
											spricht er auch nicht über Korruption.
											Mein Punkt ist: Es ist ein Verbrechen.
											Es ist ein Wirtschaftsverbrechen,
											weil es dabei um das Plündern
von Steuergeldern geht.
											Öffentliche und private Korruption
ist eine Tatsache.
											Ich komme aus dem privaten Sektor
											und dort gibt es massive Korruption,
											die nichts mit der Regierung zu tun hat.
											Die gleichen Bestechungen, Schmiergelder
und Deals unter der Hand —
											das kommt alles im privaten Sektor vor.
											Heute konzentriere ich mich
auf Korruption im öffentlichen Bereich,
											an der der private Sektor
auch beteiligt ist.
									",Three myths about corruption,Afra Raymond,18:09,"TEDx,corruption,crime,economics,government,protests"
"
","
","
","
",Three myths about corruption,Afra Raymond,18:09,"TEDx,corruption,crime,economics,government,protests"
"
											El segundo mito importante para comprender...
											porque tenemos que destruir estos mitos,
											desmantelarlos, destruirlos y ridiculizarlos...
											el segundo mito importante para comprender
											es el relativo a
											que de hecho la corrupción
solo es un pequeño problema.
											Si es solo un problema, 
es solo un pequeño problema,
											que de hecho es solo un pequeño 10 ó 15 %,
											ha ocurrido siempre, 
probablemente continuará por siempre
											y no tiene sentido crear ninguna ley, porque no 
hay mucho que podamos hacer al respecto.
											Y quiero demostrar que eso, también,
											es un mito peligroso, muy peligroso.
											Es una obra de malicia pública.
									","
											Anlaşılması gereken diğer ikinci önemli efsane de—-
											çünkü bu efsaneleri yok etmek zorundayız,
											parçalamak, yok etmek ve alaya almak zorundayız—
											anlaşılması gereken diğer ikinci efsane de
											yolsuzluğun aslında
											küçük bir sorun olduğunun söylenmesidir
											Eğer bu bir sorunsa sadece küçük bir sorundur,
											öyle ki aslında sadece yüzde 10 veya 15 oranındadır,
											çoktandır böyle devam etmekte, ve büyük ihtimalle de böyle devam edecektir,
											ve hiçbir kanun yürürlüğe koymaya gerek yoktur çünkü bununla ilgili yapabilecek çok az şeyimiz vardır.
											Ve ben de bunu kanıtlamak istiyorum,
											Bu da çok tehlikeli bir söylencedir, çok tehlikeli.
											Bu bir miktar kamu yaramazlığıdır.
									","
											The second important myth to understand —
											because we have to destroy these myths,
											dismantle them and destroy them and ridicule them —
											the second important myth to understand
											is the one that says
											that in fact corruption is only a small problem —
											if it is a problem, it's only a small problem,
											that in fact it's only a little 10 or 15 percent,
											it's been going on forever, it probably will continue forever,
											and there's no point passing any laws, because there's little we can do about it.
											And I want to demonstrate that that, too,
											is a dangerous myth, very dangerous.
											It's a piece of public mischief.
									","
											Der zweite wichtige Irrtum,
den wir verstehen müssen —
											denn wir müssen
all diese Irrtümer zerstören,
											sie entwaffnen, zerstören
und verspotten —
											der zweite wichtige Irrtum besagt,
											dass Korruption eigentlich
nur ein kleines Problem ist —
											wenn schon ein Problem,
dann nur ein kleines Problem,
											das eigentlich nur 10 oder 15 % ausmacht.
											Es läuft schon seit ewigen Zeiten
											und es wird bestimmt
bis in alle Ewigkeit weitergehen,
											und es gibt keinen Grund,
Gesetze zu erlassen,
											weil sich kaum etwas dagegen machen lässt.
											Ich möchte zeigen, dass auch das
											ein sehr gefährlicher Irrtum ist.
											Es ist ein öffentliches Übel.
									",Three myths about corruption,Afra Raymond,18:09,"TEDx,corruption,crime,economics,government,protests"
"
","
","
","
",Three myths about corruption,Afra Raymond,18:09,"TEDx,corruption,crime,economics,government,protests"
"
											Y quiero hablar un poco,
											retornar unos 30 años atrás.
											Procedemos de Trinidad y Tobago,
											un pequeño país del Caribe, 
rico en recursos,
											y a principios de la década de los 70 tuvimos 
un gran aumento de la riqueza del país,
											y ese aumento fue causado por el
aumento de los precios mundiales del petróleo.
											Los llamamos petrodólares. 
Hacienda estaba llena de dinero.
											Y es irónico, porque
											estamos hoy en el Banco Central.
											Ya ven, la historia es rica en ironía.
											Estamos hoy en el Banco Central,
											y el Banco Central es el responsable de muchas 
de las cosas de las que hablaré.
											¿Sí? Estamos hablando sobre
la irresponsabilidad en los cargos públicos.
											Hablamos sobre el hecho
de que cruzando la calle,
											el siguiente edificio es el Ministerio de Hacienda,
											y tiene mucha conexión con nosotros hoy,
											por eso hoy hablamos dentro
de su templo. ¿De acuerdo?
									","
											Ve birazcık konuşmak,
											bizi bir 30 yıl geriye doğru götürmek istiyorum.
											Bugün kaynak zengini, küçük karayip ülkesi,
											Trinidad ve Tobago` dan, geliyoruz,
											ve 1970lerin başında, ülke refahında korkunç bir yükselme yaşadık,
											ve bu yükselme, dünya petrol fiyatlarının artışı sayesinde oldu..
											Biz onlara petro- dolarlar deriz. Hazine, paradan patlıyordu.
											Ve bu ironik, çünkü
											bugün Merkez Bankası`na bağımlıyız.
											Görüyorsunuz ya, tarih ironiyle dolu.
											Bugün Merkez Bankası`na bağımlıyız,
											ve Merkez Bankası konuşuyor olacağım birçok şeyden sorumlu.
											Pekala? Kamu ofisinde sorumsuzluktan bahsediyoruz.
											Taraçanın diğer tarafındaki bir gerçekten bahsediyoruz,
											bir sonraki kule Finans Bakanlığı,
											ve bugün oradan bizimle birçok bağlantı mevcut
											yani bugün sizin mabediniz içersinden konuşuyoruz, peki mi?
									","
											And I want to speak a little bit,
											take us back about 30 years.
											We're coming out today from Trinidad and Tobago,
											a resource-rich, small Caribbean country,
											and in the early 1970s we had a massive increase in the country's wealth,
											and that increase was caused by the increase in world oil prices.
											We call them petrodollars. The treasury was bursting with money.
											And it's ironic, because
											we're standing today in the Central Bank.
											You see, history's rich in irony.
											We're standing today in the Central Bank,
											and the Central Bank is responsible for a lot of the things I'm going to be speaking about.
											Okay? We're talking about irresponsibility in public office.
											We're speaking about the fact that across the terrace,
											the next tower is the Ministry of Finance,
											and there's a lot of connection with us today,
											so we're speaking within your temple today. Okay?
									","
											Ich möchte ein wenig über
die Zeit vor 30 Jahren sprechen.
											Wir beginnen heute in Trinidad und Tobago,
											einem kleinen, ressourcenreichen
Land in der Karibik.
											Zu Beginn der 1970er Jahre stieg
der Wohlstand des Landes enorm an.
											Dieser Anstieg kam durch
den Anstieg der weltweiten Ölpreise.
											Wir nennen dies Petrodollar.
											Die Schatzkammer platzte vor Geld
aus allen Nähten.
											Herrliche Ironie,
											denn wir befinden uns heute
in der Zentralbank.
											Die Geschichte ist voller Ironie.
											Wir befinden uns heute in der Zentralbank,
											und sie ist für vieles
von dem verantwortlich,
											worüber ich heute spreche.
											Wir sprechen über Verantwortungslosigkeit
im öffentlichen Sektor.
											Wir sprechen darüber, dass auf
der anderen Seite des Vorplatzes
											das Finanzministerium ist,
											es gibt viele Verbindungen zu uns hier,
											also sprechen wir heute
in Ihrem Tempel. Okay?
									",Three myths about corruption,Afra Raymond,18:09,"TEDx,corruption,crime,economics,government,protests"
"
","
","
","
",Three myths about corruption,Afra Raymond,18:09,"TEDx,corruption,crime,economics,government,protests"
"
											(Aplausos)
									","
											(Alkış)
									","
											(Applause)
									","
											(Applaus)
									",Three myths about corruption,Afra Raymond,18:09,"TEDx,corruption,crime,economics,government,protests"
