en,fr,tr,title,speaker,duration,tags
"
","
","
",3 questions to ask yourself about everything you do,Stacey Abrams,12:38,"politics,activism,government,community,identity,history,social change,society,inequality,poverty,United States,leadership"
"
											When I was in high school
at the age of 17 —
											I graduated from high school
in Decatur, Georgia,
											as valedictorian of my high school —
											I was very proud of myself.
											I was from a low-income community,
I had grown up in Mississippi,
											we'd moved from Mississippi to Georgia
											so my parents could pursue their degrees
as United Methodist ministers.
											We were poor, but they didn't think
we were poor enough,
											so they were going for permanent poverty.
									","
											Quand j'étais au lycée,
à l'âge de 17 ans —
											j'ai fini le lycée à Decatur, en Géorgie,
											en tant que major de mon lycée —
											j'étais très fière de moi.
											Je venais d'une communauté
à faibles revenus,
											j'avais grandi dans le Mississippi,
											nous avions déménagé en Géorgie
											pour que mes parents puissent
poursuivre leurs études
											de pasteur de l’Église méthodiste unie.
											Nous étions pauvres
mais, à leur avis, pas assez pauvres
											alors ils se dirigeaient
vers une pauvreté permanente.
									","
											On yedi yaşında lisedeyken
											Georgia'nın Decatur şehrindeki
okulumdan mezun oldum,
											hem de okulun veda konuşmacısı olarak.
											Kendimle çok gurur duyuyordum.
											Düşük gelirli bir toplumdandım,
Mississippi'de büyüdüm,
											Georgia'ya taşınmıştık,
											böylece ebeveynlerim Birleşik Metodist
din insanı olabileceklerdi.
											Fakirdik ama fakir olduğumuzun
farkında değillerdi,
											daha da fakir olmaya çalışıyorlardı.
									",3 questions to ask yourself about everything you do,Stacey Abrams,12:38,"politics,activism,government,community,identity,history,social change,society,inequality,poverty,United States,leadership"
"
","
","
",3 questions to ask yourself about everything you do,Stacey Abrams,12:38,"politics,activism,government,community,identity,history,social change,society,inequality,poverty,United States,leadership"
"
											(Laughter)
									","
											(Rires)
									","
											(Gülüşmeler)
									",3 questions to ask yourself about everything you do,Stacey Abrams,12:38,"politics,activism,government,community,identity,history,social change,society,inequality,poverty,United States,leadership"
"
","
","
",3 questions to ask yourself about everything you do,Stacey Abrams,12:38,"politics,activism,government,community,identity,history,social change,society,inequality,poverty,United States,leadership"
"
											And so, while they studied at Emory,
											I studied at Avondale,
and I became valedictorian.
											Well, one of the joys of being
valedictorian in the state of Georgia
											is that you get invited
to meet the governor of Georgia.
											I was mildly interested in meeting him.
											It was kind of cool.
											I was more intrigued by the fact
that he lived in a mansion,
											because I watched a lot
of ""General Hospital"" and ""Dynasty""
											as a child.
									","
											Pendant qu'ils étudiaient à Emory,
											j'étudiais à Avondale
et je suis devenue major du lycée.
											L'une des joies d'être major
dans l'État de Géorgie
											est que vous êtes invitée
à rencontrer le gouverneur de la Géorgie.
											Le rencontrer m'intéressait modérément.
											C'était cool.
											J'étais plus intriguée par le fait
qu'il vive dans un manoir
											car j'avais beaucoup regardé « Dynastie »
et « Alliances et trahisons ».
									","
											Onlar Emory'de okurken
											ben de Avondale'de okudum
ve veda konuşmacısı oldum.
											Georgia'da veda konuşmacısı olmanın
en eğlenceli yanlarından biri,
											Georgia valisiyle tanışmaya 
davet edilmekti.
											Onunla tanışmaya çok da can atmıyordum.
											Güzel bir şeydi.
											Bir malikânede yaşıyor olması
ilgimi daha çok çekiyordu.
											Çünkü çocukken çok fazla
""General Hospital""
											ve ""Hanedan"" izledim.
									",3 questions to ask yourself about everything you do,Stacey Abrams,12:38,"politics,activism,government,community,identity,history,social change,society,inequality,poverty,United States,leadership"
"
","
","
",3 questions to ask yourself about everything you do,Stacey Abrams,12:38,"politics,activism,government,community,identity,history,social change,society,inequality,poverty,United States,leadership"
"
											(Laughter)
									","
											(Rires)
									","
											(Gülüşmeler)
									",3 questions to ask yourself about everything you do,Stacey Abrams,12:38,"politics,activism,government,community,identity,history,social change,society,inequality,poverty,United States,leadership"
"
","
","
",3 questions to ask yourself about everything you do,Stacey Abrams,12:38,"politics,activism,government,community,identity,history,social change,society,inequality,poverty,United States,leadership"
"
											And so I got up that morning,
ready to go to visit the governor.
											My mom and my dad,
who were also invited, got up,
											and we went outside.
											But we didn't get in our car.
											And in the south,
a car is a necessary thing.
											We don't have a lot of public transit,
there aren't a lot of options.
											But if you're lucky enough
to live in a community
											where you don't have a car,
											the only option is public transit.
											And that's what we had to take.
											And so we got on the bus.
											And we took the bus from Decatur
all the way to Buckhead,
											where the Governor's Mansion sat
on this really beautiful acreage of land,
											with these long black gates
that ran the length of the property.
									","
											Je me suis levée ce matin-là,
prête à aller voir le gouverneur.
											Ma mère et mon père,
également invités, se sont levés
											et nous sommes sortis.
											Mais nous n'avons pas pris notre voiture.
											Dans le sud, une voiture
est quelque chose de nécessaire.
											Nous n'avons pas beaucoup
de transports publics,
											il y a peu d'options.
											Si vous avez la chance
de vivre dans une communauté
											où vous n'avez pas de voiture,
											le seul choix se résume
aux transports publics.
											C'est ce que nous avons dû prendre.
											Nous sommes montés dans le bus.
											Nous avons pris le bus
de Decatur jusqu'à Buckhead,
											où le manoir du gouverneur se tenait
sur ce très beau terrain
											avec ce grand portail noir
qui courait le long de la propriété.
									","
											Yani o sabah valiyi
ziyaret etmek için kalktım.
											Davetli olan annem ve babam da kalktılar
											ve dışarıya çıktık.
											Ama kendi arabamıza binmedik.
											Güneyde, araba bir ihtiyaçtır.
											Çok fazla toplu taşıma olanağımız yok,
yani çok seçeneğimiz de yok.
											Ama arabanızın olmadığı bir toplumda
											yaşayacak kadar şanslıysanız
											tek seçeneğiniz toplu taşımadır.
											Bizim de tek seçeneğimiz buydu.
											Yani otobüse bindik.
											Decatur'dan Buckhead'e kadar
otobüsle gittik.
											Valinin malikânesi, arazi boyunca uzanan 
uzun siyah kapılarıyla
											gerçekten güzel bir arazi
üzerinde kuruluydu.
									",3 questions to ask yourself about everything you do,Stacey Abrams,12:38,"politics,activism,government,community,identity,history,social change,society,inequality,poverty,United States,leadership"
"
","
","
",3 questions to ask yourself about everything you do,Stacey Abrams,12:38,"politics,activism,government,community,identity,history,social change,society,inequality,poverty,United States,leadership"
