es,pt,fr,de,title,speaker,duration,tags
"
","
","
","
",The secret to desire in a long-term relationship,Esther Perel,19:10,"culture,love,relationships,sex"
"
											¿Por qué el buen sexo se desvanece
tan frecuentemente
											aun en parejas que continúan amándose 
uno al otro tanto como siempre?
											¿Y por qué una buena intimidad 
no garantiza buen sexo,
											contrario a la creencia popular?
											O, la siguiente pregunta pudiera ser,
											¿podemos desear lo que ya tenemos?
											Es la pregunta del millón, ¿verdad?
											¿Y por qué lo prohibido es tan erótico?
											¿Qué hace la transgresión que 
hace al deseo tan potente?
											¿Y por qué el sexo hace bebés,
											y los bebés significan 
desastre erótico en las parejas?
											Es una especie de golpe mortal 
al erotismo, ¿no es así?
											Y cuando amas, ¿cómo se siente?
											Y cuando deseas, ¿en qué es diferente?
									","
											Porque é que o bom sexo se desvanece
tão frequentemente,
											até para casais que continuam
a amar-se eternamente?
											E porque é que uma boa intimidade 
não garante bom sexo,
											ao contrário do que muitos pensam?
											Ou a próxima pergunta seria:
											Podemos querer o que já temos?
											Essa é a pergunta
de um milhão de dólares, não é?
											Porque é o proibido tão erótico?
											Porque é que a transgressão
torna o desejo tão forte?
											E porque é que o sexo faz bebés
											e os bebés provocam
um desastre erótico nos casais?
											É uma espécie
de golpe erótico fatal, não é?
											Quando amamos, qual é a sensação?
											E quando desejamos, qual é a diferença?
									","
											Pourquoi la qualité des relations sexuelles se dégrade-t-elle souvent
											même pour les couples
qui s'aiment toujours autant ?
											Et pourquoi l'intimité n'assure-t-elle pas des relations sexuelles de qualité
											contrairement à ce qu'on croit généralement ?
											Ou alors, la prochaine question pourrait être,
											peut-on vouloir quelque chose qu'on a déjà ?
											C'est la question à un million de dollars, non ?
											Et pourquoi l'interdit est-il si érotique ?
											Pourquoi la transgression rend-elle
le désir si puissant ?
											Et pourquoi le sexe engendre-t-il des bébés,
											et les bébés engendrent ils
des désastres érotiques dans les couples ?
											C'est un peu comme un coup fatal
porté à l'érotisme, non ?
											Et quand on est amoureux, comment se sent-on ?
											Et quand on ressent du désire,
en quoi cela est-il différent ?
									","
											Warum lässt guter Sex so oft nach,
											selbst bei Paaren, die einander 
immer noch innig lieben?
											Und warum bedeutet gute Intimität 
nicht automatisch guten Sex,
											obwohl wir das alle glauben?
											Oder eine weitere Frage:
											Können wir begehren, 
was wir schon haben?
											Das ist die Preisfrage, richtig?
											Und warum ist Verbotenes so erotisch?
											Warum lösen Grenzverstöße 
so großes Begehren aus?
											Und warum führt Sex zu Babys,
											und warum bedeuten Babys in 
Beziehungen eine erotische Katastrophe?
											Der ultimative Erotikkiller, nicht wahr?
											Wie fühlt sich das an, wenn man liebt?
											Und wenn man begehrt, 
was ist der Unterschied?
									",The secret to desire in a long-term relationship,Esther Perel,19:10,"culture,love,relationships,sex"
"
","
","
","
",The secret to desire in a long-term relationship,Esther Perel,19:10,"culture,love,relationships,sex"
"
											Estas son algunas de la preguntas
											que están en el centro de mi exploración
											de la naturaleza del deseo erótico
											y los dilemas concomitantes en el amor moderno.
											Así que he viajado por el mundo
											y lo que he notado es que
											en todas partes donde el romanticismo ha entrado
											parece haber una crisis del deseo.
											Una crisis del deseo, como en poseer lo querido.
											El deseo como una expresión 
de nuestra individualidad,
											de nuestra libre elección, 
de nuestras preferencias, de nuestra identidad;
											deseo que se ha convertido en el concepto central
											como parte del amor moderno 
y las sociedades individualistas.
									","
											Estas são algumas das perguntas
											que estão no centro da minha exploração
											da natureza do desejo erótico
											e os seus concomitantes dilemas
no amor moderno.
											Eu viajo pelo mundo,
											e no que reparo é que,
											em todo o lado em que o romantismo entrou,
											parece haver uma crise de desejo.
											Uma crise de desejo,
no sentido de possuir o querer,
											— desejo como uma expressão
da nossa individualidade,
											do nosso livre-arbítrio,
das nossas preferências,
											da nossa identidade —
											um desejo, que se tornou
num conceito central
											como parte do amor moderno e
das sociedades individualistas.
									","
											Voici quelques unes des questions
											qui sont au centre de mon exploration
											de la nature du désir érotique
											et des dilemmes qui accompagnent la forme moderne de l'amour.
											Alors, je voyage autour du monde,
											et je m'aperçois que
											partout où le romantisme est entré,
											il semble y avoir une crise du désir.
											Une crise du désir, au sens de s'approprier ce qu'on n'a pas —
											le désir en tant qu'expression de notre individualité,
											de notre libre choix, de nos préférences,
de notre identité -
											le désir qui est devenu une notion centrale
											dans la forme moderne de l'amour
et les sociétés individualistes.
									","
											Dies sind einige der Fragen,
											die den Kern meiner Forschung bilden:
											Das Wesen des erotischen Verlangens
											und die Probleme, die es in 
modernen Beziehungen mit sich bringt.
											Also reise ich um die Welt
											und stelle fest, dass
											überall, wo Romantik ins Spiel kommt,
											das Verlangen anscheinend 
in eine Krise rutscht.
											Eine Krise des Verlangens bzw.
der Steuerung von Verlangen –
											Verlangen als Ausdruck unserer Individualität,
											unserer freien Wahl, unserer 
Vorlieben, unserer Identität.
											Verlangen nimmt auch 
einen zentralen Platz
											in moderner Liebe und in einer 
individualistischen Gesellschaft ein.
									",The secret to desire in a long-term relationship,Esther Perel,19:10,"culture,love,relationships,sex"
"
","
","
","
",The secret to desire in a long-term relationship,Esther Perel,19:10,"culture,love,relationships,sex"
"
											Saben, es la primera vez 
en la historia de la humanidad
											en que tratamos de experimentar 
la sexualidad en el largo plazo,
											no porque queramos 14 niños,
											para lo que necesitamos tener aún más 
porque muchos de ellos no sobreviven,
											y no porque sea un deber 
marital exclusivo de las mujeres.
											Esta es la primera vez que 
queremos sexo por largo tiempo
											por el placer y la conexión 
que tiene sus raíces en el deseo.
									","
											Esta é a primeira vez,
na história da humanidade,
											que estamos a tentar experienciar
a sexualidade a longo prazo,
											não porque queremos 14 filhos,
											o que nos exigiria ter ainda mais
porque muitas não sobreviveriam,
											e não porque é um dever conjugal
exclusivo da mulher.
											É a primeira vez que queremos
horas extra de sexo
											pelo prazer e ligação
que estão enraizados no desejo.
									","
											Vous savez, c'est la première fois
dans l'histoire de l'humanité
											où on s'essaye à la sexualité dans la durée
											non pas parce qu'on veut 14 enfants,
											sachant qu'on devra en faire encore plus que ça car beaucoup d'entre eux ne survivront pas,
											et non pas parce que c'est le devoir
marital exclusif d'une femme.
											C'est la première fois qu'on veut
une sexualité dans le temps
											pour le plaisir et le lien
qui sont enracinés dans le désir.
									","
											Zum ersten Mal in der 
Geschichte der Menschheit
											versuchen wir, Sexualität
langfristig zu erfahren,
											nicht weil wir 14 Kinder haben wollen –
											da müssten wir ja noch viel mehr haben,
denn viele überleben ja nicht –
											und nicht, weil es in der Ehe
ausschließlich Pflicht der Frau ist.
											Zum ersten Mal wollen wir 
Sex über lange Zeit
											mit Lust- und Verbundenheitsgefühlen, 
die im Verlangen wurzeln.
									",The secret to desire in a long-term relationship,Esther Perel,19:10,"culture,love,relationships,sex"
"
","
","
","
",The secret to desire in a long-term relationship,Esther Perel,19:10,"culture,love,relationships,sex"
"
											¿Qué sostiene el deseo y por qué es tan difícil?
											Y en el corazón del deseo sostenido 
en una relación comprometida,
											creo que está la reconciliación de 
dos necesidades humanas fundamentales.
											Por una parte, nuestro deseo 
de seguridad, predictibilidad,
											seguridad, dependencia, 
confidencialidad, permanencia,
											todas anclas, polos a tierra de nuestras vidas,
											que llamamos hogar.
											Pero también tenemos una necesidad 
igualmente fuerte —hombres y mujeres—
											de aventura, novedad, misterio, riesgo, peligro,
											de lo desconocido, lo inesperado, de sorpresa
											—captan la idea— de camino, de viaje.
											Así que reconciliar nuestra necesidad de seguridad
											y nuestra necesidad de aventura en una relación,
											o lo que hoy nos gusta llamar 
un matrimonio apasionado,
											suele ser una contradicción de términos.
											El matrimonio era una institución económica
											en la que te dieron un compañero para toda la vida
											en términos de niños y estatus social
											y sucesión y compañerismo
											Pero ahora queremos que nuestro 
compañero aún nos dé esas cosas,
											y además queremos que sea nuestro mejor amigo,
											sincero confidente y apasionado amante,
											y vivimos el doble.
											(Risas)
											Así que escojemos a una persona 
y básicamente le pedimos
											que nos dé lo que antes toda la aldea solía dar:
											Dame pertenencia, identidad, continuidad,
											pero dame trascendencia y
misterio y asombro, todo en uno.
											Dame confort, dame límite.
											Dame novedad, dame familiaridad.
											Dame predictibilidad, dame sorpresa.
											Y pensamos que está dado, y que 
los juguetes y la lencería nos salvarán.
											(Aplausos)
									","
											Então o que é que sustenta o desejo
e porque é tão difícil?
											Eu penso que é no coração da manutenção
do desejo numa relação de compromisso,
											que está a reconciliação
de duas necessidades humanas fundamentais.
											De um lado, a nossa necessidade
de segurança, de previsibilidade,
											de estabilidade, de dependência,
											de confiança, de perenidade,
											todas estas experiências nas nossas vidas
que nos ancoram, que nos alicerçam,
											a que nós chamamos de lar.
											Mas nós — homens e mulheres —
											também temos uma necessidade
igualmente forte

											de aventura, de novidade,
de mistério, de risco, de perigo,
											do desconhecido, do inesperado,
do supreendente
											— vocês percebem — 
de jornadas, de viagens.
											Reconciliar a nossa
necessidade de estabilidade
											com a nossa necessidade de aventura
num relacionamento,
											ou o que nós hoje gostamos de chamar
casamento apaixonado,
											costumava ser uma contradição de termos.
											O casamento era uma instituição económica
											em que se recebia uma parceria para a vida
											em termos de filhos e estatuto social,
											sucessão e companheirismo.
											Mas agora nós queremos
que o nosso parceiro nos dê tudo isto
											e que ainda seja o meu melhor amigo,
											o meu confidente e também
o meu amante apaixonado,
											e nós vivemos o dobro do tempo.
											(Risos)
											Então, chegamos ao pé de uma pessoa
e basicamente estamos a pedir-lhe
											que nos dê o que antes
uma vila inteira fornecia:
											dá-me pertença, dá-me identidade,
dá-me continuidade,
											mas dá-me também transcendência,
mistério e admiração, tudo de uma vez.
											Dá-me conforto, dá-me emoção.
											Dá-me novidade, dá-me familiaridade.
											Dá-me previsibilidade, dá-me surpresa.
											Tomamo-lo como garantido.
Os brinquedos e a lingerie vão salvar-nos.
											(Aplausos)
									","
											Mais qu'est-ce qui rend le désir durable, et pourquoi est-ce si difficile ?
											Je pense qu'au cœur de ce qui fait durer
le désir dans une relation stable,
											se trouve la conciliation de
deux besoins humains fondamentaux.
											D'une part, notre besoin de sécurité,
de prévisibilité,
											de sûreté, de fiabilité, de solidité, de stabilité —
											toutes ces expériences qui nous permettent de nous enraciner, de prendre pied dans nos vies,
											et qui constituent notre base.
											Mais d'autre part, on a également un besoin tout aussi fort — hommes et femmes —
											d'aventure, de nouveauté, de mystère,
de risque, de danger,
											d'inconnu, d'inattendu, de surprise —
											vous voyez ce que je veux dire — le besoin de voyager, de s'échapper.
											Alors concilier notre besoin de sécurité
											et notre besoin d'aventure dans une relation,
											c'est-à-dire ce qu'on appelle de nos jours
un mariage passionné,
											c'était une contradiction des termes.
											Le mariage était une institution économique
											dans laquelle on vous donnait
un partenariat pour la vie
											en termes de statut social et d'enfants,
											et de succession et de compagnie.
											Mais maintenant on veut que
notre partenaire nous apporte tout cela,
											mais aussi qu'il soit notre meilleur ami
											et notre confident fiable
et notre amant passionné et encore plus
											et on vit deux fois plus longtemps.
											(Rires)
											Alors, on trouve une personne et on lui demande
											qu'elle nous donne ce qu'auparavant un village entier nous apportait :
											apporte moi un sentiment d'appartenance,
une identité, la continuité,
											mais apporte-moi en même temps un sentiment de transcendance, de mystère et d'admiration.
											Apporte-moi le confort, apporte-moi de l'intensité.
											Apporte-moi de la nouveauté,
apporte-moi la familiarité.
											Apporte-moi de la prévisibilité,
apporte-moi de la surprise.
											Et on pense que c'est un dû, et que des ""sex toys"" et de la lingerie fine vont nous sauver.
											(Applaudissements)
									","
											Was hält Verlangen also aufrecht,
und warum ist es so schwierig?
											In einer festen Partnerschaft 
Verlangen aufrecht zu erhalten,
											erfordert den Ausgleich zweier 
grundlegender menschlicher Bedürfnisse:
											Einerseits unser Bedürfnis nach 
Sicherheit und Vorhersehbarkeit,
											nach Geborgenheit, Verbindlichkeit, 
Verlässlichkeit, nach Dauerhaftigkeit –
											all diese verankernden und erdenden 
Erfahrungen in unserem Leben,
											die wir ""unser Zuhause"" nennen.
											Aber andererseits haben Männer und 
Frauen auch ein ebenso großes Bedürfnis
											nach Abenteuer, Neuem, 
Geheimnisvollem, Risiko, Gefahr,
											nach Unbekanntem, Unerwartetem, 
Überraschungen –
											Sie wissen, was ich meine – 
nach Reisen, Unterwegssein.
											Unser Bedürfnis nach Sicherheit
und unser Bedürfnis nach
											Abenteuer in einer einzigen
Beziehung miteinander zu vereinen,
											oder in einer – modern ausgedrückt – 
leidenschaftlichen Ehe,
											wurde immer als absoluter
Widerspruch betrachtet.
											Ehe war eine wirtschaftliche Institution,
											durch die man eine 
lebenslange Partnerschaft
											im Hinblick auf Kinder,
sozialen Status,
											Erbfolge und 
Kameradschaft einging.
											Heutzutage soll unser Partner
uns dies nach wie vor bieten,
											aber zusätzlich soll er 
auch bester Freund,
											Vertrauensperson und leidenschaftlicher 
Liebhaber sein, der uns anturnt.
											Und wir werden doppelt
so alt wie früher.
											(Lachen)
											Wir treffen also auf eine einzige Person
											und wollen, dass sie uns all das gibt, 
was früher ein ganzes Dorf leistete:
											Gib mir ein Zugehörigkeitsgefühl, 
gib mir Identität, gib mir Kontinuität,
											aber gleichzeitig auch Transzendenz, 
Rätsel, beeindrucke mich.
											Gib mir Komfort, gib mir Aufregung.
											Gib mir Neues, gib mir Vertrautheit.
											Gib mir Vorhersehbarkeit, 
gib mir Überraschungen.
											Und das finden wir selbstverständlich; und 
Spielzeug und Reizwäsche sollen das bewerkstelligen.
											(Applaus)
									",The secret to desire in a long-term relationship,Esther Perel,19:10,"culture,love,relationships,sex"
"
","
","
","
",The secret to desire in a long-term relationship,Esther Perel,19:10,"culture,love,relationships,sex"
"
											Así que ahora llegamos a la realidad 
existencial de la historia, ¿verdad?
											Porque creo, de una forma 
—y volveré sobre esto—
											que la crisis del deseo es frecuentemente 
una crisis de la imaginación.
									","
											Agora chegamos à realidade
existencial da história.
											Porque eu acho, de alguma forma
— e eu vou voltar a isso —
											mas a crise do desejo
é normalmente uma crise da imaginação.
									","
											Alors maintenant on en arrive à la réalité existentielle de tout ça, non ?
											Parce que je pense que, d'une certaine façon
— et je reviendrai sur ce sujet —
											la crise du désir est souvent
une crise de l'imagination.
									","
											Wir kommen jetzt also zur Essenz
dieser Geschichte, ok?
											Denn ich glaube, irgendwie – 
und darauf komme ich noch zurück –
											ist die Krise des Verlangens oft
eine Krise der Fantasie.
									",The secret to desire in a long-term relationship,Esther Perel,19:10,"culture,love,relationships,sex"
