en,es,pt,title,speaker,duration,tags
"
","
","
",We can fight terror without sacrificing our rights,Rebecca MacKinnon,11:56,"communication,global issues,Internet,Middle East,privacy,protests,democracy,security,social media,society,technology,terrorism,violence,war,web,surveillance,encryption"
"
											There's a big question
at the center of life
											in our democracies today:
											How do we fight terror
without destroying democracies,
											without trampling human rights?
									","
											Hay una gran pregunta 
en el centro de la vida
											en nuestras democracias de hoy:
											¿Cómo luchar contra el terrorismo 
sin destruir las democracias,
											sin pisotear los Derechos Humanos?
									","
											Há um grande problema
no centro da vida
											nas nossas democracias de hoje:
											Como combater o terrorismo
sem destruir a democracia,
											sem atropelar os direitos humanos?
									",We can fight terror without sacrificing our rights,Rebecca MacKinnon,11:56,"communication,global issues,Internet,Middle East,privacy,protests,democracy,security,social media,society,technology,terrorism,violence,war,web,surveillance,encryption"
"
","
","
",We can fight terror without sacrificing our rights,Rebecca MacKinnon,11:56,"communication,global issues,Internet,Middle East,privacy,protests,democracy,security,social media,society,technology,terrorism,violence,war,web,surveillance,encryption"
"
											I've spent much of my career
working with journalists,
											with bloggers,
											with activists,
											with human rights researchers
all around the world,
											and I've come to the conclusion
											that if our democratic societies
do not double down
											on protecting and defending human rights,
											freedom of the press
											and a free and open internet,
											radical extremist ideologies
are much more likely to persist.
									","
											He pasado gran parte de mi carrera 
trabajando con periodistas,
											con blogueros,
											con activistas,
											con investigadores 
de Derechos Humanos de todo el mundo,
											y he llegado a la conclusión de que,
											si nuestras sociedades democráticas 
miran hacia abajo
											para proteger y defender 
los Derechos Humanos,
											la libertad de prensa
											y una Internet libre y abierta,
											las ideologías extremistas radicales 
serán mucho más propensas a persistir.
									","
											Passei grande parte da minha carreira
a trabalhar com jornalistas,
											com bloguistas,
											com ativistas,
											com investigadores dos direitos humanos,
pelo mundo inteiro.
											Cheguei à conclusão de que,
se as nossas sociedades democráticas
											não duplicarem a proteção
e a defesa dos direitos humanos,
											da liberdade de imprensa,
											e duma Internet livre e aberta,
											será muito mais provável que persistam
as ideologias radicais extremistas.
									",We can fight terror without sacrificing our rights,Rebecca MacKinnon,11:56,"communication,global issues,Internet,Middle East,privacy,protests,democracy,security,social media,society,technology,terrorism,violence,war,web,surveillance,encryption"
"
","
","
",We can fight terror without sacrificing our rights,Rebecca MacKinnon,11:56,"communication,global issues,Internet,Middle East,privacy,protests,democracy,security,social media,society,technology,terrorism,violence,war,web,surveillance,encryption"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									",We can fight terror without sacrificing our rights,Rebecca MacKinnon,11:56,"communication,global issues,Internet,Middle East,privacy,protests,democracy,security,social media,society,technology,terrorism,violence,war,web,surveillance,encryption"
"
","
","
",We can fight terror without sacrificing our rights,Rebecca MacKinnon,11:56,"communication,global issues,Internet,Middle East,privacy,protests,democracy,security,social media,society,technology,terrorism,violence,war,web,surveillance,encryption"
"
											OK, all done. Thank you very much.
											No, just joking.
									","
											Bien, ya está todo hecho. 
Muchas gracias.
											No, era solo una broma.
									","
											Assunto arrumado. Muito obrigada.
											Estou a brincar.
									",We can fight terror without sacrificing our rights,Rebecca MacKinnon,11:56,"communication,global issues,Internet,Middle East,privacy,protests,democracy,security,social media,society,technology,terrorism,violence,war,web,surveillance,encryption"
"
","
","
",We can fight terror without sacrificing our rights,Rebecca MacKinnon,11:56,"communication,global issues,Internet,Middle East,privacy,protests,democracy,security,social media,society,technology,terrorism,violence,war,web,surveillance,encryption"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									",We can fight terror without sacrificing our rights,Rebecca MacKinnon,11:56,"communication,global issues,Internet,Middle East,privacy,protests,democracy,security,social media,society,technology,terrorism,violence,war,web,surveillance,encryption"
"
","
","
",We can fight terror without sacrificing our rights,Rebecca MacKinnon,11:56,"communication,global issues,Internet,Middle East,privacy,protests,democracy,security,social media,society,technology,terrorism,violence,war,web,surveillance,encryption"
