en,es,tr,fr,title,speaker,duration,tags
"
","
","
","
",The taboo secret to better health,Molly Winter,12:21,"activism,agriculture,community,alternative energy,design,climate change,energy,engineering,environment,food,green,farming,health,humanity,infrastructure,natural resources,sanitation,nature,TEDx,water"
"
											Whenever I get to travel for work,
											I try to find out where my
drinking water comes from,
											and where my poop and pee go.
									","
											Donde quiera que viajo por trabajo,
											intento averiguar la procedencia
del agua que bebo,
											y hacia dónde van mi popó y mi pipí.
									","
											Ne zaman iş seyahatine çıkacak olsam,
											içme suyumun nereden
geldiğini bulmaya çalışırım,
											dışkımla idrarımın nereye gittiğini de.
									","
											Lors de tous mes voyages d'affaires,
											j'essaye de découvrir
d'où vient l'eau que je bois
											et où vont mon caca et mon pipi.
									",The taboo secret to better health,Molly Winter,12:21,"activism,agriculture,community,alternative energy,design,climate change,energy,engineering,environment,food,green,farming,health,humanity,infrastructure,natural resources,sanitation,nature,TEDx,water"
"
","
","
","
",The taboo secret to better health,Molly Winter,12:21,"activism,agriculture,community,alternative energy,design,climate change,energy,engineering,environment,food,green,farming,health,humanity,infrastructure,natural resources,sanitation,nature,TEDx,water"
"
											(Laughter)
									","
											(Risas)
									","
											(Gülüşmeler)
									","
											(Rires)
									",The taboo secret to better health,Molly Winter,12:21,"activism,agriculture,community,alternative energy,design,climate change,energy,engineering,environment,food,green,farming,health,humanity,infrastructure,natural resources,sanitation,nature,TEDx,water"
"
","
","
","
",The taboo secret to better health,Molly Winter,12:21,"activism,agriculture,community,alternative energy,design,climate change,energy,engineering,environment,food,green,farming,health,humanity,infrastructure,natural resources,sanitation,nature,TEDx,water"
"
											This has earned me the nickname
""The Poo Princess"" in my family,
											and it's ruined many family vacations,
because this is not normal.
											But thinking about where it all goes
is the first step in activating
											what are actually superpowers
in our poop and pee.
									","
											Esto me ha ganado el apodo
""princesa popó"" en mi familia,
											y ha arruinado varias vacaciones 
familiares, porque esto no es normal.
											Pero pensar hacia dónde va todo
es el primer paso en activar
											lo cual son superpoderes
en nuestro popó y pipí.
									","
											Bu sayede, aile arasında
""Kaka Prensesi"" lakabını aldım
											ve bu birçok tatilimizi mahvetti,
çünkü normal bir şey değil.
											Fakat nereye gittiğini düşünmek,
dışkımız ve idrarımızın üstün güçlerinin
											neler olduğunu anlamaktaki ilk aşama.
									","
											Au sein de ma famille, cela m'a valu
le surnom « Princesse caca »
											et a ruiné mes vacances en famille
car ce n'est pas normal.
											Mais penser à leur évacuation
est la première étape pour activer
											les super-pouvoirs
de notre caca et notre pipi.
									",The taboo secret to better health,Molly Winter,12:21,"activism,agriculture,community,alternative energy,design,climate change,energy,engineering,environment,food,green,farming,health,humanity,infrastructure,natural resources,sanitation,nature,TEDx,water"
"
","
","
","
",The taboo secret to better health,Molly Winter,12:21,"activism,agriculture,community,alternative energy,design,climate change,energy,engineering,environment,food,green,farming,health,humanity,infrastructure,natural resources,sanitation,nature,TEDx,water"
"
											(Laughter)
									","
											(Risas)
									","
											(Gülüşmeler)
									","
											(Rires)
									",The taboo secret to better health,Molly Winter,12:21,"activism,agriculture,community,alternative energy,design,climate change,energy,engineering,environment,food,green,farming,health,humanity,infrastructure,natural resources,sanitation,nature,TEDx,water"
"
","
","
","
",The taboo secret to better health,Molly Winter,12:21,"activism,agriculture,community,alternative energy,design,climate change,energy,engineering,environment,food,green,farming,health,humanity,infrastructure,natural resources,sanitation,nature,TEDx,water"
"
											Yeah.
											And if we use them well,
											we can live healthier
and more beautifully.
									","
											Sí.
											Y si lo usamos bien,
											podemos vivir más saludable
y hermosamente.
									","
											Evet.
											Yararlıca kullanırsak,
											daha sağlıklıca ve güzelce yaşayabiliriz.
									","
											Ouais.
											En les utilisant bien,
											nous pouvons vivre
plus sainement et joliment.
									",The taboo secret to better health,Molly Winter,12:21,"activism,agriculture,community,alternative energy,design,climate change,energy,engineering,environment,food,green,farming,health,humanity,infrastructure,natural resources,sanitation,nature,TEDx,water"
