en,pt,tr,fr,title,speaker,duration,tags
"
","
","
","
","For parents, happiness is a very high bar",Jennifer Senior,18:11,"culture,family,parenting"
"
											When I was born,
											there was really only one book
											about how to raise your children,
											and it was written by Dr. Spock.
											(Laughter)
											Thank you for indulging me.
											I have always wanted to do that.
									","
											Quando eu nasci
											só havia um livro
											sobre como criar os filhos.
											Foi escrito pelo Dr. Spock.
											(Risos)
											Obrigada por me compreenderem.
											Eu sempre quis fazer isto.
									","
											Ben doğduğum zaman,
											çocukların nasıl yetiştirileceği konusunda
											sadece bir kitap vardı
											ve o da Dr. Spock tarafından yazılmıştı.
											(Gülüşmeler)
											Hoş gördüğünüz için teşekkür ederim.
											Bunu hep yapmak istemiştim.
									","
											Quand je suis née,
											il n'y avait qu'un seul livre
											sur la façon d'élever vos enfants,
											et il était écrit par Professeur Spock.
											(Rires)
											Merci de m'accorder ce plaisir.
J'ai toujours voulu faire ça.
									","For parents, happiness is a very high bar",Jennifer Senior,18:11,"culture,family,parenting"
"
","
","
","
","For parents, happiness is a very high bar",Jennifer Senior,18:11,"culture,family,parenting"
"
											No, it was Benjamin Spock,
											and his book was called ""The Common
Sense Book of Baby And Child Care.""
											It sold almost 50 million copies 
by the time he died.
											Today, I, as the mother of a six-year-old,
											walk into Barnes and Noble,
											and see this.
											And it is amazing
											the variety that one finds 
on those shelves.
											There are guides to raising 
an eco-friendly kid,
											a gluten-free kid,
											a disease-proof kid,
											which, if you ask me, is a little bit creepy.
											There are guides to raising a bilingual kid
											even if you only speak one language at home.
											There are guides to raising a financially savvy kid
											and a science-minded kid
											and a kid who is a whiz at yoga.
											Short of teaching your toddler how to defuse
											a nuclear bomb,
											there is pretty much a guide to everything.
									","
											Não. Foi Benjamin Spock. 
E o livro chamava-se:
											""Meu filho, meu tesouro: como criar 
os seus filhos com bom senso e carinho""
											Vendeu quase 50 milhões 
de exemplares até ele morrer.
											Hoje, eu, mãe de uma criança de seis anos,
											entrei num Barnes and Noble, e vi isto:
											É espantosa
											a variedade que encontramos nas estantes.
											Há guias para criar crianças
amigas do ambiente,
											para criar crianças isentas de glúten,
											para proteger crianças das doenças
											— o que, na minha opinião, 
é um pouco arrepiante.
											Há guias para educar crianças bilingues,
											mesmo que lá em casa só se fale uma língua.
											Há guias para educar crianças 
esclarecidas financeiramente
											e crianças com espírito científico
											e crianças que sejam o máximo em Ioga.
											Com exceção de ensinar o vosso bebé
											a desativar uma bomba nuclear,
											há praticamente um guia para tudo.
									","
											Hayır, o Benjamin Spock'tı
											ve kitabının adı da:
""Bebek ve Çocuk Bakımı Sağduyu Kitabı""
											Öldüğü zaman neredeyse
50 milyon satmıştı.
											Bugün, 6 yaşında bir çocuğun annesi olarak
											Barnes ve Noble'a girdiğimde,
											şu görüntüyle karşılaşıyorum.
											Bu raflarda bulabileceğiniz
											çeşitlilik gerçekten de müthiş.
											Çocuğunuzu nasıl çevre dostu,
glutenden uzak,
											hastalıktan uzak yetiştireceğiniz
											konusunda yol gösterici kitaplar var.
											Bana sorarsınız, bu biraz ürkütücü.
											Evde tek dil konuşsanız bile, çift dilli
											çocuk yetiştirebilme kılavuzları var.
											Ekonomik algısı yüksek,
aklı bilime çalışan ve
											yogada usta olacak çocuklar yetiştirmenize
											kılavuzluk eden kitaplar var.
											Yeni yürümeye başlayan çocuğunuza

											bir nükleer bombayı
											nasıl etkisiz hâle getireceğini öğreten, 
hemen hemen her şey için bir kılavuz var.
									","
											Non, c'était Benjamin Spock,
											son livre s'intitulait 
« Comment soigner et éduquer son enfant »
											vendu à plus de 50 millions 
d'exemplaires à la mort de l'auteur.
											Récemment, en tant que mère
d'une fille de six ans,
											je me suis rendue dans une librairie 
Barnes and Noble pour voir ceci.
											La diversité qu'on peut trouver
sur ces étagères m'a stupéfaite.
											Il y a des guides pour élever ses enfants
respectueux de l'environnement,
											sans gluten,
											sans maladies,
											ce qui, si vous voulez mon avis,
est un peu dérangeant.
											Il y a des guides pour élever 
des enfants bilingues
											même si vous parlez 
une seule langue à la maison.
											Il y a des guides pour élever
des enfants calés sur la finance
											et en sciences
											ou pour avoir un pro du yoga.
											A part pour enseigner à votre bambin
comment désamorcer
											une bombe nucléaire,
											il y a un guide pour quasiment tout.
									","For parents, happiness is a very high bar",Jennifer Senior,18:11,"culture,family,parenting"
"
","
","
","
","For parents, happiness is a very high bar",Jennifer Senior,18:11,"culture,family,parenting"
"
											All of these books are well-intentioned.
											I am sure that many of them are great.
											But taken together, I am sorry,
											I do not see help
											when I look at that shelf.
											I see anxiety.
											I see a giant candy-colored monument
											to our collective panic,
											and it makes me want to know,
											why is it that raising our children
											is associated with so much anguish
											and so much confusion?
											Why is it that we are at sixes and sevens
											about the one thing human beings
											have been doing successfully for millennia,
											long before parenting message boards
											and peer-reviewed studies came along?
											Why is it that so many mothers and fathers
											experience parenthood as a kind of crisis?
									","
											Todos estes livros são bem-intencionados.
											Tenho a certeza que muitos deles são ótimos.
											Mas no conjunto, desculpem-me,
											eu não lhes vejo qualquer préstimo
											quando olho para esta estante.
											Só vejo ansiedade.
											Vejo um monumento gigante, 
com cores de rebuçados,
											ao nosso pânico coletivo.
											Faz com que eu queira saber
											porque é que educar os nossos filhos
											está tão associado à angústia
											e a tanta confusão?
											Porque é que andamos às apalpadelas
											com uma coisa que os seres humanos
											fazem com êxito há milénios,
											muito antes de aparecerem
											os quadros de mensagens dos pais 
e os estudos revistos pelos pares?
											Porque é que tantas mães e tantos pais
											sentem a paternidade
como uma espécie de crise?
									","
											Tüm bu kitapların niyetleri oldukça iyi.
											Eminim ki birçoğu da gerçekten harikadır.
											Ama birlikte ele alındıklarında, üzgünüm.
											Bu rafa baktığımda
											herhangi bir yardım göremiyorum.
											Endişe görüyorum.
											Bizim toplu paniğimiz için yapılmış
											devasa şeker renkli bir anıt görüyorum.
											Bu da soru işaretleri doğuruyor.
											Çocuklarımızı yetiştirmek neden
											bu kadar keder ve kafa karışıklığıyla
											ilişkilendiriliyor?
											Niçin yıllardır insanların başarılı
											bir şekilde yapmaya devam ettiği
											bir şey hakkında allak bullağız,
											ebeveynlik mesaj panoları ve
											bağımsız değerlendirilen çalışmalar 
ortaya çıkmadan çok önce?
											Neden birçok anne ve baba
											ebeveynliği bir tür kriz
olarak yaşıyorlar?
									","
											Tous ces livres sont pleins 
de bonnes intentions.
											Je suis sûre que beaucoup
sont fantastiques.
											Mais dans l'ensemble,
je suis désolée,
											je ne vois aucune aide
											en regardant cette étagère.
											Je vois de l'angoisse.
											Je vois un monument
géant étincelant
											de notre panique collective,
											ça me pousse à vouloir comprendre
											pourquoi élever nos enfants
											est associé à tant d'angoisse
											et tant de confusion ?
											Pourquoi est-on désemparé
											face à ce que les être humains
ont fait avec succès
											pendant des millénaires,
											longtemps avant l'arrivée de tous 
ces forums et ces études
											sur la façon d'élever ses enfants.
											Pourquoi est-ce que 
tant de mères et de pères
											vivent le fait d'être parents
comme une sorte de crise ?
									","For parents, happiness is a very high bar",Jennifer Senior,18:11,"culture,family,parenting"
"
","
","
","
","For parents, happiness is a very high bar",Jennifer Senior,18:11,"culture,family,parenting"
"
											Crisis might seem like a strong word,
											but there is data suggesting it probably isn't.
											There was, in fact, a paper of just this very name,
											""Parenthood as Crisis,"" published in 1957,
											and in the 50-plus years since,
											there has been plenty of scholarship
											documenting a pretty clear pattern
											of parental anguish.
											Parents experience more stress than non-parents.
											Their marital satisfaction is lower.
											There have been a number of studies
											looking at how parents feel
											when they are spending time with their kids,
											and the answer often is, not so great.
											Last year, I spoke with a researcher
											named Matthew Killingsworth
											who is doing a very, very imaginative project
											that tracks people's happiness,
											and here is what he told me he found:
											""Interacting with your friends
											is better than interacting with your spouse,
											which is better than interacting with other relatives,
											which is better than interacting with acquaintances,
											which is better than interacting with parents,
											which is better than interacting with children.
											Who are on par with strangers.""
											(Laughter)
									","
											Crise pode parecer uma palavra forte,
											mas há dados que sugerem 
que provavelmente não é.
											Houve um jornal com este mesmo nome,
											""Parenthood as Crisis"", publicado em 1957
											e desde a década de 50,
											tem havido imensos estudos
											que documentam um padrão muito claro
											de angústia paternal.
											Os pais sofrem de mais angústia 
do que os que não são pais.
											A sua satisfação marital é mais baixa.
											Tem havido uma série de estudos
											que observam como os pais se sentem
											quando passam tempo com os filhos,
											e frequentemente a resposta 
não é grande coisa.
											No ano passado, falei com um investigador,
											chamado Matthew Killingsworth,
											que está a fazer um projeto 
muito imaginativo,
											que despista a felicidade das pessoas,
											e eis o que ele me disse que descobrira:
											""A interação com os nossos amigos
											""é melhor do que a interação com o cônjuge,
											""que é melhor do que 
a interação com outros familiares,
											""que é melhor do que 
a interação com conhecidos,
											""que é melhor do que 
a interação com os pais,
											""que é melhor do que 
a interação com crianças,
											""que estão ao mesmo nível dos estranhos"".
											(Risos)
									","
											Kriz güçlü bir kelime olarak görülebilir,
											ama bunun öyle olmadığını
gösteren veriler var.
											Hatta tam şöyle adı olan bir gazete vardı,
											""Kriz Olarak Ebeveynlik"" makalesi,
1957 yılında yayınlandı.
											Bu makaleden 50 yıl sonra da
											ebeveynlerin bu keder örüntüsünü
											açık olarak belgeleyen
											birçok makale yayınlanmıştır.
											Ebeveynler ebeveyn olmayanlara
göre daha çok stres yaşamaktadırlar.
											Evlilik tatmini daha düşüktür.
											Çocuklarıyla vakit geçirirken,
											nasıl hissettiklerini
											inceleyen birçok araştırma var.
											Sonuçları genelde çok da mükemmel değil.
											Geçen yıl, Matthew Killingsworth adında
											bir araştırmacıyla konuştum.
											Kendisi oldukça yaratıcı bir
proje kapsamında
											insanların mutluluklarını izlemişti
											ve bulgularından biri şuydu:
											""Arkadaşlarınızla etkileşiminiz,
											eşinizle etkileşiminizden daha iyidir.
											Bu da diğer akrabalarınızla
iletişiminizden daha iyidir.
											Bu da diğer tanıdıklarınızla
iletişiminizden daha iyidir.
											Bu da ebeveynlerinizle
iletişiminizden daha iyidir.
											Bu da çocuklarınızla
iletişiminizden daha iyidir.
											Yani yabancılarla aynı değerdedirler.""
											(Gülüşmeler)
									","
											Le mot « crise » semble être fort,

											mais il y a des données qui montrent
qu'il ne l'est probablement pas.
											Il y a eu, en fait, un papier
du même nom :
											« Les parents en crise, » 
publié en 1957,
											et pendant les 50 années qui suivirent,
											il y a eu plein de débats et d'études
											documentant un schéma évident
											d'angoisse parentale.
											Les parents sont plus sujets au stress
que les personnes qui n'ont pas d'enfants.
											Leur satisfaction maritale 
est plus basse.
											Il y a eu plusieurs études
sur la façon dont les parents
											se sentent lorsqu'ils passent du temps
avec leurs enfants,
											et la réponse est souvent :
pas si bien.
											L'année dernière, j'ai discuté avec
le chercheur Matthew Killingsworth
											qui effectue un projet très imaginatif
											qui suit le bonheur des gens,
											et voici les résultats 
dont il m'a fait part :
											« Interagir avec ses amis
											est mieux qu'interagir
avec son époux ou épouse,
											qui est mieux qu'interagir
avec ses autres membres de la famille,
											qui est mieux qu'interagir
avec des connaissances,
											qui est mieux qu'interagir
avec ses parents,
											qui est mieux qu'interagir
avec des enfants,
											qui sont à pied d'égalité 
avec les étrangers. »
											(Rires)
									","For parents, happiness is a very high bar",Jennifer Senior,18:11,"culture,family,parenting"
"
","
","
","
","For parents, happiness is a very high bar",Jennifer Senior,18:11,"culture,family,parenting"
"
											But here's the thing.
											I have been looking at what underlies these data
											for three years,
											and children are not the problem.
											Something about parenting right now at this moment
											is the problem.
											Specifically, I don't think we know
											what parenting is supposed to be.
											Parent, as a verb,
											only entered common usage in 1970.
											Our roles as mothers and fathers have changed.
											The roles of our children have changed.
											We are all now furiously improvising
											our way through a situation
											for which there is no script,
											and if you're an amazing jazz musician,
											then improv is great,
											but for the rest of us,
											it can kind of feel like a crisis.
									","
											Mas há uma coisa:
											Há três anos que tenho andado à procura
											do que é que está subjacente a estes dados
											e o problema não são as crianças.
											É o que envolve a paternidade, 
agora, neste momento,
											que é o problema.
											Especificamente, acho que não sabemos
											o que é a paternidade.
											Sermos pais, enquanto verbo,
											só passou a ser de uso comum em 1970.
											Enquanto mães e pais, 
os nossos papéis mudaram.
											Os papéis dos nossos filhos mudaram.
											Agora andamos a improvisar furiosamente
											o nosso caminho para uma situação
											para a qual não há guião.
											Se formos um músico de ""jazz"" espantoso,
											o improviso é o máximo,
											mas todos os outros
											se sentem à beira duma crise.
									","
											Ama şu var,
											3 yıldır, bu verilerin altında
											nelerin yattığına bakıyorum
											ve asıl problem çocuklar değil.
											Tam da bu noktada asıl problem
											ebeveynlikle ilglili bir şey.
											Ebeveynliğin ne olması gerektiğini
											bildiğimizi sanmıyorum.
											Ebeveynlik, fiil olarak,
											1970 yılında yaygın olarak
kullanılmaya başlanılmıştır.
											Anneler ve babaların rolleri değişmiştir.
											Çocuklarımızın rolleri de değişti.
											Herhangi bir senaryonun olmadığı
											durumlarda öfkeyle
											doğaçlama yapıyoruz.
											Eğer mükemmel bir caz müzisyeniyseniz,
											doğaçlama müthiştir,
											ancak diğerleri için,
											bu kriz gibi hissettirebilir.
									","
											Mais voilà le truc.
											J'ai regardé ce qu'il y a 
derrière ces données
											pendant 3 ans,
											les enfants ne sont pas le problème.
											C'est l'éducation des enfants,
											qui est le problème aujourd'hui.
											En particulier, je ne pense pas
qu'on sache
											ce qu'est censé être
« avoir des enfants ».
											Le mot « parent » en anglais,
utilisé en tant que verbe,
											n'est entré dans le langage courant 
qu'en 1970.
											Nos rôles en tant que mères et pères
ont changé.
											Les rôles de nos enfants ont changé.
											Nous improvisons à tout-va
une manière
											de traverser des situations
											pour lesquelles il n'y a pas de script,
											si vous êtes un musicien de jazz
extraordinaire, l'impro, c'est cool,
											mais pour le reste d'entre nous,
											ça peut se ressentir 
comme une crise.
									","For parents, happiness is a very high bar",Jennifer Senior,18:11,"culture,family,parenting"
"
","
","
","
","For parents, happiness is a very high bar",Jennifer Senior,18:11,"culture,family,parenting"
