en,es,title,speaker,duration,tags
"
","
",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
											[Citizens of the world]
									","
											[Ciudadanos del mundo]
									",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
","
",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
											[We face a global crisis
of unprecedented scale]
									","
											[Nos enfrentamos a una crisis mundial
de escala sin precedentes]
									",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
","
",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
											[Please stand by for a message from ... ]
									","
											[Por favor, aguarden un mensaje...]
									",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
","
",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
											[the Secretary-General of 
the United Nations António Guterres]
									","
											[del Secretario General de las 
Naciones Unidas António Guterres]
									",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
","
",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
											The climate emergency
is the defining crisis of our time.
											We are in a race against time,
and we are losing.
											There is a growing tide of impatience,
especially among young people,
											with global inaction.
											We need more ambition from all:
											governments, cities, businesses,
investors and people everywhere.
											So I'm pleased you are
launching TED Countdown.
											Your influence and ideas
can help accelerate momentum
											for a carbon-neutral world by 2050.
											That is the only way to avert
the worst impacts of global heating.
											We have the tools, the science
and the resources.
											Let us now get into this race
with political will and energy.
											To do anything less will be a betrayal
of our entire human family
											and generations to come.
											Thank you.
									","
											La emergencia climática es la
crisis definitoria de nuestro tiempo.
											Estamos en una carrera contra el tiempo
y estamos perdiendo.
											Hay una ola creciente de impaciencia,
especialmente entre los jóvenes,
											con inacción global.
											Necesitamos más ambición de todos:
											gobiernos, ciudades, empresas,
inversores y personas de todas partes.
											Por eso me alegra que estén
lanzando TED Countdown.
											Su influencia e ideas pueden ayudar 
a acelerar el impulso
											para un mundo neutral 
en carbono para 2050.
											Esa es la única forma de evitar los 
peores impactos del calentamiento global.
											Tenemos las herramientas, la ciencia
y los recursos.
											Entremos ahora en esta carrera
con voluntad política y energía.
											Hacer algo menos será una traición
a toda nuestra familia humana
											y a las generaciones venideras.
											Gracias.
									",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
","
",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
											Announcer: And now, please welcome
											one of the architects
of the Paris Climate Agreement
											Christiana Figueres
											and the head of TED, Chris Anderson.
									","
											Locutor: Y ahora, por favor 
demos la bienvenida
											a una de los arquitectas
del Acuerdo Climático de París
											Christiana Figueres
											y al jefe de TED, Chris Anderson.
									",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
","
",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
											(Applause)
									","
											(Aplausos)
									",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
","
",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
											Chris Anderson: Welcome, welcome.
											Something remarkable
is going to happen in the next hour.
											The world's single
most alarming challenge,
											which looks something like this ...
											is about to go head-to-head
											with some of the world's
most amazing minds
											and courageous hearts,
											which look something like you.
											The extraordinary audience we have
here in New York and around the world.
											Christiana, it's quite the crowd
we get to hang out with this morning.
									","
											Chris Anderson: Bienvenidos, bienvenidas.
											En la próxima hora ocurrirá algo notable.
											El desafío mundial más alarmante,
											que tiene este aspecto...
											está a punto de enfrentarse
											con unas de las mentes 
más asombrosas del mundo
											y corazones valientes
											que se parecen a Uds.
											El público extraordinario que tenemos
aquí en Nueva York y en todo el mundo.
											Christiana, tenemos una multitud
para pasar el rato esta mañana.
									",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
","
",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
											Christiana Figueres:
It sure is, no kidding.
											It's a good thing
that everyone is here together,
											because actually, this initiative
that we're just about to launch
											needs everyone to participate.
											And here it is.
											Countdown.
									","
											Christiana Figueres:
Seguro así es, no es broma.
											Es bueno que todos estén aquí juntos,
											porque en realidad esta iniciativa
que estamos a punto de lanzar
											necesita que todos participen.
											Y aquí está.
											Countdown.
									",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
","
",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
											CA: Countdown is a global initiative
to cut greenhouse gas emissions.
											It's seeking bold solutions
in five big areas,
											imagining what could be achieved
											if different groups broke out
of their silos and acted together.
											Starting today, you can go to
countdown.ted.com
											and sign up to join the Countdown.
											Early in 2020,
											we'll be sharing plans
on how you can connect
											with others in your company,
your city or your school
											to engage in this issue.
											It's all leading up to global gatherings
											on 10.10.2020.
											Everyone in the world
is invited to participate.
									","
											CA: Countdown es una iniciativa global para reducir 
las emisiones de gases de efecto invernadero.
											Busca soluciones audaces
en cinco grandes áreas,
											imaginando lo que se podría lograr
											si diferentes grupos salieran
de sus silos y actuaran juntos.
											A partir de hoy podemos 
ir a countdown.ted.com
											e inscribirse para ser parte 
de Countdown.
											A principios de 2020,
											estaremos compartiendo planes
sobre cómo podrán conectarse
											con otros miembros de tu empresa,
tu ciudad o tu escuela
											para participar en este tema.
											Todo conduce a encuentros mundiales
											el 10/10/2020.
											Están invitados a participar
todos los habitantes del mundo.
									",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
","
",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
											CF: And so that's why,
											although I've been part
of many initiatives along the years,
											I'm really excited about this one.
											Because Countdown
is an invitation to everyone, everyone,
											to play their part in saving our planet
											and creating an exciting future.
											Politicians and citizens,
											CEOs and their customers,
											their employees, their investors,
											old and young,
											north and south.
									","
											CF: Y por eso,
											aunque he sido parte de muchas 
iniciativas a lo largo de los años,
											esta me entusiasma mucho.
											Porque Countdown es una invitación 
para todos y todas,
											para desempeñar su papel 
en salvar nuestro planeta
											y crear un futuro emocionante.
											Políticos y ciudadanos,
											CEOs y sus clientes,
											sus empleados, sus inversores,
											viejos y jóvenes,
											norte y sur.
									",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
","
",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
											CA: (Laughs) I see what you did there.
									","
											CA: (Ríe) Veo lo que hiciste allí.
									",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
","
",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
											(Laughter)
									","
											(Risas)
									",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
","
",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
											But look, our goal is not to plunge in
											with something new that is competitive
											with the amazing initiatives
already out there.
											No.
											It's to identify the best solutions
that have already been worked on,
											to cross-fertilize them, to amplify them
											and then activate them
											by bringing together
these different groups.
									","
											Pero mira, nuestro objetivo 
no es sumergirnos
											con algo nuevo que compita
											con las increíbles iniciativas
que ya existen.
											No.
											Es identificar las mejores soluciones
que ya se han trabajado
											fertilizarlas de forma cruzada, 
amplificarlas,
											y luego activarlas
											congregando a estos grupos diferentes.
									",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
","
",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
											CF: And if that happens,
											we believe there is a way out
of the climate crisis.
											That's what we want to facilitate.
											But now, Chris, question:
											Why are you and TED
interested in participating
											and actually activating
the climate agenda,
											when I thought you were
all about spreading ideas?
									","
											CF: Y si eso sucede,
											creemos que hay una salida
a la crisis climática.
											Eso es lo que queremos facilitar.
											Pero ahora, Chris, pregunta:
											¿Por qué están tú y TED
interesados en participar
											y en activar realmente
la agenda climática,
											cuando pensé Uds. solo
se dedican a difundir ideas?
									",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
"
","
",How we can turn the tide on climate,Christiana Figueres and Chris Anderson,1h  5m,"climate change,environment,activism,sustainability,social change,leadership,society,science"
