es,en,fr,de,title,speaker,duration,tags
"
","
","
","
",Between music and medicine,Robert Gupta,16:27,"TED Fellows,activism,live music,medicine,music,performance,violin,entertainment"
"
											(Música)
											(Aplausos)
									","
											(Music)
											(Applause)
									","
											(Musique)
											(Applaudissements)
									","
											(Musik)
											(Applaus)
									",Between music and medicine,Robert Gupta,16:27,"TED Fellows,activism,live music,medicine,music,performance,violin,entertainment"
"
","
","
","
",Between music and medicine,Robert Gupta,16:27,"TED Fellows,activism,live music,medicine,music,performance,violin,entertainment"
"
											Muchísimas gracias. (Aplausos)
											Muchas gracias. Es un privilegio y honor estar aquí.
									","
											Thank you very much. (Applause)
											Thank you. It's a distinct privilege to be here.
									","
											Merci beaucoup. (Applaudissements)
											Merci. C'est un vrai privilège d'être ici.
									","
											Vielen Dank. (Applaus)
											Ich danke Ihnen. Es ist ein
besonderes Privileg, hier zu sein.
									",Between music and medicine,Robert Gupta,16:27,"TED Fellows,activism,live music,medicine,music,performance,violin,entertainment"
"
","
","
","
",Between music and medicine,Robert Gupta,16:27,"TED Fellows,activism,live music,medicine,music,performance,violin,entertainment"
"
											Hace unas semanas vi un vídeo en YouTube
											de la congresista Gabrielle Giffords
											durante las primeras fases de su recuperación
											de horribles heridas de bala.
											Una de ellas le atravesó el hemisferio izquierdo
											bloqueando el área de Broca, el centro del habla del cerebro.
											En la sesión Gabby estaba trabajando con un logopeda
											esforzándose por emitir
											algunas de las palabras más básicas y pueden ver
											cómo cada vez está más hundida, hasta que finalmente
											rompe a llorar
											sin palabras en los brazos del logopeda.
											Y después de un momento, su logopeuta intenta un nuevo rumbo
											y comienzan a cantar juntos
											y Gabby comienza a cantar envuelta en lágrimas
											y se la puede escuchar claramente articulando
											las palabras de la letra de una canción que describe cómo se siente
											y canta, en una escala descendente, canta
											""Deja que brille, deja que brille, deja que brille"".
											Y es un recordatorio muy poderoso y conmovedor de cómo
											la belleza de la música tiene la habilidad de hablar
											cuando, literalmente en este caso, faltan las palabras.
									","
											A few weeks ago, I saw a video on YouTube
											of Congresswoman Gabrielle Giffords
											at the early stages of her recovery
											from one of those awful bullets.
											This one entered her left hemisphere, and
											knocked out her Broca's area, the speech center of her brain.
											And in this session, Gabby's working with a speech therapist,
											and she's struggling to produce
											some of the most basic words, and you can see her
											growing more and more devastated, until she ultimately
											breaks down into sobbing tears, and she starts sobbing
											wordlessly into the arms of her therapist.
											And after a few moments, her therapist tries a new tack,
											and they start singing together,
											and Gabby starts to sing through her tears,
											and you can hear her clearly able to enunciate
											the words to a song that describe the way she feels,
											and she sings, in one descending scale, she sings,
											""Let it shine, let it shine, let it shine.""
											And it's a very powerful and poignant reminder of how
											the beauty of music has the ability to speak
											where words fail, in this case literally speak.
									","
											Il y a quelques semaines, j'ai vu une vidéo sur YouTube
											d'une membre du Congrès, Gabrielle Giffords
											dans ses premiers pas vers la guérison
											après avoir reçu une de ces terribles balles.
											La balle est entrée par son hémisphère gauche, et
											a assommé son aire de Broca, 
le centre du langage du cerveau.
											Et dans cette session, Gabby travaille 
avec une orthophoniste,
											et elle a du mal à prononcer
											certains des mots les plus simples 
et vous pouvez la voir
											de plus en plus bouleversée, 
jusqu'à ce qu'elle finisse par
											éclater en sanglots, et elle commence à pleurer
											sans dire un mot dans les bras de son thérapeute.
											Et après quelques instants, 
son orthophoniste tente une nouvelle approche,
											et ils commencent à chanter ensemble,
											et Gabby commence à chanter 
avec les larmes aux yeux,
											et vous pouvez l'entendre clairement articuler
											les paroles d'une chanson 
qui décrit comment elle se sent,
											et elle chante, dans une gamme descendante, 
elle chante,
											""Let it shine, let it shine, let it shine.""
											Et c'est un rappel très puissant 
et émouvant de combien
											la beauté de la musique est capable de parler
											là où les mots n'y parviennent pas, 
dans ce cas littéralement, à parler.
									","
											Vor einigen Wochen sah ich
auf YouTube ein Video
											der Kongressabgeordneten
Gabrielle Giffords
											in den frühen Stadien
ihrer Genesung
											von einer dieser
schrecklichen Kugeln.
											Diese war in ihre linke
Gehirnhälfte eingetreten
											und hatte das Broca-Areal außer Gefecht
gesetzt, das Sprachzentrum ihres Gehirns.
											Und in dieser Sitzung arbeitet Gabby
mit einem Sprachtherapeuten
											und sie müht sich damit ab,
											einige der einfachsten Worte
hervorzubringen, und man sieht,
											wie sie mehr und mehr verzweifelt,
bis sie schließlich
											schluchzend in Tränen
ausbricht und beginnt,
											wortlos in den Armen ihres
Therapeuten zu schluchzen.
											Und kurz darauf schlägt ihr
Therapeut einen neuen Kurs ein
											und sie beginnen
gemeinsam zu singen
											und Gabby beginnt, durch ihre
Tränen hindurch zu singen
											und man kann hören, dass sie
ganz klar in der Lage ist,
											die Worte eines Liedes auszusprechen,
das ihre Gefühle beschreibt,
											und sie singt, in einer
absteigenden Tonleiter singt sie:
											""Let it shine, let it shine,
let it shine"".
											Und das ist eine sehr kraftvolle und
ergreifende Erinnerung daran,
											wie die Schönheit der Musik
die Fähigkeit hat zu sprechen,
											wo Worte scheitern,
in diesem Fall wortwörtlich.
									",Between music and medicine,Robert Gupta,16:27,"TED Fellows,activism,live music,medicine,music,performance,violin,entertainment"
"
","
","
","
",Between music and medicine,Robert Gupta,16:27,"TED Fellows,activism,live music,medicine,music,performance,violin,entertainment"
"
											Viendo este video de Gabby Giffords recordé
											el trabajo del Dr. Gottfried Schlaug,
											uno de los preeminentes neurocientíficos que estudian la música y el cerebro en Harvard,
											Schlaug es partidario de una terapia llamada
											terapia de entonación melódica, que se ha vuelto muy popular en la musicoterapia actual.
											Schlaug descubrió que las víctimas de apoplejías afásicas,
											no podían formar frases de tres o cuatro palabras,
											pero podían cantar la letra de una canción,
											como ""Cumpleaños feliz""
											o su canción favorita de los Eagles o 
de los Rolling Stones.
											Y después de 70 horas de clases intensivas de canto,
											descubrió que la música era capaz de reconectar, literalmente,
											los cerebros de sus pacientes y crear un centro del habla
											homólogo en su hemisferio derecho
											para compensar el daño en el hemisferio izquierdo.
									","
											Seeing this video of Gabby Giffords reminded me
											of the work of Dr. Gottfried Schlaug,
											one of the preeminent neuroscientists studying music and the brain at Harvard,
											and Schlaug is a proponent of a therapy called
											Melodic Intonation Therapy, which has become very popular in music therapy now.
											Schlaug found that his stroke victims who were aphasic,
											could not form sentences of three- or four-word sentences,
											but they could still sing the lyrics to a song,
											whether it was ""Happy Birthday To You""
											or their favorite song by the Eagles or the Rolling Stones.
											And after 70 hours of intensive singing lessons,
											he found that the music was able to literally rewire
											the brains of his patients and create a homologous
											speech center in their right hemisphere
											to compensate for the left hemisphere's damage.
									","
											Cette vidéo de Gabby Giffords m'a rappelé
											les travaux du Dr Gottfried Schlaug,
											un des éminents neuroscientifiques 
qui étudie la musique et le cerveau à Harvard,
											et Schlaug est le promoteur d'une thérapie appelée
											Thérapie d'Intonation Mélodique, 
qui est devenue très populaire en musicothérapie.
											Schlaug a constaté que ses victimes d'accident 
vasculaire cérébral qui étaient aphasiques,
											n’arrivaient pas à former des phrases 
de trois ou quatre mots,
											mais qu'ils étaient encore capables 
de chanter les paroles d'une chanson,
											que ce soit « Joyeux Anniversaire »
											ou leur chanson préférée 
des Eagles ou des Rolling Stones.
											Et après 70 heures de cours de chant intensifs,
											il a conclu que la musique 
était capable de littéralement
											recâbler le cerveau de ses patients 
et de créer un centre
											du langage homologue dans leur hémisphère droit
											pour compenser les lésions de l'hémisphère gauche.
									","
											Das Video von Gabby
Giffords zu sehen,
											hat mich an die Arbeit von
Dr. Gottfried Schlaug erinnert,
											einer der überragenden Neurowissenschaftler,
die Musik und das Gehirn an Harvard untersuchen,
											und Schlaug ist ein Befürworter
einer Therapie namens
											Melodische Intonationstherapie, die in der
Musiktherapie gerade sehr in Mode ist.
											Schlaug fand heraus, dass Opfer
eines Schlaganfalls, die sprachlos waren,
											keine Sätze aus drei oder
vier Wörtern bilden konnten,
											aber sie konnten immer noch
die Texte eines Liedes singen,
											ob es nun ""Happy Birthday To You"" war
											oder ihr Lieblingslied von den Eagles
oder den Rolling Stones.
											Und nach 70 Stunden
intensiver Gesangsstunden
											fand er heraus, dass die Musik in der
Lage war, die Gehirne seiner Patienten
											wortwörtlich neu zu verkabeln
und ein gleichwertiges Sprachzentrum
											in der rechten Hemisphäre
zu erschaffen,
											um die Schäden der
linken zu kompensieren.
									",Between music and medicine,Robert Gupta,16:27,"TED Fellows,activism,live music,medicine,music,performance,violin,entertainment"
"
","
","
","
",Between music and medicine,Robert Gupta,16:27,"TED Fellows,activism,live music,medicine,music,performance,violin,entertainment"
"
											Cuando tenía 17 años, visité el laboratorio del Dr. Schlaug y en una tarde
											me explicó algunas de las principales investigaciones
											en música y cerebro —cómo los músicos tenían
											una estructura cerebral fundamentalmente diferente a la de los no-músicos,
											cómo la música, y escuchar música,
											podía iluminar el cerebro por completo, desde
											nuestra corteza prefrontal hasta nuestro cerebelo,
											cómo la música se estaba convirtiendo en una modalidad neuropsiquiátrica
											para ayudar a niños con autismo, para ayudar a las personas que luchan
											con el estrés y la ansiedad y la depresión,
											cuán profundamente los pacientes de Parkinson podían estabilizar sus temblores
											y sus pasos al escuchar música,
											y cómo pacientes en la etapa tardía de la enfermedad de Alzheimer, cuya demencia
											había avanzado tanto que ya no podían reconocer
											a su familia, todavía podrían reconocer una melodía de Chopin
											al piano que habían aprendido cuando eran niños.
									","
											When I was 17, I visited Dr. Schlaug's lab, and in one afternoon
											he walked me through some of the leading research
											on music and the brain — how musicians had
											fundamentally different brain structure than non-musicians,
											how music, and listening to music,
											could just light up the entire brain, from
											our prefrontal cortex all the way back to our cerebellum,
											how music was becoming a neuropsychiatric modality
											to help children with autism, to help people struggling
											with stress and anxiety and depression,
											how deeply Parkinsonian patients would find that their tremor
											and their gait would steady when they listened to music,
											and how late-stage Alzheimer's patients, whose dementia
											was so far progressed that they could no longer recognize
											their family, could still pick out a tune by Chopin
											at the piano that they had learned when they were children.
									","
											Quand j'avais 17 ans, j'ai visité le laboratoire 
du Dr Schlaug et en un après-midi
											il m'a fait découvrir quelques-unes 
des principales recherches
											sur la musique et le cerveau - 
comment les musiciens avaient
											une structure du cerveau fondamentalement 
différente de celle des non-musiciens,
											comment la musique et écouter de la musique,
											pouvaient activer le cerveau entier,
											depuis notre cortex préfrontal jusqu'au cervelet,
											comment la musique devenait une modalité neuropsychiatrique
											pour aider les enfants atteints d'autisme, 
pour aider les gens qui se battent
											contre le stress, l'anxiété et la dépression,
											comment les patients parkinsoniens 
trouvaient que leurs tremblements
											et leur démarche se stabilisaient profondément
quand ils écoutaient de la musique,
											et comment les patients atteints d'Alzheimer avancé, 
dont la démence
											avait tellement progressé 
qu'ils ne pouvaient plus reconnaître
											leur famille, étaient encore capables 
de reconnaître un morceau de Chopin
											joué au piano qu'ils avaient appris 
quand ils étaient enfants.
									","
											Als ich 17 war, besuchte ich Dr. Schlaugs
Labor und an einem Nachmittag
											ging er mit mir die
führende Forschung
											über Musik und das Gehirn
durch – wie Musiker
											grundlegend andersartige
Gehirnstrukturen haben als Nichtmusiker,
											wie Musik, und das
Anhören von Musik,
											das ganze Gehirn
aufleuchten lassen kann,
											von unserem präfrontalen Kortex ganz
bis nach hinten zu unserem Kleinhirn,
											wie Musik zu einer neuropsychiatrischen
Modalität wurde,
											um Kindern mit Autismus zu helfen,
um Menschen zu helfen,
											die mit Stress und Ängsten und
Depressionen kämpfen,
											wie tief Parkinsonpatienten es
erlebten, dass ihr Tremor
											und ihr Gang sich stabilisierten,
wenn sie Musik hörten,
											und wie Alzheimerpatienten in
der Spätphase, deren Demenz
											so weit fortgeschritten war, dass sie
nicht mehr länger ihre Familie
											erkennen konnten, trotzdem noch eine
Melodie von Chopin am Klavier
											heraushören konnten, die
sie als Kind gelernt hatten.
									",Between music and medicine,Robert Gupta,16:27,"TED Fellows,activism,live music,medicine,music,performance,violin,entertainment"
