es,tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
","Meet BRCK, Internet access built for Africa",Juliana Rotich,9:33,"Africa,TED Fellows,business,technology"
"
											Vivir en África es 
estar en el borde,
											metafórica y literalmente
											cuando se piensa en
conectividad antes de 2008.
											Aunque han ocurrido muchos avances
intelectuales y tecnológicos
											en Europa y el resto del mundo,
											África había estado al margen.
											Y eso cambió, primero con los barcos
											con el renacimiento,
con la revolución científica
											y también con la Revolución Industrial.
											Y ahora tenemos 
la revolución digital.
											Estas revoluciones nunca
se han distribuido uniformemente
											a través de los continentes
y las naciones.
											Nunca lo han hecho.
									","
											Afrika'da yaşamak uçta olmaktır,
											mecazi ve gerçek anlamda
											2008'den önceki bağlantıyı düşündüğünüzde.
											Birçok düşünsel ve teknolojik atılım
											Avrupa ve dünyanın geri kalanında gerçekleşmesine rağmen
											Afrika mahrum kalmış gibiydi.
											Ve bu değişti, önce gemilerle,
											Rönesans ve Bilimsel Devrim olduğu zaman
											ve bir de Sanayi Devrimi.
											Ve şimdi de dijital devrim var.
											Bu devrimler, kıtalar ve milletler üzerinde
											eşit dağıtılmadı.
											Hiçbir zaman.
									","
											Living in Africa is to be on the edge,
											metaphorically, and quite literally
											when you think about connectivity before 2008.
											Though many human intellectual and technological leaps
											had happened in Europe and the rest of the world,
											but Africa was sort of cut off.
											And that changed, first with ships
											when we had the Renaissance, the Scientific Revolution
											and also the Industrial Revolution.
											And now we've got the digital revolution.
											These revolutions have not been evenly distributed
											across continents and nations.
											Never have been.
									","
											Vivre en Afrique,
c'est être en marge,
											métaphoriquement parlant,
et littéralement
											si on parle de connectivité
avant 2008.
											Bien que de nombreux progrès
intellectuels et technologiques
											se soient produits en Europe
et dans le reste du monde,
											l'Afrique en a été exclue,
en quelque sorte.
											Ça a ensuite changé,
tout d'abord avec des navires,
											lorsque nous avons eu la Renaissance,
la Révolution Scientifique,
											et la Révolution Industrielle.
											Aujourd'hui,
nous avons la révolution numérique.
											Ces révolutions n'ont pas été
uniformément réparties
											sur tous les continents et dans tous les pays.
											Ça n'a jamais été le cas.
									","
											Denkt man an Konnektivität vor dem Jahr 2008,
											dann ist das Leben in Afrika
ein Leben am Rande,
											im übertragenen und im buchstäblichen Sinn.
											Viele große intellektuelle und 
technologische Entwicklungen
											passierten in Europa und der Rest der Welt,
											doch Afrika war davon irgendwie abgeschnitten.
											Das änderte sich zuerst mit Schiffen,
											dann waren da Renaissance, 
die naturwissenschaftliche Revolution
											und auch die industrielle Revolution.
											Und jetzt ist die digitale Revolution da.
											Diese Revolutionen fanden nicht einheitlich
											in den Kontinenten und Ländern statt.
											Das haben sie nie.
									","Meet BRCK, Internet access built for Africa",Juliana Rotich,9:33,"Africa,TED Fellows,business,technology"
"
","
","
","
","
","Meet BRCK, Internet access built for Africa",Juliana Rotich,9:33,"Africa,TED Fellows,business,technology"
"
											Bien, este es un mapa de
la fibra óptica submarina
											que conecta a África
con resto del mundo.
											Lo que me parece 
increíble es que África
											está trascendiendo 
su problema geográfico.
											África se está conectando
con el resto del mundo
											y consigo misma.
											La situación de la conectividad
ha mejorado mucho,
											pero algunas barreras
aún persisten.
											Es en este contexto 
que surgió Ushahidi.
									","
											Bu, Afrika'yı dünyanın geri kalanına bağlayan
											denizaltı fiber optik kablolarının bir haritası.
											Hayret verici bulduğum şey, Afrika'nın
											coğrafya sorununu aşıyor olması.
											Afrika dünyanın geri kalanıyla
											ve kendi içinde bağlantı kuruyor.
											Bağlantı durumu büyük gelişme gösterdi,
											fakat bazı engeller duruyor.
											Ushahidi bu bağlamda ortaya çıktı.
									","
											Now, this is a map of the undersea fiber optic cables
											that connect Africa to the rest of the world.
											What I find amazing is that Africa
											is transcending its geography problem.
											Africa is connecting to the rest of the world
											and within itself.
											The connectivity situation has improved greatly,
											but some barriers remain.
											It is with this context that Ushahidi came to be.
									","
											Voici une carte des câbles sous-marins
											qui relient l'Afrique au reste du monde.
											Ce que je trouve étonnant,
c'est que l'Afrique
											est en voie de dépasser
son problème géographique.
											L'Afrique se connecte au reste du monde,
											et avec elle-même.
											La connectivité s'est améliorée considérablement,
											mais certains obstacles demeurent.
											C'est dans ce contexte
que Ushahidi a été créé.
									","
											Dies ist eine Karte der Glasfaser-Seekabel,
											die Afrika mit dem Rest der Welt verbinden.
											Ich finde es erstaunlich, dass Afrika
											dabei ist, sein geographisches Problem zu überwinden.
											Afrika verbindet sich mit dem Rest der Welt
											und in sich selbst.
											Die Konnektivität hat sich erheblich verbessert,
											doch einige Hindernisse gibt es noch.
											In diesem Kontext entstand Ushahidi.
									","Meet BRCK, Internet access built for Africa",Juliana Rotich,9:33,"Africa,TED Fellows,business,technology"
"
","
","
","
","
","Meet BRCK, Internet access built for Africa",Juliana Rotich,9:33,"Africa,TED Fellows,business,technology"
"
											En 2008, uno de los
problemas que enfrentamos
											fue la falta de 
flujo de información.
											Hubo un bloqueo 
mediático en 2008,
											cuando hubo violencia
postelectoral en Kenia.
											Fue una época trágica.
Fueron momentos muy difíciles.
											Así que nos reunimos 
y creamos el software
											llamado Ushahidi.
											Y Ushahidi significa ""testimonio""
o ""testigo"" en swahili.
											Soy muy afortunada de trabajar
con dos colaboradores increíbles.
											Ellos son David y Erik.
											Los llamo hermanos de otra madre.
											Claramente, tengo una madre
alemana en algún lugar.
											Y hemos colaborado
primero en la construcción
											y en el crecimiento de Ushahidi.
											Y la idea del software
es recoger información
											de los SMS, del correo electrónico 
y la web y ponerla en un mapa
											para poder ver qué es lo que
estaba sucediendo y dónde
											y poder visualizar esos datos.
											Y después de ese primer prototipo
											nos propusimos para hacer
software libre y de código abierto
											para que otros no tuvieran que 
empezar de cero como nosotros.
									","
											2008'de yüzleştiğimiz problemlerden biri
											bilgi akışı eksiğiydi.
											2008'de medya sansürü oldu,
											Kenya'da seçim sonrası şiddet olduğu zaman.
											Çok trajik zamanlardı. Çok zor zamanlar.
											Bu yüzden bir araya gelip bir yazılım yarattık:
											Ushahidi.
											Ve ""Ushahidi"", Svahili dilinde kanıt ya da tanık demek.
											İki muhteşem ortakla çalıştığım için çok şanslıyım.
											Bunlar David ve Erik.
											Onlara farklı anneden doğan kardeş diyorum.
											Açıkça, bir yerlerde Alman bir annem var.
											İlk önce birlikte Ushahidi'nin yapımı
											ve büyümesinde çalıştık.
											Yazılımın amacı, SMS, e-posta ve Web üzerinden
											bilgi toplayıp harita çıkarmaktı
											böylece nerde ne olduğunu görebilecektiniz,
											ve veriyi görselleştirebilecektiniz.
											Ve bu ilk örnekten sonra,
											ücretsiz ve kaynağı açık bir yazılıma koyulduk
											böylece başkaları bizim gibi sıfırdan başlamayacaktı.
									","
											In 2008, one of the problems that we faced
											was lack of information flow.
											There was a media blackout in 2008,
											when there was post-election violence in Kenya.
											It was a very tragic time. It was a very difficult time.
											So we came together and we created software
											called Ushahidi.
											And Ushahidi means ""testimony"" or ""witness"" in Swahili.
											I'm very lucky to work with two amazing collaborators.
											This is David and Erik.
											I call them brothers from another mother.
											Clearly I have a German mother somewhere.
											And we worked together first with building
											and growing Ushahidi.
											And the idea of the software was to gather information
											from SMS, email and web, and put a map
											so that you could see what was happening where,
											and you could visualize that data.
											And after that initial prototype,
											we set out to make free and open-source software
											so that others do not have to start from scratch like we did.
									","
											En 2008,
l'un des problèmes que nous rencontrions
											était le manque de circulation de l'information.
											Il y a eu un black-out médiatique en 2008,
											au moment des violences
qui ont suivi les élections au Kenya.
											C'était une époque très dramatique.
C'était un moment très difficile.
											Nous nous sommes donc groupés
et nous avons créé un logiciel
											appelé Ushahidi.
											Ushahidi signifie « témoignage »
ou « témoin » en Swahili.
											J'ai la grande chance de travailler
avec deux collaborateurs incroyables.
											Il s'agit de David et Erik.
											Je les appelle mes frères d'une autre mère.
											Visiblement,
j'ai une mère allemande quelque part.
											Nous avons travaillé ensemble,
tout d'abord à construire
											et développer Ushahidi.
											Le concept du logiciel
était de recueillir de l'information
											à partir de SMS, d' e-mails et de sites web,
et de les placer sur une carte
											de sorte qu'on puisse savoir
ce qui se passe, et où,
											et qu'on puisse visualiser ces données.
											Après ce premier prototype,
											nous avons entrepris de faire
un logiciel libre et
											pour que d'autres n'aient pas à partir de zéro,
comme nous l'avions fait.
									","
											2008 war eines unserer Probleme
											der mangelnde Informationsfluss.
											2008 wurde eine Mediensperre verhängt,
											als es nach der Wahl in Kenia 
zu gewalttätigen Ausschreitungen kam.
											Es war eine tragische Zeit, eine schwierige Zeit.
											Also taten wir uns zusammen und entwickelten
											die Ushahidi Software.
											Ushahidi bedeutet auf Swahili 
""Aussage"" oder ""Zeuge"".
											Ich habe das Glück, 
zwei fantastische Mitarbeiter zu haben.
											Das sind David und Erik.
											Sie sind wie Brüder anderer Mütter.
											Bestimmt habe ich irgendwo eine deutsche Mutter.
											Zunächst arbeiteten wir zusammen daran, Ushahidi
											aufzubauen und zu entwickeln.
											Der Gedanke hinter der Software war es,
											Informationen über SMS, 
E-Mail und Internet zu sammeln
											und sie auf Karten darzustellen, so dass man
											Daten visualisieren kann.
											Nach dem ersten Prototyp wollten wir
											kostenlose und Open-Source-Software erschaffen,
											damit andere nicht wieder bei Null
anfangen müssen, so wie wir.
									","Meet BRCK, Internet access built for Africa",Juliana Rotich,9:33,"Africa,TED Fellows,business,technology"
"
","
","
","
","
","Meet BRCK, Internet access built for Africa",Juliana Rotich,9:33,"Africa,TED Fellows,business,technology"
"
											Al mismo tiempo, 
hemos querido regresarle
											a la comunidad local de tecnología
que nos ayudó a
											hacer crecer Ushahidi y que 
nos apoyó en esos primeros días.
											Y por eso establecimos
el iHub en Nairobi,
											un espacio físico real
											donde podríamos colaborar
											y ahora es parte de un ecosistema 
de tecnología integral en Kenia.
											Lo hicimos con el apoyo de
diferentes organizaciones
											como la Fundación MacArthur
y la red Omidyar.
									","
											Bir yandan da, Ushahidi'yi büyütmemize yardım eden
											ve bizi ilk günlerden destekleyen
											yerel teknoloji topluluğunu karşılıksız bırakmak istemiyorduk.
											Ve bu yüzden Nairobi'de iHub'ı kurduk,
											beraber çalışabileceğimiz
											gerçek fiziksel bir alan,
											ve şimdi Kenya'daki teknolojik ekosistemin bir parçası.
											Bunu, MacArthur Foundation ve Omidyar Network gibi
											farklı organizasyonların desteği ile yaptık.
									","
											All the while, we also wanted to give back
											to the local tech community that helped us
											grow Ushahidi and supported us in those early days.
											And that's why we set up the iHub in Nairobi,
											an actual physical space
											where we could collaborate,
											and it is now part of an integral tech ecosystem in Kenya.
											We did that with the support of different organizations
											like the MacArthur Foundation and Omidyar Network.
									","
											Tout du long,
nous avons aussi voulu renvoyer l'ascenseur
											à la communauté scientifique et technologique locale
qui nous a aidés
											à développer Ushahidi
et nous a soutenus à nos débuts.
											C'est pourquoi nous avons mis en place
l'iHub, à Nairobi,
											un espace physique réel
											où nous pourrions collaborer,
											et qui fait maintenant partie d'un écosystème
technologique implanté au Kenya.
											Nous l'avons fait avec le soutien
de différentes organisations,
											comme la Fondation MacArthur
et Omidyar Network.
									","
											Dabei wollten wir auch von unserer Seite
											die örtliche Techie-Gemeinschaft unterstützen,
											die uns zu Beginn von Ushahidi geholfen hatte.
											Deshalb gründeten wir den iHub in Nairobi,
											ein wirklicher, realer Ort
											an dem wir zusammenarbeiten können.
											Jetzt ist dies fester Bestandteil Kenias 
Technik-Infrastruktur.
											Wir taten das mit der Unterstützung 
verschiedener Organisationen,
											wie MacArthur Foundation und Omidyar Network.
									","Meet BRCK, Internet access built for Africa",Juliana Rotich,9:33,"Africa,TED Fellows,business,technology"
"
","
","
","
","
","Meet BRCK, Internet access built for Africa",Juliana Rotich,9:33,"Africa,TED Fellows,business,technology"
"
											Y hemos sido capaces de
aumentar el impacto del software,
											y unos años más tarde se convirtió en
											un software muy útil,
											y nos sentimos muy honrados
cuando fue utilizado en Haití
											donde los ciudadanos
podían indicar donde estaban
											y cuáles eran sus necesidades,
											y también para hacer frente a 
las consecuencias de la crisis nuclear
											y el tsunami en Japón.
											Este año el Internet 
cumplió 20 años,
											y Ushahidi cumplió 5 años.
									","
											Bu yazılımın izini büyütmeyi başardık,
											ve birkaç yıl sonra
											çok kullanışlı hale geldi
											ve Haiti'de kullanıldığında gururumuz okşandı;
											vatandaşlar nerede olduklarını,
											neye ihtiyaç duyduklarını belirtebildiler
											nükleer krizde nükleer atıklarla baş ederken
											ve Japonya'daki tsunamide de aynı şekilde.
											Şimdi, bu yıl internet 20 yaşına giriyor,
											Ushahidi ise beş oldu.
									","
											And we were able to grow this software footprint,
											and a few years later it became
											very useful software,
											and we were quite humbled when it was used in Haiti
											where citizens could indicate where they are
											and what their needs were,
											and also to deal with the fallout from the nuclear crisis
											and the tsunami in Japan.
											Now, this year the Internet turns 20,
											and Ushahidi turned five.
									","
											Nous avons été capables
d'accroître la visibilité de ce logiciel,
											et quelques années plus tard,
il est devenu
											un logiciel très utile.
											Nous avons été très touchés
lorsqu'il a été utilisé en Haïti,
											où les habitants pouvaient indiquer
où ils se trouvaient
											et quels étaient leurs besoins,
											et aussi faire face
aux répercussions de la crise nucléaire
											et du tsunami au Japon.
											Cette année,
l'Internet fête ses 20 ans,
											et Ushahidi ses cinq ans.
									","
											Wir konnten die Grundstruktur der Software 
weiterentwickeln
											und nach einigen Jahren wurde daraus
											eine sehr nützliche Software.
											Es hat uns sehr berührt, 
als sie in Haiti eingesetzt wurde,
											wo Einwohner angeben konnten, 
wo sie sich befanden
											und was sie benötigten,
											und in Japan dazu benutzt wurde,
mit den Folgen von der
											Atom-Krise und dem Tsunami fertigzuwerden.
											Dieses Jahr wird das Internet 20 Jahre alt
											und Ushahidi wurde 5 Jahre alt.
									","Meet BRCK, Internet access built for Africa",Juliana Rotich,9:33,"Africa,TED Fellows,business,technology"
