en,es,title,speaker,duration,tags
"
","
",The case for optimism on climate change,Al Gore,25:20,"climate change,weather,science,alternative energy,energy,electricity"
"
											I was excited to be a part
of the ""Dream"" theme,
											and then I found out I'm leading off
the ""Nightmare?"" section of it.
									","
											Estaba muy emocionado de formar parte 
de la conferencia ""Sueños"",
											y luego me enteré de que lideró
la sección ""pesadilla"" de la misma.
									",The case for optimism on climate change,Al Gore,25:20,"climate change,weather,science,alternative energy,energy,electricity"
"
","
",The case for optimism on climate change,Al Gore,25:20,"climate change,weather,science,alternative energy,energy,electricity"
"
											(Laughter)
									","
											(Risas)
									",The case for optimism on climate change,Al Gore,25:20,"climate change,weather,science,alternative energy,energy,electricity"
"
","
",The case for optimism on climate change,Al Gore,25:20,"climate change,weather,science,alternative energy,energy,electricity"
"
											And certainly there are things
about the climate crisis that qualify.
											And I have some bad news,
											but I have a lot more good news.
											I'm going to propose three questions
											and the answer to the first one
											necessarily involves a little bad news.
											But — hang on, because the answers
to the second and third questions
											really are very positive.
									","
											Y cierto que hay cosas sobre la crisis 
climática que reúnen los requisitos.
											Y tengo malas noticias,
											pero también muchas más buenas noticias.
											Voy a proponer tres preguntas
											y la respuesta a la primera
											necesariamente implica malas noticias.
											Pero, paciencia, porque las respuestas 
a las segunda y tercera pregunta
											realmente son muy positivas.
									",The case for optimism on climate change,Al Gore,25:20,"climate change,weather,science,alternative energy,energy,electricity"
"
","
",The case for optimism on climate change,Al Gore,25:20,"climate change,weather,science,alternative energy,energy,electricity"
"
											So the first question is,
""Do we really have to change?""
											And of course, the Apollo Mission,
among other things
											changed the environmental movement,
											really launched the modern
environmental movement.
											18 months after this Earthrise picture
was first seen on earth,
											the first Earth Day was organized.
											And we learned a lot about ourselves
											looking back at our planet from space.
											And one of the things that we learned
											confirmed what the scientists
have long told us.
											One of the most essential facts
											about the climate crisis
has to do with the sky.
											As this picture illustrates,
											the sky is not the vast
and limitless expanse
											that appears when we look up
from the ground.
											It is a very thin shell of atmosphere
											surrounding the planet.
											That right now is the open sewer
for our industrial civilization
											as it's currently organized.
											We are spewing 110 million tons
											of heat-trapping global warming pollution
into it every 24 hours,
											free of charge, go ahead.
									","
											Así que la primera pregunta es: 
""¿De verdad tenemos que cambiar?""
											Y, por supuesto, la Misión Apolo, 
entre otras cosas
											cambió el movimiento ambiental,
											realmente lanzó 
el movimiento ambiental moderno
											18 meses tras esta foto de la salida
de la Tierra por primera vez,
											se organizó el primer Día de la Tierra.
											Y hemos aprendido mucho 
sobre nosotros mismos
											mirando desde el espacio 
nuestro planeta.
											Y una de las cosas aprendidas
es la confirmación
											de lo que hace tiempo 
los científicos ya nos habían dicho.
											Uno de los hechos más esenciales
											de la crisis climática 
tiene que ver con el cielo.
											Como ilustra esta imagen,
											el cielo no es 
la gran extensión ilimitada
											que aparece al mirar 
hacia arriba desde el suelo.
											Es una cáscara muy fina de atmósfera
											que rodea al planeta.
											Que en este momento es la cloaca abierta 
para nuestra civilización industrial
											tal y como está organizada actualmente.
											Estamos vomitando 
110 millones de toneladas
											de contaminación de calentamiento global 
que atrapan el calor cada 24 horas,
											de forma gratuita sin interrupción.
									",The case for optimism on climate change,Al Gore,25:20,"climate change,weather,science,alternative energy,energy,electricity"
"
","
",The case for optimism on climate change,Al Gore,25:20,"climate change,weather,science,alternative energy,energy,electricity"
"
											And there are many sources
of the greenhouse gases,
											I'm certainly not going
to go through them all.
											I'm going to focus on the main one,
											but agriculture is involved,
diet is involved, population is involved.
											Management of forests, transportation,
											the oceans, the melting of the permafrost.
											But I'm going to focus
on the heart of the problem,
											which is the fact that we still rely
on dirty, carbon-based fuels
											for 85 percent of all the energy
that our world burns every year.
											And you can see from this image
that after World War II,
											the emission rates
started really accelerating.
											And the accumulated amount
of man-made, global warming pollution
											that is up in the atmosphere now
											traps as much extra heat energy
as would be released
											by 400,000 Hiroshima-class
atomic bombs exploding
											every 24 hours, 365 days a year.
											Fact-checked over and over again,
											conservative, it's the truth.
											Now it's a big planet, but —
									","
											Y hay muchas fuentes de 
los gases de efecto invernadero.
											No repasaré todas ellas,
											me centraré en la principal;
											pero también la agricultura está 
implicada, la dieta, la población.
											La gestión de los bosques, el transporte,
											los océanos, 
el derretimiento del permahielo.
											Pero me centraré 
en el corazón del problema,
											que sigue siendo la dependencia de 
combustibles sucios, basados ​​en carbono
											para el 85 % de toda la energía 
que nuestro mundo quema cada año.
											Y se puede ver en esta imagen 
que tras la Segunda Guerra Mundial,
											las tasas de emisión 
comenzaron a acelerarse mucho.
											Y la cantidad de contaminación 
de calentamiento global
											generada por el humano, 
está ahora en la atmósfera,
											atrapa tanta energía adicional 
como el calor que sería liberado
											por 400 000 bombas atómicas de Hiroshima
											cada 24 horas, los 365 días del año.
											Es un hecho comprobado una y otra vez,
											conservadores, es la verdad.
											Ahora es un planeta grande, pero...
									",The case for optimism on climate change,Al Gore,25:20,"climate change,weather,science,alternative energy,energy,electricity"
"
","
",The case for optimism on climate change,Al Gore,25:20,"climate change,weather,science,alternative energy,energy,electricity"
"
											(Explosion sound)
									","
											(Sonido de explosión)
									",The case for optimism on climate change,Al Gore,25:20,"climate change,weather,science,alternative energy,energy,electricity"
"
","
",The case for optimism on climate change,Al Gore,25:20,"climate change,weather,science,alternative energy,energy,electricity"
