en,tr,de,title,speaker,duration,tags
"
","
","
",A wide-angle view of fragile Earth,Yann Arthus-Bertrand,14:54,"art,climate change,environment,film,future,humanity,media,photography"
"
											I have a big impact on the planet
											to travel here by plane.
											I emitted, in the atmosphere, nine tons of CO2;
											that is the weight of two elephants.
											I came here to speak about ecology,
											and I emitted as much CO2
											as a Frenchman in one year.
											So what do I have to do?
											I have to kill a Frenchman when I come back at home?
											(Laughter)
											I have to do my carbon offset in another way,
											like I do every time.
											(Laughter)
									","
											Buraya ucakla gelerek gezegenimiz
											ustunde buyuk bir etki yarattım.
											Atmosfere, dokuz ton karbondioksit yaydim.
											Bu, iki fil agirligi kadardir.
											Buraya cevrebilimi hakkinda konusmaya geldim
											ve bir Fransizin bir yilda
											yaydigi kadar karbondioksiti yaydim.
											Ne yapsam acaba?
											Eve donunce bir Fransizi oldurmem gerekecek.
											(Kahkaha)
											Karbon dengelememi her zaman oldugu gibi
											başka sekilde yapmalıyım.
											(Kahkaha)
									","
											Ich habe einen großen Einfluss auf diesen Planeten
											weil ich mit dem Flugzeug angereist bin.
											Ich habe neun Tonnen CO2 in die Atmosphäre ausgestossen.
											Das ist das Gewicht von zwei Elefanten.
											Ich bin hierher gekommen um über Ökologie zu sprechen.
											Und ich habe soviel CO2 ausgestossen,
											wie ein Franzose in einem ganzen Jahr.
											Also was kann ich tun?
											Wenn ich zurück nach Hause komme muss ich wohl einen Franzosen töten.
											(Lachen)
											Ich muss meinen CO2 Ausstoß also doch anders ausgleichen,
											und nicht wie ich es sonst immer mache.
											(Lachen)
									",A wide-angle view of fragile Earth,Yann Arthus-Bertrand,14:54,"art,climate change,environment,film,future,humanity,media,photography"
"
","
","
",A wide-angle view of fragile Earth,Yann Arthus-Bertrand,14:54,"art,climate change,environment,film,future,humanity,media,photography"
"
											In fact my work is to show
											our impact on our planet.
											I'm going to show you some examples
											of the last pictures I've done
											in the last year.
									","
											Aslında benim görevim
											dünya üzerindeki etkimizi göstermek.
											Size son bir sene içinde
											çektiğim fotoğraflardan
											örnekler göstereceğim.
									","
											Meine Arbeit ist, unseren Einfluss
											auf unseren Planeten darzustellen.
											Ich werde Ihnen einige Beispiele meiner neusten Bilder zeigen
											die ich im letzten Jahr
											gemacht habe.
									",A wide-angle view of fragile Earth,Yann Arthus-Bertrand,14:54,"art,climate change,environment,film,future,humanity,media,photography"
"
","
","
",A wide-angle view of fragile Earth,Yann Arthus-Bertrand,14:54,"art,climate change,environment,film,future,humanity,media,photography"
"
											Alberta sand oil, a lot of pollution.
											You know the problem;
											we don't want to believe what we know.
											In Alberta people work nonstop,
											24 hours by seven
											to extract as much oil
											as they can.
											We know about the end of oil.
											Oil sand is not a long-term solution.
											But we use three times more oil
											than we find every year.
											We don't want to believe what we know.
											Deny.
									","
											Alberta, petrol kumsalı, büyük kirlilik.
											Problemi biliyorsunuz,
											bildiklerimize inanmak istemiyoruz.
											Alberta'da insanlar mumkun oldugu kadar
											petrolu cikarmak icin
											yedi gun, yirmi dort saat
											durmadan calisirlar.
											Petrolün sonu olduğunu biliyoruz.
											Petrol kumu uzun vadeli bir çözüm değil.
											Ama biz her yıl
											cikardigimizin üç katı petrol kullanıyoruz.
											Bildiğimiz seye inanmak istemiyoruz.
											İnkar edis.
									","
											Alberta, Ölsand, jede Menge Verschmutzung.
											Sie kennen das Problem,
											dass wir nicht glauben wollen, was wir wissen.
											In Alberta arbeiten die Leute ohne Unterbrechung,
											24 Stunden am Tag, sieben Tage die Woche
											um soviel Öl wie sie nur können
											zu fördern.
											Wir wissen über die Endlichkeit von Öl bescheid.
											Ölsand ist deshalb keine Lösung über lange Zeit.
											Jedoch benutzen wir jedes Jahr drei mal mehr Öl
											als wir finden können.
											Wir wollen nicht glauben, was wir wissen.
											Verleugnung.
									",A wide-angle view of fragile Earth,Yann Arthus-Bertrand,14:54,"art,climate change,environment,film,future,humanity,media,photography"
"
","
","
",A wide-angle view of fragile Earth,Yann Arthus-Bertrand,14:54,"art,climate change,environment,film,future,humanity,media,photography"
"
											Coral reef in New Caledonia.
											100 percent of the coral
											may be wiped out before 2050
											because of global warming.
											And you know how coral are very sensitive to temperature,
											and are very important for the biodiversity of the sea.
									","
											New Caledonia'daki mercan kayalığı.
											Mercanın tamamı
											kuresel isinma yuzunden
											2050 yilindan önce yok olabilir.
											Mercanin sıcağa ne kadar çok duyarlı olduklarını
											ve denizin çeşitliliği için ne kadar önemli oldugunu biliyorsunuzdur.
									","
											Ein Korallenriff in Neu Kaledonien.
											100 Prozent aller Korallen
											sind vielleicht bis im Jahr 2050 ausgelöscht
											aufgrund der globalen Erwärmung.
											Sie wissen wie sensibel Korallen auf Temperaturschwankungen reagieren
											und wie wichtig sie für den Artenreichtum des Meeres sind.
									",A wide-angle view of fragile Earth,Yann Arthus-Bertrand,14:54,"art,climate change,environment,film,future,humanity,media,photography"
"
","
","
",A wide-angle view of fragile Earth,Yann Arthus-Bertrand,14:54,"art,climate change,environment,film,future,humanity,media,photography"
"
											North Pole. I've done this picture last summer.
											It was impossible to do this picture 15 years ago.
											Now there is a new way open between Atlantic and Pacific.
											The thickness of the Arctic
											decreased more than 40 percent
											since 1960.
									","
											Kuzey kutbu. Bu fotoğrafı geçen yaz çektim.
											On bes yıl önce böyle bir fotoğrafı çekmek mümkün değildi.
											Şimdi Atlantik ve Pasifik arasında açılan yeni bir yol var.
											Kuzey kutbu buzul kalınlığı
											1960 yilindan beri
											yüzde kırktan daha fazla azaldi.
									","
											Der Nordpol. Ich habe dieses Bild letzten Sommer gemacht.
											Vor 15 Jahren war es noch unmöglich dieses Bild zu machen.
											Nun ist dort zwischen dem Atlantik und dem Pazifik ein neuer Weg offen.
											Die Dicke der Arktis
											ist seit 1960
											um mehr als 40 Prozent geschrumpft.
									",A wide-angle view of fragile Earth,Yann Arthus-Bertrand,14:54,"art,climate change,environment,film,future,humanity,media,photography"
