en,tr,fr,title,speaker,duration,tags
"
","
","
",The hidden network that makes the internet possible,Sajan Saini,5:03,"TED-Ed,animation,intelligence,innovation,technology,Internet,communication,science,invention,computers"
"
											In 2012,
											a team of Japanese and Danish researchers
set a world record,
											transmitting 1 petabit of data—
											that’s 10,000 hours of high-def video—
											over a fifty-kilometer cable, in a second.
											This wasn’t just any cable.
											It was a souped-up version 
of fiber optics—
											the hidden network that links our planet
											and makes the internet possible.
									","
											2012 yılında
											Japon ve Danimarkalı araştırmacılardan 
oluşan bir ekip dünya rekoru kırdı.
											1 petabit verinin,
											ki bu 10.000 saatlik 
yüksek kaliteli video demek,
											50 kilometreden uzun kabloyla
bir saniyede aktarılması ile.
											Bu herhangi bir kablo değildi.
											Fiber optiğin 
geliştirilmiş bir versiyonuydu,
											gezegenimizi birbirine bağlayan
											ve interneti mümkün kılan gizli ağ.
									","
											En 2012, une équipe
de chercheurs danois et japonais
											a établi un record du monde,
											transmettre un pétabit de données
											— soit 10 000 heures de vidéo HD —
											via un câble de 50 kilomètres,
en une seconde.
											Ce n'était pas n'importe quel câble.
											C'était une version améliorée
de fibre optique —
											le réseau caché qui relie notre planète
											et rend l'Internet possible.
									",The hidden network that makes the internet possible,Sajan Saini,5:03,"TED-Ed,animation,intelligence,innovation,technology,Internet,communication,science,invention,computers"
"
","
","
",The hidden network that makes the internet possible,Sajan Saini,5:03,"TED-Ed,animation,intelligence,innovation,technology,Internet,communication,science,invention,computers"
"
											For decades,
											long-distance communications 
between cities and countries
											were carried by electrical signals,
											in wires made of copper.
											This was slow and inefficient,
											with metal wires limiting data rates 
and power lost as wasted heat.
											But in the late 20th century,
											engineers mastered a far superior method
of transmission.
											Instead of metal,
											glass can be carefully melted and 
drawn into flexible fiber strands,
											hundreds of kilometers long 
and no thicker than human hair.
											And instead of electricity,
											these strands carry pulses of light, 
representing digital data.
									","
											Onlarca yıldır
											şehirler ve ülkeler
arasındaki uzun mesafeli iletişim,
											elektrik sinyalleri ile taşınmaktaydı,
											bakırdan yapılmış kablolarla.
											Bu oldukça yavaş ve verimsizdi,
metal kablolar veri hızını sınırlıyor
											ve enerji, boşa harcanmış ısı olarak 
kayboluyordu.
											Ama 20. yüzyılın sonlarında
											mühendisler aktarımı daha ileriye 
taşıyacak bir yöntemde uzmanlaştılar.
											Metal yerine,
											cam dikkatlice eritilerek 
daha esnek yüzlerce kilometre uzunluğunda
											ve saç telinden daha kalın olmayan
fiber kıllara dönüştü.
											Ve elektrik yerine,
											bu kıllar dijital veriyi 
temsil eden ışık sinyallerini taşır.
									","
											Durant des décennies,
											les communications longue distance
entre les villes et les pays
											ont été portées
par des signaux électriques
											sur des fils de cuivre.
											C'était lent et inefficace,
											les fils de métal
limitant les flux de données
											et générant des déperditions de chaleur.
											Mais à la fin du 20e siècle,
											des ingénieurs ont maîtrisé une méthode
de transmission bien supérieure.
											A la place du métal,
											le verre peut être fondu
et moulé en brins de fibre flexible,
											longs de plusieurs kilomètres
et pas plus épais qu'un cheveu.
											Et à la place d'électricité,
											ces brins portent
des pulsations de lumière,
											représentant des données numériques.
									",The hidden network that makes the internet possible,Sajan Saini,5:03,"TED-Ed,animation,intelligence,innovation,technology,Internet,communication,science,invention,computers"
"
","
","
",The hidden network that makes the internet possible,Sajan Saini,5:03,"TED-Ed,animation,intelligence,innovation,technology,Internet,communication,science,invention,computers"
"
											But how does light travel within glass, 
rather than just pass through it?
											The trick lies in a phenomenon known 
as total internal reflection.
											Since Isaac Newton’s time,
											lensmakers and scientists have 
known that light bends
											when it passes between air and 
materials like water or glass.
											When a ray of light inside glass hits its 
surface at a steep angle,
											it refracts, or bends 
as it exits into air.
											But if the ray travels at a shallow angle,
											it’ll bend so far that it stays trapped,
											bouncing along inside the glass.
											Under the right condition,
											something normally transparent to light
can instead hide it from the world.
									","
											Ama ışık camın arasından geçmeden,
nasıl cam ile taşınır?
											Bu ""toplam iç yansıma"" 
olarak bilinen bir olguda gizli.
											Isaac Newton'un zamanından beri
											optikçiler ve bilim insanları
ışığın büküldüğünü biliyorlardı,
											havayla su veya cam gibi
malzemelerin arasından geçerken
											camın içindeki bir ışık ışını 
yüzeyine dik açı ile çarptığında kırılır
											veya havaya geçiyormuş gibi bükülür.
											Ama ışın yüzeye daha yakın 
bir açı ile ilerlerse
											daha uzağa bükülür ve içeride hapsolur,
											cam içinde yansımaya devam eder.
											Doğru koşullarda,
											saydam olan bir şey, 
dünyadan saklanabilir.
									","
											Mais comment la lumière voyage-t-elle
dans le verre au lieu de le traverser ?
											L'astuce repose sur un phénomène
appelé réflexion totale interne.
											Depuis l'époque d'Isaac Newton,
fabricants de lentilles et scientifiques
											savent que la lumière
est réfractée ou courbée
											quand elle passe entre l'air
et des matériaux comme l'eau ou le verre
											Quand un rayon de lumière dans du verre
en heurte la surface sous un angle abrupt,
											il se réfracte, ou se courbe
en sortant dans l'air.
											Mais si le rayon voyage à un angle faible,
											il se courbe tellement
qu'il reste prisonnier,
											rebondissant à l'intérieur du verre.
											Dans les bonnes conditions,
											une chose normalement transparente
à la lumière peut la cacher du monde.
									",The hidden network that makes the internet possible,Sajan Saini,5:03,"TED-Ed,animation,intelligence,innovation,technology,Internet,communication,science,invention,computers"
"
","
","
",The hidden network that makes the internet possible,Sajan Saini,5:03,"TED-Ed,animation,intelligence,innovation,technology,Internet,communication,science,invention,computers"
"
											Compared to electricity or radio,
											fiber optic signals barely degrade 
over great distances—
											a little power does scatter away,
											and fibers can’t bend too sharply,
											otherwise the light leaks out.
											Today, a single optical fiber carries many
wavelengths of light,
											each a different channel of data.
											And a fiber optic cable contains hundreds 
of these fiber strands.
											Over a million kilometers of cable 
crisscross our ocean floors
											to link the continents—
											that’s enough to wind around the 
Equator nearly thirty times.
									","
											Elektrik ve radyo ile karşılaştırıldığında
											fiber optik sinyaller uzun 
menzilde hemen hemen hiç kaybolmaz,
											az miktarda güç israfı olur
											ve fiberler çok keskin bükülemezler
											aksi hâlde ışık dışarı sızar.
											Günümüzde, tek bir optik kıl
birçok ışık dalgaboyunu taşımaktadır,
											hepsi farklı bir veri kanalıdır.
											Ve fiber optik kablo 
bu fiber kıllardan yüzlercesini içerir.
											Bir milyon kilometrenin üzerinde 
kablo okyanus tabanını taramaktadır
											kıtaları birbirine bağlamak için,
											bu Ekvator çevresini 
30 kere dönmeye yeterlidir.
									","
											Comparé à l'électricité
ou aux ondes radio,
											les signaux sur fibre optique
se dégradent peu sur de grandes distances,
											un peu de puissance se dissipe,
											et les fibres ne peuvent pas
être trop tordues,
											sinon la lumière s'échappe.
											Aujourd'hui, une seule fibre optique porte
plusieurs longueurs d'ondes lumineuses,
											chacune étant
un canal de données distinct.
											Et un câble de fibre optique contient
des centaines de ces brins.
											Plus d'un million de kilomètres de câble
quadrillent les fonds marins
											pour relier les continents —
											assez pour faire le tour de l'équateur
près de trente fois.
									",The hidden network that makes the internet possible,Sajan Saini,5:03,"TED-Ed,animation,intelligence,innovation,technology,Internet,communication,science,invention,computers"
"
","
","
",The hidden network that makes the internet possible,Sajan Saini,5:03,"TED-Ed,animation,intelligence,innovation,technology,Internet,communication,science,invention,computers"
"
											With fiber optics,
											distance hardly limits data,
											which has allowed the internet to evolve
into a planetary computer.
											Increasingly,
											our mobile work and play rely on legions 
of overworked computer servers,
											warehoused in gigantic data centers 
flung across the world.
											This is called cloud computing,
											and it leads to two big problems:
											heat waste and bandwidth demand.
											The vast majority of internet traffic 
shuttles around inside data centers,
											where thousands of servers are connected 
by traditional electrical cables.
											Half of their running power 
is wasted as heat.
											Meanwhile, wireless bandwidth demand 
steadily marches on,
											and the gigahertz signals used in our 
mobile devices
											are reaching their data delivery limits.
									","
											Fiber optikler ile uzaklık
											veriyi neredeyse hiç sınırlamayarak
											internetin gezegensel bir bilgisayara 
dönüşmesine olanak sağlar.
											Giderek artarak
											mobil iş ve faaliyetlerimiz 
çok çalışan sunucu birliğine dayanmakta,
											dünya genelinde devasa 
veri merkezlerinde depolanmaktadır.
											Buna bulut programlama denmektedir
											ve iki büyük probleme neden olmaktadır:
											ısı kaybı ve bant genişliği rağbeti.
											İnternet trafiğinin büyük bir kısmı,
veri merkezlerinde mekik dokumaktadır,
											binlerce sunucunun birbirine geleneksel
elektrik kablolarıyla bağlı olduğu.
											Çalışma enerjilerini yarısı 
ısı olarak boşa gitmektedir.
											Bu arada kablosuz bant genişliğine
rağbet istikrarlı bir şekilde artmaktadır
											ve mobil cihazlarda
kullanılan gigahertz sinyalleri
											veri dağıtım sınırlarına ulaşmaktadır.
									","
											Avec la fibre optique,
											la distance ne limite
presque plus les données,
											ce qui a permis à internet d'évoluer
en un ordinateur planétaire.
											De plus en plus,
											nos activités mobiles s'appuient
sur des quantités de serveurs surchargés,
											entreposés dans des centres de données
géants répartis à travers le monde.
											Cela s'appelle l'informatique en nuage
											et mène à deux gros problèmes :
											déperdition de chaleur
et demande de bande passante.
											La grande majorité du trafic internet
transite via les centres de données,
											où des milliers de serveurs sont connectés
par des câbles électriques traditionnels.
											La moitié de leur puissance
de fonctionnement est perdue en chaleur.
											En parallèle, les demandes
de bande passante sans fil progressent
											et les signaux en gigahertz
utilisés dans nos appareils mobiles
											atteignent leurs limites
de volumes de données.
									",The hidden network that makes the internet possible,Sajan Saini,5:03,"TED-Ed,animation,intelligence,innovation,technology,Internet,communication,science,invention,computers"
