en,pt,fr,de,title,speaker,duration,tags
"
","
","
","
","Please, please, people. Let's put the 'awe' back in 'awesome'",Jill Shargaa,6:13,"comedy,humor,language"
"
											How many times have you used
the word ""awesome"" today?
											Once? Twice? Seventeen times?
											Do you remember what you were describing
											when you used the word?
											No, I didn't think so, because
it's come down to this, people:
											You're using the word incorrectly,
											and tonight I hope to show you
											how to put the ""awe"" back in ""awesome.""
									","
											Quantas vezes já utilizaram a palavra
""fantástico"" hoje?
											Uma? Duas? Dezassete?
											Lembram-se do que estavam a descrever
											quando utilizaram a palavra?
											Pois, bem me parecia que não, porque 
o que acontece é que:
											Estão a usar a palavra incorretamente,
											e esta noite espero mostrar-vos
											como voltar a pôr o ""awe"" (temor) 
em ""awesome"" (fantástico).
									","
											Combien de fois avez-vous utilisé
le mot « stupéfiant » aujourd'hui ?
											Une fois ? Deux fois ? Dix-sept fois ?
											Vous vous souvenez ce que vous décriviez
quand vous avez utilisé ce mot ?
											Non, car la situation est la suivante :
											Vous utilisez ce mot de manière incorrect,
											et j'espère vous montrer ce soir
											comment remettre de la « stupéfaction »
dans le « stupéfiant ».
									","
											Wie oft haben Sie heute
das Wort ""großartig"" benutzt?
											Einmal? Zweimal? Siebzehnmal?
											Wissen Sie noch,
											was Sie mit dem Wort beschrieben?
											Nein, dachte ich mir, denn es ist doch so:
											Sie benutzen das Wort falsch.
											Und heute ich möchte Ihnen zeigen,
											wie Sie ""großartig""
seine ""Größe"" zurückgeben.
									","Please, please, people. Let's put the 'awe' back in 'awesome'",Jill Shargaa,6:13,"comedy,humor,language"
"
","
","
","
","Please, please, people. Let's put the 'awe' back in 'awesome'",Jill Shargaa,6:13,"comedy,humor,language"
"
											Recently, I was dining at an outdoor cafe,
											and the server came up to our table,
											and asked us if we had dined there before,
											and I said, ""Yes, yes, we have.""
											And she said, ""Awesome.""
											And I thought, ""Really?
											Awesome or just merely good
											that we decided to visit your restaurant again?""
									","
											Há pouco tempo, estava a jantar 
num café ao ar livre,
											a empregada veio até à nossa mesa,
											perguntou-nos se já tínhamos 
jantado ali antes
											e eu disse: ""Sim, sim, já"".
											E ela respondeu: ""Fantástico"".
											E eu pensei: ""A sério?
											""Será fantástico ou apenas bom
											""o facto de termos decidido visitar 
o restaurante dela outra vez?""
									","
											Récemment, je dînais 
dans un café en plein air,
											et la serveuse 
s'est approchée de notre table
											et nous a demandé
si nous avions déjà dîné là,
											et j'ai dit : « Oui, c'est le cas. »
Et elle a dit : « C'est stupéfiant. »
											Et j'ai pensé : « Vraiment ?
											Stupéfiant ou juste simplement bon
											que nous ayons décidé de revenir
dans votre restaurant ? »
									","
											Jüngst aß ich in einem Café.
											Der Kellner kam und fragte,
											ob wir schon einmal dort gegessen hatten.
											Ich sagte: ""Ja, ja, haben wir.""
											Und sie sagte: ""Großartig.""
											Und ich dachte, ""Ernsthaft?""
											""Großartig"" oder einfach nur ""gut"",
											dass wir das Restaurant wieder besuchten?
									","Please, please, people. Let's put the 'awe' back in 'awesome'",Jill Shargaa,6:13,"comedy,humor,language"
"
","
","
","
","Please, please, people. Let's put the 'awe' back in 'awesome'",Jill Shargaa,6:13,"comedy,humor,language"
"
											The other day, one of my coworkers asked me
											if I could save that file as a PDF,
											and I said, ""Well, of course,"" and he said, ""Awesome.""
											Seriously, can saving anything as a PDF
											be awesome?
									","
											No outro dia, um dos meus colegas 
perguntou-me
											se eu podia guardar aquele ficheiro em PDF
											e eu disse: ""Sim, claro"", 
e ele respondeu: ""Fantástico"".
											A sério, guardar uma coisa como PDF
											é fantástico?
									","
											L'autre jour,
un de mes collèges m'a demandé
											si je pouvais sauvegarder
un fichier au format PDF,
											et je lui ai dit : « Oui, bien sûr ! »
Et il m'a dit : « C'est stupéfiant. »
											Sérieusement, est-ce que sauvegarder
quoi que ce soit au format PDF
											peut être stupéfiant ?
									","
											Eines Tages fragte ein Kollege mich,
											ob ich etwas als PDF abspeichern könnte,
											und ich sagte, ""Ja, klar"",
und er sagte, ""großartig"".
											Ernsthaft, kann das Speichern
von irgendetwas als PDF
											jemals ""großartig"" sein?
									","Please, please, people. Let's put the 'awe' back in 'awesome'",Jill Shargaa,6:13,"comedy,humor,language"
"
","
","
","
","Please, please, people. Let's put the 'awe' back in 'awesome'",Jill Shargaa,6:13,"comedy,humor,language"
"
											Sadly, the frequent overuse of the word ""awesome""
											has now replaced words like ""great"" and ""thank you.""
											So Webster's dictionary defines the word ""awesome""
											as fear mingled with admiration or reverence,
											a feeling produced by something majestic.
											Now, with that in mind,
											was your Quiznos sandwich awesome?
											How about that parking space? Was that awesome?
											Or that game the other day? Was that awesome?
											The answer is no, no and no.
											A sandwich can be delicious,
											that parking space can be nearby,
											and that game can be a blowout,
											but not everything can be awesome.
											(Laughter)
									","
											Infelizmente, a demasiada utilização 
da palavra ""fantástico""
											substituiu palavras como 
""ótimo"" ou ""obrigada"".
											O dicionário Webster define a palavra 
""fantástico""
											como medo misturado 
com admiração ou reverência
											um sentimento produzido 
por algo majestoso.
											Agora, tendo isto em mente,
											a sua sandes Quiznos foi fantástica?
											E aquele lugar onde estacionou? 
Foi fantástico?
											Ou aquele jogo do outro dia? 
Foi fantástico?
											A resposta é não, não e não.
											Uma sandes pode ser deliciosa,
											aquele lugar de estacionamento 
pode estar próximo
											e o jogo pode ser incrível,
											mas nem tudo pode ser fantástico.
											(Risos)
									","
											Malheureusement, la surexploitation
fréquente du mot « stupéfiant »
											a évincé l'utilisation de mots
comme « excellent » et « merci ».
											Le dictionnaire Webster 
définit le mot « stupéfiant »
											comme de la peur mêlée 
à de l'admiration ou du respect,
											un sentiment produit par
quelque chose de majestueux.
											Maintenant, avec ça en tête,
											est-ce que votre sandwich
Quiznos était stupéfiant ?
											Que diriez-vous de cette place 
de parking ? Stupéfiante ?
											Ou bien de ce match l'autre jour ? 
C'était stupéfiant ?
											La réponse est non, non et non.
											Un sandwich peut être délicieux,
											une place de parking peut être proche,
											et un match peut être explosif,
											mais tout ne peut être stupéfiant.
											(Rires)
									","
											Leider hat der übermäßige Gebrauch
des Wortes ""großartig""
											mittlerweile Wörter wie ""toll""
und ""danke"" ersetzt.
											Das Wörterbuch Webster's
definiert ""großartig"" [""awesome""]
											als ""Angst gemischt
mit Bewunderung oder Verehrung;
											ein Gefühl, das von etwas
Majestätischem ausgelöst wird"".
											In diesem Sinne also,
											war Ihr Quiznos-Sandwich ""großartig""?
											Oder die Parklücke. War die ""großartig""?
											Oder dieses Spiel. War das ""großartig""?
											Die Antwort ist nein, nein und nein.
											Ein Sandwich kann lecker sein,
											eine Parklücke kann nahgelegen sein,
											ein Spiel kann einfach spannen sein.
											Aber nicht alles kann ""großartig"" sein.
											(Lachen)
									","Please, please, people. Let's put the 'awe' back in 'awesome'",Jill Shargaa,6:13,"comedy,humor,language"
"
","
","
","
","Please, please, people. Let's put the 'awe' back in 'awesome'",Jill Shargaa,6:13,"comedy,humor,language"
"
											So when you use the word ""awesome""
											to describe the most mundane of things,
											you're taking away the very power of the word.
											This author says, ""Snowy days
											or finding money in your pants is awesome.""
											(Laughter)
											Um, no, it is not,
											and we need to raise the bar for this poor schmuck.
(Laughter)
									","
											Portanto, quando utilizam a palavra
""fantástico""
											para descrever as coisas mais mundanas,
											estão a retirar poder à palavra.
											Há um autor que diz:
											""Dias com neve ou encontrar dinheiro
nas calças é fantástico"".
											(Risos)
											Não, não é,
											e temos de melhorar as expectativas
deste pobre imbecil.
											(Risos)
									","
											Ainsi, lorsque vous utilisez le mot
											« stupéfiant » pour décrire
les choses les plus banales,
											vous anéantissez la puissance même du mot.
											Cet auteur dit : « Les jours de neige
											ou trouver de l'argent
dans votre pantalon est stupéfiant ».
											(Rires)
											Euh, non, ça ne l'est pas,
											et nous avons besoin de relever
le nouveau pour ce pauvre abruti. (Rires)
									","
											Wenn Sie ""großartig"" benutzen,
											um die banalsten Dinge zu beschreiben,
											nehmen Sie dem Wort seine Macht.
											Dieser Autor sagt: ""Verschneite Tage
											oder Geld in der Hosentasche
zu finden ist 'großartig'.""
											(Lachen)
											Ähm, nein, das ist es nicht,
											und wir müssen für diesen armen Kerl
die Messlatte etwas höher legen. (Lachen)
									","Please, please, people. Let's put the 'awe' back in 'awesome'",Jill Shargaa,6:13,"comedy,humor,language"
