pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",Ingenuity and elegance in ancient African alphabets,Saki Mafundikwa,8:10,"Africa,culture,design,language,writing"
"
											Voltei para casa há 15 anos
											após uma estadia de 20 anos nos EUA,
											e África me ter chamado de volta.
											E fundei a primeira faculdade
											de ""design"" gráfico e novos ""media"" no meu país.
											E chamei-a de Instituto de Artes ""Vigitais"" do Zimbabué.
											A ideia, o sonho era na verdade uma espécie de escola
											como a Bauhaus onde novas ideias fossem interrogadas
											e investigadas,
											a criação de uma nova linguagem visual
											baseada na herança criativa africana.
											Oferecemos um diploma de dois anos
											a estudantes com talento que tenham completado 
com sucesso
											o ensino secundário.
											E a tipografia é uma parte muito importante do currículo
											e encorajamos os nossos estudantes a olharem 
para dentro em busca de influência.
											Eis um póster desenhado por um dos estudantes
											sob o tema ""A educação é um direito"".
											Alguns logos desenhados pelos meus estudantes.
									","
											Birleşik Devletlerde 20 yıl kaldıktan sonra
											Memleketime geri taşındım, 15 yıl önce.
											ve Afrika beni geri çağırdı.
											Ve ülkemdeki ilk grafik tasarım
											ve yeni medya üniversitesini kurdum.
											Adını da Zimbabwe Vijital Sanatlar Enstitüsü koydum.
											Fikrim, hayalim aslında bir çeşit Bauhaus gibi
											bir okul, yeni fikirlerin gelip soruşturulduğu
											ve incelendiği,
											Afrikanın yaratıcı mirasına dayalı
											yeni bir görsel lisanın yaratılışı.
											Lise eğitimini başarılı bir şekilde
											bitirmiş yetenekli öğrencilere
											iki yıllık bir diploma sunuyoruz
											Ve tipografi müfredatın çok önemli bir kısmı
											ve öğrencilerimize ilham için kendi içlerine bakmalarını teşvik ediyoruz
											İşte öğrencilerden birinin tasarladığı bir poster
											""Eğitim bir haktır."" teması hakkında.
											Öğrencilerim tarafından tasarlanmış bazı logolar.
									","
											Je suis rentré chez moi il y 15 ans
											après un séjour de 20 ans aux États-Unis,
											l'Afrique m'a rappelé.
											J'ai fondé la première école
de design graphique
											et de nouveaux médias
de mon pays.
											Je l'ai baptisée
« Institut des arts Vigitaux du Zimbabwe »
											L'idée, le rêve,
était vraiment une sorte d'école à la Bauhaus
											ou les nouvelles idées
seraient mise en question
											et étudiées,
											la création d'un nouveau langage visuel
											basé sur l'héritage créatif africain.
											Nous proposons un diplôme en deux ans
											aux étudiants talentueux ayant terminé
											le secondaire avec succès.
											La typographie est une part très importante
du cursus,
											et nous encourageons nos élèves à se tourner
vers l'intérieur pour l'inspiration.
											Voici une affiche conçue
par l'un de nos étudiants
											sur le thème « l'éducation est un droit ».
											Quelques logos crées par mes étudiants.
									","
											Ich bin vor 15 Jahren zurück nach Hause gezogen;
											nach 20 Jahren in den Vereinigten Staaten
											hat mich Afrika zurückgerufen.
											Und ich gründete das erste Grafikdesign- und
											Neue-Medien-College meines Landes.
											Und ich nannte es das
""Zimbabwe Institute of Vigital Arts"".
											Die Idee, der Traum war eine Art Bauhaus-Schule
											wo neue Ideen erprobt
											und erforscht werden,
											die Erschaffung einer neuen visuellen Sprache,
											basierend auf der kreativen afrikanischen Herkunft.
											Wir bieten talentierten Schülern,
											die erfolgreich ihre Schulausbildung beendet haben,
											ein zweijähriges Diplom an.
											Und Typografie ist ein sehr 
wichtiger Teil des Lehrplans
											und wir ermutigen unsere Schüler,
Einfluss im Inneren zu suchen.
											Hier ist ein Poster von einem unserer Schüler
											zum Thema ""Bildung ist ein Recht"".
											Ein paar von meinen Schülern entworfene Logos.
									",Ingenuity and elegance in ancient African alphabets,Saki Mafundikwa,8:10,"Africa,culture,design,language,writing"
"
","
","
","
",Ingenuity and elegance in ancient African alphabets,Saki Mafundikwa,8:10,"Africa,culture,design,language,writing"
"
											A África tem tido uma longa tradição de escrita,
											mas esse não é um facto muito conhecido,
											e escrevi o livro ""Afrikan Alphabets"" 
[""Alfabetos Afrikanos""] para abordar isso.
											Os diferentes tipos de escrita em África,
											o primeiro foi a proto-escrita,
											conforme ilustrado por Nsibidi,
											que é o sistema de escrita de uma sociedade secreta
											do povo Ejagham na Nigéria do Sul.
											Portanto, é um sistema de escrita com 
um interesse especial.
											O povo Akan do Gana e [Costa do Marfim]
											desenvolveu símbolos ""adinkra"" há cerca de 400 anos,
											e esses provérbios, declarações históricas,
											objectos, animais, plantas,
											e o meu sistema ""adinkra"" preferido
											é o primeiro em cima à esquerda.
											Chama-se ""Sankofa"".
											Significa: ""Volta e consegue-o"". 
""Aprende com o passado.""
											Este pictograma do povo Jokwe de Angola
											conta a história da criação do mundo.
											No cimo está Deus, em baixo está o Homem, 
a humanidade,
											e à esquerda está o sol, à direita está a lua.
											Todos os caminhos vão de e para Deus.
											Estas sociedades secretas de Yoruba, Kongo
											e das religiões Palo
											na Nigéria, Congo e Angola respectivamente,
											desenvolveram um sistema de escrita complexo
											que continua bem vivo no Novo Mundo
											em Cuba, no Brasil e Trindade e Haiti.
									","
											Afrikanın eskilere dayanan bir yazı geleneği vardır
											Ama bu pek de bilinmez,
											ve ben bu konu hakkında ""Afrikan Alphabets"" kitabını yazdım.
											Afrikada değişik yazı çeşitleri,
											İlki ilkel-yazıydı
											Nsibidi tarafından resmedilmiş.
											ki bu sistem Güney Nijerya'daki Ejagham insanlarının
											gizli topluluğuna ait bir yazı sistemidir.
											Dolayısıyla özel amaçlı bir yazı sistemi
											Gana'daki Akan topluluğu ve Fildişi Sahili
											400 yıl kadar önce Adinkra sembollerini geliştirdi,
											ve bunlar atasözleri, tarihi deyişler,
											objeler, hayvanlar, bitkiler,
											ve benim favori Adinkra sistemim,
											Sol üstteki birinci olan.
											Adı Sankofa.
											""Geri dön ve al"" anlamına geliyor. Geçmişten ders al.
											Angola'daki Jokwe topluluğuna ait bu piktograf
											dünyanın yaratılışı hikayesini anlatıyor.
											Tepede Tanrı, dipte Ademoğlu,
											solda güneş ve sağda ay.
											Tüm yollar Tanrı'dan ve Tanrı'ya çıkıyor.
											Kongo Yoruba'daki gizli topluluklar
											ve Palo dinleri
											Nijerya, Kongo ve Angola'da, sırasıyla
											bu karışık yazı sistemini geliştirdiler.
											ki bu sistem hala canlıdır ve Yeni Dünya'da
											-Küba, Brezilya, Trinidad ve Haiti'de- bilinir.
									","
											L'Afrique a une longue tradition d'écriture,
											mais ce n'est pas un fait tellement connu,
											alors j'ai écrit le livre Alphabets Afrikains pour y remédier.
											Les différents types d'écritures en Afrique :
											Tout d'abord il y a la proto-écriture,
											telle que le Nsibidi,
											qui est le système d'écriture
d'une société secrète
											du peuple Ejagham,
dans le sud du Nigéria.
											C'est un système d'écriture
particulièrement intéressant.
											Le peuple Akan du Ghana
et de la Côte d'ivoire
											ont développé les symboles Adinkra
il y a environ 400 ans,
											ce sont des proverbes,
des contes historiques,
											des objets, des animaux, des plantes,
											et mon symbole Adinkra préféré
											et le premier en haut à gauche.
											Il s'appelle « Sankofa ».
											Cela signifie « Repart et comprend ».
Apprend du passé.
											Ce pictographe du peuple Jokwe d'Angola
											raconte l'histoire
de la création du monde.
											Au sommet se trouve Dieu,
en bas se trouve l'Homme, l'Humanité,
											à gauche le soleil et à droite la lune.
											Tous les chemins partent de et ramènent à Dieu.
											Ces sociétés secrètes
des religions yoruba, kongo
											et palo,
											respectivement au Nigéria,
au Congo et en Angola,
											ont développé ce système d'écriture complexe,
											qui se porte bien, encore aujourd'hui,
dans le Nouveau Monde
											à Cuba, au Brésil, Trinidad et Haiti.
									","
											Afrika hat eine lange Tradition des Schreibens,
											aber das wissen nicht viele,
											und um das anzusprechen, schrieb ich
das Buch ""Afrikan Alphabets"".
											Die verschiedenen Arten des Schreibens in Afrika,
											die erste war Protoschreiben,
											wie die Schrift Nsibidi veranschaulicht,
											welche das Schriftsystem 
einer geheimen Gesellschaft
											des Ejagham-Volkes in Südnigeria ist.
											Also ist es ein Sparten-Schreibsystem.
											Die Akan aus Ghana und [der Elfenbeinküste] haben
											vor 400 Jahren Adinkra-Symbole entwickelt,
											das sind Sprichworte, historische Redensarten,
											Objekte, Tiere, Pflanzen
											und mein Lieblings-Adinkrasystem
											ist das erste oben links.
											Es heißt Sankofa.
											Das bedeutet: ""Geh zurück und hol's dir."" 
Lerne aus der Vergangenheit.
											Dieses Piktogramm des Jokwe-Volkes aus Angola
											erzählt die Geschichte der Erschaffung der Welt.
											Oben ist Gott, unten ist der Mensch, die Menschheit
											und links ist die Sonne, rechts ist der Mond.
											Alle Wege gehen zu und von Gott aus.
											Diese geheimen Gesellschaften der Yoruba-, Kongo-
											und Palo-Religionen,
											jeweils in Nigeria, Kongo und Angola,
											haben dieses verzwickte Schreibsystem entwickelt,
											das heute in der neuen Welt
											in Kuba, Brasilien, Trinidad und Haiti 
gesund und munter weiterlebt.
									",Ingenuity and elegance in ancient African alphabets,Saki Mafundikwa,8:10,"Africa,culture,design,language,writing"
"
","
","
","
",Ingenuity and elegance in ancient African alphabets,Saki Mafundikwa,8:10,"Africa,culture,design,language,writing"
"
											Nas florestas tropicais da República Democrática do Congo,
											na sociedade Ituri,
											os homens penduram um tecido numa árvore especial
											e as mulheres, que também são cantoras de louvores,
											pintam padrões entrelaçados
											que são iguais em estrutura
											às estruturas polifónicas que usam no seu canto
											— uma espécie de partitura, se quiserem.
											Na África do Sul, as mulheres ndebele
											usam estes símbolos e outros padrões geométricos
											para pintarem as suas casas em cores brilhantes
											e as mulheres zulus usam os símbolos
											nas contas que põem
											em pulseiras e colares.
									","
											Kongo Demokratik Cumhuriyetinin yağmur ormanlarında,
											Ituri topluluğu
											erkekler özel bir ağaçtan bir kumaş çıkarıyorlar
											ve kadınlar, aynı zamanda takdir gören şarkıcılardır,
											birleştirici desenler boyuyorlar
											ki bu desennlerin yapısı şarkılarda söyledikleri
											çok sesli yapılarla aynıdır.
											Müzik notası kağıdı gibi.
											Güney Afrika'da Ndebele kadınları
											evlerini parlak renklere boyamak için
											bu sembolleri ve geometrik desenleri kullanıyor
											ve Zulu kadınları bu sembolleri
											boncuklara işliyorlar ve boncuklardan da
											bilezik ve kolye yapılıyor.
									","
											Dans les forêts tropicales
de la République Démocratique du Congo,
											dans la société Ituri,
											les hommes arrachent l'écorce
d'un arbre particulier,
											et les femmes,
qui sont aussi chanteuses de louanges,
											peignent des motifs imbriqués
											qui ont la même structure
											que les structures polyphoniques
qu'elles utilisent dans leurs chants.
											Une sorte de partition musicale,
si vous voulez.
											En Afrique du Sud,
les femmes Ndebele
											utilisent ces symboles,
ainsi que d'autres formes géométriques,
											pour peindre leurs maisons de couleurs vives,
											et les femmes Zoulou utilisent ces symboles
											dans les bracelets et les colliers
qu'elles tressent
											avec des perles.
									","
											In den Regenwäldern
der Demokratischen Republik Kongo,
											in der Ituri-Gesellschaft
											hämmern die Männer ein Tuch 
aus einem besonderen Baum
											und die Frauen, die auch die Lobessängerinnen sind,
											malen verflochtene Muster,
											die die gleiche Struktur haben
											wie die polyphonen Strukturen,
die sie in ihrem Gesang verwenden –
											eine Art musikalische Partitur, wenn man so will.
											In Südafrika benutzen Ndebele-Frauen
											diese Symbole und andere geometrische Muster,
											um ihre Häuser hell anzumalen
											und die Zulu-Frauen benutzen die Symbole
											für die Perlen, die sie in
											Armbänder und Ketten einflechten.
									",Ingenuity and elegance in ancient African alphabets,Saki Mafundikwa,8:10,"Africa,culture,design,language,writing"
"
","
","
","
",Ingenuity and elegance in ancient African alphabets,Saki Mafundikwa,8:10,"Africa,culture,design,language,writing"
"
											A Etiópia tem a maior tradição de escrita
											com a escrita etíope, que foi desenvolvida
											no século IV d.C.
											e é usada para escrever em amárico,
											que é falado por mais de 24 milhões de pessoas.
											O Rei Ibrahim Njoya do Reino Bamum dos Camarões
											desenvolveu o ""shü-mom"" aos 25 anos.
											O ""shü-mom"" é um sistema de escrita.
											É um silabário. Não é propriamente um alfabeto.
											E aqui vemos três fases de desenvolvimento
											pelas quais passou em 30 anos.
											O povo Vai da Libéria tinha uma longa tradição de literacia
											antes do seu primeiro contacto com os europeus,
por volta de 1800.
											É um silabário e lê-se da esquerda para a direita.
											No país vizinho, a Serra Leoa, os Mende
											também desenvolveram um silabário,
											mas o deles lê-se da direita para a esquerda.
									","
											24 milyondan fazla kişinin konuştuğu
											Amharic dilinin yazımında kullanılan ve
											M.S. dördüncü yüzyılda gelişen
											Etiyopik metinleri ile
											Etiyopya en eski yazı geleneğine sahip.
											Kamerun'daki Bamum Krallığının Kralı Ibrahim Njoya
											25 yaşında Shü-mom'u yarattı.
											Shü-mom bir yazı sistemi.
											Heceseldir. Tam olarak bir alfabe sayılmaz.
											Ve işte burada 30 yıl içinde geçirdiği
											üç gelişim aşamasını görüyoruz.
											Liberya'daki Vai topluluğu eskiden beri okuma-yazma bilen bir geleneğe sahiptir.
											1800'lerde Avrupalılarla ilk karşılaşmalarından önce bile.
											Heceseldir ve soldan sağa okunur.
											Hemen yanında, Sierra Leone, Mende topluluğu da
											hecesel bir sitem geliştirdi
											ama onlarınki sağdan sola okunuyordu.
									","
											L'Ethiopie a la plus longue tradition de l'écrit
											avec l'Éthiopique développé
											au quatrième siècle après J.-C,
											et qui est utilisé pour écrire l'Amharic,
											qui est parlé
par plus de 24 millions de personnes.
											Le Roi Ibrahim Njoya,
du Royaume Bamum du Cameroun,
											a développé le Shü-mom à l'âge de 25 ans.
											Le Shü-mom est un système d'écriture.
											C'est un syllabaire, ce n'est pas tout à fait un alphabet,
											et ici nous pouvons voir
trois étapes de développement
											par lesquelles il est passé en 30 ans.
											Le peuple Vai du Libéria
avait une longue tradition littéraire
											avant son premier contact avec les Européens
au début du 18ème siècle.
											C'est un syllabaire qui se lit de gauche à droite.
											Leur voisins, en Sierra Leone,
les Mendes
											ont également développé un syllabaire,
											mais le leur se lit de droite à gauche.
									","
											Äthiopien hat die längste Tradition des Schreibens;
											die äthiopische Schrift,
die im vierten Jahrundert n. Chr.
											entwickelt wurde, wird dazu benutzt,
											Amharisch zu schreiben,
											was von über 24 Millionen 
Menschen gesprochen wird.
											König Ibrahim Njoya des 
Bamum-Königreichs in Kamerun
											hat Shü-mom im Alter von 25 entwickelt.
											Shü-mom ist ein Schreibsystem.
											Es ist eher eine Silbenschrift,
kein richtiges Alphabet.
											Und hier sehen wir die drei Entwicklungsstufen,
											die es in 30 Jahren durchlebt hat.
											Das Vai-Volk in Liberia hatte
eine lange Tradition der Schriftkundigkeit
											schon vor dem ersten Kontakt
mit Europäern im 19. Jahrhundert.
											Es ist eine Silbenschrift,
die sich von link nach rechts liest.
											Nebenan, in Sierra Leone, haben die Mende
											auch eine Silbenschrift entwickelt,
											aber ihre liest sich von rechts nach links.
									",Ingenuity and elegance in ancient African alphabets,Saki Mafundikwa,8:10,"Africa,culture,design,language,writing"
"
","
","
","
",Ingenuity and elegance in ancient African alphabets,Saki Mafundikwa,8:10,"Africa,culture,design,language,writing"
"
											A África tem tido uma longa tradição de ""design"",
											uma sensibilidade para o ""design"" bem definida
											mas o problema em África tem sido que
											especialmente hoje em dia, os ""designers"" de África
											se debatem com todas as formas de ""design""
											porque estão mais preparados para olhar para fora
											em busca de influência e inspiração.
											O espírito criativo em África, a tradição criativa,
											é tão potente como sempre foi,
											se ao menos os ""designers"" pudessem olhar para dentro.
											Esta cruz etíope ilustra
											o que o Dr. Ron Eglash definiu:
											que a África tem muito para contribuir na informática
											e matemática através da sua compreensão intuitiva 
dos fractais.
									","
											Afrikanın eski bir tasarım geleneği var
											iyice tanımlanmış bir tasarım anlayışı
											ama Afrikanın problemi şu ki,
											özellikle bugünlerde, Afrika'daki tasarımcılar
											her türden tasarım çeşidiyle cebelleşiyor.
											Çünkü ilham için dışarıya, çevreye bakmaya
											daha meyilliler.
											Afrika'daki yaratıcı ruh, yaratıcı gelenek,
											eskiden olduğu kadar kuvvetli,
											eğer tasarımcılar kendi içlerine bakmayı başarırsa.
											Bu Etiyopik haç Dr. Ron Eglash'in
											söylediğini resmediyor.
											"" Afrika'nın hesaplama ve matematik konularına
											katacak çok şeyi var, özellikle fraktaller hakkındaki sezgisel kavrayışları konusunda.""
									","
											L'Afrique a une longue tradition de graphisme,
											une nette sensibilité au design,
											mais le problème de l'Afrique est que,
											en particulier de nos jours,
les graphistes en Afrique
											se débattent avec
toutes les formes de design,
											parce qu'ils sont plus enclin
à regarder vers l'exterieur
											pour leurs influences et leur inspiration.
											L'esprit créatif en Afrique,
la tradition créative
											est aussi puissante qu'elle l'a toujours été,
											si seulement les graphistes
pouvaient regarder en eux-même.
											Cette croix éthiopienne illustre
											ce que le Dr. Ron Eglash a établi :
											les Africains peuvent apporter
une énorme contribution à l'informatique
											et aux mathématiques
à travers leur compréhension intuitive des fractales.
									","
											Afrika hat eine lange Tradition des Designs;
											eine stark definierte Empfindsamkeit für Design.
											Aber das Problem in Afrika ist, dass,
											vor allem heute, Designer in Afrika
											mit allen Formen von Design Probleme haben,
											weil sie eher danach sinnen,
											auswärts Einfluss und Inspiration zu suchen.
											Der kreative Geist in Afrika, die kreative Tradition
											ist so potent wie eh und je,
											wenn Designer doch nur 
im Inneren suchen würden.
											Dieses äthiopische Kreuz zeigt auf,
											was Dr. Ron Eglash etabliert hat:
											dass Afrika zum Computerwesen
und der Mathematik
											viel durch sein intuitives Verständnis
von Fraktalen beitragen kann.
									",Ingenuity and elegance in ancient African alphabets,Saki Mafundikwa,8:10,"Africa,culture,design,language,writing"
