pt,tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Is China the new idol for emerging economies?,Dambisa Moyo,16:23,"Africa,Asia,china,democracy,economics,global issues,politics,infrastructure"
"
											""Dê-me a liberdade ou dê-me a morte.""
									","
											""Bana ya özgürlük ver ya da ölüm!""
									","
											""Give me liberty or give me death.""
									","
											« Donnez-moi la liberté 
ou donnez-moi la mort. »
									","
											„Gebt mir Freiheit oder gebt mir den Tod.“
									",Is China the new idol for emerging economies?,Dambisa Moyo,16:23,"Africa,Asia,china,democracy,economics,global issues,politics,infrastructure"
"
","
","
","
","
",Is China the new idol for emerging economies?,Dambisa Moyo,16:23,"Africa,Asia,china,democracy,economics,global issues,politics,infrastructure"
"
											Quando Patrick Henry, governador 
da Virgínia,
											disse estas palavras em 1775,
											ele nunca poderia ter imaginado
											o quanto elas viriam ter ressonância
											nas gerações norte-americanas futuras.
											Naquela época, estas palavras estavam
											destinadas a atingir os britânicos,
											mas nos últimos 200 anos, elas encarnam
											o que muitos ocidentais acreditam,
											que a liberdade é o bem mais valioso
											e que os melhores sistemas políticos 
e económicos
											têm a liberdade como parte integrante.
											Quem os poderia criticar?
											Nos últimos 100 anos, a combinação
											da democracia liberal com 
o capitalismo privado
											ajudou a catapultar 
os Estados Unidos da América
											e os países ocidentais
											a novos níveis de desenvolvimento 
económico.
											Nos Estados Unidos da América, 
nos últimos 100 anos,
											os rendimentos aumentaram 30 vezes,
											e centenas de milhares de pessoas
											saíram da pobreza.
											Enquanto isso, a engenhosidade 
norte-americana e a inovação
											ajudaram a motivar a industrialização
											assim como ajudaram 
a invenção e construção
											de coisas como os eletrodomésticos
											tais como frigoríficos 
e aparelhos de televisão,
											veículos automóveis 
e até mesmo os telemóveis.
											Não surpreende, então, que mesmo no auge
											da crise do capitalismo privado,
											o Presidente Obama tenha declarado:
											""A questão que se coloca 
não é se o mercado
											""é uma força para o bem ou para o mal.
											""O seu poder de gerar riquezas 
e de aumentar a liberdade
											""é inigualável.""
											Portanto, existe, compreensivelmente,
											uma presunção muito enraizada 
entre os ocidentais
											de que o mundo todo decidirá adotar
											o capitalismo privado como 
o modelo de crescimento económico,
											e a democracia liberal, e continuará
											a dar prioridade aos direitos políticos 
em relação aos direitos económicos.
									","
											Virginia valisi Patrick Henry
											1775 yılında bu sözü söylediği zaman
											Amerika'nın gelecek nesillerinde
											bu denli yankı bulacağını
											tahmin bile edemezdi.
											O zaman, bu sözler
											İngilizler'e yöneltilmiş ve onlar hedef alınmıştı,
											ama son 200 yılda,
											birçok batılının inancını somutlaştırdı
											özgürlük en manevi değerdir,
											ve bu yüzden, en iyi siyasi ve ekonomik sistemler
											özgürlüğü içinde bulunduranlardır.
											Onları kim suçlayabilir ki?
											Son yüz yılda,
											liberal demokrasi ve özel kapitalizm kombinasyonu
											Amerika Birleşik Devletleri ve Batılı ülkelerin
											ekonomik kalkınmalarının yeni seviyelere
											yükselmesine yardımcı oldu.
											Son yüz yılda ABD'de,
											gelir 30 kat arttı
											ve yüzbinlerce insan
											yoksulluktan kurtuldu.
											Bu arada, Amerikan becerisi ve yenililikçiliği
											sanayileşmenin teşviğine yardımcı oldu ve
											aynı zamanda buzdolabı ve televizyon gibi
											ev aletlerinin, motorlu araçların
											ve hatta cebininizdeki cep telefonlarının
											yaratılmasına ve üretilmesine yardımcı oldu.
											Bu şaşırtıcı değil,
											özel kapitalizm krizinin derinliklerinde bile bu var,
											Başkan Obama,
											""Bizden önceki soru, pazarın iyi ya da kötü bir kuvvet
											olup olmadığı değil,
											servet oluşturmak ve özgürlüğü genişletmek için
											eşsiz bir güç olduğudur."" dedi.
											Bu nedenle, makul bir şekilde
											batılılar arasında kökleşmiş bir varsayım var,
											tüm dünya özel kapitalizmi, ekonomik büyüme ve
											liberal demokrasi modeli olarak
											benimsemeye karar verecek ve
											ekonomik haklara değil, siyasi haklara öncelik vermeye devam edecek.
									","
											When Patrick Henry, the governor of Virginia,
											said these words in 1775,
											he could never have imagined
											just how much they would come to resonate
											with American generations to come.
											At the time, these words were earmarked
											and targeted against the British,
											but over the last 200 years, they've come to embody
											what many Westerners believe,
											that freedom is the most cherished value,
											and that the best systems of politics and economics
											have freedom embedded in them.
											Who could blame them?
											Over the past hundred years, the combination
											of liberal democracy and private capitalism
											has helped to catapult the United States
											and Western countries
											to new levels of economic development.
											In the United States over the past hundred years,
											incomes have increased 30 times,
											and hundreds of thousands of people
											have been moved out of poverty.
											Meanwhile, American ingenuity and innovation
											has helped to spur industrialization
											and also helped in the creation and the building
											of things like household appliances
											such as refrigerators and televisions,
											motor vehicles and even the mobile phones in your pockets.
											It's no surprise, then, that even at the depths
											of the private capitalism crisis,
											President Obama said,
											""The question before us is not whether the market
											is a force for good or ill.
											Its power to generate wealth and to expand freedom
											is unmatched.""
											Thus, there's understandably
											a deep-seated presumption among Westerners
											that the whole world will decide to adopt
											private capitalism as the model of economic growth,
											liberal democracy, and will continue
											to prioritize political rights over economic rights.
									","
											Lorsque Patrick Henry,
gouverneur de Virginie,
											a prononcé ces mots en 1775,
											il ne pouvait imaginer
											à quel point ils résonneraient
											aux futures générations d'Américains.
											A cette époque, ces mots 
concernaient les Britanniques
											et les attaquaient,
											mais ces 200 dernières années,
ces mots ont fini par incarner
											ce que beaucoup
d'Occidentaux croient,
											que la liberté est la valeur
la plus précieuse,
											et que les meilleurs systèmes
politiques et économiques
											y intègrent la liberté.
											Qui pourrait leur en vouloir ?
											Ces 100 dernières années,
											le mélange de démocratie libérale
et de capitalisme privé
											a contribué à catapulter
les États-Unis
											et les pays occidentaux
											vers de nouveaux niveaux
de développement économique.
											Aux États-Unis, 
ces 100 dernières années,
											les revenus 
ont été multipliés par 30,
											et des centaines 
de milliers de personnes
											ne sont plus en situation de pauvreté.
											Parallèlement, l'ingéniosité 
et l'innovation des États-Unis
											a participé à l'essor 
de l'industrialisation
											et à la création
et la construction de produits
											comme les appareils ménagers,
											par exemple, les réfrigérateurs et les
téléviseurs, les véhicules à moteur,
											et même les téléphones portables 
qui tiennent dans vos poches.
											Ce n'est pas étonnant 
que même au plus profond
											de la crise du capitalisme privé,
											le Président Obama ait dit :
											« La question n'est pas de savoir
											si le marché 
est une force du bien ou du mal.
											Son pouvoir à générer de la richesse
et à développer la liberté
											n'a pas d'égal. »
											Il est donc compréhensible
											qu'il y ait un préjugé profondément 
ancré chez les Occidentaux
											qui est que le monde entier 
décidera d'adopter
											le capitalisme privé comme modèle 
de croissance économique,
											et de démocratie libérale,
et continuera à mettre la priorité
											sur les droits politiques 
et non sur les droits économiques.
									","
											Als Patrick Henry, 
der Gouverneur von Virginia,
											diese Worte 1775 sagte,
											hätte er sich nicht vorstellen können,
											welche Bedeutung sie 
für die nächsten Generationen
											in Amerika haben sollten.
											Zu seiner Zeit waren diese Worte
											an die Briten gerichtet,
											aber in den letzten 200 Jahren 
wurden sie zu einem Ausdruck für etwas,
											wovon viele Menschen 
im Westen überzeugt sind.
											Davon, dass Freiheit 
der meistgeschätzte Wert ist
											und dass sie ein Bestandteil 
der erfolgreichsten
											politischen und wirtschaftlichen Systeme ist.
											Wer könnte es ihnen verdenken?
											Im letzten Jahrhundert hat die Kombination
											aus liberaler Demokratie 
und privatem Kapitalismus
											den Vereinigten Staaten
											und der westlichen Welt
											zu rasantem Wirtschaftswachstum verholfen.
											In den letzten 100 Jahren ist das Einkommen
											in den USA um das Dreißigfache gestiegen
											und mehrere hunderttausend Menschen
											fanden den Weg aus der Armut.
											Gleichzeitig haben Einfallsreichtum 
und Innovation aus Amerika geholfen,
											die Industrialisierung voranzutreiben
											und halfen außerdem 
bei der Erfindung und Produktion
											von Haushaltsgeräten,
											wie Kühlschränken und Fernsehern,
											Kraftfahrzeugen und sogar 
den Handys in Ihren Taschen.
											Deshalb war es keine Überraschung,
											dass inmitten der privaten Kapitalismuskrise
											sogar Präsident Obama sagte:
											""Die Frage, die sich uns stellt, ist nicht,
											ob der Markt eine positive 
oder negative Kraft ist.
											Seine Macht, Wohlstand 
und größere Freiheit zu schaffen,
											ist unübertroffen.""
											Es gibt verständlicherweise
											die tief sitzende Vermutung 
der Menschen im Westen,
											dass die ganze Welt beschließen wird,
											liberale Demokratie und
											privaten Kapitalismus 
als Wachstumsmodell umzusetzen
											und auch weiterhin die politischen Rechte 
über die wirtschaftlichen zu stellen.
									",Is China the new idol for emerging economies?,Dambisa Moyo,16:23,"Africa,Asia,china,democracy,economics,global issues,politics,infrastructure"
"
","
","
","
","
",Is China the new idol for emerging economies?,Dambisa Moyo,16:23,"Africa,Asia,china,democracy,economics,global issues,politics,infrastructure"
"
											Entretanto, para muitos 
que vivem em mercados emergentes,
											isto é uma ilusão e embora
											a Declaração dos Direitos Humanos,
											que foi assinada em 1948,
											tenha sido adotada por unanimidade,
											o que ela fez foi mascarar uma cisão
											que surgiu entre os países desenvolvidos 
e em desenvolvimento,
											e entre as suas crenças ideológicas
											no que concerne aos direitos 
políticos e económicos.
											Esta cisão não para de aumentar.
											Hoje, muitas pessoas que vivem 
em mercados emergentes,
											onde vivem 90% da população mundial,
											acreditam que a obsessão do Ocidente
											com os direitos políticos não é pertinente
											e o que de facto importa
											é a disponibilidade de alimentos, segurança,
											educação e um sistema de saúde.
											""Dê-me a liberdade ou dê-me a morte""
											é muito bom e justo 
se vocês puderem aproveitar,
											mas se vocês ganharem um dólar 
ou menos por dia,
											estarão demasiado ocupados 
a tentar sobreviver
											e a cuidar das vossas famílias
											para gastarem o vosso tempo por aí
											a tentar proclamar e defender 
a democracia.
									","
											Ancak, gelişmekte olan piyasalar içinde yaşayan birçoklarına göre,
											bu bir yanılgı ve
											1948 yılında imzalanan
											İnsan Hakları Evrensel Beyannamesi,
											oybirliğiyle kabul edilmiş olsa bile,
											bunun tek yaptığı, gelişmiş ve gelişmekte olan ülkeler arasındaki ve
											siyasi ve ekonomik haklar arasındaki ideolojik inançların
											ortaya çıkardığı
											bir bölünmeyi maskelemesidir.
											Bu ayrılık daha da büyümüştür.
											Bugün, gelişmekte olan piyasalar içinde yaşayan birçok kişi
											yani dünya nüfusunun yüzde 90'ı,
											siyasi haklar ile batılılaşma saplantısının
											konuyla bir alakası olmadığını düşünüyor
											ve asıl
											yiyecek, barınak, eğitim ve
											sağlık dağıtımının önemli olduğunu düşünüyor.
											""Bana ya özgürlük ver ya da ölüm!""
											Bu gayet güzel ve iyi bir şey, eğer ki durumunuz el veririse,
											fakat eğer günde bir dolardan daha az bir parayla yaşıyorsanız,
											hayatta kalmaya ve ailenizin ihtiyaçlarını karşılamaya
											çalışmakla meşgul olursunuz
											Etrafta dolaşmakla zaman harcayarak,
											demokrasiyi ilan etmek ve savunmakla değil.
									","
											However, to many who live in the emerging markets,
											this is an illusion, and even though
											the Universal Declaration of Human Rights,
											which was signed in 1948,
											was unanimously adopted,
											what it did was to mask a schism
											that has emerged between developed
and developing countries,
											and the ideological beliefs
											between political and economic rights.
											This schism has only grown wider.
											Today, many people who live in the emerging markets,
											where 90 percent of the world's population lives,
											believe that the Western obsession
											with political rights is beside the point,
											and what is actually important
											is delivering on food, shelter,
											education and healthcare.
											""Give me liberty or give me death""
											is all well and good if you can afford it,
											but if you're living on less than one dollar a day,
											you're far too busy trying to survive
											and to provide for your family
											than to spend your time going around
											trying to proclaim and defend democracy.
									","
											Toutefois, pour grand nombre de ceux qui
habitent dans les marchés émergents,
											c'est une illusion,
											et même si la Déclaration Universelle
des Droits de l'Homme,
											signée en 1948,
											a été adoptée à l'unanimité,
											ça a masqué une division
											qui a émergé entre les pays
développés et en développement,
											et les croyances idéologiques
											entre les droits politiques
et économiques.
											Cette division n'a cessé 
de prendre de l'ampleur.
											Aujourd'hui, beaucoup de personnes 
vivant dans les marchés émergents,
											où vivent 90 % 
de la population mondiale,
											croient que
l'obsession occidentale
											pour les droits politiques
est à côté de la plaque,
											et ce qui est vraiment important,
											c'est la distribution de nourriture, 
de logements,
											d'éducation et de soins de santé.
											« Donnez- moi la liberté
ou donnez-moi la mort, »
											c'est très bien 
si on peut se le permettre,
											mais si on vit 
avec moins d'un dollar par jour,
											on est bien trop occupé 
à essayer de survivre
											et de nourrir sa famille
											pour passer du temps
											à aller essayer de proclamer
et de défendre la démocratie.
									","
											Dennoch ist dies für viele Menschen 
in Schwellenländern
											eine Illusion und obwohl
											die Allgemeine Erklärung der Menschenrechte,
											die 1948 unterzeichnet wurde,
											einstimmig angenommen wurde,
											hat sie die Kluft eher verdeckt,
											die zwischen Industrie- und 
Entwicklungsländern entstand,
											ebenso wie die ideologischen 
Überzeugungen
											zwischen politischen 
und wirtschaftlichen Rechten.
											Diese Kluft ist seitdem nur gewachsen.
											90 Prozent der Weltbevölkerung 
leben in Schwellenländern
											und viele dieser Menschen 
sind heute davon überzeugt,
											dass die westliche Besessenheit
											mit politischen Rechten 
am eigentlichen Problem vorbei geht
											und es wichtiger wäre,
											Lebensmittel und Unterkünfte bereit zu stellen
											und Gesundheitsvorsorge 
und Bildung anzubieten.
											""Gebt mir die Freiheit oder gebt mir den Tod""
											ist schön und gut, 
wenn man es sich leisten kann,
											aber wenn man von weniger 
als einem Dollar am Tag lebt,
											ist man viel zu beschäftigt damit, 
zu überleben
											und seine Familie zu versorgen,
											um in seiner Freizeit herumzulaufen
											und Demokratie zu verkünden 
und zu verteidigen.
									",Is China the new idol for emerging economies?,Dambisa Moyo,16:23,"Africa,Asia,china,democracy,economics,global issues,politics,infrastructure"
"
","
","
","
","
",Is China the new idol for emerging economies?,Dambisa Moyo,16:23,"Africa,Asia,china,democracy,economics,global issues,politics,infrastructure"
"
											Agora, sei que muitos nesta sala
											e pelo mundo pensarão:
											""Bem, na verdade, 
isto é difícil de entender"",
											porque o capitalismo privado 
e a democracia liberal
											são valores sacrossantos.
											Mas hoje eu pergunto-vos: 

											""O que fariam se tivessem que escolher?""
											Que tal se tivessem que escolher
											entre ter um teto sobre a cabeça
											e o direito de votar?
									","
											Şimdi, biliyorum, buradaki birçok kişi
											ve dünya çapında birçok kişi,
											""Şey, aslında, bunu kavramak zor"" diye düşünecekler
											çünkü özel kapitalizm ve liberal demokrasi
											kutsal tutulur.
											Ama bugün, size ne yapacağınızı soruyorum
											eğer bir seçim yapmak zorunda olsaydınız?
											Eğer başınızın üzerinde bir çatı ve
											oy hakkı arasında
											bir seçim yapmak zorunda kalsaydınız?
									","
											Now, I know many people in this room
											and around the world will think,
											""Well actually, this is hard to grasp,""
											because private capitalism and liberal democracy
											are held sacrosanct.
											But I ask you today, what would you do
											if you had to choose?
											What if you had to choose
											between a roof over your head
											and the right to vote?
									","
											Je sais que 
beaucoup de personnes
											dans cette salle et dans le monde 
vont penser :
											« J'ai du mal à comprendre. »
											car le capitalisme privé
et la démocratie libérale
											sont considérés 
comme sacro-saints.
											Je vous pose la question,
que feriez-vous
											si vous deviez faire un choix ?
											Et si vous deviez choisir
											entre avoir un toit 
au-dessus de votre tête
											et le droit de vote ?
									","
											Ich weiß, dass viele Menschen 
in diesem Raum
											und überall auf der Welt jetzt denken:
											""Das kann ich mir nur schwer vorstellen,""
											denn privater Kapitalismus 
und liberale Demokratie
											sind unantastbar.
											Aber ich frage Sie nun: Was würden Sie tun,
											wenn Sie wählen müssten?
											Wenn Sie vor der Wahl stünden
											zwischen einem Dach über dem Kopf
											und dem Wahlrecht?
									",Is China the new idol for emerging economies?,Dambisa Moyo,16:23,"Africa,Asia,china,democracy,economics,global issues,politics,infrastructure"
"
","
","
","
","
",Is China the new idol for emerging economies?,Dambisa Moyo,16:23,"Africa,Asia,china,democracy,economics,global issues,politics,infrastructure"
"
											Nos últimos 10 anos,
											tive o privilégio de viajar 
para mais de 60 países,
											muitos dos quais 
em mercados emergentes,
											na América Latina, Ásia
											e no meu próprio continente, a África.
											Tive encontros com presidentes, 
dissidentes,
											líderes políticos, advogados, professores,
											médicos e com pessoas comuns
											e dessas conversas,
											ficou claro para mim
											que muita gente nos mercados emergentes
											acredita que, na verdade, há uma distância
											entre o que as pessoas acreditam 
ideologicamente
											em termos de política e de economia 
no Ocidente
											e no que o resto do mundo crê.
									","
											Son 10 yılda,
											60'ın üzerinde ülkeye seyahat etmek şansım oldu.
											pek çoğu gelişmekte olan pazarlar,
											Latin Amerika, Asya
											ve benim kendi kıtam Afrika.
											Başkanlar, muhalifler,
											siyasetçiler, avukatlar, öğretmenler,
											doktorlar ve sokaktaki adam ile tanıştım
											ve bu konuşmalar aracılığıyla
											artık açıkça gördüm ki,
											gelişmekte olan piyasalardaki bir çok insan
											şuna inanıyor, batıların ve dünyanın geri kalanının
											siyasi ve ekonomık anlamdaki
											düşünce tarzlarında, aslında
											büyük bir kırılma var.
									","
											Over the last 10 years,
											I've had the privilege to travel to over 60 countries,
											many of them in the emerging markets,
											in Latin America, Asia,
											and my own continent of Africa.
											I've met with presidents, dissidents,
											policymakers, lawyers, teachers,
											doctors and the man on the street,
											and through these conversations,
											it's become clear to me
											that many people in the emerging markets
											believe that there's actually a split occurring
											between what people believe ideologically
											in terms of politics and economics in the West
											and that which people believe in the rest of the world.
									","
											Ces 10 dernières années,
											j'ai eu la chance de voyager
dans plus de 60 pays,
											dont beaucoup de marchés émergents,
											en Amérique du Sud,
en Asie,
											et dans mon continent,
en Afrique.
											J'ai rencontré des présidents,
des dissidents,
											des législateurs, des avocats,
des professeurs,
											des docteurs
et des citoyens lambda.
											Durant ces conversations,
											il m'est apparu évident
											que grand nombre d'habitants
des marchés émergents
											croient qu'il se crée une séparation
											entre ce que les gens 
croient idéologiquement
											en matière de politique
et d'économie en Occident,
											et ce que les gens croient
dans le reste du monde.
									","
											In den vergangenen 10 Jahren
											hatte ich das Glück, 
über 60 Länder zu bereisen,
											viele davon Schwellenländer
											in Lateinamerika, Asien,
											und in Afrika, meinem Heimatkontinent.
											Ich habe Präsidenten getroffen, 
Dissidenten,
											politische Entscheidungsträger, 
Anwälte, Lehrer,
											Ärzte und die Menschen auf der Straße,
											und durch Gespräche mit ihnen
											wurde mir klar,
											dass viele Menschen 
in den Schwellenländern
											davon überzeugt sind, 
dass sich eine Kluft entwickelt
											zwischen dem, wovon Menschen im Westen
											in Bezug auf Politik und 
Wirtschaft überzeugt sind
											und dem, woran Menschen 
im Rest der Welt glauben.
									",Is China the new idol for emerging economies?,Dambisa Moyo,16:23,"Africa,Asia,china,democracy,economics,global issues,politics,infrastructure"
