en,pt,es,fr,tr,title,speaker,duration,tags
"
","
","
","
","
",The Taino myth of the cursed creator,Bill Keegan,3:24,"TED-Ed,education,culture,animation,world cultures,storytelling,history"
"
											Before the world of humans began,
											there was the world of the gods, 
made of fields, plains and gardens.
											Four brothers wandered this 
celestial realm.
											They had no family other 
than each other—
											they didn’t even know who 
their parents were.
											One of the brothers, Deminan, 
looked different from the others.
											His skin was covered in painful scabs,
											and he wondered why he alone had 
been marked with this affliction.
									","
											Antes de começar o mundo
dos seres humanos,
											havia o mundo dos deuses,
feito de campos, planícies e jardins.
											Quatro irmãos vagueavam
por este reino celestial.
											Não tinham mais família
para além uns dos outros
											— nem sequer sabiam
quem eram os seus pais.
											Um dos irmãos, Deminan,
era diferente dos outros.
											Tinha a pele coberta de crostas dolorosas
											e pensava porque é que só ele
tinha sido marcado por aquele sofrimento.
									","
											Antes del mundo de los humanos,
											existía el de los dioses, 
un reino de campos, praderas y jardines.
											En este ámbito celestial,
cuatro hermanos vagaban errantes.
											Como familia, no se tenían
más que el uno al otro.
											Incluso desconocían
quiénes eran sus padres.
											Uno de los hermanos, Deminán,
era distinto a los demás.
											Tenía la piel cubierta 
de dolorosas costras
											y se preguntaba por qué, de todos ellos,
											era el único condenado a esta afección.
									","
											Avant que le monde des humains n'advienne,
											le monde appartenait aux dieux,
fait de champs, de plaines et de jardins.
											Quatre frères parcouraient
cet univers céleste.
											Ils n'avaient d'autre famille
qu'eux-mêmes.
											Ils ne savaient même pas
qui étaient leurs parents.
											L'apparence d'un des frères, Deminan,
était très différentes des autres.
											Sa peau était recouverte
de croûtes douloureuses.
											Il se demandait pourquoi lui seul
était affligé de telles marques.
									","
											İnsanlar dünyasının başlangıcından önce
											tarlalar, ovalar ve bahçelerden
oluşan bir tanrılar dünyası vardı.
											Dört erkek kardeş,
bu kutsal diyarda dolaşıyordu.
											Birbirlerinden başka kimseleri yoktu —
											ailelerinin kim olduğunu
bile bilmiyorlardı.
											Kardeşlerden birisi, Deminan,
diğerlerinden farklı görünüyordu.
											Cildi, acı veren yara kabuklarıyla doluydu
											ve bu ıstırabın neden yalnızca
kendisine verildiğini merak ediyordu.
									",The Taino myth of the cursed creator,Bill Keegan,3:24,"TED-Ed,education,culture,animation,world cultures,storytelling,history"
"
","
","
","
","
",The Taino myth of the cursed creator,Bill Keegan,3:24,"TED-Ed,education,culture,animation,world cultures,storytelling,history"
"
											One day, while the supreme spirit 
Yaya was out in his gardens,
											Deminan and his brothers snuck 
into Yaya’s house.
											After feasting and exploring, they spotted
a giant gourd hanging in the corner.
											But as they tried to look inside 
the gourd, they dropped it.
											The gourd broke apart, releasing a deluge 
that swept the brothers away,
											separating them from the 
celestial lands forever.
									","
											Um dia, quando o supremo espírito
Yaya passeava pelo seu jardim,
											Deminan e os irmãos entraram
sorrateiramente na casa de Yaya.
											Depois de se banquetearem e de explorarem
											encontraram uma enorme cabaça
pendurada a um canto.
											Mas, quando tentaram espreitar
lá para dentro, deixaram-na cair.
											A cabaça partiu-se, libertando um dilúvio
que arrastou os irmãos,
											separando-os das terras celestiais
para todo o sempre.
									","
											Cierto día, mientras Yaya, el espíritu 
supremo, se encontraba en el jardín,
											Deminán y sus hermanos 
entraron furtivamente a su casa.
											Tras darse un festín y revisar el lugar,
vieron una gran calabaza en un rincón.
											En el intento de ver su contenido,
la vasija se les cayó por accidente.
											La calabaza se hizo añicos,
y surgió un torrente de agua
											que arrastró a los hermanos
											y los desterró para siempre
de ese reino celestial.
									","
											Un jour, alors que l'esprit suprême
Yaya se promenait dans ses jardins,
											Deminan est ses frères se sont glissés
subrepticement dans sa maison.
											Après avoir fait ripaille et exploré, ils
découvrirent une gourde géante suspendue
											et tentèrent de regarder à l'intérieur
mais ils la laissèrent tomber.
											La gourde se brisa en libérant un déluge
qui emporta les frères,
											les éloignant des terres célestes
à tout jamais.
									","
											Bir gün, yüce ruh Yaya, bahçesindeyken
											Deminan ve kardeşleri
Yaya'nın evine girdiler.
											Ziyafet çekip, evi keşfettikten sonra,
köşede asılı devasa su kabağını gördüler.
											Su kabağının içine bakmaya
çalışırken, onu düşürdüler.
											Su kabağı parçalandı, kardeşleri
alıp götüren bir sele neden oldu
											ve onları kutsal diyardan
sonsuza dek ayırdı.
									",The Taino myth of the cursed creator,Bill Keegan,3:24,"TED-Ed,education,culture,animation,world cultures,storytelling,history"
"
","
","
","
","
",The Taino myth of the cursed creator,Bill Keegan,3:24,"TED-Ed,education,culture,animation,world cultures,storytelling,history"
"
											The waters from the gourd 
formed a new world.
											This realm was covered in seas, 
which didn’t exist in the gods’ world.
											The waters were full of fish 
and other creatures,
											and dotted with islands and caves.
											This world of seas was also cut off 
completely from the celestial realm,
											and the brothers wandered aimlessly,
											even more lost than they had been before.
									","
											As águas da cabaça formaram
um novo mundo.
											Esse reino estava coberto de mares
que não existiam no mundo dos deuses.
											As águas estavam cheias de peixes
e de outras criaturas
											e salpicadas de ilhas e grutas.
											Este mundo de mares também estava
totalmente isolado do reino celestial
											e os irmãos vagueavam sem destino,
											ainda mais perdidos do que anteriormente.
									","
											Las aguas que emanaron de la calabaza
formaron un nuevo mundo,
											uno cubierto de mares, 
inexistentes en el mundo de los dioses.
											Los mares rebosaban 
de peces y otras criaturas,
											con islas y cuevas esparcidas por doquier.
											Este mundo de mares también fue
separado de las tierras celestiales,
											y los hermanos vagaron errantes,
											aún más desorientados
que en su mundo anterior.
									","
											L'eau de la gourde
a créé un nouveau monde.
											Cet univers est recouvert de mers
inexistantes dans le monde des dieux.
											Les eaux sont emplies de poissons
et d'autres créatures.
											Des îles et des grottes les parsèment.
											Aucun lien n'existe pour relier
ce monde marin au monde céleste.
											Les frères y errent sans fin
											encore plus désespérés qu'auparavant.
									","
											Su kabağından gelen su,
yeni bir dünya oluşturdu.
											Bu diyar, tanrılar dünyasında
bulunmayan denizlerle kaplıydı.
											Denizler, balıklar ve diğer
yaratıklarla doluydu,
											üzerinde ise adalar ve mağaralar vardı.
											Ayrıca, denizler dünyası
kutsal diyardan tamamen ayrıydı
											ve kardeşler amaçsızca dolaştılar,
											hatta, hiç bu kadar
kaybolmuş hissetmemişlerdi.
									",The Taino myth of the cursed creator,Bill Keegan,3:24,"TED-Ed,education,culture,animation,world cultures,storytelling,history"
"
","
","
","
","
",The Taino myth of the cursed creator,Bill Keegan,3:24,"TED-Ed,education,culture,animation,world cultures,storytelling,history"
"
											One day, three of the brothers 
stumbled upon a house.
											In the house lived an elder named 
Bayamanacao, and he invited them in.
											When Deminan caught up slightly later, 
he followed them into the house.
											Bayamanacao told the brothers 
he was their grandfather
											and gave them a gift of special 
cassava bread.
											He revealed their family lineage to them:
											their mother had been the Earth Mother 
Goddess Itibi Cahubaba
											and had died when they were born.
											The brothers were grateful for his 
hospitality and insight into their past.
									","
											Um dia, três dos irmãos
depararam com uma casa.
											Nessa casa vivia um ancião
chamado Bayamanacao
											que os convidou a entrar.
											Quando Deminan apareceu,
daí a bocado, ele seguiu-os até à casa.
											Bayamanacao disse aos irmãos
que era avô deles
											e ofereceu-lhes
um pão de mandioca especial.
											Revelou-lhes a linhagem da família deles:
											a mãe tinha sido a Mãe Terra,
a deusa Itibi Cahubaba
											e tinha morrido quando eles nasceram.
											Os irmãos agradeceram-lhe 
a hospitalidade
											e as informações sobre o seu passado.
									","
											Cierto día, tres de los hermanos
encontraron una choza
											habitada por un anciano llamado
Bayamanaco, quien los invitó a entrar.
											Deminán llegó algo más tarde,
e ingresó también a la morada.
											Bayamanaco se presentó
como el abuelo de los hermanos
											y les obsequió
un pan de yuca muy especial.
											El anciano les reveló su linaje familiar:
											la madre había sido 
la diosa Madre Tierra, Itibi Cahubaba,
											quien murió al momento de parirlos.
											Los hermanos le agradecieron
la hospitalidad
											y el relato de su descendencia.
									","
											Un jour, trois des frères
tombèrent sur une maison.
											Un ancien appelé Bayamanacao
y habita et les invita à entrer.
											Quand Deminan rejoignit ses frères,
il entra à leur suite dans la maison.
											Bayamanacao expliqua aux frères
qu'il était leur grand-père
											et il leur offrit de la cassave,
une galette de manioc.
											Il leur dévoila leur lignée familiale.
											Leur mère était la déesse Itibi Cahubaba,
la Terre nourricière.
											Elle était morte
en leur donnant naissance.
											Les frères étaient reconnaissants de
l'hospitalité et son aperçu de leur passé.
									","
											Kardeşlerden üçü,
bir gün bir evle karşılaştı.
											Evde Bayamanacao adında bir yaşlı
yaşıyordu ve onları içeri davet etti.
											Deminan da kısa süre sonra
onlara yetişti ve katıldı.
											Bayamanacao kendisinin,
onların büyük babası olduğunu söyledi
											ve onlara özel bir
manyok ekmeği hediye etti.
											Onlara ailelerinin soyunu anlattı:
											Toprak Ana Tanrıçası
Itibi Cahubaba, anneleriydi
											ve onlar doğduğunda ölmüştü.
											Kardeşler misafirperverlikten ve geçmişin
iç yüzüne yolculuktan memnunlardı.
									",The Taino myth of the cursed creator,Bill Keegan,3:24,"TED-Ed,education,culture,animation,world cultures,storytelling,history"
"
","
","
","
","
",The Taino myth of the cursed creator,Bill Keegan,3:24,"TED-Ed,education,culture,animation,world cultures,storytelling,history"
"
											But then Bayamanacao turned on Deminan,
											blowing tobacco spittle from his nose 
onto Deminan’s back.
											The spot where the spittle landed 
immediately began to swell and sting.
									","
											Mas depois, Bayamanacao
virou-se para Deminan,
											cuspindo tabaco pelo nariz
para as costas de Deminan.
											Os sítios onde o cuspo caía
começavam logo a inchar e a arder.
									","
											Pero Bayamanaco lanzó 
de su nariz una mucosidad de tabaco
											que acabó en la espalda de Deminán.
											La piel afectada por la agresión comenzó
a inflamarse y a causarle gran ardor.
									","
											Mais Bayamanacao se tourna vers Deminan
											en postillonnant du tabac par le nez
sur le dos de Deminan.
											Là où les postillons touchaient la peau
de Deminan s'enflaient et piquaient.
									","
											Ama sonra, Bayamanacao Deminan'a döndü
											ve Deminan'ın sırtına, burnundaki
tütün salyalarını sümkürdü.
											Salyanın yapıştığı yer, birden
şişmeye ve batmaya başladı.
									",The Taino myth of the cursed creator,Bill Keegan,3:24,"TED-Ed,education,culture,animation,world cultures,storytelling,history"
