en,pt,fr,tr,de,title,speaker,duration,tags
"
","
","
","
","
",The nightmare videos of children's YouTube — and what's wrong with the internet today,James Bridle,16:32,"technology,violence,communication,children,Internet,online video,culture,data,future,humanity,social change,computers,society,algorithm"
"
											I'm James.
											I'm a writer and artist,
											and I make work about technology.
											I do things like draw life-size outlines
of military drones
											in city streets around the world,
											so that people can start to think
and get their heads around
											these really quite hard-to-see
and hard-to-think-about technologies.
											I make things like neural networks
that predict the results of elections
											based on weather reports,
											because I'm intrigued about
											what the actual possibilities
of these weird new technologies are.
											Last year, I built
my own self-driving car.
											But because I don't
really trust technology,
											I also designed a trap for it.
									","
											Sou James.
											Sou escritor e artista
											e trabalho sobre a tecnologia.
											Faço coisas como desenhar
""drones"" militares em tamanho natural
											nas ruas das cidades, por todo o mundo,
											para que as pessoas comecem a pensar,
a dar a volta à cabeça,
											nestas tecnologias muito difíceis de ver
e muito difíceis de imaginar.
											Faço coisas como redes neurais
que preveem os resultados de eleições.
											com base nos boletins meteorológicos,
											porque sinto-me intrigado
											com as reais possibilidades
destas novas tecnologias estranhas.
											No ano passado, construí
o meu carro autónomo.
											Mas, como não confio na tecnologia,
											também desenhei uma ratoeira para ele.
									","
											Je m'appelle James.
											Je suis écrivain et artiste,
											et je créé des œuvres sur la technologie.
											Je fais des choses
											comme dessiner le contour
de drones militaires à taille réelle
											dans des rues à travers le monde
											afin que les gens commencent
à réfléchir et à comprendre
											ces technologies difficiles à voir
et difficiles à imaginer.
											Je fais des choses telles que
des réseaux neuronaux
											prévoyant le résultat des élections
											selon les bulletins météo
											car les réelles possibilités
											de ces étranges et nouvelles
technologies m'intriguent.
											L'année dernière, j'ai créé
ma voiture autonome.
											Puisque je ne fais pas
confiance à la technologie,
											j'ai également conçu un piège.
									","
											Benim adım James.
											Yazar ve sanatçıyım
											ve teknoloji alanında çalışıyorum.
											Dünyanın farklı şehirlerinde
											askeri dronların tam boyutlu taslaklarını
çizmek gibi işler yapıyorum;
											görmesi ve düşünmesi
oldukça zor olan bu teknolojileri
											insanlar düşünmeye
ve anlamaya başlasın diye.
											Seçim sonuçlarını hava durumuna 
dayanarak tahmin eden
											nöronal devreler gibi şeyler yapıyorum,
											çünkü bu garip yeni teknolojilerin
											asıl potansiyellerinin ne olduğu
konusuna çok merak duyuyorum.
											Geçen yıl, kendi kendine
giden arabamı yaptım.
											Ama teknolojiye pek güvenmediğim için
											ona bir tuzak da hazırladım.
									","
											Ich heiße James.
											Ich bin Schriftsteller und Künstler
											und mache Arbeiten über Technologie.
											Ich mache solche Dinge wie
lebensgroße Umrisse von Militärdrohnen
											in städtischen Straßen
weltweit zu zeichnen,
											damit Menschen anfangen,
über diese wirklich schwer sichtbaren
											und schwer vorstellbaren Technologien
nachzudenken und sie zu begreifen.
											Ich mache Dinge wie neuronale Netzwerke,
die das Ergebnis von Wahlen
											anhand von Wetterberichten vorhersagen,
											denn ich bin neugierig,
											was die tatsächlichen Möglichkeiten
dieser seltsamen neuen Technologien sind.
											Letztes Jahr baute ich mein
eigenes selbstfahrendes Auto.
											Aber da ich der Technologie
nicht wirklich vertraue,
											entwarf ich auch eine Falle dafür.
									",The nightmare videos of children's YouTube — and what's wrong with the internet today,James Bridle,16:32,"technology,violence,communication,children,Internet,online video,culture,data,future,humanity,social change,computers,society,algorithm"
"
","
","
","
","
",The nightmare videos of children's YouTube — and what's wrong with the internet today,James Bridle,16:32,"technology,violence,communication,children,Internet,online video,culture,data,future,humanity,social change,computers,society,algorithm"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									","
											(Kahkaha)
									","
											(Lachen)
									",The nightmare videos of children's YouTube — and what's wrong with the internet today,James Bridle,16:32,"technology,violence,communication,children,Internet,online video,culture,data,future,humanity,social change,computers,society,algorithm"
"
","
","
","
","
",The nightmare videos of children's YouTube — and what's wrong with the internet today,James Bridle,16:32,"technology,violence,communication,children,Internet,online video,culture,data,future,humanity,social change,computers,society,algorithm"
"
											And I do these things mostly because
I find them completely fascinating,
											but also because I think
when we talk about technology,
											we're largely talking about ourselves
											and the way that we understand the world.
											So here's a story about technology.
									","
											Faço estas coisas sobretudo porque
acho-as totalmente fascinantes
											mas também porque penso que,
quando falamos de tecnologia,
											estamos sobretudo a falar de nós mesmos
											e da forma como entendemos o mundo.
											Eis uma história sobre tecnologia.
									","
											Je fais ces choses surtout
car je les trouve très fascinantes
											et car je pense que
quand nous parlons de technologie,
											nous parlons principalement de nous-mêmes
											et comment nous comprenons le monde.
											Voici une histoire au sujet
de la technologie.
									","
											Bu şeyleri yapmamın asıl nedeni 
onları fazlasıyla ilginç bulmam
											ama öyle düşünüyorum ki
teknolojiden bahsettiğimizde
											büyük oranda kendimizden
											ve dünyayı anlayış
şeklimizden bahsediyoruz.
											İşte teknolojiyle ilgili bir hikaye.
									","
											Ich mache diese Dinge vor allem,
weil ich sie absolut faszinierend finde,
											aber auch weil ich denke,
wenn wir über Technologie sprechen,
											sprechen wir hauptsächlich über uns selbst
											und darüber, wie wir die Welt verstehen.
											Hier ist eine Geschichte über Technologie:
									",The nightmare videos of children's YouTube — and what's wrong with the internet today,James Bridle,16:32,"technology,violence,communication,children,Internet,online video,culture,data,future,humanity,social change,computers,society,algorithm"
"
","
","
","
","
",The nightmare videos of children's YouTube — and what's wrong with the internet today,James Bridle,16:32,"technology,violence,communication,children,Internet,online video,culture,data,future,humanity,social change,computers,society,algorithm"
"
											This is a ""surprise egg"" video.
											It's basically a video of someone
opening up loads of chocolate eggs
											and showing the toys inside to the viewer.
											That's it. That's all it does
for seven long minutes.
											And I want you to notice
two things about this.
											First of all, this video
has 30 million views.
									","
											Este é um vídeo de ""ovos surpresa"".
											É basicamente um vídeo de alguém
a abrir montes de ovos de chocolate
											e mostra ao espetador
os brinquedos que estão lá dentro.
											É só isso. É só o que se passa
durante sete longos minutos.
											Queria que reparassem em duas coisas.
											Primeiro, este vídeo
tem 30 milhões de visitas.
									","
											C'est une vidéo « œuf surprise ».
											C'est une vidéo de quelqu'un ouvrant
un tas d’œufs en chocolat
											et montrant les jeux
à l'intérieur au spectateur.
											C'est tout. C'est ce qu'elle fait
pendant sept longues minutes.
											Je veux que vous remarquiez deux choses.
											Tout d'abord, cette vidéo
a 30 millions de vues.
									","
											Bu bir ""sürpriz yumurta"" videosu.
											Birisinin bir sürü
çikolotadan yumurtayı açıp
											içlerindeki oyuncakları
izleyiciye gösterdiği bir video.
											Bu kadar. Yedi uzun dakika
boyunca olan tek şey bu.
											Bununla ilgili iki şeyi 
fark etmenizi istiyorum.
											İlk olarak, bu videonun
30 milyon görüntülenmesi var.
									","
											Das ist ein ""Überraschungsei-Video"".
											Es ist ein Video von jemandem,
der massenhaft Schokoladeneier öffnet
											und die Spielzeuge darin
dem Zuschauer zeigt.
											Das ist alles. In sieben langen
Minuten passiert nichts anderes.
											Ich möchte, dass Ihnen hier
zwei Dinge auffallen.
											Erstens, dieses Video
hat 30 Millionen Aufrufe.
									",The nightmare videos of children's YouTube — and what's wrong with the internet today,James Bridle,16:32,"technology,violence,communication,children,Internet,online video,culture,data,future,humanity,social change,computers,society,algorithm"
"
","
","
","
","
",The nightmare videos of children's YouTube — and what's wrong with the internet today,James Bridle,16:32,"technology,violence,communication,children,Internet,online video,culture,data,future,humanity,social change,computers,society,algorithm"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									","
											(Kahkaha)
									","
											(Lachen)
									",The nightmare videos of children's YouTube — and what's wrong with the internet today,James Bridle,16:32,"technology,violence,communication,children,Internet,online video,culture,data,future,humanity,social change,computers,society,algorithm"
