en,fr,es,tr,title,speaker,duration,tags
"
","
","
","
",7 principles for building better cities,Peter Calthorpe,14:20,"architecture,design,future,infrastructure,public spaces,society,transportation,urban,urban planning"
"
											So, let me add to the complexity
											of the situation we find ourselves in.
											At the same time that we're solving
for climate change,
											we're going to be building cities
for three billion people.
											That's a doubling
of the urban environment.
											If we don't get that right,
											I'm not sure all the climate solutions
in the world will save mankind,
											because so much depends
on how we shape our cities:
											not just environmental impacts,
											but our social well-being,
											our economic vitality,
											our sense of community and connectedness.
									","
											Je vais rendre encore plus complexe
											la situation dans laquelle
nous nous trouvons.
											Simultanément à la résolution
du changement climatique,
											nous devons construire des villes
pour trois milliards d'habitants,
											c'est-à-dire
doubler l'environnement urbain.
											Si on se rate,
											je crains qu'aucune solution au changement
climatique ne puisse sauver l'humanité
											car tant de choses dépendent
de la conception de nos villes :
											pas uniquement l'impact environnemental,
											mais aussi notre bien-être social,
											notre vitalité économique,
											notre sentiment de communauté
et de connexion.
									","
											Voy a describir la complejidad
de la situación actual.
											Al mismo tiempo que estamos
resolviendo el cambio climático,
											construimos ciudades
para 3000 millones de personas.
											Eso es una duplicación
del ambiente urbano.
											Si no lo hacemos bien,
dudo de que las soluciones climáticas
											salven a la humanidad,
											porque mucho depende de cómo 
damos forma a nuestras ciudades.
											No solo los impactos ambientales,
											sino nuestro bienestar social,
nuestra vitalidad económica,
											nuestro sentido de comunidad y conexión.
									","
											İçinde olduğumuz durumun
											karmaşıklığına ben de bir ek yapayım.
											Bir yandan iklim değişikliğini
çözmeye çalışırken,
											diğer yandan üç milyar insan için
şehirler kuracağız.
											Bu, kentsel bölgenin iki katı.
											Eğer bunu doğru şekilde yapmazsak
											dünyadaki iklim değişikliği çözümlerinin
insanlığı kurtaracağından emin değilim.
											Çünkü pek çok şey
şehirlere nasıl şekil verdiğimize bağlı:
											Sadece çevresel etkileri değil,
											sosyal refahımız,
											ekonomik gücümüz,
											toplum ve bağlılık duygumuz.
									",7 principles for building better cities,Peter Calthorpe,14:20,"architecture,design,future,infrastructure,public spaces,society,transportation,urban,urban planning"
"
","
","
","
",7 principles for building better cities,Peter Calthorpe,14:20,"architecture,design,future,infrastructure,public spaces,society,transportation,urban,urban planning"
"
											Fundamentally, the way we shape cities
is a manifestation
											of the kind of humanity we bring to bear.
											And so getting it right is, I think,
											the order of the day.
											And to a certain degree, getting it right
can help us solve climate change,
											because in the end,
											it's our behavior that seems
to be driving the problem.
											The problem isn't free-floating,
											and it isn't just ExxonMobil
and oil companies.
											It's us; how we live.
											How we live.
									","
											Fondamentalement, notre conception
des villes est une manifestation
											de la forme d'humanité
que nous souhaitons cultiver.
											Selon moi, bien faire les choses
											est un impératif.
											D'une certaine façon, cela contribuera
à résoudre le changement climatique
											car en fin de compte,
											il semble bien que notre comportement
soit à la base du problème.
											Notre dérive n'est pas le problème,
											et il ne s'agit pas que d'ExxonMobil
et des compagnies pétrolières.
											C’est nous, notre mode de vie.
											Nos modes de vie.
									","
											En sí, la manera en que damos forma
a las ciudades es una manifestación
											del tipo de humanidad que abrigamos.
											Así que hacerlo bien es,
creo, el orden del día.
											Y hasta cierto punto, hacerlo bien
puede ayudarnos con el cambio climático
											porque, al final,
											es nuestro comportamiento
el que parece generar el problema.
											El problema no es asilado
											no es solo ExxonMobil
y las compañías petroleras.
											Somos nosotros, cómo vivimos.
											Cómo vivimos.
									","
											Temelde, yaşamak istediğimiz
insanlığın türüne göre
											şehirleri şekillendiriyoruz.
											Bu nedenle, bugünün düzeni artık
											sanırım işi doğru yapmak.
											İşi doğru yapmak bir ölçüde iklim
değişikliğini çözmemizi de sağlayabilir,
											çünkü sonuç olarak,
											sorunun kaynağında
davranışlarımız yatıyor.
											Bu sorun kendi başına sürmüyor,
											ve konu yalnızca ExxonMobil
ve petrol şirketleri de değil.
											Sorun biziz; yaşayış şeklimiz.
											Yaşayış şeklimiz.
									",7 principles for building better cities,Peter Calthorpe,14:20,"architecture,design,future,infrastructure,public spaces,society,transportation,urban,urban planning"
"
","
","
","
",7 principles for building better cities,Peter Calthorpe,14:20,"architecture,design,future,infrastructure,public spaces,society,transportation,urban,urban planning"
"
											There's a villain in this story.
											It's called sprawl,
and I'll be upfront about that.
											But it's not just the kind of sprawl
you think of, or many people think of,
											as low-density development
											out at the periphery
of the metropolitan area.
											Actually, I think sprawl can happen
anywhere, at any density.
											The key attribute
is that it isolates people.
											It segregates people
into economic enclaves
											and land-use enclaves.
											It separates them from nature.
											It doesn't allow the cross-fertilization,
											the interaction,
											that make cities great places
											and that make society thrive.
											So the antidote to sprawl is really
what we all need to be thinking about,
											especially when we're taking on
this massive construction project.
									","
											Il y a un méchant dans l'histoire.
											Il s’agit de l’expansion
et je vais être franc à ce sujet.
											Il ne s’agit pas de l’expansion
à laquelle vous pensez sans doute,
											un développement de faible densité
											à la périphérie des grandes métropoles.
											En fait, l’expansion est partout,
à n'importe quelle densité.
											Elle est caractérisée par
sa capacité à isoler les gens.
											Elle cloisonne les gens
dans des enclaves économiques
											et d’occupation du terrain.
											Elle les sépare de la nature.
											Elle empêche la fertilisation croisée,
											et les interactions
											qui font des villes des endroits fabuleux
											et qui permettent
à la société de s’épanouir.
											Nous devons donc nous concentrer
sur l’antidote à l’expansion urbaine,
											surtout en matière de projet
de construction massive.
									","
											Hay un villano en esta historia.
											Se llama ""expansión""
y voy a ser franco acerca de esto.
											Pero no es solo
el tipo de expansión que se cree
											como el desarrollo de baja densidad
en la periferia del área metropolitana.
											En realidad, creo que la expansión ocurre
en cualquier lugar, a cualquier densidad.
											El atributo clave
es que aísla a las personas.
											Segrega a las personas
en enclaves económicos
											y enclaves de uso de la tierra.
											Nos separa de la naturaleza.
											No permite la fertilización cruzada,
											la interacción que hace
de las ciudades excelentes lugares
											para que prospere la sociedad.
											El antídoto contra la expansión
es en lo que debemos pensar
											especialmente cuando nos embarcamos
en proyectos de construcción masiva.
									","
											Bu hikâyede bir kötü adam var.
											Buna yayılma deniyor,
daha detaylı değineceğim.
											Pek çoğumuzun düşündüğü tarzda
bir yayılma değil ama,
											metropolitan alandan
											dışarı doğru
düşük yoğunluklu geiişim.
											Aslında yayılma her yoğunlukta
her yerde olabilir.
											İlk özelliği
insanları izole etmesi.
											İnsanları dışa kapalı 
ekonomik ve arazi kullanımlı
											bölgelere ayırıyor.
											Onları doğadan ayırıyor.
											Çapraz verimlileşmeye,
											etkileşime izin vermiyor,
											şehirleri harika yapan
											ve toplumu zenginleştiren
etkeni kaldırıyor.
											Bunun çaresi
düşünmemiz gereken asıl şey,
											özellikle büyük çapta
bir inşaat projesi söz konusu olduğunda.
									",7 principles for building better cities,Peter Calthorpe,14:20,"architecture,design,future,infrastructure,public spaces,society,transportation,urban,urban planning"
"
","
","
","
",7 principles for building better cities,Peter Calthorpe,14:20,"architecture,design,future,infrastructure,public spaces,society,transportation,urban,urban planning"
"
											So let me take you through one exercise.
											We developed the model
for the state of California
											so they could get on
with reducing carbon emissions.
											We did a whole series of scenarios
for how the state could grow,
											and this is just one
overly simplified one.
											We mixed different development prototypes
											and said they're going to carry us
through the year 2050,
											10 million new crew
in our state of California.
											And one was sprawl.
											It's just more of the same:
shopping malls, subdivisions,
											office parks.
											The other one was dominated by,
not everybody moving to the city,
											but just compact development,
											what we used to think of
as streetcar suburbs,
											walkable neighborhoods,
											low-rise, but integrated,
mixed-used environments.
											And the results are astounding.
											They're astounding not just
for the scale of the difference
											of this one shift
in our city-making habit
											but also because each one represents
a special interest group,
											a special interest group
that used to advocate for their concerns
											one at a time.
											They did not see the, what I call,
""co-benefits"" of urban form
											that allows them to join with others.
									","
											Réalisons un exercice ensemble.
											Nous avons développé un modèle
pour la Californie
											pour qu'on puisse y réduire
les émissions de CO2.
											Nous avons créé des scenarii
sur la manière dont l’État pouvait évoluer
											et voici une simplification
de l'un d'entre eux.
											On a associé différents
prototypes de développement
											et décidé qu'ils nous mèneraient
jusqu’en 2050,
											avec 10 millions de personnes
supplémentaires en Californie.
											L’expansion en est un.
											C’est toujours la même chose :
des centres commerciaux, des districts,
											des centres d’affaires.
											L’autre scénario est dominé par
une migration partielle vers les villes,
											en un développement compact,
											ce que nous appelions
les banlieues tramway,
											les zones piétonnes,
											des environnements sans gratte-ciel,
intégrés et à usage mixte.
											Les résultats sont impressionnants.
											Ils ne sont pas incroyables
que par l’amplitude de la différence
											de ce seul changement
dans nos habitudes urbanistiques
											mais aussi parce que chacun représente
un groupe d’intérêts particulier,
											des groupes d'intérêts
qui prêchaient pour leur paroisse
											indépendamment l'un de l'autre.
											Ils ne voyaient pas ce que j'appelle
le « co-bénéfice » d'une forme urbaine
											qui leur permet de se connecter
avec les autres.
									","
											Hagamos un ejercicio.
											Desarrollamos el modelo
para el estado de California
											para que continúe con la reducción
de las emisiones de carbono.
											Hicimos varios escenarios
sobre cómo podría crecer el estado
											y esto es solo una simplificación.
											Mezclamos diferentes 
prototipos de desarrollo
											y digamos que para el 2050 tendremos
10 millones de personas nuevas
											en nuestro estado de California.
											Y en uno se expandía.
											Es lo mismo, centros comerciales,
subdivisiones, parques.
											El otro estaba dominado por,
no todos se trasladaban a la ciudad,
											pero solo en el desarrollo compacto,
											lo que solíamos pensar como suburbios,
											barrios donde se puede caminar,
											bajos pero integrados, de uso mixto.
											Y los resultados son asombrosos.
											Asombrosos no solo
por la escala de la diferencia
											de este cambio en nuestro hábito
de crear ciudades
											sino también porque cada uno
representa un grupo de interés especial.
											Un grupo de interés especial
que solía abogar por sus preocupaciones
											de a una a la vez.
											No vieron, lo que yo llamo,
el ""cobeneficio"" de la forma urbana
											que les permite unirse con otros.
									","
											Sizi bir çalışmaya götüreyim.
											Kaliforniya eyaleti için
bir model geliştirdik,
											böylece karbon salınımı azaltma
konusunda çalışabileceklerdi.
											Eyaletin gelişebilmesi için
bir dizi senaryo üzerinde çalıştık,
											bu yalnızca basitleştirilmiş bir tanesi.
											Farklı geliştirme prototiplerini
karıştırdık
											ve 2050'ye kadar bizi idare
edeceklerini söyledik,
											Kaliforniya'da 10 milyon
yeni ekip.
											Biri yayılmaydı.
											Aynı şeyin çok daha fazlası:
AVM'ler, alt kuruluşlar,
											işyeri parkları.
											Diğerinde ise baskın çıkan,
herkesin şehre taşınmadığı senaryo,
											kompakt gelişme,
											tramvaylı banliyöler
ve yürüyüş yapılan mahalleler
											olarak düşündüğümüz
											yavaş yükselen ama entegre
karışık kullanımlı çevreler.
											Sonuçlar göz kamaştırıcı.
											Sadece şehir yapma alışkanlığımıza dair
tek bir değişikliğin
											yarattığı ölçek yüzünden değil
											her birinin özel bir ilgi grubu yaratması
bunu göz kamaştırıcı yapıyor;
											her seferinde bir kez
endişelerini dile getiren
											özel bir ilgi grubu.
											Başkalarına katılmalarını sağlayan
şehir yaşamının
											''ortak faydaları''nı göremediler.
									",7 principles for building better cities,Peter Calthorpe,14:20,"architecture,design,future,infrastructure,public spaces,society,transportation,urban,urban planning"
"
","
","
","
",7 principles for building better cities,Peter Calthorpe,14:20,"architecture,design,future,infrastructure,public spaces,society,transportation,urban,urban planning"
"
											So, land consumption:
											environmentalists are really
concerned about this,
											so are farmers;
											there's a whole range of people,
											and, of course, neighborhood groups
that want open space nearby.
											The sprawl version of California
											almost doubles the urban
physical footprint.
									","
											La consommation d'espace :
											les environnementalistes sont
très inquiets à ce sujet,
											tout comme les agriculteurs.
											Il y a toute une catégorie de gens,
											et bien sûr, de groupes de quartier,
qui veulent un espace ouvert à proximité.
											Cette version de l'expansion en Californie
											a pratiquement doublé
l'empreinte physique urbaine.
									","
											Así, el consumo de tierra.
											Los ambientalistas están realmente
preocupados por esto,
											también los agricultores.
											Hay toda una gama de personas,
											Y, por supuesto, vecinos que 
quieren espacios abiertos cerca.
											La versión extendida de California
casi duplica la huella física urbana.
									","
											Gelelim arazi tüketimine:
											çevreciler bu konuda bir hayli kaygılı,
											çiftçiler de öyle;
											büyük çapta insan var
											ve tabii mahalle grupları
kendilerine yakın açık alan istiyorlar.
											Kaliforniya'nın yayılma hâli
											kentsel fiziksel yapıyı
neredeyse ikiye katlıyor.
									",7 principles for building better cities,Peter Calthorpe,14:20,"architecture,design,future,infrastructure,public spaces,society,transportation,urban,urban planning"
"
","
","
","
",7 principles for building better cities,Peter Calthorpe,14:20,"architecture,design,future,infrastructure,public spaces,society,transportation,urban,urban planning"
"
											Greenhouse gas: tremendous savings,
											because in California, our biggest
carbon emission comes from cars,
											and cities that don't depend
on cars as much
											obviously create huge savings.
									","
											Les gaz à effet de serre :
des économies phénoménales,
											car en Californie, la plus grande source
de CO2 vient des voitures,
											et les villes qui ne dépendent pas
autant des voitures
											font évidemment d'énormes économies.
									","
											Gases de efecto invernadero,
enormes ahorros,
											porque en California, la mayor emisión
de carbono proviene de los automóviles
											y las ciudades
que no dependen tanto de los coches
											obviamente obtienen enormes ahorros.
									","
											Sera gazları: inanılmaz bir tasarruf
											çünkü Kaliforniya'da en büyük
karbon emisyonu sebebi arabalar
											arabaya bu denli
bağlı kalınmayacak kentler
											dolayısıyla dev tasarruf sağlayacaklar.
									",7 principles for building better cities,Peter Calthorpe,14:20,"architecture,design,future,infrastructure,public spaces,society,transportation,urban,urban planning"
"
","
","
","
",7 principles for building better cities,Peter Calthorpe,14:20,"architecture,design,future,infrastructure,public spaces,society,transportation,urban,urban planning"
