en,es,fr,title,speaker,duration,tags
"
","
","
","We don't ""move on"" from grief. We move forward with it",Nora McInerny,15:05,"relationships,love,life,death,personal growth,humanity,writing,family"
"
											So, 2014 was a big year for me.
											Do you ever have that,
											just like a big year, like a banner year?
											For me, it went like this:
											October 3, I lost my second pregnancy.
											And then October 8, my dad died of cancer.
											And then on November 25,
my husband Aaron died
											after three years
with stage-four glioblastoma,
											which is just a fancy word
for brain cancer.
									","
											El 2014 fue un año importante para mí.
											¿Alguna vez han tenido
											un año importante, destacado?
											Para mí fue así:
											El 3 de octubre perdí mi segundo embarazo.
											Y luego, el 8 de octubre,
mi padre murió de cáncer.
											Y por último, el 25 de noviembre,
mi esposo Aaron falleció
											después de tres años de padecer
un glioblastoma en etapa cuatro,
											que es un término elegante
para cáncer cerebral.
									","
											2014 a été une année importante pour moi.
											Cela vous arrive-t-il,
											une année importante, une année record ?
											Cela s'est déroulé ainsi :
											le 3 octobre, j'ai fait une fausse-couche
lors de ma deuxième grossesse.
											Puis le 8 octobre,
mon père est mort d'un cancer.
											Puis le 25 novembre,
mon mari Aaron est décédé
											après trois ans de lutte contre
un glioblastome de stade quatre,
											une façon sophistiquée
de dire cancer du cerveau.
									","We don't ""move on"" from grief. We move forward with it",Nora McInerny,15:05,"relationships,love,life,death,personal growth,humanity,writing,family"
"
","
","
","We don't ""move on"" from grief. We move forward with it",Nora McInerny,15:05,"relationships,love,life,death,personal growth,humanity,writing,family"
"
											So, I'm fun.
									","
											Así que soy divertida.
									","
											Je suis amusante.
									","We don't ""move on"" from grief. We move forward with it",Nora McInerny,15:05,"relationships,love,life,death,personal growth,humanity,writing,family"
"
","
","
","We don't ""move on"" from grief. We move forward with it",Nora McInerny,15:05,"relationships,love,life,death,personal growth,humanity,writing,family"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","We don't ""move on"" from grief. We move forward with it",Nora McInerny,15:05,"relationships,love,life,death,personal growth,humanity,writing,family"
"
","
","
","We don't ""move on"" from grief. We move forward with it",Nora McInerny,15:05,"relationships,love,life,death,personal growth,humanity,writing,family"
"
											People love to invite me out all the time.
											Packed social life.
											Usually, when I talk
about this period of my life,
											the reaction I get is essentially:
									","
											La gente adora invitarme todo el tiempo.
											Tengo una vida social plena.
											Normalmente, cuando hablo 
de esta etapa de mi vida
											esencialmente la reacción es:
									","
											Les gens adorent m'inviter à sortir.
											Une vie sociale bien remplie.
											En général, quand je parle
de cette période de ma vie,
											la réaction est ceci :
									","We don't ""move on"" from grief. We move forward with it",Nora McInerny,15:05,"relationships,love,life,death,personal growth,humanity,writing,family"
"
","
","
","We don't ""move on"" from grief. We move forward with it",Nora McInerny,15:05,"relationships,love,life,death,personal growth,humanity,writing,family"
"
											(Sighs)
									","
											(Suspira)
									","
											(Soupire)
									","We don't ""move on"" from grief. We move forward with it",Nora McInerny,15:05,"relationships,love,life,death,personal growth,humanity,writing,family"
"
","
","
","We don't ""move on"" from grief. We move forward with it",Nora McInerny,15:05,"relationships,love,life,death,personal growth,humanity,writing,family"
"
											""I can't — I can't imagine.""
											But I do think you can.
											I think you can.
											And I think that you should
											because, someday,
it's going to happen to you.
											Maybe not these specific losses
in this specific order or at this speed,
											but like I said, I'm very fun
											and the research
that I have seen will stun you:
											everyone you love has
a 100 percent chance of dying.
									","
											""No puedo... no puedo imaginármelo"".
											Pero yo creo que Uds. pueden.
											Pueden imaginarlo.
											Y pienso que deberían
											porque algún día les pasará.
											Tal vez no estas pérdidas específicas 
ni en este mismo orden ni rapidez,
											pero, como dije, soy divertida
											y los estudios que he visto
los sorprenderán:
											cada uno de los que aman tiene 
un 100 % de probabilidades de morir.
									","
											« Je ne peux pas —
je ne peux pas imaginer. »
											Mais je pense que vous le pouvez.
											Je pense que oui.
											Et je pense que vous devriez,
											car, un jour, cela va vous arriver.
											Peut-être pas ces pertes-là exactement,
dans cet ordre-là ou à cette vitesse,
											mais je suis amusante
											et les recherches que j'ai vues
vont vous abasourdir :
											tous ceux que vous aimez
ont 100% de risques de mourir.
									","We don't ""move on"" from grief. We move forward with it",Nora McInerny,15:05,"relationships,love,life,death,personal growth,humanity,writing,family"
"
","
","
","We don't ""move on"" from grief. We move forward with it",Nora McInerny,15:05,"relationships,love,life,death,personal growth,humanity,writing,family"
