en,es,fr,pt,tr,title,speaker,duration,tags
"
","
","
","
","
",Why I fight for the education of refugee girls (like me),Mary Maker,16:47,"global issues,refugees,education,teaching,community,children,social change,peace,TEDx"
"
											We do not choose where to be born.
											We do not choose who our parents are.
											But we do choose how we are going
to live our lives.
									","
											No elegimos dónde nacemos.
											No elegimos a nuestros padres.
											Pero decidimos cómo vivir nuestras vidas.
									","
											Nous ne choisissons pas
l'endroit où nous naissons.
											Nous ne choisissons pas nos parents.
											Mais nous choisissons la façon
dont nous allons vivre nos vies.
									","
											Não escolhemos onde nascemos.
											Não escolhemos os nossos pais.
											Mas escolhemos
como vamos viver a nossa vida.
									","
											Doğduğumuz yeri seçemiyoruz.
											Ebeveynlerimizi seçemiyoruz.
											Ama hayatlarımızı nasıl 
yaşayacağımızı seçebiliriz.
									",Why I fight for the education of refugee girls (like me),Mary Maker,16:47,"global issues,refugees,education,teaching,community,children,social change,peace,TEDx"
"
","
","
","
","
",Why I fight for the education of refugee girls (like me),Mary Maker,16:47,"global issues,refugees,education,teaching,community,children,social change,peace,TEDx"
"
											I did not choose to be born
in South Sudan,
											a country rife with conflict.
											I did not choose my name —
											Nyiriak,
											which means ""war.""
											I've always rejected it
											and all the legacy it was born into.
											I choose to be called Mary.
											As a teacher, I've stood
in front of 120 students,
											so this stage does not intimidate me.
									","
											Yo no decidí nacer en Sudán del Sur,
											un país con numerosos conflictos.
											No elegí mi nombre,
											Nyiriak,
											que significa ""guerra"".
											Siempre lo he rechazado
											así como todo el legado con el que nací.
											Decidí llamarme Mary.
											Como profesora, he estado
frente a 120 estudiantes,
											así que este escenario no me intimida.
									","
											Je n'ai pas choisi de naître
dans le Soudan du Sud,
											un pays ravagé par les conflits.
											Je n'ai pas choisi mon nom —
											Nyiriak,
											qui signifie « guerre ».
											Je l'ai toujours rejeté
											ainsi que tout l'héritage qu'il implique.
											J'ai choisi de m'appeler Mary.
											En tant que professeur,
j'ai déjà parlé devant 120 étudiants,
											donc cette scène ne m'intimide pas.
									","
											Eu não escolhi nascer 
no Sudão do Sul,
											um país pejado de conflitos.
											Não escolhi o meu nome,
											Nyiriak,
											que significa ""guerra"".
											Sempre rejeitei este nome
											e todo o legado com ele associado.
											Escolhi o nome de Mary.
											Enquanto professora, já falei
em frente de 120 alunos,
											portanto, esta plateia não me intimida.
									","
											Savaşlar ile dolu bir ülke olan

											Güney Sudan'da doğmayı seçmedim.
											Savaş anlamına gelen ismim
											Nyiriak'ı
											ben seçmedim.
											Bunu ve içine doğduğum mirası
											her zaman reddettim.
											Mary ismiyle çağrılmayı ben seçtim.
											Bir öğretmen olarak
yüz yirmi öğrencinin önünde duruyorum,
											yani bu sahne gözümü korkutmuyor.
									",Why I fight for the education of refugee girls (like me),Mary Maker,16:47,"global issues,refugees,education,teaching,community,children,social change,peace,TEDx"
"
","
","
","
","
",Why I fight for the education of refugee girls (like me),Mary Maker,16:47,"global issues,refugees,education,teaching,community,children,social change,peace,TEDx"
"
											My students come from war-torn countries.
											They're so different from each other,
											but they have one thing in common:
											they fled their homes
in order to stay alive.
											Some of them belong to parents
back home in South Sudan
											who are killing each other
											because they belong to a different tribe
or they have a different belief.
											Others come from other African countries
devastated by war.
											But when they enter my class,
they make friends,
											they walk home together,
											they do their homework together.
											There is no hatred allowed in my class.
									","
											Mis alumnos proceden de países
desgarrados por la guerra.
											Son muy diferentes entre ellos,
											pero todos tienen algo en común:
											huyeron de sus hogares
para permanecer con vida.
											Algunos de ellos provienen de padres
que están en Sudán del Sur,
											matándose unos a otros
											porque pertenecen a tribus diferentes 
o tienen creencias distintas.
											Los demás proceden de otros
países africanos devastados por la guerra.
											Pero cuando entran
en mi aula, hacen amigos,
											caminan juntos a casa,
											hacen los deberes juntos.
											El odio no se permite en mi clase.
									","
											Mes élèves viennent
de pays ravagés par la guerre.
											Ils sont très différents
les uns des autres
											mais ils ont une chose en commun :
											ils ont fui leur foyer
afin de rester en vie.
											Les parents de certains d'entre eux
vivent dans le Soudan du Sud
											et s'y entretuent
											parce qu'ils appartiennent à des tribus
ou ont des croyances différentes.
											D'autres viennent d'autres pays africains
dévastés par la guerre.
											Mais lorsqu'ils arrivent dans mon cours,
ils se font des amis,
											ils rentrent ensemble après l'école,
											ils font leurs devoirs ensemble.
											La haine n'est pas tolérée dans mon cours.
									","
											Os meus alunos são provenientes
de países devastados pela guerra.
											São todos muito diferentes uns dos outros,
											mas têm uma coisa em comum:
											todos fugiram dos seus países
para salvar a vida.
											Alguns deles têm os pais
na terra, no Sudão do Sul,
											a matar-se uns aos outros.
											porque pertencem a tribos diferentes
ou têm religiões diferentes.
											Outros provêm de países africanos
devastados pela guerra.
											Mas, quando entram na minha turma,
fazem amigos,
											voltam para casa juntos,
											fazem os trabalhos de casa
em conjunto.
											Não permito o ódio na minha turma.
									","
											Öğrencilerim savaşın 
harap ettiği yerlerden geliyor.
											Her biri diğerinden çok farklı,
											fakat ortak tek bir şeyleri var:
											Yaşamak için evlerinden kaçtılar.
											Bazıları, Güney Sudan'da farklı inanç
											veya kavime ait oldukları için
											birbirlerini öldüren ailelere aitler.
											Diğerleri savaşın mahvettiği
Afrika ülkelerinden geliyor.
											Fakat sınıfıma girdiklerinde
arkadaş oluyorlar,
											eve birlikte yürüyorlar,
											ödevlerini birlikte yapıyorlar.
											Sınıfımda nefret yasak.
									",Why I fight for the education of refugee girls (like me),Mary Maker,16:47,"global issues,refugees,education,teaching,community,children,social change,peace,TEDx"
"
","
","
","
","
",Why I fight for the education of refugee girls (like me),Mary Maker,16:47,"global issues,refugees,education,teaching,community,children,social change,peace,TEDx"
"
											My story is like that
of so many other refugees.
											The war came when I was still a baby.
											And my father,
											who had been absent
in most of my early childhood,
											was doing what other men were doing:
											fighting for the country.
											He had two wives and many children.
											My mother was his second wife,
											married to him at the age of 16.
											This is simply because my mother
came from a poor background,
											and she had no choice.
											My father, on the other hand, was rich.
											He had many cows.
									","
											Mi historia es como
la de muchos otros refugiados.
											La guerra empezó 
cuando yo todavía era bebé.
											Y mi padre,
											quien estuvo ausente
la mayor parte de mi infancia,
											hacía lo que los demás hombres hacían:
											luchar por el país.
											Tenía dos esposas y muchos hijos.
											Mi madre era su segunda esposa;
											se casó con él a los 16 años.
											Fue así simplemente porque
mi madre era de origen pobre
											y no tuvo elección.
											Mi padre, por otro lado, era rico.
											Poseía muchas vacas.
									","
											Mon histoire ressemble
à celle de tant d'autres réfugiés.
											La guerre a commencé
alors que je n'étais qu'un bébé.
											Et mon père,
											qui avait été absent
la plupart de ma petite enfance,
											faisait comme d'autres hommes :
											il se battait pour le pays.
											Il avait deux femmes
et de nombreux enfants.
											Ma mère était sa seconde épouse,
											mariée à l'âge de 16 ans.
											C'est arrivé simplement parce que ma mère
venait d'un milieu pauvre,
											et qu'elle n'avait pas le choix.
											Mon père, en revanche, était riche.
											Il avait beaucoup de vaches.
									","
											A minha história é igual
a de muitos outros refugiados.
											A guerra começou quando eu
ainda era bebé.
											O meu pai,
											que tinha estado ausente
durante quase toda a minha infância,
											estava a fazer
o que os outros homens faziam:
											lutava pelo seu país.
											Tinha duas mulheres e muitos filhos.
											A minha mãe era a segunda mulher.
											Casara com ele aos 16 anos.
											Isto porque a minha mãe
era de uma origem modesta,
											e não tinha alternativa.
											O meu pai, por outro lado, era rico.
											Tinha muitas vacas.
									","
											Benim hikayem diğer birçok
mültecininki gibi.
											Ben daha bebekken savaş çıkmıştı.
											Çocukluğumun çoğunda
											orada olmayan babam,
											diğer erkeklerin yaptığını yapıyordu:
											Ülkesi için savaşıyordu.
											İki eşi ve birçok çocuğu vardı.
											Annem babamın ikinci eşiydi,
											babamla on altı yaşında evlenmişti.
											Bunun sebebi annemin
fakir bir geçmişi olması
											ve başka bir seçeneğinin olmamasıydı.
											Diğer bir yandan babam zengindi.
											Bir sürü ineği vardı.
									",Why I fight for the education of refugee girls (like me),Mary Maker,16:47,"global issues,refugees,education,teaching,community,children,social change,peace,TEDx"
"
","
","
","
","
",Why I fight for the education of refugee girls (like me),Mary Maker,16:47,"global issues,refugees,education,teaching,community,children,social change,peace,TEDx"
"
											Gunshots were the order of the day.
											My community was constantly under attack.
											Communities would fight each other
as they took water along the Nile.
											But that was not all.
											Planes would drop the spinning
and terrifying bombs
											that chopped off people's limbs.
											But the most terrifying thing
for every single parent
											was to see their children being abducted
and turned into young soldiers.
									","
											Los balazos estaban a la orden del día.
											Mi comunidad era atacada constantemente.
											Las comunidades luchaban entre sí
aun cuando sacaban agua del Nilo.
											Pero eso no era todo.
											Los aviones lanzaban 
terribles bombas de rebote
											que amputaban los miembros de la gente.
											Pero lo más aterrador para cualquier padre
											era ver a sus hijos ser secuestrados
y convertidos en jóvenes soldados.
									","
											On entendait des coups de feu
quotidiennement.
											Ma communauté était constamment attaquée.
											Des communautés se battaient entre elles
en prenant de l'eau le long du Nil.
											Mais ce n'était pas tout.
											Des avions larguaient
les bombes terrifiantes qui vrillaient
											et sectionnaient les membres des gens.
											Mais la chose la plus terrifiante
pour tous les parents
											était de voir leurs enfants être enlevés 
pour devenir de jeunes soldats.
									","
											Os tiros faziam parte do dia a dia.
											A minha comunidade estava
sempre a ser atacada.
											As comunidades lutavam
umas contra as outras
											quando iam buscar água ao Nilo.
											Mas não era só isso.
											Aviões atiravam as terríveis bombas
											que cortavam os membros das pessoas.
											Mas a coisa mais terrível
para todos os pais
											era verem os filhos serem raptados
											e transformados em crianças-soldados.
									","
											Gün, silah sesleri ile geçerdi.
											Topluluğum sürekli saldırı altındaydı.
											Nil Nehri'nin kenarından su alırken
topluluklar sürekli kavga ederdi.
											Fakat hepsi bu değildi.
											Uçaklar, insanların uzuvlarını koparan,
											dönüp duran ve korkutucu
bombalar atardı.
											Ama ebeveynlerin göreceği en korkunç şey
											çocuklarının zorla alıkoyulup
askere dönüştürülmesiydi.
									",Why I fight for the education of refugee girls (like me),Mary Maker,16:47,"global issues,refugees,education,teaching,community,children,social change,peace,TEDx"
