en,es,pt,fr,title,speaker,duration,tags
"
","
","
","
",The shocking danger of mountaintop removal — and why it must end,Michael Hendryx,13:44,"health,medical research,mining,energy,social change,pollution"
"
											Let's say that you wanted
to conduct an experiment.
											In this experiment,
											you randomly assign people
to live in blasting zones
											or in control locations without explosives
going off over their heads.
											They live in the community for years,
											just downwind and downstream
											from sites where tons of explosives
are used almost daily.
											And millions of gallons
of water contaminated.
											With random assignment,
you could carefully study
											the long-term health effects
of living in these blasting communities
											without a bunch of annoying
confounders and covariates.
											Random assignment does wonders.
									","
											Digamos que queremos
realizar un experimento.
											En este experimento, asignamos
individuos aleatoriamente:
											a algunos les toca vivir
en zonas de detonación,
											y a otros en zonas de control
sin explosivos que les estallen encima.
											Viven durante años en la comunidad,
											aguas abajo y a sotavento de lugares
donde se detonan toneladas de explosivos
											prácticamente a diario,
											y con millones de litros
de agua contaminada.
											Con asignación aleatoria,
se podrían estudiar cuidadosamente
											los efectos en la salud a largo plazo
para estas comunidades,
											sin tener que lidiar con un montón
de factores de confusión y covariables.
											La asignación aleatoria hace maravillas.
									","
											Digamos que queriam
realizar uma experiência.
											Nesta experiência,
											escolhem pessoas, ao acaso,
para viverem em zonas de explosões
											ou em locais controlados, sem explosivos
a passar por cima da cabeça.
											Vivem em comunidade, durante anos,
											a favor do vento e a jusante do rio
											perto de locais onde há toneladas
de explosivos a rebentar diariamente.
											e milhões de litros de água contaminados.
											Com esta escolha aleatória,
poderiam estudar cuidadosamente
											os efeitos a longo prazo sobre a saúde
de viver nestas comunidades com explosões,
											sem uma série de fatores irritantes
que confundem e alteram.
											A atribuição ao acaso faz maravilhas.
									","
											Imaginons que vous vouliez
mener une expérience.
											Dans cette expérience,
											vous répartissez au hasard des personnes
dans des zones de dynamitage
											et dans des zones où il n'y a pas
d'explosifs au-dessus de leurs têtes.
											Ils vivent là pendant des années,
											en aval de la rivière,
dans le sens du vent,
											près de chantiers où des explosifs
sont utilisés quotidiennement.
											Et où des millions de litres d'eau
sont contaminés.
											En choisissant ces personnes
au hasard, on pourrait étudier
											les effets à long terme sur leur santé
											sans covariables et
variables confondantes.
											La répartition au hasard est merveilleuse.
									",The shocking danger of mountaintop removal — and why it must end,Michael Hendryx,13:44,"health,medical research,mining,energy,social change,pollution"
"
","
","
","
",The shocking danger of mountaintop removal — and why it must end,Michael Hendryx,13:44,"health,medical research,mining,energy,social change,pollution"
"
											That would be a rigorous,
powerful scientific inquiry
											into the effects of these
environmental exposures.
											Of course, such a study
could never be done.
											Most scientists wouldn't have
the stomach for it.
											The institutional review board
would never approve it;
											it would never pass human subjects review,
											because it would be unethical, immoral.
											And yet in effect,
it is happening right now.
											In my mind, this prompts some questions.
											What is the ethical obligation
											of the scientists who believes
populations are in danger?
											How much evidence is enough
to be confident of our conclusions?
											Where is the line between
scientific certainty and the need to act?
									","
											Sería un estudio científico
contundente y riguroso
											sobre los efectos de la exposición
a estos factores ambientales.
											Tal estudio, por supuesto,
no podría hacerse jamás.
											La mayoría de los científicos
no tendría estómago para eso.
											Nunca lo aprobaría la junta
de revisión institucional,
											ni el comité de revisión
de sujetos humanos,
											porque no sería ni ético ni moral.
											Y sin embargo, de hecho,
está ocurriendo ahora mismo.
											A mi entender, esto despierta
algunas preguntas.
											¿Qué compromiso ético tiene el científico
											que cree que la población está en peligro?
											¿Cuánta evidencia es suficiente
para estar seguros de las conclusiones?
											¿Cuál es el límite
											entre la certidumbre científica
y la necesidad de actuar?
									","
											Seria um estudo científico
rigoroso e poderoso
											sobre os efeitos da exposição
a estes ambientes.
											Claro que um estudo destes
nunca poderia ser feito.
											A maioria dos cientistas
não teria estômago para isso.
											O conselho institucional opor-se-ia,
											nunca aprovaria a utilização
de sujeitos humanos,
											porque não seria ético,
seria imoral.
											Contudo, isso está a acontecer,
neste momento.
											Para mim, isso suscita algumas perguntas.
											Qual é a obrigação ética
											dos cientistas que acreditam
que as populações estão em perigo?
											Quantas provas serão precisas
											para termos a certeza
das nossas conclusões?
											Onde está a linha
entre a certeza científica
											e a necessidade de agir?
									","
											Ça serait une étude scientifique
rigoureuse et percutante
											sur les effets de l'exposition
à ces environnements.
											Bien sûr, une telle étude
ne peut pas être réalisée.
											La plupart des scientifiques
n'auraient pas le courage.
											Le comité d'examen institutionnel
s'y opposerait,
											le projet ne serait pas approuvé,
											parce qu'il serait immoral.
											Mais en réalité,
cette expérience est en cours.
											Cela soulève des questions
dans mon esprit.
											Quel est le devoir moral
											de scientifiques qui pensent
que des populations sont en danger ?
											Combien de preuves faut-il
pour être sûrs de nos conclusions ?
											Où est la limite entre la certitude
scientifique et le besoin d'agir ?
									",The shocking danger of mountaintop removal — and why it must end,Michael Hendryx,13:44,"health,medical research,mining,energy,social change,pollution"
"
","
","
","
",The shocking danger of mountaintop removal — and why it must end,Michael Hendryx,13:44,"health,medical research,mining,energy,social change,pollution"
"
											The unplanned experiment
that is happening right now
											is called mountaintop removal.
											The abbreviation for it is MTR.
											It is a form of surface coal mining
											that takes place in Appalachia,
here in the United States.
											MTR occurs in four states: Virginia,
West Virginia, Kentucky and Tennessee.
											Over 1.2 million acres
have been mined in this way.
											This is an area about the size of Delaware
											but it is spread over a footprint
											as large as Vermont
and New Hampshire combined.
											The process involves clear-cutting
ancient Appalachian forest,
											home to some of the richest
biodiversity on the planet.
											The trees are typically burned
or dumped into adjacent valleys.
											Then, to reach the buried coal seams,
											explosives are used to remove
up to 800 feet of mountain elevation.
											Over 1,500 tons of explosives
											are used for coal mining
in West Virginia alone.
											Every day.
									","
											El experimento no planeado
que se lleva a cabo ahora
											se llama ""remoción de cima"".
											MTR, por sus siglas en inglés.
											Es un método de extracción
de carbón a cielo abierto
											que se usa en los Apalaches,
aquí en EE. UU.
											La MTR se usa en cuatro estados: Virginia,
West Virginia, Kentucky y Tennessee.
											Más de 485 mil hectáreas
han sido explotadas de esa manera.
											Es una superficie de un tamaño
cercano al de Delaware,
											pero desplegada dentro de un perímetro
											del tamaño de Vermont
y New Hampshire combinados.
											El proceso requiere despejar
el antiguo bosque de los Apalaches,
											que alberga una de las biodiversidades
más grandes en todo el planeta.
											Los árboles son normalmente quemados
o arrojados en los valles vecinos.
											Luego, para acceder
a la veta de carbón subyacente,
											se utilizan explosivos para eliminar
hasta 240 m de la cima de la montaña.
											En el estado de Virginia solamente,
											se usan más de 1500 toneladas
de explosivos para extraer carbón.
											Cada día.
									","
											A experiência não planeada
que ocorre neste momento
											chama-se mineração a céu aberto.
											A abreviatura, em inglês, é MTR.
											É um tipo de exploração
de minas de carvão a céu aberto
											que ocorre nos Montes Apalaches,
aqui nos EUA.
											Este tipo de exploração
ocorre em quatro estados:
											Virgínia, Virgínia Ocidental,
Kentucky e Tennessee.
											Cerca de 500 000 hectares
já foram explorados deste modo.
											É uma área com o tamanho de Delaware
											mas espalha-se por uma superfície
											tão grande como Vermont
e New Hampshire, em conjunto.
											Neste processo, são arrasadas
antigas florestas dos Apalaches,
											local de parte da mais rica
biodiversidade do planeta.
											As árvores são queimadas
ou atiradas para os vales adjacentes.
											Depois, para atingir os veios
do carvão enterrados,
											usam-se explosivos para remover
mais de 250 m da altura da montanha.
											Mais de 1500 toneladas de explosivos
											são usados para exploração do carvão,
apenas na Virgínia Ocidental,
											todos os dias.
									","
											Cette expérience imprévue
qui est en cours en ce moment
											s'appelle le déplacement de sommet.
											En anglais, « mountaintop removal »
ou « MTR ».
											C'est un type de mine à ciel ouvert
											utilisé dans les Appalaches,
aux États-Unis.
											Ces mines existent en Virginie,
en Virginie-Occidentale,
											dans le Kentucky et dans le Tennessee.
											Près de 500 000 hectares
ont été exploités de cette façon.
											C'est la taille du petit État du Delaware
											mais ça a des conséquences sur une zone
											grande comme le Vermont
et le New Hampshire réunis.
											Durant le processus, des anciennes
forêts des Appalaches sont rasées,
											forêts qui abritent une
biodiversité extrêmement riche.
											Les arbres sont généralement brûlés
ou jetés dans les vallées voisines.
											Ensuite, pour atteindre
les veines de charbon,
											des explosifs sont utilisés pour retirer
jusqu'à 250 mètres de sommet.
											Plus de 1 500 tonnes d'explosifs
											sont utilisés rien qu'en
Virginie-Occidentale.
											Chaque jour.
									",The shocking danger of mountaintop removal — and why it must end,Michael Hendryx,13:44,"health,medical research,mining,energy,social change,pollution"
"
","
","
","
",The shocking danger of mountaintop removal — and why it must end,Michael Hendryx,13:44,"health,medical research,mining,energy,social change,pollution"
"
											Rock and soil debris
is dumped over the valley sides
											where it permanently buries
headwater streams.
											So far, over 500 mountains
have been destroyed.
											About 2,000 miles of streams
have been permanently buried.
											Water emerging from the base
of the valley fills is highly contaminated
											and remains contaminated for decades.
											The coal then has to be
chemically treated,
											crushed and washed before it can be
transported to power plants and burned.
											This cleaning takes place on-site.
											The process produces more air pollution
											and contaminates billions
of gallons of water with metals,
											sulfates, cleaning chemicals
and other impurities.
											All of this to produce three percent
of US electricity demand —
											only three percent
of US electricity demand.
									","
											Los restos de roca
y suelo vertidos en los valles
											entierran permanentemente
las nacientes de los ríos.
											Hasta ahora se han destruido
más de 500 montañas.
											Se han enterrado definitivamente
unos 3200 km de cursos de agua.
											Agua sumamente contaminada surge
debajo del relleno, en el fondo del valle,
											y permanece contaminada por décadas.
											El carbón debe ser químicamente tratado,
											triturado y lavado antes de transportarlo
a las plantas generadoras donde lo queman.
											Esta limpieza se realiza
en el lugar de extracción.
											El proceso genera más polución de aire
											y contamina miles de millones
de litros de agua con metales,
											sulfatos, químicos de limpieza
y otras impurezas.
											Todo esto para generar el 3 % 
de la demanda de electricidad de EE. UU.
											Tan solo el 3 % de la demanda
de electricidad de EE. UU.
									","
											Os detritos de rochas e de solo
são atirados para os vales
											onde enterram para sempre
os cursos de água.
											Até agora, já foram destruídos
os cumes de mais de 500 montanhas.
											Mais de 3000 km de cursos de água
estão enterrados para sempre.
											A água que surge da base do vale
está profundamente contaminada
											e vai manter-se contaminada
durante décadas.
											Depois, o carvão tem de ser
tratado quimicamente,
											esmagado e lavado
antes de ser transportado
											para as centrais de energia e queimado.
											Este processo realiza-se no local.
											O processo produz mais poluição do ar
											e contamina milhares de milhões
de litros de água com metais,
											sulfatos, químicos de limpeza,
e outras impurezas.
											Tudo isto para produzir 3%
da eletricidade dos EUA
											— só 3% da eletricidade dos EUA.
									","
											Des gravats et déblais
sont jetés dans les vallées
											où ils ensevelissent des rivières.
											Jusqu'à présent, plus de
500 sommets ont été détruits.
											Environ 3 000 km de rivières
ont été ensevelis à jamais.
											L'eau qui émerge près des débris
est fortement contaminée
											et reste contaminée pendant des décennies.
											Le charbon doit ensuite
être traité chimiquement,
											broyé et nettoyé, avant de pouvoir
être transporté jusqu'aux usines et brûlé.
											Ce procédé est effectué sur place,
											contribue à la pollution de l'air,
											et des milliards de litres d'eau
sont ainsi contaminés par des métaux,
											des sulfates, des produits chimiques,
et d'autres impuretés.
											Tout ça pour produire
3% de l'électricité du pays.
											Seulement 3% de l'électricité du pays.
									",The shocking danger of mountaintop removal — and why it must end,Michael Hendryx,13:44,"health,medical research,mining,energy,social change,pollution"
"
","
","
","
",The shocking danger of mountaintop removal — and why it must end,Michael Hendryx,13:44,"health,medical research,mining,energy,social change,pollution"
"
											As you can appreciate, this prompts
all sorts of other questions.
											What are the health impacts
of mountaintop-removal mining?
											There are over a million people
who live in counties where MTR takes place
											and millions more downstream and downwind.
											What has been the response
of industry and government
											when these issues are documented?
											And again, what is the ethical
obligation of science
											when faced with this disturbing situation?
									","
											Como pueden ver, esto despierta
todo tipo de preguntas.
											¿Cuáles son los efectos en la salud
de la remoción de cima?
											Hay más de un millón de personas que viven
en condados donde se practica la MTR,
											y también hay millones
que viven aguas abajo y a sotavento.
											¿Cuál fue la respuesta
de la industria y del Gobierno
											cuando se documentaron estos problemas?
											Y de nuevo, ¿cuál es
el compromiso ético de la ciencia
											frente a esta situación tan preocupante?
									","
											Como podem apreciar, isso suscita
todo o tipo de outras questões.
											Quais os impactos para a saúde
desta extração mineira a céu aberto?
											Há mais de um milhão de pessoas
que vivem perto destas minas
											e outros milhões a jusante do rio
e a favor do vento.
											O que fizeram a indústria e do governo
											quando estes problemas foram documentados?
											E, de novo, qual é a obrigação
ética da ciência
											quando confrontada
com esta situação preocupante?
									","
											Comme vous imaginez sans doute,
le sujet soulève d'autres questions.
											Quel est l'impact du déplacement
de sommet sur la santé ?
											Plus d'un million de personnes
vivent près de ces mines
											et d'autres millions en aval
des rivières et sous le vent.
											Qu'ont fait les industries
et le gouvernement
											quand ces problèmes ont été documentés ?
											Et encore une fois, quel est le devoir
moral de la science
											face à ces situations inquiétantes ?
									",The shocking danger of mountaintop removal — and why it must end,Michael Hendryx,13:44,"health,medical research,mining,energy,social change,pollution"
