en,pt,tr,fr,title,speaker,duration,tags
"
","
","
","
",What can we learn from shortcuts?,Tom Hulme,7:20,"architecture,cities,community,environment,design,product design,potential,society,public spaces,urban planning"
"
											When we're designing new products,
											services or businesses,
											the only time you'll know
if they're any good,
											if the designs are good,
											is to see how they're used
in the real world, in context.
									","
											Quando projectamos novos produtos,
											serviços ou negócios,
											a única altura em que saberemos
se eles são bons,
											se os designs são bons,
											é vendo a forma como eles são
utilizados no mundo real, no contexto.
									","
											Yeni ürünler, hizmetler veya firmalar
											dizayn ederken,
											iyi olduğunu bilmenin tek yolu 
şartlar içinde,
											gerçek dünyada nasıl
											kullanıldığını bilmektir.
									","
											Lorsqu'on conçoit de nouveaux produits,
											services ou entreprises,
											on ne peut connaître leur vraie valeur,
											la justesse de leur conception,
											qu'en voyant leur utilisation
dans le vrai monde, dans leur contexte.
									",What can we learn from shortcuts?,Tom Hulme,7:20,"architecture,cities,community,environment,design,product design,potential,society,public spaces,urban planning"
"
","
","
","
",What can we learn from shortcuts?,Tom Hulme,7:20,"architecture,cities,community,environment,design,product design,potential,society,public spaces,urban planning"
"
											I'm reminded of that every time
I walk past Highbury Fields
											in north London.
											It's absolutely beautiful.
											There's a big open green space.
											There's Georgian buildings
around the side.
											But then there's this mud trap
that cuts across the middle.
											People clearly don't want to walk
all the way around the edge.
											Instead, they want to take the shortcut,
											and that shortcut is self-reinforcing.
									","
											Recordo isso cada vez que
passo por Highbury Fields
											no norte de Londres.
											É completamente belo.
											Há um grande espaço verde.
											Há edifícios georgianos à volta.
											Mas depois há aquela armadilha
de barro que se atravessa no meio.
											Claro que as pessoas
não querem dar a volta.
											Em vez disso, querem utilizar o atalho,
											e esse atalho vai-se reforçando.
									","
											Kuzey Londra'daki Highbury alanından
											her geçişimde bunu anımsarım.
											Kesinlikle harika bir yer.
											Kocaman yeşil bir alan var.
											Yan tarafında George dönemi binası var.
											Ancak öte yandan tam ortadan geçen
bu çamur kapanı var.
											Şüphesiz insanlar tüm yolu
yürümek istemiyorlar.
											Bunun yerine kestirmeden gitmek istiyorlar
											ve bu kısayol kendi kendini güçlendiriyor.
									","
											Je me souviens de ça à chaque fois
que je passe devant Highbury Fields
											dans le nord de Londres.
											C'est magnifique.
											C'est un grand espace vert.
											Il y a des bâtiment georgiens
juste à côté.
											Mais il y a plein de boue au milieu.
											Les gens ne veulent
clairement pas faire le tour,
											ils préfèrent prendre le raccourci
											et ce raccourci se renforce.
									",What can we learn from shortcuts?,Tom Hulme,7:20,"architecture,cities,community,environment,design,product design,potential,society,public spaces,urban planning"
"
","
","
","
",What can we learn from shortcuts?,Tom Hulme,7:20,"architecture,cities,community,environment,design,product design,potential,society,public spaces,urban planning"
"
											Now, this shortcut
is called a desire path,
											and it's often the path
of least resistance.
											I find them fascinating,
											because they're often the point
where design and user experience diverge.
									","
											Este atalho é designado por
""caminho de desejo"",
											e é muitas vezes o caminho
de menor resistência.
											Acho-os fascinantes,
											porque são muitas vezes o ponto em que
divergem o design e a experiência de uso.
									","
											Bu kestirme yola arzu yolu deniyor
											ve bu yol genelde en kolay olandır.
											Ben bunu çok ilginç bulurum.
											Çünkü genelde tasarım ve kullanıcı
deneyiminin ayrıldığı noktadır.
									","
											Ce raccourci est un chemin désiré
											et est souvent
le chemin le moins résistant.
											Je trouve ça fascinant
											car ce point marque souvent la divergence
entre la conception et l'application.
									",What can we learn from shortcuts?,Tom Hulme,7:20,"architecture,cities,community,environment,design,product design,potential,society,public spaces,urban planning"
"
","
","
","
",What can we learn from shortcuts?,Tom Hulme,7:20,"architecture,cities,community,environment,design,product design,potential,society,public spaces,urban planning"
"
											Now at this point, I should apologize,
											because you guys are going to start
seeing these everywhere.
											But today, I'm going to pick
three I find interesting
											and share what actually it reminds me
											about launching new products and services.
											The first is in the capital city
of Brazil — Brasilia.
											And it reminds me that sometimes,
											you have to just focus
on designing for a real need
											at low friction.
											Now, Brasilia is fascinating.
											It was designed by Niemeyer in the '50s.
											It was the golden age of flying,
											so he laid it out like a plane,
as you can see there.
											Slightly worryingly,
											he put most of the important
government buildings in the cockpit.
											But if you zoom in,
in the very center of Brasilia,
											just where the point is there,
											you see it's littered with desire paths.
											They're absolutely everywhere.
									","
											Nesta altura, eu deveria pedir desculpa,
											porque vocês vão começar a ver disto
em todo o lado.
											Mas hoje, vou escolher três
que acho interessantes
											e partilhar aquilo
que realmente me recorda
											como lançar novos produtos e serviços.
											A primeira coisa está na capital
do Brasil — a cidade de Brasília.
											e lembra-me que, por vezes,
											apenas temos de focar-nos em fazer
design para uma necessidade real
											sem muitos atritos.
											Brasília é fascinante.
											Foi projectada por Niemeyer nos anos 50.
											Eram os anos de ouro do voo,
											então ele traçou-a como um avião,
como podem ver.
											De modo um pouco preocupante,
											ele colocou a maioria dos edifícios
governamentais importantes no ""cockpit"".
											Mas se nos aproximarmos,
											no centro de Brasília, onde está o ponto,
											vemos que está cheia de caminhos de desejo.
											Eles estão em todo o lado.
									","
											Burada, özür dilemem gerekiyor,
											çünkü birazdan bunları
her yerde görmeye başlayacaksınz.
											Ama bugün ilgimi çeken
üç tanesini seçeceğim
											ve aslında piyasaya sürülen ürün
ve hizmetler hakkında
											neler anımsattığını paylaşacağım.
											İlk olarak Brezilya'nın başkenti olan
Brazilya'ya bakalım.
											Bu bana aslında gerçekte
											daha az yorucu işe yarayacak projelere
											odaklanmanın gerekliliğini hatırlatır.
											Şimdilerde, Brazilya büyüleyici.
											50'li yıllarda Niemeyer dizayn etti.
											Bu, havacılığın altın çağıydı
											ve o da gördüğünüz gibi 
bir uçak gibi tasarladı.
											Nispeten endişelenerek,
											önemli devlet dairelerinin çoğunu 
bir kokpite koydu.
											Fakat mevzumuz olan Brazilya'nın
											tam merkezine yakınlaştırırsanız,
											bu darmadağınık kestirme
yolları görürsünüz.
											Tamamen her yerdeler.
									","
											À ce stade, je devrais m'excuser
											car vous allez commencer
à voir ça partout.
											Aujourd'hui, je vais prendre
trois chemins intéressants
											et vous dire ce que ça me rappelle
											du lancement
de nouveaux produits et services.
											Le premier est
dans la capitale brésilienne, Brasília.
											Ça me rappelle que, parfois,
											il faut concentrer la conception
sur un besoin réel à faible friction.
											Brasília est fascinante.
											Elle a été conçue par Niemeyer
dans les années 1950.
											C'était l'âge d'or de l'aviation
											alors il l'a conçue comme un avion,
vous le voyez ici.
											Ce qui est un peu inquiétant,
											il a mis la majorité des bâtiments
du gouvernement dans le cockpit.
											Mais si vous zoomez,
dans le centre de Brasília,
											là où il y a le point,
											c'est jonché de chemins désirés.
											Il y en a absolument partout.
									",What can we learn from shortcuts?,Tom Hulme,7:20,"architecture,cities,community,environment,design,product design,potential,society,public spaces,urban planning"
"
","
","
","
",What can we learn from shortcuts?,Tom Hulme,7:20,"architecture,cities,community,environment,design,product design,potential,society,public spaces,urban planning"
"
											Now, they thought that they
had future-proofed this design.
											They thought in the future
we wouldn't need to walk anywhere —
											we'd be able to drive —
											so there was little need
for walkways or pavements.
											But as you can see, there's a real need.
											These are very dangerous desire paths.
											If we just pick one, in the middle,
											you can see it crosses
15 lanes of traffic.
											It won't surprise you guys
											that Brasilia has five times
the pedestrian accident rate
											of your average US city.
											People are resourceful.
											They'll always find the low-friction route
											to save money, save time.
									","
											Eles pensaram que tinham
um projeto à prova do futuro.
											Pensaram que no futuro não
precisaríamos de passear,
											seríamos capazes de conduzir,
											por isso não havia necessidade
de passeios ou pavimentos.
											Mas como podem ver, há um desejo real.
											Estes são caminhos de desejo
muito perigosos
											Se apenas seleccionarmos um, no meio,
											podemos ver que atravessa
15 faixas de tráfico.
											Não vos irá surpreender
											que Brasília tenha uma taxa
de acidentes com peões,
											cinco vezes mais alta que a média
nas vossas cidades nos EUA.
											As pessoas são engenhosas.
											Vão sempre encontrar
o caminho de menor atrito
											para poupar dinheiro e tempo.
									","
											Bu tasarımın geleceğe uyumlu
olacağını sandılar.
											Yürümek için yola gerek duyulmayacağını,
											araba kullanılacağını sandılar.
											Böylece yürüme yollarına
ve kaldırımlara çok az ihtiyaç duyuldu.
											Anlayacağınız üzere 
bunlar gerçek gereksinimler.
											Bunlar çok tehlikeli kestirme yollar.
											Şuradan birini, ortadakini seçersek,
											15 adet trafik şeridi
olduğunu görebilirsiniz.
											Ortalama ABD şehrinden
											5 kat daha fazla yaya kazasının
Brazilya'da olması
											sizi şaşırtmayacaktır.
											İnsanlar her şeye çare bulurlar.
											Her zaman para ve zamandan
tasarruf yaparak
											daha az yorucu yollar bulacaklardır.
									","
											Ils ont pensé cette conception
à l'épreuve du temps.
											Ils pensaient que dans le futur
nous n'aurions pas à marcher —
											nous pourrions conduire —
											donc pas besoin d'allées ou de trottoirs.
											Comme vous le voyez,
il y a un besoin réel.
											Ces chemins désirés sont dangereux.
											Si on en prend un, au milieu,
											vous voyez qu'il croise
15 voies de circulation.
											Vous ne serez pas surpris d'apprendre
											qu'il y a cinq fois plus d'accidents
impliquant des piétons à Brasília
											qu'en moyenne en ville aux États-Unis.
											Les gens sont ingénieux.
											Ils trouveront toujours
la route avec peu de friction
											pour gagner de l'argent ou du temps.
									",What can we learn from shortcuts?,Tom Hulme,7:20,"architecture,cities,community,environment,design,product design,potential,society,public spaces,urban planning"
