en,fr,pt,tr,title,speaker,duration,tags
"
","
","
","
",Architectural secrets of the world's ancient wonders,Brandon Clifford,4:22,"TED Fellows,design,architecture,innovation,beauty,creativity,society,history,culture"
"
											Do you think the things we build today
											will be considered wonders in the future?
											Think of Stonehenge,
											the Pyramids,
											Machu Picchu and Easter Island.
											Now, they're all pretty different
from what we're doing today,
											with those massive stones,
											assembled in complex
but seemingly illogical ways,
											and all traces of their construction
											erased,
											shrouding them in mystery.
											It seems like people could not
have possibly built these things,
											because people didn't.
											They were carefully crafted
by a primordial race of giants
											known as Cyclops.
									","
											Nos constructions d'aujourd'hui
											deviendront-elles des merveilles 
à l'avenir ?
											Pensez à Stonehenge,
											aux pyramides,
											au Machu Picchu
et à l'Île de Pâques.
											Tous sont très différents
de ce que nous faisons aujourd'hui
											avec leurs pierres gigantesques,
											assemblées de façon complexe
et illogique à nos yeux,
											et toutes traces de leur construction
											effacées,
											les enveloppant de mystère.
											Il nous paraît impossible
que des hommes les aient construits,
											car ce n'était pas le cas.
											Ils furent édifiés avec soin
par une race primitive de géants
											appelés les Cyclopes.
									","
											Acham que as coisas que hoje construímos
											poderão ser consideradas
como maravilhas no futuro?
											Pensem em Stonehenge,
											nas pirâmides,
											em Machu Pichu
											e na Ilha da Páscoa.
											Todas são muito diferentes
do que estamos a fazer hoje em dia,
											com aquelas pedras maciças,
											reunidas de forma complexa
mas aparentemente ilógica,
											e todos os vestígios da sua construção
											apagados,
											envolvendo-as em mistério.
											Parece impossível que as pessoas
tenham conseguido construir estas coisas,
											porque não foram
as pessoas que as fizeram.
											Elas foram cuidadosamente feitas
por uma raça primordial de gigantes
											conhecidos como Ciclopes.
									","
											Sizce bugün inşa ettiğimiz tüm bu şeyler
											geleceğin harikaları olacak mı?
											Stonehenge'i düşünün.
											Piramitler'i,
											Machu Picchu'yu ve Paskalya Adası'nı.
											Bugün yaptıklarımızdan oldukça farklılar,
											o devasa taşlar,
											Karmaşık ama görünüşte
mantıksız yollarla bir araya getirilmiş.
											Yapımlarına dair her şey ise...
											silinmiş,
											yerini gizeme bırakmış.
											Bunları, insanların inşa etmiş olması
imkânsız görünüyor
											çünkü insanlar yapmadı.
											İlkel bir devler ırkı tarafından
özenle işlendiler,
											namıdiğer Kikloplar tarafından.
									",Architectural secrets of the world's ancient wonders,Brandon Clifford,4:22,"TED Fellows,design,architecture,innovation,beauty,creativity,society,history,culture"
"
","
","
","
",Architectural secrets of the world's ancient wonders,Brandon Clifford,4:22,"TED Fellows,design,architecture,innovation,beauty,creativity,society,history,culture"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									","
											(Kahkahalar)
									",Architectural secrets of the world's ancient wonders,Brandon Clifford,4:22,"TED Fellows,design,architecture,innovation,beauty,creativity,society,history,culture"
"
","
","
","
",Architectural secrets of the world's ancient wonders,Brandon Clifford,4:22,"TED Fellows,design,architecture,innovation,beauty,creativity,society,history,culture"
"
											And I've been collaborating
with these monsters
											to learn their secrets
for moving those massive stones.
											And as it turns out,
Cyclops aren't even that strong.
											They're just really smart
about getting material to work for them.
									","
											Et j'ai collaboré avec ces monstres,
											apprenant leurs secrets
pour déplacer ces énormes pierres.
											Il s'avère que les Cyclopes
ne sont pas si forts que ça.
											Ils sont juste très ingénieux
avec leurs matériaux.
									","
											Tenho colaborado com estes monstros
											para saber os segredos deles
para a movimentação destas pedras enormes.
											Ao que parece, os Ciclopes
nem sequer são assim tão fortes.
											São é muito espertos, por conseguirem
que o material trabalhe por eles.
									","
											Bu dev taşları nasıl taşıdıkları
sırrını öğrenmek için
											bu canavarlarla iş birliği içindeyim.
											Anlaşılan Kikloplar
o kadar güçlü değiller.
											Eldeki materyalden faydalanma
konusunda çok zekiler sadece.
									",Architectural secrets of the world's ancient wonders,Brandon Clifford,4:22,"TED Fellows,design,architecture,innovation,beauty,creativity,society,history,culture"
"
","
","
","
",Architectural secrets of the world's ancient wonders,Brandon Clifford,4:22,"TED Fellows,design,architecture,innovation,beauty,creativity,society,history,culture"
"
											Now, the videos you see behind me
of large, stone-like, wobbly creatures
											are the results of this collaboration.
											OK, so Cyclops might be
a mythical creature,
											but those wonders are still real.
											People made them.
											But they also made the myths
that surround them,
											and when it comes to wonders,
there's this thick connective tissue
											between mythology and reality.
									","
											Les créatures pierreuses bancales 
que vous voyez derrière moi
											sont le fruit de cette collaboration.
											OK, les Cyclopes sont
des créatures mythiques,
											mais ces merveilles sont bien réelles.
											Des gens les ont créées.
											Mais ils ont aussi créé 
les mythes qui les entourent.
											Et quand on parle de merveilles,
il y a un épais tissu connectif
											entre mythologie et réalité.
									","
											Os vídeos que veem atrás de mim,
de enormes criaturas trémulas, de pedra,
											são o resultado desta colaboração.
											Ok, os Ciclopes poderão ser
criaturas míticas,
											mas aquelas maravilhas são reais.
											Foram as pessoas que as fizeram.
											Mas também fizeram
os mitos que as rodeiam,
											e no que toca a maravilhas,
há um tecido conjuntivo espesso
											entre a mitologia e a realidade.
									","
											Arkamda gördüğünüz videoda büyük,
taş benzeri, eğri büğrü şeyler var,
											Bunlar iş birliğinin sonuçları.
											Tamam, Kikloplar efsane olabilir
											ama bu mucizeler hâlâ gerçek.
											Onları insanlar yarattı.
											Tıpkı onları çevreleyen efsaneler gibi.
											Harikalara gelirsek...
mitoloji ve gerçeklik arasında
											çok kalın bir bağlantı var.
									",Architectural secrets of the world's ancient wonders,Brandon Clifford,4:22,"TED Fellows,design,architecture,innovation,beauty,creativity,society,history,culture"
"
","
","
","
",Architectural secrets of the world's ancient wonders,Brandon Clifford,4:22,"TED Fellows,design,architecture,innovation,beauty,creativity,society,history,culture"
"
											Take Easter Island, for example.
											When the Dutch explorers
first encountered the island,
											they asked the people of Rapa Nui
											how their ancestors could have possibly
moved those massive statues.
											And the Rapa Nui said,
											""Our ancestors didn't move the statues,
											because the statues walked themselves.""
									","
											L'Île de Pâques, par exemple.
											Quand les explorateurs hollandais
découvrirent l'île,
											ils demandèrent aux habitants de Rapa Nui
											comment leurs ancêtres avaient pu déplacer
ces gigantesques statues.
											Les Rapa Nui ont répondu :
											« Nos ancêtres n'ont pas déplacé
les statues,
											les statues marchèrent d'elles-mêmes. »
									","
											Vejam a Ilha da Páscoa, por exemplo.
											Quando os exploradores holandeses
encontraram a ilha,
											perguntaram ao povo Rapa Nui
											como é que os antepassados deles
tinham conseguido mover
											aquelas estátuas enormes.
											E os Rapa Nui disseram:
											""Os nossos antepassados
não moveram as estátuas
											""porque as estátuas
andaram por si mesmas.""
									","
											Örneğin Paskalya Adası.
											Hollandalı kaşifler
adaya ilk ayak bastıklarında
											Rapa Nui halkına
											atalarının bu devasa taşları 
nasıl oynatabildiğini sordular.
											Rapa Nuililer şöyle dedi:
											""Atalarımız taşları oynatmadı,
											taşlar kendi kendine yürüdü.""
									",Architectural secrets of the world's ancient wonders,Brandon Clifford,4:22,"TED Fellows,design,architecture,innovation,beauty,creativity,society,history,culture"
