en,tr,fr,es,title,speaker,duration,tags
"
","
","
","
","The Resistance | Think Like A Coder, Ep 2",Alex Rosenthal,5:54,"animation,TED-Ed,education,code,programming,robots,computers,robot"
"
											After breaking Ethic out of prison,
											Hedge flies them both towards 
a frontier settlement
											in the shadow of the Bradbarrier, 
the great wall that encircles the nation.
									","
											Etik'i hapishaneden kaçırdıktan sonra
											Hedge onları, tüm ülkeyi çevreleyen
											büyük duvar Bradbarrier'in gölgesindeki 
sınır yerleşkesine uçuruyor.
									","
											Après avoir fait sortir Éthique de prison,
											Hedge les fait tous deux voler
vers un baraquement frontalier
											à l'ombre de la barrière Brad,
la grande muraille encerclant la nation.
									","
											[Piensa como un programador]
											[Episodio 2: La Resistencia]
											Después de sacar a Ética de prisión,
											Hedge los lleva a ambos
hacia un asentamiento fronterizo
											a la sombra de Bradbarrier,
la gran muralla que rodea la nación.
									","The Resistance | Think Like A Coder, Ep 2",Alex Rosenthal,5:54,"animation,TED-Ed,education,code,programming,robots,computers,robot"
"
","
","
","
","The Resistance | Think Like A Coder, Ep 2",Alex Rosenthal,5:54,"animation,TED-Ed,education,code,programming,robots,computers,robot"
"
											All the settlers there will soon gather 
for the monthly feeding.
											The people of the wall spend their days 
gathering up works of art and literature,
											from all across the land.
											On feeding day, the furnace-bots arrive, 
ravenous.
											If they eat, the lights stay on, 
and the food gets delivered.
											If they starve, the people do too.
									","
											Bölge sakinleri birazdan 
aylık gıda dağıtımı için toplanacaklar.
											Duvarın insanları, tüm ülkedeki
											sanat ve edebiyat eserlerini
toplayarak günlerini geçiriyorlar.
											Gıda dağıtımı gününde, 
aç gözlü fırın-robotlar geliyor.
											Eğer yerlerse ışıklar açık kalıyor 
ve yemek teslim ediliyor.
											Eğer aç kalırlarsa,
insanlar da aç kalıyor.
									","
											Tous les habitants vont bientôt se réunir
pour le ravitaillement mensuel.
											Les gens du mur passent leurs journées
											à réunir des œuvres
artistiques et littéraires
											venant de tout le pays.
											Le jour du ravitaillement,
les robots fourneaux arrivent, affamés.
											S'ils mangent, les lumières
restent allumées
											et la nourriture est livrée.
											S'ils meurent de faim,
les gens subissent le même sort.
									","
											Todos los colonos se reunirán
pronto para la alimentación mensual.
											La gente en el muro pasa sus días
reuniendo obras de arte y de literatura
											de todo el país.
											El día de la alimentación, llegan
los hornos-bots, hambrientos.
											Si comen, las luces se mantienen
encendidas y la comida es repartida.
											Si pasan hambre, la gente también.
									","The Resistance | Think Like A Coder, Ep 2",Alex Rosenthal,5:54,"animation,TED-Ed,education,code,programming,robots,computers,robot"
"
","
","
","
","The Resistance | Think Like A Coder, Ep 2",Alex Rosenthal,5:54,"animation,TED-Ed,education,code,programming,robots,computers,robot"
"
											Hedge’s fuel supply runs out just as he 
and Ethic reach the outskirts of town,
											and they come in for a crash landing.
											Luckily, everyone is too busy preparing 
for the feeding to notice.
									","
											Etik ile tam şehrin yakınlarına 
geldiklerinde Hedge'in yakıtı bitiyor
											ve mecburi iniş yapıyorlar.
											Şans eseri herkes onları fark edemeyecek
kadar dağıtıma hazırlanmakla meşgul.
									","
											Hedge tombe en panne d'essence
											alors qu'Éthique et lui atteignent
les abords du village
											et ils font un atterrissage forcé.
											Heureusement,
tout le monde est trop occupé
											à préparer le ravitaillement
pour le remarquer.
									","
											El suministro de combustible de Hedge
se agota junto cuando él y Ética
											llegan a las afueras de la ciudad
											y entran para un aterrizaje forzoso.
											Por suerte, todos están muy ocupados
preparando la alimentación para notarlo.
									","The Resistance | Think Like A Coder, Ep 2",Alex Rosenthal,5:54,"animation,TED-Ed,education,code,programming,robots,computers,robot"
"
","
","
","
","The Resistance | Think Like A Coder, Ep 2",Alex Rosenthal,5:54,"animation,TED-Ed,education,code,programming,robots,computers,robot"
"
											Today’s feeding is where Ethic 
can find the leader
											of an underground resistance movement.
											This person knows the location of the 
first of three powerful artifacts.
											The problem is, Hedge and 
Ethic don’t know
											the resistance leader’s name 
or appearance.
											But Hedge has gathered the 
following information:
									","
											Bugünün gıda dağıtımı, 
Etik'in gizli bir direniş hareketinin
											liderini bulacağı yerde yapılıyor.
											Bu kişi, üç güçlü eserden 
ilkinin yerini biliyor.
											Problem şu ki, Hedge ve Etik
											direniş liderinin ismini 
ya da görünüşünü bilmiyor.
											Ancak Hedge şu bilgileri topladı:
									","
											C'est au ravitaillement du jour
qu'Éthique pourra trouver le chef
											d'un mouvement de résistance clandestin.
											Cette personne connaît l'emplacement
du premier des trois puissants artefacts.
											Le problème est que
Hedge et Éthique ignorent
											le nom ou l'apparence
du chef de la résistance.
											Mais Hedge a collecté
les informations suivantes.
									","
											La alimentación de hoy es donde
Ética puede encontrar al líder
											del movimiento de resistencia clandestino.
											Esta persona conoce la localización del
primero de tres poderosos artefactos.
											El problema es que Hedge y Ética no saben
											el nombre del líder de
la resistencia ni su apariencia.
											Pero Hedge ha reunido
la siguiente información:
									","The Resistance | Think Like A Coder, Ep 2",Alex Rosenthal,5:54,"animation,TED-Ed,education,code,programming,robots,computers,robot"
"
","
","
","
","The Resistance | Think Like A Coder, Ep 2",Alex Rosenthal,5:54,"animation,TED-Ed,education,code,programming,robots,computers,robot"
"
											The leader has green eyes.
											If the leader has red hair, their name has
at least one consecutive double letter.
											If the leader wear glasses, 
their name has exactly 2 vowels.
											Otherwise, their name has 
exactly 3 vowels.
											There is exactly one person for whom 
these are all true.
									","
											Lider yeşil gözlü.
											Eğer lider kızıl saçlıysa, isminde en az
bir ardışık çift harf bulunuyor.
											Eğer lider gözlük takıyorsa
isminde kesinlikle 2 sesli harf var.
											Aksi taktirde isminde
tam olarak 3 sesli harf var.
											Tüm bunların eşleştiği
sadece bir kişi var.
									","
											Leur chef a les yeux verts.
											Si le chef a les cheveux roux,
											son nom a au moins deux lettres
consécutives identiques.
											Si le chef porte des lunettes,
son nom a exactement deux voyelles.
											Sinon, son nom
a exactement trois voyelles.
											Il y a exactement une personne
pour qui tout cela est vrai.
									","
											El líder tiene ojos verdes.
											Si el líder tiene el pelo rojo, su nombre
tiene al menos una letra doble consecutiva
											Si el líder lleva gafas, su nombre
tiene exactamente 2 vocales.
											De otro modo, su nombre
tiene exactamente 3 vocales.
											Hay exactamente un persona
para la que todo esto es cierto.
									","The Resistance | Think Like A Coder, Ep 2",Alex Rosenthal,5:54,"animation,TED-Ed,education,code,programming,robots,computers,robot"
