en,es,pt,fr,de,title,speaker,duration,tags
"
","
","
","
","
",The attitudes that sparked Arab Spring,Dalia Mogahed,14:32,"Egypt,TEDx,data,economics,protests,women"
"
											My talk today is about something
											maybe a couple of you have already heard about.
											It's called the Arab Spring.
											Anyone heard of it?
									","
											Mi charla de hoy es sobre algo
											de lo que algunos tal vez hayan oído hablar:
											la primavera árabe.
											¿Alguien sabe algo de eso?
									","
											A minha palestra hoje é sobre algo
											de que talvez alguns de vós já ouviram falar.
											Chama-se a Primavera Árabe.
											Já alguém ouviu falar?
									","
											Mon exposé d'aujourd'hui traite d'une chose
											dont peut-être certains parmi vous ont déjà entendu parler.
											C'est ce qu'on appelle le printemps arabe.
											Quelqu'un en a entendu parler ?
									","
											In meinem heutigen Vortrag dreht es sich um etwas,
											wovon einige von Ihnen vielleicht schon gehört haben,
											vom sogenannten ""Arabischer Frühling"".
											Hat jemand schon davon gehört?
									",The attitudes that sparked Arab Spring,Dalia Mogahed,14:32,"Egypt,TEDx,data,economics,protests,women"
"
","
","
","
","
",The attitudes that sparked Arab Spring,Dalia Mogahed,14:32,"Egypt,TEDx,data,economics,protests,women"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Beifall)
									",The attitudes that sparked Arab Spring,Dalia Mogahed,14:32,"Egypt,TEDx,data,economics,protests,women"
"
","
","
","
","
",The attitudes that sparked Arab Spring,Dalia Mogahed,14:32,"Egypt,TEDx,data,economics,protests,women"
"
											So in 2011, power shifted,
											from the few to the many,
											from oval offices to central squares,
											from carefully guarded airwaves
											to open-source networks.
											But before Tahrir was a global symbol of liberation,
											there were representative surveys
											already giving people a voice
											in quieter but still powerful ways.
									","
											En 2011, el poder pasó,
											de algunas personas a muchas,
											de oficinas ovales a plazas,
											de ondas custodiadas
											a redes libres.
											Pero antes de que Tahrir fuera un símbolo global de liberación,
											existían encuestas representativas
											que ya estaban dándole una voz a la gente
											de maneras más discretas, pero igual de poderosas.
									","
											Então, em 2011, o poder mudou de direção,
											dos poucos para os numerosos,
											dos escritórios ovais para as praças centrais,
											de ondas sonoras cuidadosamente protegidas
											a redes de acesso público.
											Mas antes de Tahrir ser um 
símbolo mundial de libertação,
											houve sondagens representativas
											que já davam voz ao povo
											de formas silenciosas mas poderosas.
									","
											Donc, en 2011, le pouvoir est passé,
											des mains d'une minorité au peuple,
											des bureaux ovales aux grandes places,
											des ondes soigneusement surveillées
											aux réseaux open-source.
											Mais avant que Tahrir ne soit un symbole mondial de libération,
											il y a eu des enquêtes représentatives
											qui permettaient déjà aux gens de s'exprimer
											de manière plus silencieuse mais néanmoins puissante.
									","
											2011 verlagerte sich die Macht
											von wenigen zu vielen Menschen,
											von ovalen Büros zu zentralen Plätzen,
											von sorgfältig gehüteten Kommunikationskanälen
											zu freien Netzwerken.
											Doch bevor Tahrir zu einem globalen Symbol der Befreiung wurde,
											gaben repräsentative Umfragen bereits
											auf viel leisere, aber doch einflussreiche Art
											Menschen eine Stimme.
									",The attitudes that sparked Arab Spring,Dalia Mogahed,14:32,"Egypt,TEDx,data,economics,protests,women"
"
","
","
","
","
",The attitudes that sparked Arab Spring,Dalia Mogahed,14:32,"Egypt,TEDx,data,economics,protests,women"
"
											I study Muslim societies around the world at Gallup.
											Since 2001,
											we've interviewed hundreds of thousands of people —
											young and old, men and women,
											educated and illiterate.
											My talk today draws on this research
											to reveal why Arabs rose up
											and what they want now.
									","
											En Gallup, estudio las sociedades musulmanas de todo el mundo.
											Desde 2001,
											hemos entrevistado a cientos de miles de personas:
											viejos y jóvenes, hombres y mujeres,
											con y sin educación.
											Mi charla de hoy parte de esta investigación
											para explicar la rebelión de los árabes
											y qué es lo que quieren ahora.
									","
											Eu estudo as sociedades 
muçulmanas pelo mundo, na Gallup.
											Desde 2001,
											já entrevistámos centenas 
de milhares de pessoas –
											novas e velhas, homens e mulheres,
											instruídas e analfabetas.
											A minha palestra hoje reflete esta pesquisa,
											revelando o porquê dos 
árabes se terem erguido
											e o que querem agora.
									","
											J'étudie les sociétés musulmanes à travers le monde pour Gallup.
											Depuis 2001,
											nous avons interrogé des centaines de milliers de personnes,
											jeunes et vieux, hommes et femmes,
											instruits et analphabêtes.
											Mon exposé d'aujourd'hui s'appuie sur cette recherche
											pour révéler pourquoi les Arabes se sont soulevés
											et ce qu'ils veulent maintenant.
									","
											Ich erforsche weltweit muslimische Gesellschaften für Gallup.
											Seit 2001
											haben wir hunderttausende von Leuten interviewt –
											junge und alte, Männer und Frauen,
											Gebildete und Analphabeten.
											Mein Vortrag heute basiert auf diesen Forschungen
											um zu erklären, wieso die Araber aufbegehrten
											und was sie nun wollen.
									",The attitudes that sparked Arab Spring,Dalia Mogahed,14:32,"Egypt,TEDx,data,economics,protests,women"
"
","
","
","
","
",The attitudes that sparked Arab Spring,Dalia Mogahed,14:32,"Egypt,TEDx,data,economics,protests,women"
"
											Now this region's very diverse,
											and every country is unique.
											But those who revolted
											shared a common set of grievances
											and have similar demands today.
											I'm going to focus a lot of my talk on Egypt.
											It has nothing to do with the fact that I was born there, of course.
											But it's the largest Arab country
											and it's also one with a great deal of influence.
											But I'm going to end by widening the lens to the entire region
											to look at the mundane topics
											of Arab views of religion and politics
											and how this impacts women,
											revealing some surprises along the way.
									","
											Esta región es muy diversa
											y cada país es único.
											Pero aquellos que se revelaron
											compartían quejas
											y hoy en día tienen demandas similares.
											Voy a centrar gran parte de mi charla en Egipto.
											Por supuesto, no tiene nada que ver que haya nacido allí.
											Pero es el mayor país árabe
											y también uno de los que tienen más influencia.
											Pero terminaré ampliando la visión que se tiene de la región
											para tratar los temas mundanos
											de las visiones religiosas y políticas árabes
											y cómo esto afecta a las mujeres,
											lo que revela algunas sorpresas en el camino.
									","
											Esta região é muito diversificada
											e cada país é único.
											Mas os que se rebelaram
											partilhavam um sentimento 
comum de insatisfação
											e têm hoje exigências semelhantes.
											Vou concentrar grande parte 
da minha palestra no Egito.
											Não tem nada a ver com o facto 
de lá ter nascido, claro.
											Mas é o maior país árabe
											e tem também uma grande dose de influência.
											Mas vou concluir ampliando 
o foco a toda a região,
											olhando para os temas mundanos
											da visão árabe sobre a religião e a política
											e de que forma isto causa impacto nas mulheres,
											revelando algumas surpresas pelo caminho.
									","
											Cette région est très diversifiée,
											et chaque pays est unique.
											Mais ceux qui se sont révoltés
											partagaient un ensemble commun de griefs
											et ont des exigences similaires aujourd'hui.
											Je vais consacrer une grande partie de mon exposé à l'Egypte.
											Cela n'a rien à voir avec le fait que j'y suis née, bien sûr.
											Mais c'est le plus grand pays arabe
											et c'est aussi un pays qui a beaucoup d'influence.
											Enfin, je concluerai en élargissant la perspective à toute la région
											pour examiner les thèmes banals
											de la religion et de la politique du point de vue des Arabes
											et comment cela impacte les femmes,
											en révélant au passage quelques surprises.
									","
											Diese Region ist sehr heterogen
											und jedes Land einzigartig.
											Doch die Rebellierenden
											klagten ähnliche Missstände an
											und haben heute ganz ähnliche Forderungen.
											Ein Großteil des Vortrags wird sich um Ägypten drehen.
											Das hat natürlich nichts damit zu tun, dass ich dort geboren bin.
											Doch es ist das größte arabische Land
											und ist auch eines mit großem Einfluss.
											Doch abschließen werde ich den Vortrag mit einem Blick auf die ganze Region.
											Wir wollen uns alltägliche Themen
											wie die arabische Sicht auf Religion und Politik anschauen
											und wie dies Frauen beeinflusst,
											was einige Überraschungen birgt.
									",The attitudes that sparked Arab Spring,Dalia Mogahed,14:32,"Egypt,TEDx,data,economics,protests,women"
