es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",Imaging at a trillion frames per second,Ramesh Raskar,11:02,"innovation,invention,photography,technology"
"
											Doc Edgerton nos inspiró asombro y curiosidad
											con esta foto de una bala que atraviesa una manzana
											en una exposición de solo una millonésima de segundo.
											Pero ahora, 50 años más tarde, podemos ir un millón de veces más rápido
											y ver el mundo no a un millón
											o a mil millones,
											sino a un billón de cuadros por segundo.
									","
											Doktor Edgerton, saniyenin milyonda biri aralığında çektiği
											elmayı delip geçen kurşun fotoğrafıyla hepimize
											merak içinde ilham verdi.
											Fakat şimdi, 50 yıl sonra, milyon kat daha yüksek hızlara çıkabiliyoruz.
											Ve dünyayı milyon değil,
											milyar değil,
											saniyede bir trilyon kare hız ile görebiliyoruz.
									","
											Doc Edgerton nous a impressionnés et intrigués
											avec cette photo d'une balle qui transperce une pomme,
											en un temps de pose d'un millionième de seconde.
											Maintenant, 50 ans plus tard, nous pouvons aller un million de fois plus vite
											et voir le monde non pas à un million
											ou un milliard,
											mais un trillion d'images par seconde.
									","
											Doc Edgerton hat uns 
mit Ehrfurcht und Neugier erfüllt,
											mit diesem Foto auf dem 
ein Projektil einen Apfel durchbohrt
											und mit einer Belichtungszeit 
von nur einer millionstel Sekunde.
											Aber jetzt, 50 Jahre später,
sind wir eine Million Mal schneller
											und sehen die Welt nicht mit einer Million
											oder einer Milliarde,
											sondern einer Billion Bildern pro Sekunde.
									",Imaging at a trillion frames per second,Ramesh Raskar,11:02,"innovation,invention,photography,technology"
"
","
","
","
",Imaging at a trillion frames per second,Ramesh Raskar,11:02,"innovation,invention,photography,technology"
"
											Les presento un nuevo tipo de fotografía:
											la femtofotografía;
											una nueva técnica tan rápida
											que puede crear videos en cámara lenta de la luz en movimiento.
											Y con eso podemos crear cámaras
											que pueden ver tras los rincones,
											más allá de la línea de visión,
											o ver el interior del cuerpo sin usar rayos X,
											y desafían realmente la idea de cámara.
									","
											Sizlere yeni bir fotoğrafçılık türü sunuyorum,
											femto-fotoğrafçılık,
											yeni bir görüntüleme tekniği. O kadar hızlı ki
											hareket halindeki ışığı yavaş çekim görüntüleyebiliyor.
											Bunu kullanarak, görüş alanının ötesinde,
											köşeleri dönüp görüntüleyebilen
											kameralar üretebiliriz.
											Ya da X-ray kullanmadan vücudumuzu görüntüleyebilen.
											Kameranın anlamının sınırlarını zorluyoruz.
									","
											Je vous présente un nouveau type de photographie,
											la femto-photographie,
											une nouvelle technique d'imagerie tellement rapide
											qu'elle peut créer une vidéo au ralenti de la lumière en mouvement.
											Avec ça, nous pouvons créer des appareils photo
											qui peuvent regarder dans les coins,
											derrière la ligne de vision
											ou voir à l'intérieur de notre corps sans rayons X,
											et vraiment défier notre conception d’un appareil photo.
									","
											Ich stelle Ihnen eine neue Art der Fotografie vor,
											die Femto-Fotografie,
											eine neue Abbildungstechnik, 
die so schnell ist,
											dass sie Zeitlupenaufnahmen 
von Licht in Bewegung erstellen kann.
											Und damit können wir Kameras bauen,
											die abseits unseres Sichtbereichs
											um Ecken schauen
											oder ohne ein Röntgenbild 
in unseren Körper hineinsehen können
											und wirklich in Frage stellen, 
was wir mit ""Kamera"" meinen.
									",Imaging at a trillion frames per second,Ramesh Raskar,11:02,"innovation,invention,photography,technology"
"
","
","
","
",Imaging at a trillion frames per second,Ramesh Raskar,11:02,"innovation,invention,photography,technology"
"
											Si tomo un puntero láser y lo enciendo y apago
											en una billonésima de segundo
											—o sea, en varios femtosegundos—
											crearé un paquete de fotones
											de apenas un milímetro de ancho
											y ese paquete de fotones, esa bala,
											viajará a la velocidad de la luz,
											y, nuevamente, un millón de veces más rápido que una bala común.
											Si tomamos esa bala y este paquete de fotones
											y disparamos en esta botella,
											¿Cómo se dispersan esos fotones dentro de esta botella?
											¿Cuál es el aspecto de la luz en cámara lenta?
									","
											Şimdi, eğer bir lazer işaretçisini saniyenin trilyonda biri süresince
											açıp kapatırsam,
											ki bu birkaç femtosaniye eder —
											Hemen hemen bir milimetre genişliğinde
											bir foton paketi yaratmış olacağım.
											Ve bu foton paketi, bu kurşun,
											ışık hızında, normal kurşundan
											milyonlarca kat daha hızlı gidecek.
											Eğer bu kurşunu, foton paketini alıp
											bu şişeye ateş ettiğimizde,
											bu fotonlar şişenin içinde nasıl davranacak?
											Işık yavaş çekimde nasıl gözüküyor?
									","
											Si je prends un pointeur laser et je l'allume et je l'éteins
											dans l'espace d'un trillion de secondes,
											ce qui représente plusieurs femtosecondes,
											je crée un paquet de photons
											d’à peine un millimètre de largeur,
											et ce paquet de photons, cette balle,
											voyagera à la vitesse de la lumière,
											et, encore une fois, un million de fois plus vite qu'une balle ordinaire.
											Si vous prenez cette balle et ce paquet de photons
											et que vous tirez dans cette bouteille,
											comment ces photons iront-ils se fracasser dans cette bouteille ?
											A quoi ressemble la lumière au ralenti ?
									","
											Wenn ich jetzt einen Laserpointer nehme und ihn
											in einer billionstel Sekunde an- und ausschalte –
											das sind mehrere Femtosekunden –,
											erschaffe ich ein Paket von Photonen,
											das kaum einen Millimeter breit ist
											und dieses Photonen-Paket, dieses Projektil,
											wird sich in Lichtgeschwindigkeit fortbewegen,
											und – wie gesagt – eine Million Mal 
schneller als ein normales Projektil.
											Also, wenn Sie dieses Projektil, 
dieses Photonen-Paket nehmen
											und es in diese Flasche hinein schießen,
											wie werden diese Photonen 
in der Flasche brechen?
											Wie sieht Licht in Zeitlupe aus?
									",Imaging at a trillion frames per second,Ramesh Raskar,11:02,"innovation,invention,photography,technology"
"
","
","
","
",Imaging at a trillion frames per second,Ramesh Raskar,11:02,"innovation,invention,photography,technology"
"
											Ahora, todo esto... (Aplausos)
											(Aplausos)
									","
											Şimdi, bütün olay — (Alkış)
											(Alkışlar)
									","
											Tout l'évènement ... (Applaudissements)
											(Applaudissements)
									","
											Also, dieses ganze Ereignis – (Applaus)
											(Applaus)
									",Imaging at a trillion frames per second,Ramesh Raskar,11:02,"innovation,invention,photography,technology"
"
","
","
","
",Imaging at a trillion frames per second,Ramesh Raskar,11:02,"innovation,invention,photography,technology"
"
											Recuerden que todo esto
											ocurre efectivamente en menos de un nanosegundo
											—es lo que tarda en viajar la luz—
											pero este video está 10 mil millones de veces más lento
											para que puedan ver la luz en movimiento.
									","
											Unutmayın, bütün olay
											bir nanosaniyeden daha kısa bir sürede gerçekleşiyor.
											— bu ışığın hareket etmesi için gerekli olan süre —
											ama bu videoyu 10 milyar kez yavaşlatıyorum ki
											ışığı hareket halinde görebilelim.
									","
											Rappelez-vous, tout l'évènement
											se déroule en fait en moins d’une nanoseconde,
											c'est la vitesse de la lumière,
											mais je ralentis la vidéo de 10 milliards de fois
											pour que vous puissiez voir la lumière en mouvement.
									","
											Also, denken Sie daran, das ganze Ereignis
											dauert tatsächlich weniger als eine Nanosekunde
											– so lang braucht das Licht, 
um diese Strecke zurückzulegen –,
											aber ich verlangsame dieses Video 
um den Faktor 10 Milliarden,
											damit Sie das Licht in Bewegung sehen können.
									",Imaging at a trillion frames per second,Ramesh Raskar,11:02,"innovation,invention,photography,technology"
