es,pt,fr,de,title,speaker,duration,tags
"
","
","
","
",A new way to diagnose autism,Ami Klin,19:44,"Autism spectrum disorder,TEDx,cognitive science,mental health,psychology,science,medicine,medical research,disability,brain,biology,health,children,neuroscience,monkeys,mind,public health,genetics,empathy"
"
											Siempre quise convertirme
											en un laboratorio ambulante
de compromiso social,
											para hacerme eco de los sentimientos,
pensamientos, intenciones
											y motivaciones de otras personas
al estar con ellas.
											Como científico, siempre quise
medir esa repercusión,
											ese sentido del otro
que sucede tan rápido,
											en un abrir y cerrar de ojos.
											Intuimos los sentimientos
de otras personas.
											Sabemos el significado 
de sus acciones
											incluso antes de que sucedan.
											Siempre estamos en esa
posición de ser
											objeto de la subjetividad
de otro.
											Siempre lo hacemos. No podemos 
dejarlo de lado.
											Es tan importante que
las herramientas usadas
											para entendernos,
para entender
											el mundo alrededor de ellos,
está determinado por esa posición.
											Somos sociales hasta la médula.
									","
											Eu sempre quis ser
											um laboratório ambulante 
de compromisso social,
											para repercutir os sentimentos, 
pensamentos, intenções,
											motivações das outras pessoas, 
estando com elas.
											Enquanto cientista, sempre 
quis medir essa ressonância,
											essa perceção do outro que 
acontece tão rapidamente,
											num piscar de olhos.
											Nós pressentimos os sentimentos 
das outras pessoas.
											Nós conhecemos o significado das suas ações
											mesmo antes de acontecerem.
											Estamos sempre na posição de sermos
											objeto da subjetividade de outra pessoa.
											Estamos sempre a fazer isso. 
Não conseguimos parar.
											É muito importante que 
as ferramentas que usamos
											para nos compreendermos, 
para compreendermos
											o mundo à sua volta, 
sejam delineadas por essa premissa.
											Temos uma natureza sociável.
									","
											J'ai toujours voulu devenir
											un laboratoire vivant d'échanges sociaux
											pour exprimer les sentiments des autres, leurs pensées,
											leurs intentions, leurs motivations, simplement en étant avec eux.
											En tant que scientifique, j'ai toujours voulu mesurer cette résonance,
											cette sensation de l'autre qui se produit si vite,
											en un clignement de paupière.
											On connait intuitivement le ressenti des autres.
											On sait ce qu'ils veulent faire
											même avant qu'ils ne le fassent.
											On est toujours sur le point d'être
											le sujet de la subjectivité de quelqu'un.
											On le fait tout le temps. On ne peut pas s'en empêcher.
											C'est tellement important, que les mêmes outils que l'on utilise
											pour nous comprendre nous-même, pour comprendre
											le monde autour des autres, ne forment qu'un point de vue.
											Nous sommes un noyau social.
									","
											Ich wollte schon immer
											ein lebendes Labor für 
soziales Engagement werden,
											die Gefühle und Gedanken 
anderer Menschen aufnehmen,
											ihre Absichten und Beweggründe, 
während ich mit ihnen zusammen bin.
											Als Wissenschaftler wollte ich immer 
schon diese Schwingungen messen,
											dieses Gespür für das Andere, 
das so schnell passiert,
											in einem Augenblick.
											Wir erkennen intuitiv 
die Gefühle anderer.
											Wir kennen die Bedeutung
											ihrer Handlungen 
bereits bevor sie passieren.
											Wir sind ständig der Auffassung,
											Gegenstand der Subjektivität 
anderer zu sein.
											Wir machen das andauernd. 
Wir können es einfach nicht abschütteln.
											Es ist so wichtig, dass 
genau die Methoden,
											die wir nutzen, um uns selbst 
zu verstehen, um die Welt
											um sie herum zu verstehen, 
durch diese Haltung geprägt sind.
											Wir sind bis aufs Mark sozial.
									",A new way to diagnose autism,Ami Klin,19:44,"Autism spectrum disorder,TEDx,cognitive science,mental health,psychology,science,medicine,medical research,disability,brain,biology,health,children,neuroscience,monkeys,mind,public health,genetics,empathy"
"
","
","
","
",A new way to diagnose autism,Ami Klin,19:44,"Autism spectrum disorder,TEDx,cognitive science,mental health,psychology,science,medicine,medical research,disability,brain,biology,health,children,neuroscience,monkeys,mind,public health,genetics,empathy"
"
											Mi viaje en el autismo
comenzó cuando vivía
											en una unidad residencial
para adultos con autismo.
											La mayoría de esos individuos
había pasado la mayor parte de su vida
											en hospitales para enfermos de larga duración. 
De esto hace mucho tiempo.
											Y para ellos, el autismo era devastador.
											Tenían profundas
discapacidades intelectuales.
											No hablaban. Pero por sobre todo,
											estaban extremadamente
aislados
											del mundo a su alrededor,
de su ambiente
											y de la gente.
											De hecho, en ese momento,
si uno entraba a una escuela
											para individuos con autismo,
se escuchaba mucho ruido,
											mucho alboroto, acciones,
gente haciendo cosas,
											pero siempre de forma individual.
											Pueden estar mirando
la luz en el techo,
											o estar aislados en una esquina,
											o tal vez envueltos en 
estos movimientos repetitivos,
											en movimientos autoestimulantes
que no los llevan a ningún lado.
											Muy, muy aislados.
									","
											A minha viagem pelo autismo 
começou quando vivia
											numa unidade residencial 
para adultos com autismo.
											A maioria destes indivíduos tinham 
passado a maior parte das suas vidas
											em hospitais para doentes crónicos.
Isto foi há muito tempo.
											E para eles, o autismo era arrasador.
											Eles tinham deficiências 
intelectuais profundas.
											Não falavam. Mas sobretudo,
											eles estavam espantosamente isolados
											do mundo à sua volta, do seu ambiente
											e das pessoas.
											Aliás, na altura, se entrassem numa escola
											para pessoas com autismo, 
ouviriam muito barulho,
											muita confusão, ações, 
pessoas a fazer coisas,
											mas estavam sempre a 
fazer coisas sozinhos.
											Podiam estar a olhar 
para uma lâmpada no teto,
											ou podiam estar isolados a um canto,
											ou estarem ocupados com 
movimentos repetitivos,
											em movimentos autoestimulantes 
que não os levavam a lado nenhum.
											Totalmente isolados.
									","
											Alors mon aventure dans le monde de l'autisme n'a vraiment commencé que lorsque j'ai vécu
											dans une résidence pour adultes souffrants d'autisme.
											La majorité de ces individus avaient passé la plupart de leur vie
											dans des hôpitaux de longue durée. C'était il y a longtemps.
											Et pour eux, l'autisme était dévastateur.
											Ils avaient de grandes difficultés intellectuelles.
											Ils ne parlaient pas. Mais plus que tout,
											ils étaient extrèmement isolés
											du monde les entourant, de leur environnement
											et des autres.
											En fait, à l'époque, si vous entriez dans une école
											pour personnes atteintes d'autisme, vous entendiez beaucoup de bruit,
											de remue-ménage, de gens qui bougent, qui font des choses,
											mais ils faisaient toujours ça dans leur coin.
											Ils regardaient peut ête une lumière au plafond,
											ou bien ils étaient isolés dans un coin,
											ou ils faisaient des mouvements répétitifs,
											des mouvements qui les stimulaient mais qui ne les amenaient nulle part.
											Très, très isolés.
									","
											Meine Reise in die Welt des 
Autismus begann also, als ich
											in einer Wohngruppe für 
Erwachsene mit Autismus lebte.
											Die meisten dieser Personen 
hatten einen Großteil ihres Lebens
											in Langzeiteinrichtungen von Krankenhäusern 
verbracht. Das ist lange her.
											Und für sie war 
Autismus verheerend.
											Sie hatten schwerwiegende
geistige Behinderungen.
											Sie sprachen nicht. 
Doch vor allem
											waren sie 
außergewöhnlich isoliert
											von der Welt um sie herum, 
von ihrer Umgebung
											und von den Menschen.
											In der Tat konnte man, 
wenn man damals in eine Schule
											für Menschen mit Autismus kam, 
eine Menge Lärm hören,
											viel Aufregung, Aktivitäten, 
Menschen in Aktion,
											doch immer nur 
jeder für sich.
											So schauten sie vielleicht 
eine Lampe an der Decke an,
											oder sie würden alleine 
in einer Ecke sitzen,
											oder sie würden sich monotonen 
Bewegungen hingeben,
											selbststimulierenden Bewegungen, 
die zu nichts führten.
											In höchstem Maße isoliert.
									",A new way to diagnose autism,Ami Klin,19:44,"Autism spectrum disorder,TEDx,cognitive science,mental health,psychology,science,medicine,medical research,disability,brain,biology,health,children,neuroscience,monkeys,mind,public health,genetics,empathy"
"
","
","
","
",A new way to diagnose autism,Ami Klin,19:44,"Autism spectrum disorder,TEDx,cognitive science,mental health,psychology,science,medicine,medical research,disability,brain,biology,health,children,neuroscience,monkeys,mind,public health,genetics,empathy"
"
											Ahora sabemos que el autismo
											es esta alteración, 
la alteración de esta resonancia
											de la que les hablo.
											Son habilidades de supervivencia.
											Habilidades que heredamos
											durante muchos, cientos de miles de años
											de evolución.
									","
											Bem, atualmente sabemos que o autismo
											é esta rutura, rutura da ressonância
											de que vos falo.
											São técnicas de sobrevivência.
											São técnicas de sobrevivência que herdámos
											ao longo de muitas 
centenas de milhares de anos
											de evolução.
									","
											Bien, maintenant on sait que l'autisme
											c'est cette interruption de la résonance
											dont je vous parle.
											Et ce sont des aptitudes de survie.
											Des aptitudes de survie dont nous avons hérité
											après des milliers et des milliers d'années
											d'évolution.
									","
											Nun wissen wir, dass Autismus
											eine Unterbrechung ist, 
die Unterbrechung der Resonanz,
											von der ich Ihnen berichte.
											Dies sind Überlebenstechniken,
											Überlebenstechniken, die wir
											über viele hunderttausende 
von Jahren
											der Evolution geerbt haben.
									",A new way to diagnose autism,Ami Klin,19:44,"Autism spectrum disorder,TEDx,cognitive science,mental health,psychology,science,medicine,medical research,disability,brain,biology,health,children,neuroscience,monkeys,mind,public health,genetics,empathy"
"
","
","
","
",A new way to diagnose autism,Ami Klin,19:44,"Autism spectrum disorder,TEDx,cognitive science,mental health,psychology,science,medicine,medical research,disability,brain,biology,health,children,neuroscience,monkeys,mind,public health,genetics,empathy"
"
											Como verán, los bebés nacen
en un estado de extrema fragilidad.
											Sin alguien que les cuide, 
no sobrevivirían,
											por lo que parece lógico
que la naturaleza los dotara de
											estos mecanismos 
de supervivencia.
											Ellos se dirigen al cuidador.
											Desde los primeros días
y semanas de vida,
											los bebés prefieren escuchar
sonidos humanos en vez solo
											sonidos del ambiente.
											Prefieren mirar a la gente
en vez de mirar cosas,
											e incluso mientras miran
a la gente,
											miran a los ojos, porque
											el ojo es la ventana a las experiencias 
de la otra persona,
											tanto es así que prefieren
mirar a gente
											que los está mirando y no
a quienes no lo hacen.
											Bien, se dirigen al cuidador o cuidadora.
											Quien cuida al bebé, lo busca
											Y es de esta coreografía
de refuerzo mutuo
											—de gran importancia para que aflore la mente—,
											depende la mente social, el cerebro social.
									","
											Sabem, os bebés nascem 
num estado de total fragilidade.
											Sem o prestador de cuidados
não sobreviveriam, por isso,
											faz sentido que a natureza os dotasse com
											estes mecanismos de sobrevivência.
											Eles dão orientação ao prestador de cuidados.
											Desde os primeiros dias 
e semanas de vida,
											os bebés preferem ouvir sons 
de humanos, a ouvir apenas
											sons do meio envolvente.
											Eles preferem olhar para pessoas 
a olhar para coisas,
											e mesmo quando olham para pessoas,
											olham para os seus olhos, porque
											os olhos são a janela para 
as experiências da outra pessoa,
											tanto mais que até preferem olhar 
para pessoas que estão
											a olhar para elas, em vez de olharem para 
pessoas que estão a olhar para outro lado.
											Bem, eles dão orientação 
ao prestador de cuidados.
											O prestador de cuidados procura o bebé.
											E é desta coreografia que se 
reforça reciprocamente
											que muito do que é importante 
para o surgimento da mente,
											da mente social, do 
cérebro social, depende.
									","
											Vous voyez, les bébés naissent dans un état de fragilité complète.
											Si on n'en prennait pas soin, ils ne survivraient pas, alors il est normal
											que la nature les dote
											de ces mécanismes de survie.
											Ils s'orientent vers le soignant.
											Dès les premiers jours et les premières semaines de vie,
											les bébés préfèrent entendre des sons venant des humains plutôt
											que des sons provenant seulement de leur environnement.
											Ils préfèrent regarder des personnes plutôt que des objets,
											et même quand ils regardent des personnes,
											ils regardent leurs yeux, parce que
											l'oeil reflète le vécu de l'autre,
											tellement qu'ils préfèrent regarder des gens
											qui les regardent plutôt que des gens qui regardent ailleurs.
											Et bien, ils se tournent vers celui qui s'occupe d'eux.
											Le soignant sollicite le bébé.
											Et c'est de cette chorégraphie mutuelle
											dont dépend ce qui est important pour l'émergence de l'esprit,
											de l'esprit de sociabilité, du cerveau social.
									","
											Sehen Sie, Babys werden in einem Zustand 
absoluter Zerbrechlichkeit geboren.
											Ohne ihren Betreuer würden 
sie nicht überleben,
											somit leuchtet es ein,
dass die Natur sie mit
											diesen Überlebensmechanismen 
ausstatten würde.
											Sie orientieren sich 
am Betreuer.
											Von den ersten Lebenstagen
und -wochen an
											hören Babys lieber 
menschliche Klänge als nur
											Umgebungsgeräusche.
											Sie schauen lieber Personen 
als Gegenstände an;
											und selbst, wenn sie 
Personen anschauen,
											betrachten sie ihre Augen,
											denn das Auge ist das Fenster zu 
den Erfahrungen des Anderen;
											das geht soweit, dass sie sogar 
lieber Menschen ansehen,
											die sie auch anschauen, 
als Menschen, die wegschauen.
											Nun, sie wenden sich 
dem Betreuer zu.
											Der Betreuer wendet sich
dem Baby zu.
											Und von dieser sich gegenseitig 
verstärkenden Choreografie
											hängt eine Menge dessen ab, 
was für die geistige Entwicklung wichtig ist,
											für den Gemeinschaftssinn, das soziale Gehirn.
									",A new way to diagnose autism,Ami Klin,19:44,"Autism spectrum disorder,TEDx,cognitive science,mental health,psychology,science,medicine,medical research,disability,brain,biology,health,children,neuroscience,monkeys,mind,public health,genetics,empathy"
"
","
","
","
",A new way to diagnose autism,Ami Klin,19:44,"Autism spectrum disorder,TEDx,cognitive science,mental health,psychology,science,medicine,medical research,disability,brain,biology,health,children,neuroscience,monkeys,mind,public health,genetics,empathy"
"
											Siempre pensamos
sobre el autismo
											como algo que sucede
en una edad más avanzada.
											Pero no. Comienza
con el principio de la vida.
											Cuando los bebés se involucran
con quienes les cuidan, pronto se dan cuenta
											de que hay algo entre las orejas
											que es muy importante,
											—es invisible, no lo puedes ver,
pero es crucial—
											y se llama atención.
											Y pronto aprenden, incluso antes de
											emitir una palabra,
que pueden atraer esa atención
											y moverse para tener
las cosas que quieren.
											También aprenden a seguir
la mirada de la gente,
											porque lo que sea que 
la gente esté mirando
											es sobre lo que está pensando.
											Y pronto empiezan a aprender 
sobre el significado
											de las cosas, porque cuando 
alguien está mirando algo
											o apuntando a algo,
											no solo dan una
indicación direccional,
											sino que dan el significado de la otra persona
											sobre ese objeto, la actitud, y pronto
											empiezan a construir
este cuerpo de significados,
											pero significados que fueron
adquiridos en el marco del campo
											de la interacción social.
											Esos son significados
que son adquiridos como parte
											de sus experiencias
compartidas con otros.
									","
											Pensamos sempre no autismo
											como algo que aparece mais tarde na vida.
											Não é o caso. Começa 
com o início da vida.
											Conforme os bebés se relacionam com os prestadores de cuidados, rapidamente percebem
											que, bem, há algo entre as orelhas
											que é muito importante –
											é invisível, não se consegue ver 
– mas é bastante crítico,
											e esse algo chama-se atenção.
											E eles aprendem bastante cedo, 
antes mesmo de conseguirem
											pronunciar uma palavra, que 
podem pegar nessa atenção
											e focalisá-la de forma a
conseguirem as coisas que querem.
											Eles também aprendem a seguir 
o olhar das pessoas,
											porque aquilo para onde 
as pessoas estão a olhar é
											aquilo em que estão a pensar.
											E rapidamente, começam 
a aprender o significado
											das coisas, porque quando 
alguém olha para algo
											ou alguém está a apontar para algo,
											não estão apenas a percecionar 
uma pista direcional,
											estão a apreender o significado que algo
											tem para a outra pessoa e rapidamente
											começam a construir significados,
											mas são significados que foram 
adquiridos dentro do domínio
											da interação social.
											São significados adquiridos enquanto parte
											das experiências que partilham com os outros.
									","
											On pense toujours à l'autisme
											comme à quelque chose qui arrive plus tard dans la vie.
											Ce n'est pas le cas. Ça commence au commencement de la vie.
											Quand les bébés ont des échanges avec ceux qui s'en occupent, ils réalisent vite
											que, bon, il y a quelque chose entre les oreilles
											qui est très important...
											C'est invisible, ça ne se voit pas...mais c'est crutial,
											et ça s'appelle l'attention.
											Et ils apprennent très vite, même avant de pouvoir
											prononcer un mot, qu'ils peuvent déplacer
											cette attention afin d'obtenir ce qu'ils veulent.
											Ils apprennent aussi à suivre le regard des autres,
											parce que peu importe ce que l'autre regarde,
											c'est ce à quoi il pense.
											Et très vite ils commencent à penser à la signification
											des choses, parce que quand quelqu'un regarde quelque chose,
											ou que quelqu'un montre quelque chose,
											ils ne donnent pas seulement un indice directionnel,
											ils comprennent les intentions de l'autre personne
											sur cette chose, l'état d'esprit, et bientôt
											ils commencent à construire cette masse de sens,
											mais les significations qui ont été acquises dans le royaume
											des interactions sociales.
											Ce sont des significations qui sont acquises de par
											leurs expériences partagées avec les autres.
									","
											Wir denken bei Autismus immer
											an etwas, das erst 
spät im Leben passiert.
											Tut es nicht. Es beginnt 
am Lebensanfang.
											Wenn Babys mit Betreuern
interagieren, erkennen sie bald,
											dass es etwas 
zwischen den Ohren gibt,
											das sehr wichtig ist –
											es ist unsichtbar, man kann es nicht sehen – 
aber es ist wirklich wichtig,
											und diese Sache nennt 
sich Aufmerksamkeit.
											Und sie lernen schon bald, 
noch bevor sie auch nur
											ein Wort sprechen können, 
dass sie diese Aufmerksamkeit
											auf etwas richten können, um Dinge 
zu bekommen, die sie haben wollen.
											Sie lernen auch, 
dem Blick anderer zu folgen,
											denn, was auch immer 
Personen angucken,
											ist das, 
worüber sie nachdenken.
											Und schon bald beginnen sie, 
die Bedeutung
											von Dingen zu lernen, 
denn wenn jemand etwas anschaut
											oder jemand auf etwas zeigt,
											bekommen sie nicht nur einen 
richtungsweisenden Tipp,
											sondern erfahren etwas über 
die Bedeutung dieses Gegenstands
											für die Person, ihre Einstellung dazu, 
und schon bald
											fangen sie an, einen Korpus 
an Bedeutungen aufzubauen,
											doch Bedeutungen, 
die im Rahmen von
											sozialen Interaktionen 
erworben wurden.
											Dies sind Bedeutungen, 
die als Teil
											ihrer mit anderen geteilten 
Erfahrungen erworben werden.
									",A new way to diagnose autism,Ami Klin,19:44,"Autism spectrum disorder,TEDx,cognitive science,mental health,psychology,science,medicine,medical research,disability,brain,biology,health,children,neuroscience,monkeys,mind,public health,genetics,empathy"
