en,es,tr,title,speaker,duration,tags
"
","
","
",How language shapes the way we think,Lera Boroditsky,14:12,"language,brain,science,cognitive science,humanity,communication,sound"
"
											So, I'll be speaking to you
using language ...
											because I can.
											This is one these magical abilities
that we humans have.
											We can transmit really complicated
thoughts to one another.
											So what I'm doing right now is,
I'm making sounds with my mouth
											as I'm exhaling.
											I'm making tones and hisses and puffs,
											and those are creating
air vibrations in the air.
											Those air vibrations are traveling to you,
											they're hitting your eardrums,
											and then your brain takes
those vibrations from your eardrums
											and transforms them into thoughts.
											I hope.
									","
											Voy a comunicarme con
Uds. a través del lenguaje...
											porque puedo.
											Es una de esas habilidades mágicas
que tenemos los humanos.
											Podemos transmitir pensamientos
complejos entre nosotros.
											Lo que estoy haciendo ahora
es realizar sonidos con mi boca
											mientras exhalo.
											Hago tonos, siseos y soplos,
											y todo eso crea
vibraciones aéreas en el aire.
											Esas vibraciones aéreas
viajan hasta Uds.,
											golpean sus tímpanos,
											y luego el cerebro toma 
esas vibraciones de sus tímpanos
											y las transforma en pensamientos.
											Eso espero.
									","
											Sizinle dil sayesinde konuşuyorum,
											çünkü böyle bir yetim var.
											Biz insanların sahip olduğu
büyüleyici yeteneklerden biri.
											Gerçekten karmaşık düşünceleri
birbirimize aktarabiliyoruz.
											Aslında şu an yaptığım şey
nefes verirken
											ağzımla sesler çıkarmak.
											Bir dizi ton, üfleme 
ve tıslama sesi çıkarıyorum
											ve bu sesler 
havada bir titreşim yaratıyor.
											Bu hava titreşimleri de size doğru giderek
											kulak zarlarınıza ulaşıyor
											ve kulak zarınızdan gelen titreşimleri
beyniniz yorumlayarak
											onları düşüncelere çeviriyor.
											Öyle umuyorum.
									",How language shapes the way we think,Lera Boroditsky,14:12,"language,brain,science,cognitive science,humanity,communication,sound"
"
","
","
",How language shapes the way we think,Lera Boroditsky,14:12,"language,brain,science,cognitive science,humanity,communication,sound"
"
											(Laughter)
									","
											(Risas)
									","
											(Kahkahalar)
									",How language shapes the way we think,Lera Boroditsky,14:12,"language,brain,science,cognitive science,humanity,communication,sound"
"
","
","
",How language shapes the way we think,Lera Boroditsky,14:12,"language,brain,science,cognitive science,humanity,communication,sound"
"
											I hope that's happening.
											So because of this ability,
we humans are able to transmit our ideas
											across vast reaches of space and time.
											We're able to transmit
knowledge across minds.
											I can put a bizarre new idea
in your mind right now.
											I could say,
											""Imagine a jellyfish waltzing in a library
											while thinking about quantum mechanics.""
									","
											Espero que eso esté pasando.
											Gracias a esta habilidad, los humanos
podemos transmitir nuestras ideas
											a través de grandes dimensiones
de tiempo y espacio.
											Podemos transmitir conocimiento
a través de nuestras mentes.
											Ahora mismo puedo poner una
idea descabellada en sus mentes.
											Puedo decir:
											""Imaginen una medusa
bailando un vals en una biblioteca,
											mientras piensa sobre
la mecánica cuántica"".
									","
											Umarım öyle oluyordur.
											Bu yetenek sayesinde
devasa bir uzay ve zaman boyunca
											insan olarak fikir aktarımı yaptık.
											Zihinler arası bilgi aktarabiliyoruz.
											Şu anda tamamen tuhaf bir fikri
aklınıza sokabilirim.
											Şöyle bir şey mesela,
											''Kuantum mekaniği üstünde kafa yorarken
											kütüphanede vals yapan 
bir denizanası hayal edin.''
									",How language shapes the way we think,Lera Boroditsky,14:12,"language,brain,science,cognitive science,humanity,communication,sound"
"
","
","
",How language shapes the way we think,Lera Boroditsky,14:12,"language,brain,science,cognitive science,humanity,communication,sound"
"
											(Laughter)
									","
											(Risas)
									","
											(Kahkahalar)
									",How language shapes the way we think,Lera Boroditsky,14:12,"language,brain,science,cognitive science,humanity,communication,sound"
"
","
","
",How language shapes the way we think,Lera Boroditsky,14:12,"language,brain,science,cognitive science,humanity,communication,sound"
"
											Now, if everything has gone
relatively well in your life so far,
											you probably haven't had
that thought before.
									","
											Si todo ha ido relativamente
bien en sus vidas hasta ahora,
											es posible que no hayan
pensado en eso antes.
									","
											Hayatınızda her şey
nispeten yolunda gitmişse
											muhtemelen bunu daha önce
düşünmemişsinizdir.
									",How language shapes the way we think,Lera Boroditsky,14:12,"language,brain,science,cognitive science,humanity,communication,sound"
"
","
","
",How language shapes the way we think,Lera Boroditsky,14:12,"language,brain,science,cognitive science,humanity,communication,sound"
"
											(Laughter)
									","
											(Risas)
									","
											(Kahkahalar)
									",How language shapes the way we think,Lera Boroditsky,14:12,"language,brain,science,cognitive science,humanity,communication,sound"
"
","
","
",How language shapes the way we think,Lera Boroditsky,14:12,"language,brain,science,cognitive science,humanity,communication,sound"
"
											But now I've just made you think it,
											through language.
									","
											Pero ahora los hice pensar en eso,
											a través de la lengua.
									","
											Ama ben dil aracılığıyla
											bunu düşünmenizi sağladım.
									",How language shapes the way we think,Lera Boroditsky,14:12,"language,brain,science,cognitive science,humanity,communication,sound"
"
","
","
",How language shapes the way we think,Lera Boroditsky,14:12,"language,brain,science,cognitive science,humanity,communication,sound"
"
											Now of course, there isn't just
one language in the world,
											there are about 7,000 languages
spoken around the world.
											And all the languages differ
from one another in all kinds of ways.
											Some languages have different sounds,
											they have different vocabularies,
											and they also have different structures —
											very importantly, different structures.
											That begs the question:
											Does the language we speak
shape the way we think?
											Now, this is an ancient question.
											People have been speculating
about this question forever.
											Charlemagne, Holy Roman emperor, said,
											""To have a second language
is to have a second soul"" —
											strong statement
that language crafts reality.
											But on the other hand,
Shakespeare has Juliet say,
											""What's in a name?
											A rose by any other name
would smell as sweet.""
											Well, that suggests that maybe
language doesn't craft reality.
									","
											Por supuesto, no existe solo
una lengua en el mundo,
											existen cerca de 7000 lenguas
habladas en todo el mundo,
											y todas se diferencian
de distintas maneras.
											Algunas lenguas tienen
sonidos diferentes,
											vocabularios diferentes
											y también tienen estructuras diferentes;
											eso es muy importante,
las diferentes estructuras.
											Esto genera una pregunta:
											¿La lengua que hablamos
moldea nuestra forma de pensar?
											Esta es una pregunta antigua.
											La gente ha especulado
sobre esto desde siempre.
											Carlomagno, emperador 
del Sacro Imperio Romano, dijo:
											""Tener una segunda lengua
es tener una segunda alma"",
											una opinión contundente de que
la lengua construye la realidad.
											Pero, por otro lado,
la Julieta de Shakespeare dijo:
											""¿Qué hay en un nombre?
											Una rosa con cualquier otro nombre 
olería tan dulce"".
											Esto sugiere que quizás la lengua
no construye la realidad.
									","
											Tabii dünyada yalnızca bir değil,
											yaklaşık 7.000 konuşulan dil var.
											Tüm diller her açıdan
bir diğerinden farklıdır.
											Bazı dilerin farklı sesleri varken
											bazılarının farklı söz dağarcıkları
											ve hatta farklı yapıları var —
											çok önemli, farklı yapılar.
											Bu da bizi şu soruya getiriyor:
											Dil, düşünce şeklimize yön veriyor mu?
											Bu çok eski bir soru.
											İnsanlar bunun cevabı hakkında
yüz yıllardır çıkarım yapıyorlar.
											Kutsal Roma İmparatoru Charlemagne
											''İkinci dili bilmek
ikinci ruha sahip olmaktır.'' demişti,
											dilin yarattığı gerçeklikle ilgili
güçlü bir ifade.
											Diğer yandan Shakespeare,
Juliet'e şunları söyletti:
											''İsmin nesi var ki?
											İsmi farklı da olsa
gül yine güzel kokardı.''
											Bu da dilin belki de
gerçeklik yaratmadığını yansıtıyor.
									",How language shapes the way we think,Lera Boroditsky,14:12,"language,brain,science,cognitive science,humanity,communication,sound"
"
","
","
",How language shapes the way we think,Lera Boroditsky,14:12,"language,brain,science,cognitive science,humanity,communication,sound"
"
											These arguments have gone
back and forth for thousands of years.
											But until recently,
there hasn't been any data
											to help us decide either way.
											Recently, in my lab
and other labs around the world,
											we've started doing research,
											and now we have actual scientific data
to weigh in on this question.
									","
											Hemos discutido el asunto
desde hace cientos de años;
											pero no fue sino hasta recientemente,
											que ciertos datos nos ayudaron a decidir.
											Hace poco, en mi laboratorio
y en otros de todo el mundo,
											comenzamos a realizar investigaciones,
											y ahora tenemos datos científicos
que aportar a la cuestión.
									","
											Bu konu binlerce yıl
tekrar tekrar tartışıldı.
											Ancak son zamanlara kadar
soruya net bir cevap verecek
											yeterli veri olmamıştı.
											Son zamanlarda, dünya üzerindeki
laboratuvarlarımızda
											araştırma yapmaya başladık
											ve artık bu soru üzerinde çıkarım yapacak
gerçek bilimsel verilerimiz var.
									",How language shapes the way we think,Lera Boroditsky,14:12,"language,brain,science,cognitive science,humanity,communication,sound"
"
","
","
",How language shapes the way we think,Lera Boroditsky,14:12,"language,brain,science,cognitive science,humanity,communication,sound"
"
											So let me tell you about
some of my favorite examples.
											I'll start with an example
from an Aboriginal community in Australia
											that I had the chance to work with.
											These are the Kuuk Thaayorre people.
											They live in Pormpuraaw
at the very west edge of Cape York.
											What's cool about Kuuk Thaayorre is,
											in Kuuk Thaayorre, they don't use
words like ""left"" and ""right,""
											and instead, everything
is in cardinal directions:
											north, south, east and west.
											And when I say everything,
I really mean everything.
											You would say something like,
											""Oh, there's an ant
on your southwest leg.""
											Or, ""Move your cup
to the north-northeast a little bit.""
											In fact, the way that you say ""hello""
in Kuuk Thaayorre is you say,
											""Which way are you going?""
											And the answer should be,
											""North-northeast in the far distance.
											How about you?""
									","
											Voy a compartir algunos
de mis ejemplos favoritos.
											Comenzaré con el ejemplo de una
comunidad aborigen de Australia
											con la que tuve la
oportunidad de trabajar.
											Es la comunidad Kuuk Thaayorre.
											Viven en Pormpuraaw, situada
en la costa oeste del Cabo York.
											Lo interesante sobre este pueblo
											es que no usan palabras
como ""derecha"" e ""izquierda"",
											sino que para todo utilizan
los puntos cardinales:
											norte, sur, este y oeste.
											Y cuando digo para todo, lo digo en serio.
											Se podría decir algo como:
											""Mira, hay una hormiga
en tu pierna sudoeste"".
											O, ""Mueve tu vaso un poco al nornordeste"".
											De hecho, para decir ""Hola""
en Kuuk Thaayorre dicen:
											""¿A qué lugar te diriges?"".
											Y la respuesta sería:
											""Al nornordeste a lo lejos,
											¿qué hay de ti?"".
									","
											Sevdiğim bazı örnekleri
sizinle paylaşmak istiyorum.
											Birlikte çalışma şansı yakaladığım
											Avustralyalı bir Aborjin topluluğu mesela.
											Kuuk Thaayorre insanları.
											Cape York batı kıyısında
Pormpuraaw'da yaşıyorlar.
											Bu halkta dikkatimi çeken şey,
											kendi dillerinde ''sağ'' ve ''sol''
sözcüklerini kullanmamaları,
											bunun yerine her şey için
coğrafi yönleri kullanıyorlar:
											Kuzey, Güney, Doğu, Batı.
											Her şey derken
gerçekten her şeyi kastediyorum.
											Mesela şöyle bir ifade,
											''Bacağının güneybatısında
bir karınca var.''
											Veya ''bardağını biraz
kuzeydoğuya çeker misin?''
											Hatta Kuuk Thaayorre dilinde
''merhaba'' demek bile böyle:
											''Hangi yöne gidiyorsun?''
											Cevap şöyle olmalı;
											''Kuzeydoğu yönünde uzağa.
											Peki ya sen?''
									",How language shapes the way we think,Lera Boroditsky,14:12,"language,brain,science,cognitive science,humanity,communication,sound"
"
","
","
",How language shapes the way we think,Lera Boroditsky,14:12,"language,brain,science,cognitive science,humanity,communication,sound"
"
											So imagine as you're walking
around your day,
											every person you greet,
											you have to report your heading direction.
									","
											Así que, imaginen ir caminando por ahí
											y a cada persona que saludan
											deben decirle hacia dónde se dirigen.
									","
											Gün içinde yürürken
kendinizi düşünün,
											kiminle selamlaşsanız
											gittiğiniz yönü söylemeniz lazım.
									",How language shapes the way we think,Lera Boroditsky,14:12,"language,brain,science,cognitive science,humanity,communication,sound"
"
","
","
",How language shapes the way we think,Lera Boroditsky,14:12,"language,brain,science,cognitive science,humanity,communication,sound"
"
											(Laughter)
									","
											(Risas)
									","
											(Kahkahalar)
									",How language shapes the way we think,Lera Boroditsky,14:12,"language,brain,science,cognitive science,humanity,communication,sound"
"
","
","
",How language shapes the way we think,Lera Boroditsky,14:12,"language,brain,science,cognitive science,humanity,communication,sound"
