en,pt,es,title,speaker,duration,tags
"
","
","
",What sticky sea creatures can teach us about making glue,Jonathan Wilker,13:59,"oceans,technology,marine biology,biosphere,science,TEDx,animals,chemistry,biodiversity,biology,water,nature"
"
											So I'd like you to join me
on a field trip,
											and I want to go to the beach,
and take you all to the beach
											and so enjoy the sea air
and the salt spray.
											And let's go down to the water's edge,
											and you're going to notice is
we're getting knocked around by the waves,
											and it's really difficult
to stay in place.
											But now, look down,
											and what you're going to see
											is that the rocks are covered
by all sorts of sea creatures
											that are just staying
there in place, no problem.
											And it turns out
that if you want to survive
											in this really demanding environment,
											your very existence is dependent
upon your ability to make glue, actually.
									","
											Gostava que viessem comigo
numa visita de estudo.
											Gostava de ir à praia
e levá-los a todos à praia
											para gozarmos o ar do mar e a maresia.
											Vamos até à borda da água.
											Reparamos que somos
sacudidos pelas ondas do mar
											e temos dificuldade
em nos manter no mesmo sítio.
											Mas olhemos para baixo
											e veremos que as rochas estão cobertas
											por todo o tipo de criaturas marinhas
											que se mantêm no seu lugar,
sem problemas.
											Acontece que, se queremos sobreviver
											neste ambiente muito exigente,
											a nossa existência depende
da capacidade de fabricar cola.
									","
											Quisiera que me acompañen 
a una excursión;
											quiero llevarlos a la playa
											y disfrutar del aire de mar
y del rocío salino.
											Vayamos hasta el borde del agua;
											notarán que las olas nos golpean
											y es muy difícil mantenerse en el lugar.
											Pero ahora miren hacia abajo
											y verán
											que las rocas están cubiertas
por toda clase de criaturas marinas
											que se mantienen en su lugar sin problema.
											Y resulta que si Uds. quieren sobrevivir
											en este entorno difícil,
											su existencia depende de
su capacidad para hacer pegamento.
									",What sticky sea creatures can teach us about making glue,Jonathan Wilker,13:59,"oceans,technology,marine biology,biosphere,science,TEDx,animals,chemistry,biodiversity,biology,water,nature"
"
","
","
",What sticky sea creatures can teach us about making glue,Jonathan Wilker,13:59,"oceans,technology,marine biology,biosphere,science,TEDx,animals,chemistry,biodiversity,biology,water,nature"
"
											So let me introduce you
to some of the heroes of our story,
											just a few of them.
											So these are mussels,
											and you'll notice
they're covering the rocks.
											They've made adhesives,
											and they're sticking down on the rocks,
											and they're also sticking
to each other, actually.
											So they're hunkered down
together as a group.
									","
											Vou apresentar-vos a alguns
dos heróis da nossa história,
											só a alguns.
											Estes são os mexilhões
											e hão de reparar que cobrem as rochas.
											Fabricam cola
											e ficam colados às rochas
											e também se colam uns aos outros.
											Aninham-se em grupos.
									","
											Les presentaré a algunos de
los héroes de nuestra historia,
											solo algunos de ellos.
											Estos son mejillones
											y, como pueden notar, cubren las rocas.
											Han producido adhesivos,
y así quedan pegados a las rocas,
											y también están pegados entre sí.
											Así que se resguardan juntos como grupo.
									",What sticky sea creatures can teach us about making glue,Jonathan Wilker,13:59,"oceans,technology,marine biology,biosphere,science,TEDx,animals,chemistry,biodiversity,biology,water,nature"
"
","
","
",What sticky sea creatures can teach us about making glue,Jonathan Wilker,13:59,"oceans,technology,marine biology,biosphere,science,TEDx,animals,chemistry,biodiversity,biology,water,nature"
"
											This is a close-up photograph
of an oyster reef,
											and oysters, they're amazing.
											What they do is they cement to each other,
											and they build these huge,
extensive reef systems.
											They can be kilometers long,
they can be meters deep,
											and arguably, they're the most
dominant influence
											on how healthy any coastal
marine ecosystem is going to be,
											because what they do
is they're filtering the water constantly,
											they're holding sand and dirt in place.
											Actually, other species live
inside of these reefs.
											And then, if you think about
what happens when a storm comes in,
											if the storm surge
first has to hit miles of these reefs,
											the coast behind it
is going to be protected.
											So they're really quite influential.
									","
											Esta é uma fotografia 
de um recife de ostras.
											As ostras são espantosas.
											Colam-se umas às outras
											e constroem estes enormes
sistemas de recifes.
											Podem ter quilómetros de comprimento,
metros de profundidade,
											e podemos dizer que são
a influência mais dominante
											de como será saudável
qualquer ecossistema marinho,
											porque estão permanentemente
a filtrar a água,
											estão a manter no seu lugar
a areia e a sujidade.
											Há outras espécies a viver
no interior destes recifes.
											Depois, se pensarmos no que acontece
quando há uma tempestade,
											se a tempestade atingir primeiro 
estes quilómetros de recifes,
											eles mantêm a costa protegida.
											Portanto, são muito influentes.
									","
											Este es un primer plano
de un arrecife de ostras,
											y las ostras son asombrosas.
											Se adhieren unas con otras
											y construyen estos extensos 
sistemas de arrecifes
											con kilómetros de longitud
y varios metros de profundidad.
											Probablemente, son 
la influencia más dominante
											en la salud de un ecosistema
marino costero,
											ya que filtran el agua constantemente,
											reteniendo la arena y la suciedad.
											En realidad, dentro de estos 
arrecifes viven otras especies.
											Y luego, si pensamos en lo que ocurre
cuando llega una tormenta:
											si aumenta en intensidad, primero 
golpeará estos extensos arrecifes,
											y la costa que está detrás
quedará protegida.
											Así que ellos ejercen mucha influencia.
									",What sticky sea creatures can teach us about making glue,Jonathan Wilker,13:59,"oceans,technology,marine biology,biosphere,science,TEDx,animals,chemistry,biodiversity,biology,water,nature"
"
","
","
",What sticky sea creatures can teach us about making glue,Jonathan Wilker,13:59,"oceans,technology,marine biology,biosphere,science,TEDx,animals,chemistry,biodiversity,biology,water,nature"
"
											If you've been to any rocky beach
pretty much anywhere in the world,
											you're probably familiar
with what barnacles look like.
											What these animals do —
											and there's many others,
these are just three of them —
											is they make adhesives,
											they stick to each other,
they stick to the rocks
											and they build communities,
and by doing this,
											there's a lot of survival
advantages they get.
											So one of them is that just any individual
is subjected to less of the turbulence
											and all the damaging features
that can happen from that environment.
											So they're all hunkered down there.
									","
											Se chegarem a qualquer praia rochosa
em qualquer parte do mundo,
											provavelmente conhecem
o aspeto das cracas.
											Estes animais
											— e muitos outros, 
estes são apenas três —
											fabricam colas,
											colam-se uns aos outros,
colam-se às rochas
											e criam comunidades.
											Ao fazerem isso, obtêm
muitas vantagens de sobrevivência.
											Uma delas é que qualquer indivíduo
está menos sujeito à turbulência
											e a todas as condições prejudiciais
que podem advir desse ambiente.
											Assim, estão ali todos aninhados.
									","
											Si alguna vez han estado en alguna 
playa rocosa en cualquier lugar,
											probablemente sabrán 
cómo son los percebes.
											Estos animales
											—hay muchos otros, estos solo son tres—
											producen adhesivos,
											se pegan unos con otros,
se pegan a las rocas
											y construyen comunidades
											y, de este modo, logran grandes
ventajas para su supervivencia.
											Una de ellas es que cada individuo 
está sometido a menos turbulencia
											y todos las situaciones perjudiciales
que pueden ocurrir en ese entorno.
											Así que están ahí, resguardados.
									",What sticky sea creatures can teach us about making glue,Jonathan Wilker,13:59,"oceans,technology,marine biology,biosphere,science,TEDx,animals,chemistry,biodiversity,biology,water,nature"
"
","
","
",What sticky sea creatures can teach us about making glue,Jonathan Wilker,13:59,"oceans,technology,marine biology,biosphere,science,TEDx,animals,chemistry,biodiversity,biology,water,nature"
"
											Then, also, there's a safety
in numbers thing,
											because it also helps you
keep away the predators,
											because if, say, a seagull
wants to pick you up and eat you,
											it's more difficult for the seagull
if they're all stuck together.
									","
											Também há uma questão de segurança
											porque ajuda-os a manterem
os predadores afastados.
											Se uma gaivota
quiser apanhar um e comê-lo,
											tem mais dificuldade
se eles estiverem todos juntos.
									","
											También ser numerosos es seguro,
											ya que ayuda a mantener 
alejados los depredadores
											porque, por ejemplo, si una gaviota
se dispone a comerlos,
											le será más difícil si están todos juntos.
									",What sticky sea creatures can teach us about making glue,Jonathan Wilker,13:59,"oceans,technology,marine biology,biosphere,science,TEDx,animals,chemistry,biodiversity,biology,water,nature"
"
","
","
",What sticky sea creatures can teach us about making glue,Jonathan Wilker,13:59,"oceans,technology,marine biology,biosphere,science,TEDx,animals,chemistry,biodiversity,biology,water,nature"
"
											And then another thing is it also helps
with reproductive efficiency.
											So you can imagine
that when Mr. and Mrs. Barnacle decide,
											""OK, it's time to have
little baby barnacles"" —
											I won't tell you
how they do that just yet —
											but when they decide it's time to do that,
											it's a lot easier and their reproductive
efficiency is higher
											if they're all living close together.
									","
											Há outra coisa que também ajuda
à eficácia reprodutiva.
											Podemos imaginar que, quando
o Sr. e a Sra. Craca decidem
											""Ok, chegou a altura
de termos cracas bebés""
											— não vou dizer
como é que eles fazem isso,
											mas, quando decidem
que é a altura de o fazerem,
											é muito mais fácil e a eficácia
reprodutiva é mais alta
											se viverem todos juntos.
									","
											Y la otra cosa es que también ayuda
con la eficiencia reproductiva.
											Imaginen que el señor 
y la señora Percebe deciden:
											""Bien, es hora de tener
pequeños bebés percebes"".
											Todavía no les diré cómo lo hacen,
											pero cuando deciden
que es tiempo de hacerlo,
											es mucho más fácil y su eficacia
reproductiva es mayor
											si viven juntos.
									",What sticky sea creatures can teach us about making glue,Jonathan Wilker,13:59,"oceans,technology,marine biology,biosphere,science,TEDx,animals,chemistry,biodiversity,biology,water,nature"
"
","
","
",What sticky sea creatures can teach us about making glue,Jonathan Wilker,13:59,"oceans,technology,marine biology,biosphere,science,TEDx,animals,chemistry,biodiversity,biology,water,nature"
