en,tr,fr,pt,title,speaker,duration,tags
"
","
","
","
",Why working from home is good for business,Matt Mullenweg,4:44,"work,work-life balance,business"
"
											The basic problem
with working in an office
											is you're just not in control
of your work environment.
									","
											Ofis içinde çalışmanın temel sorunu şu ki
											kendi iş ortamınıza hâkim olamıyorsunuz.
									","
											Le problème du travail dans un bureau
											est que vous ne contrôlez pas
votre environnement de travail.
									","
											O problema de trabalhar num escritório
											é que não controlamos
o nosso ambiente de trabalho.
									",Why working from home is good for business,Matt Mullenweg,4:44,"work,work-life balance,business"
"
","
","
","
",Why working from home is good for business,Matt Mullenweg,4:44,"work,work-life balance,business"
"
											[The Way We Work]
									","
											[Çalışma Şeklimiz]
									","
											[Notre façon de travailler]
									","
											[A nossa forma de trabalhar]
									",Why working from home is good for business,Matt Mullenweg,4:44,"work,work-life balance,business"
"
","
","
","
",Why working from home is good for business,Matt Mullenweg,4:44,"work,work-life balance,business"
"
											Howdy, my name is Matt,
and I'm the CEO of Automattic,
											the company behind WordPress.com,
Jetpack and WooCommerce.
											We're coming up on over 800 employees,
and they live everywhere,
											from California to Alabama, Mississippi,
to where I live in Texas.
											They're also in 67 countries.
											Canada, Mexico, India, New Zealand.
											Some of them choose not even
to have a home base, they're nomads.
											Whether they are in RVs
or traveling through Airbnbs,
											they are in new places
every day, week or month.
											As long as they can find good Wi-Fi,
we don't care where they are.
									","
											Selam, benim adım Matt.
Automattic'in CEO'suyum,
											yani WordPress.com, Jetpack
ve WooCommerce'in arkasındaki şirket.
											Çalışan sayımız 800'ü geçmek üzere
ve her yerdeler,
											Kaliforniya'dan Alabama'ya, Missisipi'ye,
Teksas'ta yaşadığım yere.
											Ayrıca 67 ülke içindeler.
											Kanada, Meksika, Hindistan, Yeni Zelanda.
											Bazılarının yerleşik bir evi bile yok,
seyahat ediyorlar.
											Gerek karavan gerek Airbnb olsun,
											her gün, her hafta veya her ay
yeni bir yerdeler.
											İyi bir Wi-Fi buldukları sürece
nerede olduklarını önemsemiyoruz.
									","
											Salut, je m'appelle Matt
et je suis le PDG d'Automattic,
											l'entreprise derrière WordPress.com,
Jetpack et WooCommerce.
											Nous arrivons à plus de 800 employés
et ils vivent partout,
											de la Californie à l'Alabama,
le Mississippi et le Texas, où je vis.
											Ils sont aussi dans 67 pays.
											Canada, Mexique, Inde, Nouvelle-Zélande.
											Certains n'ont même pas
de port d'attache et sont nomades.
											Qu'ils soient dans un camping-car
ou des Airbnb,
											c'est un nouvel endroit
chaque jour, semaine, mois.
											Tant qu'ils ont un bon Wi-Fi,
peu nous importe où ils sont.
									","
											Olá, chamo-me Matt,
e sou o CEO da Automatic,
											a empresa por detrás da WordPress.com,
da Jetpack e da WooCommerce.
											Temos hoje mais de 800 empregados
que vivem por toda a parte
											da Califórnia ao Alabama, Mississippi,
até onde eu vivo, no Texas.
											Também estão em 67 países.
											No Canadá, no México,
na Índia, na Nova Zelândia.
											Alguns deles nem sequer
têm uma base, são nómadas.
											Quer andem em caravanas
ou a viajar em Airbnb,
											é sempre um novo local,
cada dia, semana ou mês.
											Desde que encontrem bom Wi-Fi,
não nos interessa onde estão.
									",Why working from home is good for business,Matt Mullenweg,4:44,"work,work-life balance,business"
"
","
","
","
",Why working from home is good for business,Matt Mullenweg,4:44,"work,work-life balance,business"
"
											Our focus on distributed work
didn't happen accidentally.
											It was a conscious choice
from the very beginning.
											Notice I don't use the word ""remote,""
											because it sets up the expectation,
											that some people are essential
and some aren't.
											I use the word ""distributed""
to describe what we do,
											where everyone is
on an equal playing field.
									","
											Dağılımlı iş tercihimiz kazara olmadı.
											En başından beri bilinçli bir seçimdi.
											Uzaktan kelimesini
kullanmadığıma dikkat edin
											çünkü bu şöyle bir etki uyandırıyor,
											bazı insanlar önemlidir,
bazıları ise değil.
											İşimizi tanımlamada
''dağılımlı''yı tercih ediyorum,
											herkes eşit bir oyun sahasında.
									","
											L'importance du travail distribué
n'est pas arrivée par hasard.
											C'est un choix conscient
depuis le tout début.
											Remarquez que je n'ai pas dit
« à distance »
											établit un point de vue selon lequel
											certains sont essentiels et d'autres pas.
											J'utilise le mot « distribué »
pour ce que nous faisons,
											tout le monde est égal.
									","
											A importância do trabalho distribuído
não aconteceu por acaso.
											Foi uma escolha consciente
desde o início.
											Reparem que eu não uso
a palavra ""à distância"",
											porque isso estabelece um princípio
											de que uns são essenciais e outros não.
											Uso a palavra ""distribuído""
para o que fazemos,
											em que toda a gente é igual.
									",Why working from home is good for business,Matt Mullenweg,4:44,"work,work-life balance,business"
"
","
","
","
",Why working from home is good for business,Matt Mullenweg,4:44,"work,work-life balance,business"
"
											I think a distributed workforce
											is the most effective way
to build a company.
											The key is you have to
approach it consciously.
											When we started WordPress,
											many of the first 20 hires
were people I'd never met in person.
											But we'd collaborated online,
sometimes for years.
											I wanted to continue that
for one simple reason.
											I believe that talent and intelligence
											are equally distributed
throughout the world.
											But opportunity is not.
									","
											Bence dağılımlı bir iş gücü
											bir şirket kurmanın en etkili yolu.
											Kilit nokta buna bilinçli yaklaşmak.
											WordPress'i kurduğumuzda
											ilk 20 iş alımı
bizzat tanışmadığım kişilerdi.
											Ama online işbirliği yapmıştık,
bazen yıllarca.
											Buna tek bir sebepten devam etmek istedim.
											Bence yetenek ve zekâ
											dünyada eşit bir şekilde dağılmış.
											Ama fırsat öyle değil.
									","
											Un effectif distribué est
le plus efficace pour une entreprise.
											La clé est de l'approcher consciemment.
											Au lancement de WordPress,
											je n'avais jamais rencontré
beaucoup des 20 premières recrues.
											Nous avions collaboré en ligne,
parfois durant des années.
											Je voulais continuer cela
pour une raison simple.
											Je crois que le talent et l'intelligence
											sont équitablement distribués,
											mais pas les opportunités.
									","
											Uma força de trabalho distribuída
é o mais eficaz para uma empresa.
											O segredo é que essa abordagem
seja consciente.
											Quando iniciámos a WordPress,
											eu nunca conhecera pessoalmente
muitos dos 20 primeiros recrutas
											Mas tínhamos colaborado ""online"",
às vezes durante anos,
											Eu queria continuar assim
por uma simples razão.
											Acredito que o talento e a inteligência
											estão igualmente distribuídos
pelo mundo inteiro.
											Mas a oportunidade não está.
									",Why working from home is good for business,Matt Mullenweg,4:44,"work,work-life balance,business"
