en,es,pt,fr,tr,title,speaker,duration,tags
"
","
","
","
","
",The treadmill's dark and twisted past,Conor Heffernan,3:55,"TED-Ed,human body,history,pain,society,exercise,physiology,animation,health,invention,innovation"
"
											The constant thud underneath your feet,
											the constrained space,
											and the monotony of going nowhere fast.
											It feels like hours have gone by,
but it's only been eleven minutes,
											and you wonder,
											""Why am I torturing myself?
											This thing has got to be considered 
a cruel and unusual punishment.""
									","
											El ruido constante 
por debajo de tus pies,
											el espacio limitado,
											y la monotonía de ir a ninguna parte.
											Parece que han pasado horas, pero 
solo han transcurrido 11 minutos,
											y te preguntas:
											""¿Por qué me estoy torturando?
											Esta cosa debe considerarse 
un castigo cruel e inusual"".
									","
											A constante batida debaixo dos pés.
											O espaço limitado.
											A monotonia de andar depressa
sem ir a parte alguma.
											Parece que passaram horas
mas só passaram onze minutos.
											Ficamos a pensar:
											""Porque é que me estou a torturar?
											""Isto deve ser um castigo
cruel e invulgar"".
									","
											Le constant bruit sourd sous vos pieds,
											l'espace restreint,
											et la monotonie
d'aller nulle part rapidement.
											On dirait que des heures se sont écoulées,
mais ça fait seulement 11 minutes,
											et vous vous demandez :
											« Pourquoi est-ce que je me torture ?
											Cette chose doit être considérée comme
un châtiment cruel et inhabituel. »
									","
											Aralıksız ayak sesleri,
											kısıtlı alan
											ve bir arpa boyu yol 
gidememenin monotonluğu.
											Saatler geçmiş gibi geliyordur 
fakat yalnızca on bir dakika olmuştur
											Şöyle düşünürsünüz:
											“Neden kendime işkence ediyorum ki?
											Bu şeyin insanlık dışı bir ceza 
olarak görülmesi gerekiyor.
									",The treadmill's dark and twisted past,Conor Heffernan,3:55,"TED-Ed,human body,history,pain,society,exercise,physiology,animation,health,invention,innovation"
"
","
","
","
","
",The treadmill's dark and twisted past,Conor Heffernan,3:55,"TED-Ed,human body,history,pain,society,exercise,physiology,animation,health,invention,innovation"
"
											Actually, that's exactly 
what it is, or was.
											You see, in the 1800s,
											treadmills were created 
to punish English prisoners.
									","
											En realidad, eso es exactamente 
lo que es o era.
											En el 1800
											las cintas se crearon para castigar 
a los prisioneros ingleses.
									","
											Na verdade, é isso que é,
ou melhor, era.
											No início do século XIX,
											criaram-se as passadeiras mecânicas
para castigar os prisioneiros ingleses.
									","
											En fait, c'est exactement
ce qu'elle est, ou était.
											Vous voyez, au XIXe siècle,
											les tapis roulants ont été créés
pour punir les prisonniers anglais.
									","
											Aslında tam da böyledir ya da böyleydi.
											Koşu bantları 1800’lerde
											İngiliz mahkumlarını
cezalandırmak için yapılmıştır.
									",The treadmill's dark and twisted past,Conor Heffernan,3:55,"TED-Ed,human body,history,pain,society,exercise,physiology,animation,health,invention,innovation"
"
","
","
","
","
",The treadmill's dark and twisted past,Conor Heffernan,3:55,"TED-Ed,human body,history,pain,society,exercise,physiology,animation,health,invention,innovation"
"
											At the time, the English prison system
was abysmally bad.
											Execution and deportation
were often the punishments of choice,
											and those who were locked away
faced hours of solitude in filthy cells.
											So social movements led by
religious groups, philanthropies,
											and celebrities, like Charles Dickens,
											sought to change these dire conditions
and help reform the prisoners.
									","
											Por aquel entonces, el sistema inglés 
penitenciario era extremadamente malo.
											La ejecución y la deportación eran 
a menudo los castigos empleados
											y los prisioneros enfrentaban horas 
de soledad en celdas inmundas.
											Movimientos sociales liderados por grupos
religiosos, organizaciones filantrópicas,
											y celebridades, como Charles Dickens,
intentaron
											cambiar esas condiciones calamitosas 
para así ayudar a reformar a los presos.
									","
											Na época, o sistema prisional inglês
era o horror dos horrores.
											A execução e a deportação
eram as punições mais frequentes,
											e os que ficavam presos enfrentavam
horas de solidão em celas nojentas.
											Por isso, movimentos religiosos liderados
por grupos religiosos, filantropos
											e celebridades, como Charles Dickens,
											procuraram mudar essas condições horríveis
e ajudar a recuperar os prisioneiros.
									","
											À l'époque, le système carcéral anglais
était atrocement mauvais.
											Exécutions et déportations
étaient souvent des peines de choix,
											et ceux enfermés avaient des heures
de solitude dans des cellules sales.
											Des mouvements sociaux dirigés par 
des groupes religieux, philanthropes,
											et célébrités comme Charles Dickens,
											ont cherché à modifier ces conditions
et aider à réformer les prisonniers.
									","
											O dönemlerde İngiliz cezaevi sistemi 
berbat derecede kötüydü.
											İdam ve sürgün çoğunlukla
tercih edilen cezalardı.
											Kilit altında olanlar, çok pis 
hücrelerde saatlerce tecrit ediliyordu.
											Bu nedenle dini gruplar, yardımseverler
											ve Charles Dickens gibi 
ünlülerin öncülüğündeki hareketler
											bu vahim koşulları değiştirmeye
											ve mahkumların düzelmesine
yardım etmeye çalıştı.
									",The treadmill's dark and twisted past,Conor Heffernan,3:55,"TED-Ed,human body,history,pain,society,exercise,physiology,animation,health,invention,innovation"
"
","
","
","
","
",The treadmill's dark and twisted past,Conor Heffernan,3:55,"TED-Ed,human body,history,pain,society,exercise,physiology,animation,health,invention,innovation"
"
											When their movement succeeded,
											entire prisons were remodeled
and new forms of rehabilitation,
											such as the treadmill,
were introduced.
									","
											Cuando su movimiento tuvo éxito,
											cárceles enteras fueron remodeladas 
y nuevas formas de rehabilitación,
											tales como la cinta de correr, 
se introdujeron.
									","
											Quando esses movimentos triunfaram,
											as prisões foram totalmente remodeladas
e foram introduzidas
											novas formas de reabilitação,
como a esteira mecânica.
									","
											Lorsque leur mouvement a réussi,
											les prisons entières ont été rénovées
et de nouvelles formes de réhabilitation,
											comme le tapis roulant,
ont été introduites.
									","
											Hareketleri başarıya ulaştığında
											cezaevlerinin tamamı 
yeniden şekillendirildi
											ve koşu bandı gibi yeni 
rehabilitasyon yöntemleri getirildi.
									",The treadmill's dark and twisted past,Conor Heffernan,3:55,"TED-Ed,human body,history,pain,society,exercise,physiology,animation,health,invention,innovation"
"
","
","
","
","
",The treadmill's dark and twisted past,Conor Heffernan,3:55,"TED-Ed,human body,history,pain,society,exercise,physiology,animation,health,invention,innovation"
"
											Here's how the original version,
											invented in 1818 by English engineer 
Sir William Cubitt, worked.
											Prisoners stepped on 24 spokes
of a large paddle wheel.
											As the wheel turned,
											the prisoner was forced 
to keep stepping up or risk falling off,
											similar to modern stepper machines.
											Meanwhile, the rotation made gears
pump out water,
											crush grain,
											or power mills,
											which is where the name 
""treadmill"" originated.
									","
											Así es cómo funcionaba
											la versión original inventada en 1818 
por el ing. inglés Sir William Cubitt.
											Los prisioneros entraban en 24 radios 
de una gran rueda de paletas.
											Mientras la rueda giraba,
											el prisionero estaba obligado a mantener 
la intensidad por el riesgo de caerse,
											similar a las máquinas 
caminadoras modernas.
											Mientras tanto, la rotación hacía mover 
el engranaje para bombear agua,
											moler grano.
											o mover molinos,
											lo que originó el nombre en inglés 
de ""treadmill"" [molino de pasos].
									","
											Eis como funcionava a versão original,
											inventada em 1818 pelo engenheiro inglês
Sir William Cubitt.
											Os prisioneiros caminhavam 
sobre as 24 pás duma grande roda.
											Enquanto a roda girava,
											os prisioneiros eram forçados 
a continuar a andar, senão caíam.
											Eram semelhantes às modernas
passadeiras mecânicas.
											Entretanto, a rotação punha 
a funcionar bombas de água,
											moía cereais,
											ou alimentava moinhos [mills],
											que é a origem da palavra
passadeira. [treadmill]
									","
											Voilà comment la version originale,
											inventée en 1818 par l'ingénieur anglais
Sir William Cubitt, marchait.
											Les prisonniers montaient sur 24 rayons
d'une grande roue à aubes.
											A mesure que la roue tournait,
											le prisonnier était forcé de continuer
ou risquait de tomber,
											comme pour les machines modernes.
											Pendant ce temps, la rotation
des engrenages pompait l'eau,
											écrasait le grain,
											alimentait les moulins,
											d'où provient le nom « treadmill »
[en anglais « marche moulin »].
									","
											İngiliz mühendis Sör William Cubitt’in 

											1818’de geliştirdiği özgün 
versiyon böyle çalışıyordu.
											Mahkumlar büyük bir çarkın, 
24 dişli boşluğuna basıyordu.
											Çark döndükçe
											mahkum, düşme riskine karşı adım atmaya 
devam etmek zorunda kalıyordu.
											Modern step makinalarına benzer şekilde.
											Bu arada dişlilerin dönüşü
suyu pompalıyor,
											tahılları öğütüyor
											ya da değirmene güç sağlıyordu.
											“Ayak değirmeni” adı bundan gelmektedir.
									",The treadmill's dark and twisted past,Conor Heffernan,3:55,"TED-Ed,human body,history,pain,society,exercise,physiology,animation,health,invention,innovation"
