en,es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Learning from the gecko's tail,Robert Full,11:54,"animals,biology,biomechanics,design,materials,robots,technology"
"
											Let me share with you today an original discovery.
											But I want to tell it to you the way it really happened —
											not the way I present it in a scientific meeting,
											or the way you'd read it in a scientific paper.
											It's a story about beyond biomimetics,
											to something I'm calling biomutualism.
											I define that as an association between biology and another discipline,
											where each discipline reciprocally advances the other,
											but where the collective discoveries that emerge are beyond any single field.
											Now, in terms of biomimetics,
											as human technologies take on more of the characteristics of nature,
											nature becomes a much more useful teacher.
											Engineering can be inspired by biology
											by using its principles and analogies when they're advantageous,
											but then integrating that with the best human engineering,
											ultimately to make something actually better than nature.
									","
											Permítanme que comparta hoy con ustedes un descubrimiento original.
											Pero quiero contarlo del modo en que ocurrió realmente.
											No de la manera en que lo presento en un encuentro científico,
											o como lo podríais leer en un artículo científico.
											Es una historia que va más allá de la biomimética,
											a lo que yo llamo ""biomutualismo"".
											Defino esto como un asociación entre la biología y alguna otra disciplina.
											Donde cada disciplina recíprocamente contribuye al avance de la otra,
											y los descubrimientos que emergen conjuntamente van más allá de cada campo individual.
											Ahora, en términos de la biomimética,
											en la medida en que las tecnologías humanas se acercan a las características de la naturaleza,
											la naturaleza se convierte en un maestro mucho más útil.
											La ingeniería puede inspirarse en la biología
											utilizando sus principios y analogías cuando son ventajosos.
											Y entonces integrando esto con la mejor ingeniería humana
											para llegar a hacer algo que en realidad supera la naturaleza.
									","
											Bugün sizlerle orijinal bir keşfi paylaşmak istiyorum.
											Keşif nasıl gerçekleştiyse ben de size öyle aktaracağım.
											Yani, bilimsel bir toplantıda sunacağım şekilde
											veya bir bilim dergisinde okuyacağınız haliyle anlatmayacağım.
											Anlatacağım, biyomimetiğin ötesinde bir hikaye.
											Biyokarşılıklılık olarak adlandırdığım olguyla ilgili bir hikaye.
											Bu terimi, biyoloji ve diğer bir disiplin arasındaki ilişki olarak tanımlıyorum.
											Biyokarşılıklılıkta disiplinler birbirlerini geliştirir,
											ancak yapılan ortak keşifler tek bir alana ait olmanın çok ötesindedir.
											Biyomimetik açısından bakıldığında,
											insan eliyle yaratılan teknolojiler tabiata benzedikçe
											tabiat çok daha yararlı bir öğretmene dönüşür.
											Mühendislik, kendisine avantaj sağladığında
											biyolojinin ilke ve analojilerini kullanarak ilham alabilir.
											Tabii, nihayetinde tabiattan daha iyi bir şey yapmak için,
											bu ilhamı en iyi mühendislikle birleştirmek gerekiyor.
									","
											Laissez-moi partager aujourd'hui avec vous une découverte inédite.
											Mais je veux vous raconter comment ça s'est vraiment passé.
											Et non comment je le présente dans les réunions scientifiques,
											ou comment vous le liriez dans une publication scientifique.
											Cette histoire dépasse le biomimétisme,
											pour atteindre ce que j'appelle le biomutualisme.
											Je définis cela comme l'association de la biologie et d'une autre discipline.
											Où chaque discipline aide réciproquement l'autre,
											mais où les découvertes collectives dépassent chaque spécialité prise séparément.
											En ce qui concerne le biomimétisme,
											alors que les technologies humaines adoptent de plus plus les caractéristiques de la nature,
											la nature devient un professeur beaucoup plus utile.
											L'ingénierie peut être inspirée par la biologie
											en reprenant ses principes et analogies quand ils sont utiles.
											Mais en y intégrant le meilleur de l'ingénierie humaine,
											pour obtenir finalement quelque chose de meilleur que la nature.
									","
											Lassen Sie mich heute eine Erstentdeckung mit Ihnen teilen.
											Aber ich möchte es Ihnen so erzählen, wie es wirklich passiert ist.
											Und nicht so, wie ich es auf einer wissenschaftlichen Konferenz vorstellen würde
											oder wie Sie es in einer wissenschaftlichen Publikation lesen könnten.
											Es ist eine Geschichte, die über Bionik hinausgeht,
											hin zu etwas, das ich Biosymbiose nenne.
											Ich definiere diesen Begriff als die Verbindung zwischen Biologie und einer weiteren Disziplin,
											wobei sich die Disziplinen gegenseitig voranbringen,
											wobei aber die daraus hervorgehenden gemeinsamen Entdeckungen über die einzelnen Fachgebiete hinausgehen.
											Nun, was die Bionik anbelangt,
											so wird, je mehr Eigenschaften der Natur menschliche Technologien annehmen,
											die Natur ein immer nützlicherer Lehrer.
											Die Ingenieurwissenschaft kann sich durch die Biologie inspirieren lassen,
											indem sie deren Prinzipien und Analogien nutzt, wenn sie einen Vorteil bieten.
											Aber dann kann sie diese mit der besten menschlichen Ingenieurskunst verbinden,
											um letztendlich etwas herzustellen, das besser ist als die Lösung der Natur.
									",Learning from the gecko's tail,Robert Full,11:54,"animals,biology,biomechanics,design,materials,robots,technology"
"
","
","
","
","
",Learning from the gecko's tail,Robert Full,11:54,"animals,biology,biomechanics,design,materials,robots,technology"
"
											Now, being a biologist, I was very curious about this.
											These are gecko toes.
											And we wondered how they use these bizarre toes
											to climb up a wall so quickly.
											We discovered it. And what we found was
											that they have leaf-like structures on their toes,
											with millions of tiny hairs that look like a rug,
											and each of those hairs has the worst case of split-ends possible:
											about 100 to 1000 split ends that are nano-size.
											And the individual has 2 billion of these nano-size split ends.
											They don't stick by Velcro or suction or glue.
											They actually stick by intermolecular forces alone,
											van der Waals forces.
											And I'm really pleased to report to you today
											that the first synthetic self-cleaning, dry adhesive has been made.
											From the simplest version in nature, one branch,
											my engineering collaborator, Ron Fearing, at Berkeley,
											had made the first synthetic version.
											And so has my other incredible collaborator,
											Mark Cutkosky, at Stanford —
											he made much larger hairs than the gecko,
											but used the same general principles.
									","
											Siendo un biólogo, sentía una gran curiosidad acerca de esto.
											Estos son dedos de gecos.
											Y nos preguntábamos cómo los gecos utilizan estos dedos tan extraños
											para trepar por una pared tan rápidamente.
											Lo descubrimos. Y lo que encontramos fue
											que los gecos tienen estructuras como hojuelas en los dedos
											con millones de pequeños vellos que les hace parecer como una alfombra.
											Y cada uno de estos vellos tiene el peor caso de extremos partidos posible,
											alrededor de 100 a 1000 extremos partidos, de tamaño nanométrico
											Y el individuo tiene 2000 millones de estos extremos partidos.
											No se adhieren por Velcro, o succión, o un adhesivo.
											En realidad se adhieren únicamente por fuerzas entre moléculas,
											fuerzas de van der Waals.
											I realmente me complace anunciarles hoy
											que se ha hecho el primer adhesivo sintético seco, que no deja residuos.
											Partiendo de la versión más simple en la naturaleza, una rama,
											mi colaborador en temas de ingeniería, Ron Fearing de Berkeley,
											ha hecho la primera versión sintética.
											Y lo mismo ha hecho mi otro colaborador increíble,
											Mark Cutkosky, de Stanford.
											Él ha hecho vellos mucho mayores que los del geco,
											pero utilizando los mismos principios generales.
									","
											Bir biyolog olarak, bu konuyu çok merak ediyordum.
											Bunlar kertenkele parmakları.
											Bu garip parmakları bir duvara bu kadar hızlı tırmanırken
											nasıl kullandıklarını merak ettik.
											Ve nasıl olduğunu keşfettik;
											parmaklarında yaprağa benzeyen kısımlar bulunuyor ve
											bunların da üstünde halı gibi görünen milyonlarca minik kıl var.
											Her bir kıl ucu maksimum sayıda çatallaşmış,
											nano ölçülerde yaklaşık 100 ila 1000 çatallı uçlar.
											Bu bireyde nano ölçüdeki çatallı uçlardan 2 milyar tane var.
											Tutunma cırt cırt, emme veya tutkalla sağlanmıyor.
											Aslında sadece moleküller arası güçler yardımıyla tutunuyorlar.
											van der Waals güçleri.
											Bugün sizlere ilk sentetik, kendi kendini temizleyen,
											kuru yapıştırıcının üretildiğini duyurmaktan çok memnunum.
											Doğadaki en basit versiyonu, bir dalı kullanan
											Berkeley'deki mühendis arkadaşım Ron Fearing
											ilk sentetik versiyonu yapmıştı.
											Stanford'daki arkadaşım Mark Cutkosky de
											bir sentetik versiyon yaptı.
											Kertenkelede bulunanlardan çok daha büyük kıllar yaptı,
											fakat aynı genel ilkeyi kullandı.
									","
											Étant biologiste, ce sujet a excité ma curiosité.
											Voici des doigts de gecko.
											Nous nous demandions comment ils utilisaient ces doigts bizarres
											pour grimper si rapidement au mur.
											Nous l'avons découvert : ils ont
											des structures comme des feuilles sur leurs doigts,
											avec des millions de petits poils comme un tapis.
											Et chacun de ces doigts a les pires fourches qu'on puisse trouver
											entre 100 et 1000, qui sont nanométriques.
											Un individu a 2 milliards de ces fourches nanométriques.
											Elles ne collent pas grâce à un Velcro, à la succion ou à une colle.♪
											Elles collent en fait seulement grâce aux forces intermoléculaires,
											les forces de Van der Waal.
											Je suis très heureux de vous annoncer aujourd'hui
											que le premier adhésif auto-nettoyant de synthèse a été créé.
											A partir de sa version la plus simple dans la nature, une branche.
											mon collègue d'ingénierie, Ron Fearing, à Berkeley,
											a créé la première version de synthèse.
											Mon autre collaborateur incroyable, Mark Cutkosky,
											à Stanford, a fait de même.
											Il a créé des poils beaucoup plus larges que ceux du gecko,
											mais a utilisé les mêmes principes généraux.
									","
											Nun, da ich Biologe bin, machte mich dies besonders neugierig.
											Dies sind Gecko-Zehen.
											Und wir haben uns gefragt, wie sie diese bizarren Zehen nutzen,
											um dermaßen schnell eine Wand hinaufzuklettern.
											Wir haben es herausgefunden. Und was wir entdeckt haben, ist,
											dass sie diese blattähnlichen Strukturen an den Zehen haben,
											die mit Millionen winziger Härchen aussehen wie ein Teppich.
											Und jedes dieser Härchen hat die schlimmstmögliche Form von Spliss,
											etwa 100 bis 1000 gespaltene Haarenden in Nanogröße.
											Und jedes einzelne Tier hat 2 Milliarden dieser gespaltenen Haarenden in Nanogröße.
											Sie haften weder wie ein Klettverschluss noch durch Saugwirkung oder Klebstoff.
											Tatsächlich haften sie allein aufgrund intermolekularer Kräfte,
											den Van-der-Waals-Kräften.
											Und ich freue mich sehr, Ihnen heute die Herstellung
											des ersten synthetischen, selbstreinigenden Trockenklebemittels verkünden zu dürfen.
											Ausgehend von der einfachsten in der Natur vorkommenden Form, einer einzelnen Verzweigung,
											hat mein Ingenieurskollege Ron Fearing von der Universität Berkeley
											die erste synthetische Version hergestellt.
											Das gleiche gilt für meinen anderen hervorragenden Kollegen,
											Mark Cutkosky von der Universität Stanford.
											Er hat Haare hergestellt, die viel größer sind als die des Geckos,
											dabei aber die gleichen Prinzipien angewendet.
									",Learning from the gecko's tail,Robert Full,11:54,"animals,biology,biomechanics,design,materials,robots,technology"
"
","
","
","
","
",Learning from the gecko's tail,Robert Full,11:54,"animals,biology,biomechanics,design,materials,robots,technology"
"
											And here is its first test.
											(Laughter)
											That's Kellar Autumn, my former Ph.D. student,
											professor now at Lewis and Clark,
											literally giving his first-born child up for this test.
											(Laughter)
									","
											Y aquí tienen su primera prueba.
											(Risas)
											Éste es Kellar Autumn, mi antiguo estudiante de Doctorado,
											que ahora es profesor en Lewis and Clark,
											literalmente entregando su primogénito para esta prueba.
											(Risas)
									","
											İşte, ilk denemesi.
											(Kahkaha)
											Bu Kellar Autumn, eski doktora öğrencim,
											kendisi şu anda Lewis and Clark'ta profesör,
											kendi çocuğunu deneyde kullanıyor.
											(Kahkaha)
									","
											Voici son premier test.
											(Rires)
											Voici Kellar Autumn, un ancien doctorant de mon labo,
											désormais professeur à Lewis and Clark,
											offrant littéralement son aîné pour ce test.
											(Rires)
									","
											Und dies ist der erste Test.
											(Gelächter)
											Hier sehen Sie Kellar Autumn, meinen ehemaligen Doktoranden,
											der jetzt Professor am Lewis &amp; Clark College ist,
											wie er sprichwörtlich seinen Erstgeborenen hergibt, um diesen Test machen zu können.
											(Gelächter)
									",Learning from the gecko's tail,Robert Full,11:54,"animals,biology,biomechanics,design,materials,robots,technology"
"
","
","
","
","
",Learning from the gecko's tail,Robert Full,11:54,"animals,biology,biomechanics,design,materials,robots,technology"
"
											More recently, this happened.
									","
											Más recientemente, sucedió esto.
									","
											Bu, daha yakın bir tarihte gerçekleşti.
									","
											Plus récemment a eu lieu ceci.
									","
											Vor kurzem ist dann das hier passiert:
									",Learning from the gecko's tail,Robert Full,11:54,"animals,biology,biomechanics,design,materials,robots,technology"
"
","
","
","
","
",Learning from the gecko's tail,Robert Full,11:54,"animals,biology,biomechanics,design,materials,robots,technology"
"
											Man: This the first time someone has actually climbed with it.
									","
											Hombre: Esta es la primera vez que alguien ha escalado realmente con esto.
									","
											Adam: Bugün ilk kez biri bununla duvara tırmandı.
									","
											Homme : c'est la première fois que quelqu'un grimpe avec.
									","
											Mann: Dies ist das erste Mal, dass tatsächlich jemand damit geklettert ist.
									",Learning from the gecko's tail,Robert Full,11:54,"animals,biology,biomechanics,design,materials,robots,technology"
