en,es,fr,tr,title,speaker,duration,tags
"
","
","
","
",A bold idea to replace politicians,César Hidalgo,13:08,"TED en Español,politics,government,innovation,democracy,history,policy,future,leadership,technology,society,social change,AI"
"
											Is it just me,
											or are there other people here
											that are a little bit
disappointed with democracy?
									","
											¿Soy solo yo,
											o hay otras personas aquí
											que están un poco decepcionadas
con la democracia?
									","
											Est-ce que c'est juste moi
											ou y a-t-il d'autres gens ici
											qui sont un peu déçus par la démocratie?
									","
											Sadece ben miyim,
											yoksa demokrasiden biraz hayal 
kırıklığına uğramış başkaları da var mı?
									",A bold idea to replace politicians,César Hidalgo,13:08,"TED en Español,politics,government,innovation,democracy,history,policy,future,leadership,technology,society,social change,AI"
"
","
","
","
",A bold idea to replace politicians,César Hidalgo,13:08,"TED en Español,politics,government,innovation,democracy,history,policy,future,leadership,technology,society,social change,AI"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Alkış)
									",A bold idea to replace politicians,César Hidalgo,13:08,"TED en Español,politics,government,innovation,democracy,history,policy,future,leadership,technology,society,social change,AI"
"
","
","
","
",A bold idea to replace politicians,César Hidalgo,13:08,"TED en Español,politics,government,innovation,democracy,history,policy,future,leadership,technology,society,social change,AI"
"
											So let's look at a few numbers.
											If we look across the world,
											the median turnout
in presidential elections
											over the last 30 years
											has been just 67 percent.
											Now, if we go to Europe
											and we look at people that participated
in EU parliamentary elections,
											the median turnout in those elections
											is just 42 percent.
											Now let's go to New York,
											and let's see how many people voted
in the last election for mayor.
											We will find that only
24 percent of people showed up to vote.
											What that means is that,
if ""Friends"" was still running,
											Joey and maybe Phoebe
would have shown up to vote.
									","
											Analicemos algunas cifras.
											En todo el mundo,
											la participación media
en las elecciones presidenciales
											en los últimos 30 años
											ha sido solo del 67 %.
											Ahora bien, en Europa
											la participación media de la gente
en las elecciones parlamentarias de la UE,
											es solo del 42 %.
											Ahora vayamos a Nueva York,
											y veamos cuánta gente votó
en la última elección para alcalde.
											Veremos que solo un 24 %
se presentó a votar.
											Eso significa que,
si todavía dieran ""Friends"",
											Joey y tal vez Phoebe
se habrían presentado a votar.
									","
											Considérons quelques chiffres.
											Si nous regardons à travers le monde,

											le taux moyen de participation
aux élections présidentielles
											au cours des 30 dernières années
											s'élève seulement à 67%.
											Si nous allons en Europe
											et considérons les gens ayant participé
aux élections parlementaires de l'UE,
											le taux moyen de participation
à ces élections
											est seulement de 42%.
											Allons à présent à New York
											et regardons combien de personnes ont voté
dans les dernières élections municipales.
											Nous découvrons que seulement
24% sont allés voter.
											Cela veut dire que si la série « Friends »
était encore diffusée,
											Joey et peut-être Phoebe
seraient allés voter.
									","
											O zaman bazı rakamlara bir göz atalım.
											Dünyaya bir bakacak olursak
											son 30 yıldaki başkanlık 
seçimlerinde sandığa gitme oranı
											yalnızca %67.
											Şimdi, Avrupa'ya gidersek
											ve AB parlamento seçimlerinde
katılım oranına bakacak olursak
											ortalama oran sadece %42 olmuş.
											Şimdi, New York'a gidelim
											ve son belediye başkanı seçimlerinde
kaç kişi oy vermiş bir bakalım.
											Görüyoruz ki seçmenlerin 
sadece %24'ü oy vermeye gitmiş.
											Bu demek oluyor ki 
""Friends"" hala yayınlanıyor olsaydı
											Joey ve belki bir de Phoebe
oy vermeye gitmiş olacaktı.
									",A bold idea to replace politicians,César Hidalgo,13:08,"TED en Español,politics,government,innovation,democracy,history,policy,future,leadership,technology,society,social change,AI"
"
","
","
","
",A bold idea to replace politicians,César Hidalgo,13:08,"TED en Español,politics,government,innovation,democracy,history,policy,future,leadership,technology,society,social change,AI"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gülüşmeler)
									",A bold idea to replace politicians,César Hidalgo,13:08,"TED en Español,politics,government,innovation,democracy,history,policy,future,leadership,technology,society,social change,AI"
"
","
","
","
",A bold idea to replace politicians,César Hidalgo,13:08,"TED en Español,politics,government,innovation,democracy,history,policy,future,leadership,technology,society,social change,AI"
"
											And you cannot blame them
because people are tired of politicians.
											And people are tired of other people
using the data that they have generated
											to communicate with
their friends and family,
											to target political propaganda at them.
											But the thing about this
is that this is not new.
											Nowadays, people use likes
to target propaganda at you
											before they use your zip code
or your gender or your age,
											because the idea of targeting people
with propaganda for political purposes
											is as old as politics.
											And the reason why that idea is there
											is because democracy
has a basic vulnerability.
											This is the idea of a representative.
									","
											Y no se los puede culpar, porque la gente 
está cansada de los políticos.
											Y está cansada de que otras
personas utilicen esa información
											que generaron al comunicarse
con sus amigos y su familia
											para mandarles propaganda política.
											Pero esto no es algo nuevo.
											Hoy en día, la gente usa los ""me gusta""
para enviarte propaganda
											antes de usar tu código postal,
tu género o tu edad,
											porque la idea de enviar propaganda
política es tan vieja como la política.
											Y esto es posible
											porque la democracia
tiene una vulnerabilidad básica.
											Esta es la idea de un representante.
									","
											Vous ne pouvez pas leur en vouloir
car les gens en ont marre des politiciens.
											Les gens en ont marre des autres gens
utilisant les données qu'ils ont générées
											en communiquant
avec leurs amis et leur famille,
											pour en faire des cibles
de propagande politique.
											Le fait est que cela n'est pas nouveau.
											On utilise les « j'aime »
pour vous cibler.
											Avant, c'était votre code postal,
votre sexe ou votre âge,
											car l'idée de faire des gens des cibles
de propagande à des fins politiques
											est aussi vieille que la politique.
											Cette idée existe bien, car
											la démocratie a une 
vulnérabilité fondamentale.
											Voici le schéma d'une élection.
									","
											Onları suçlayamazsınız 
çünkü insanlar politikacılardan sıkıldı.
											Arkadaşları ve aileleri ile 
iletişim kurmak için oluşturdukları veriyi
											siyasi propaganda hedefi yapmak 
için kullanan insanlardan sıkıldılar.
											Ancak mesele şu ki
bu yeni bir şey değil.
											Bugünlerde posta kodunu, yaşını
veya cinsiyetini kullanmadan önce
											sizi propaganda hedefi yapmak için 
beğenileri kullanıyorlar,
											çünkü siyasi amaçlar için insanları 
propaganda ile hedef gösterme düşüncesi
											politika kadar eski.
											Bu düşüncenin olmasının sebebi ise
											demokrasinin temel bir zafiyeti olması.
											Bu, bir temsilcinin olması düşüncesi.
											Prensip olarak demokrasi, insanların
gücü kullanabilme becerisidir.
									",A bold idea to replace politicians,César Hidalgo,13:08,"TED en Español,politics,government,innovation,democracy,history,policy,future,leadership,technology,society,social change,AI"
