en,fr,es,tr,title,speaker,duration,tags
"
","
","
","
",How a handful of tech companies control billions of minds every day,Tristan Harris,17:00,"design,product design,social media,technology,addiction,algorithm,mindfulness"
"
											I want you to imagine
											walking into a room,
											a control room with a bunch of people,
											a hundred people, hunched
over a desk with little dials,
											and that that control room
											will shape the thoughts and feelings
											of a billion people.
											This might sound like science fiction,
											but this actually exists
											right now, today.
									","
											Imaginez
											entrer dans une salle,
											une salle de contrôle avec des personnes,
											une centaine de personnes
autour d'un bureau avec des boutons
											et que cette salle de contrôle
											façonnera les pensées et émotions
											d'un milliard de personnes.
											Cela semble être de la science-fiction
											mais cela existe
											actuellement, aujourd'hui.
									","
											Quiero que se imaginen
											entrando en una sala.
											Una sala de control con
un montón de gente,
											cien personas encorvadas en un
escritorio con pequeños diales...
											y que esa sala de control
											moldeará los pensamientos y sentimientos
											de un billón de personas.
											Esto podría sonar como ciencia ficción,
											pero esto realmente existe
											en la actualidad.
									","
											Bir odaya doğru
											yürüdüğünüzü hayal edin,
											bir grup insanla beraber
bir kontrol odasında
											yüz kişi küçük tuşlarla dolu
bir masada oturmuş
											ve bu kontrol odası
											milyarlarca insanın
duygu ve düşüncelerini
											şekillendirecek.
											Size bilim kurgu gibi gelse de
											bu, günümüzde
											şu anda var olan bir gerçek.
									",How a handful of tech companies control billions of minds every day,Tristan Harris,17:00,"design,product design,social media,technology,addiction,algorithm,mindfulness"
"
","
","
","
",How a handful of tech companies control billions of minds every day,Tristan Harris,17:00,"design,product design,social media,technology,addiction,algorithm,mindfulness"
"
											I know because I used to be
in one of those control rooms.
											I was a design ethicist at Google,
											where I studied how do you ethically
steer people's thoughts?
											Because what we don't talk about
is how the handful of people
											working at a handful
of technology companies
											through their choices will steer
what a billion people are thinking today.
											Because when you pull out your phone
											and they design how this works
or what's on the feed,
											it's scheduling little blocks
of time in our minds.
											If you see a notification,
it schedules you to have thoughts
											that maybe you didn't intend to have.
											If you swipe over that notification,
											it schedules you into spending
a little bit of time
											getting sucked into something
											that maybe you didn't intend
to get sucked into.
											When we talk about technology,
											we tend to talk about it
as this blue sky opportunity.
											It could go any direction.
											And I want to get serious for a moment
											and tell you why it's going
in a very specific direction.
											Because it's not evolving randomly.
											There's a hidden goal
driving the direction
											of all of the technology we make,
											and that goal is the race
for our attention.
											Because every news site,
											TED, elections, politicians,
											games, even meditation apps
											have to compete for one thing,
											which is our attention,
											and there's only so much of it.
											And the best way to get people's attention
											is to know how someone's mind works.
											And there's a whole bunch
of persuasive techniques
											that I learned in college at a lab
called the Persuasive Technology Lab
											to get people's attention.
									","
											Je le sais car j'étais
dans une de ces salles de contrôle.
											J'étais déontologue
en conception chez Google,
											où j'ai étudié comment orienter
les pensées des gens de façon éthique.
											Nous ne parlons pas de comment
les quelques personnes
											travaillant dans les quelques
entreprises en technologie
											orienteront, à travers leurs choix,
les pensées d'un milliard de personnes.
											Quand vous sortez votre téléphone
											et qu'ils conçoivent son fonctionnement
et le fil d'actualités,
											cela organise de petits blocs
de temps dans notre esprit.
											Si vous voyez une notification,
cela vous programme des pensées
											que vous n'aviez peut-être pas prévues.
											Si vous cliquez sur cette notification,
											cela vous programme
à passer un peu de temps
											à être aspiré par quelque chose
											que vous n'aviez pas prévu.
											En parlant de technologie,
											nous en parlons comme
d'une opportunité ouverte
											pouvant aller n'importe où.
											Je vais être sérieux un instant
											et vous dire pourquoi cela va
dans une direction spécifique.
											Cela n'évolue pas aléatoirement.
											Il y a un but caché donnant la direction
											de toutes les technologies créées
											et ce but est la course
pour notre attention.
											Tout nouveau site —
											TED, les élections, les politiques,
											les jeux, même les applis de méditation —
											doivent se battre pour une chose :
											notre attention,
											et elle est limitée.
											La meilleure façon
d'obtenir l'attention des gens
											est de connaître
le fonctionnement de leur cerveau.
											Il y a des techniques de persuasion
											que j'ai apprises dans un labo,
le Labo de la Technologie Persuasive,
											afin d'obtenir l'attention des gens.
									","
											Lo sé porque solía estar en
una de esas salas de control.
											Yo era un diseñador ético en Google,
											donde estudié cómo se controlan los
pensamientos de la gente de forma ética;
											debido a que, de lo que no hablamos,
es de cómo el puñado de personas
											que trabajan en un puñado
de empresas de tecnología,
											por medio de sus decisiones,
											controlarán lo que un billón de personas
están pensando en la actualidad.
											Porque cuando sacan su teléfono,
											ellos diseñan cómo esto funciona
o qué hay en las notificaciones
											y están programando pequeños
bloques de tiempo en nuestras mentes.
											Si ven una notificación, esta los
programa para que tengan pensamientos
											que quizás no tenían
la intención de tener.
											Si presionan esa notificación,
											esta los programa para que
pasen un poco de tiempo,
											al ser atrapados por algo,
											por lo que quizá no tenían 
la intención de dejarse atrapar.
											Cuando hablamos de tecnología,
											tendemos a hablar de ella,
como esta enorme oportunidad,
											que podría ir en cualquier dirección.
											Y quiero hablar seriamente por un instante
											y decirles por qué va en una
dirección muy específica,
											puesto no está evolucionando al azar.
											Hay un objetivo oculto
dirigiendo la dirección
											de toda la tecnología que hacemos
											y ese objetivo es la carrera
por nuestra atención.
											Porque cada sitio nuevo:
											TED, elecciones, políticos,
											juegos, incluso las
aplicaciones de meditación,
											tienen que competir por una cosa,
											nuestra atención
											y ésta es limitada.
											La mejor manera de capturar
la atención de las personas,
											es saber cómo funciona
la mente de alguien.
											Hay una cantidad de técnicas de 
persuasión que aprendí en un laboratorio
											de la universidad llamado:
'Lab. de Tecnología Persuasiva,'
											para capturar la atención de la gente.
									","
											Bunu biliyorum çünkü ben de
o kontrol odasındakilerden biriydim.
											İnsanların düşüncelerinin etik olarak
											yönlendirilmesi üzerine çalışan
Google' da bir etik tasarım uzmanıydım.
											Çünkü bizim konuşmadığımız konu
bir avuç teknoloji şirketinde
											kendi seçimleriyle çalışan 
bir avuç insanın
											milyarlarca kişinin bugünkü düşüncelerini 
nasıl yönlendirecekleri.
											Telefonunuzu elinize aldığınızda...
											bunu ve ne göreceğinizi dahi tasarlarlar -
											aklımızda küçük zamanlamalar planlanır.
											Eğer bir bildirim görürseniz,
belki de daha önce sahip olmadığın
											düşünceleri zihninden geçirir.
											Bildirim üzerinden hızlıca geçerseniz,
											belki de hiç içine dalmaya
niyetiniz yokken
											bir şeyin içine
											kısa bir zaman da olsa dalmanızı sağlar.
											Konu teknoloji olunca,
											onu bu mavi gökyüzü fırsatı
olarak konuşuyoruz.
											O herhangi bir yöne gidebilir.
											Bir an için ciddi olmak istiyorum
											ve çok özel bir yöne 
neden gittiğini size söyleyeceğim.
											Çünkü teknoloji rasgele gelişmiyor.
											Bizim yaptığımız tüm teknolojinin
											gittiği yönün gizli bir amacı var
											ve bu amaç bizim dikkatimize
yönelik bir yarış.
											Her yeni internet sitesi,
											TED, seçimler, politikacılar,
											oyunlar, meditasyon uygulamaları bile...
											bir şey için mücadele etmek zorundadır,
											bu da bizim dikkatimiz
											ve bunun da bir sınırı var.
											İnsanların dikkatini çekmek için 
en iyi yöntem ise
											akıllarının nasıl çalıştığını bilmektir.
											İnsanların dikkatlerini çekmek için
üniversitede
											İkna Teknoloji Laboratuvarı
adında bir laboratuvarda
											çok sayıda teknik öğrendim.
									",How a handful of tech companies control billions of minds every day,Tristan Harris,17:00,"design,product design,social media,technology,addiction,algorithm,mindfulness"
"
","
","
","
",How a handful of tech companies control billions of minds every day,Tristan Harris,17:00,"design,product design,social media,technology,addiction,algorithm,mindfulness"
"
											A simple example is YouTube.
											YouTube wants to maximize
how much time you spend.
											And so what do they do?
											They autoplay the next video.
											And let's say that works really well.
											They're getting a little bit
more of people's time.
											Well, if you're Netflix,
you look at that and say,
											well, that's shrinking my market share,
											so I'm going to autoplay the next episode.
											But then if you're Facebook,
											you say, that's shrinking
all of my market share,
											so now I have to autoplay
all the videos in the newsfeed
											before waiting for you to click play.
											So the internet is not evolving at random.
											The reason it feels
like it's sucking us in the way it is
											is because of this race for attention.
											We know where this is going.
											Technology is not neutral,
											and it becomes this race
to the bottom of the brain stem
											of who can go lower to get it.
									","
											Un exemple simple est YouTube.
											YouTube veut maximiser
le temps que vous y passez.
											Que font-ils ?
											Ils lancent automatiquement
la vidéo suivante.
											Disons que cela fonctionne très bien.
											Ils obtiennent un peu plus
du temps des gens.
											Si vous êtes Netflix,
vous voyez cela et pensez
											que cela réduit votre part de marché,
											alors vous lancez automatiquement
l'épisode suivant.
											Mais si vous êtes Facebook,
											vous pensez que cela réduit
votre part de marché,
											alors vous lancez automatiquement
toutes les vidéos
											au lieu d'attendre que l'on clique.
											Internet n'évolue pas aléatoirement.
											La raison pour laquelle on a l'impression
qu'il nous aspire ainsi
											est à cause de cette course à l'attention.
											Nous savons où cela va.
											La technologie n'est pas neutre
											et cela devient cette course
à la base du tronc cérébral
											de qui s'abaissera le plus pour l'obtenir.
									","
											Un ejemplo sencillo es YouTube.
											YouTube quiere maximizar el
tiempo que Uds. pasan allí.
											Entonces, ¿qué es lo que hacen?
											Reproducen el siguiente
vídeo automáticamente
											y digamos que funciona muy bien.
											Están consiguiendo un poco
más de tiempo de la gente.
											Bueno, si son Netflix, miran eso y dicen:
											""Eso está reduciendo mi cuota de mercado,
											así que voy a reproducir el siguiente
episodio automáticamente.""
											Pero si son Facebook, dicen: ""eso está
reduciendo toda mi cuota de mercado,
											así que ahora debo reproducir todos
los vídeos del inicio automáticamente,
											antes de esperar a que
hagan clic en reproducir.""
											Por eso Internet no
está evolucionando al azar.
											La razón por la que parece que nos
atrapa en la manera que lo hace,
											se debe a esta carrera por la atención.
											Sabemos adónde va esto.
											La tecnología no es neutral.
											Y se convierte en esta carrera
hacia el fondo del tronco encefálico;
											de quién puede ir más
bajo para ganarla.
									","
											Basit bir örnek Youtube.
											Youtube harcadığınız zamanı
maksimize etmeyi istiyor.
											Peki ne yapıyorlar?
											Bir sonraki videoyu 
otomatik oynatıyorlar.
											Bunun çok iyi çalıştığını söyleyelim.
											İnsanların zamanından
biraz daha alıyorlar.
											Eğer Netflix çalışanıysanız,
buna bakıyor
											ve bunun pazar payınızı düşürdüğünü
											sizin de oto oynatmaya 
başlamanız gerektiğini düşünüyorsunuz.
											Facebook çalışanıysanız,
											Bu benim tüm pazar payımı düşürüyor,
											haber akışındaki tüm videoları
siz 'oynat'a tıklamadan
											oynatmak zorundayım diyorsunuz.
											Böylece internet rasgele gelişmiyor.
											Bizi içine çekiyormuş gibi
hissettirmesinin nedeni,
											dikkatimizi çekmeye yönelik bu yarış.
											Bunun nereye gittiğini biliyoruz.
											Teknoloji tarafsız değil
											ve bu yarış beynimizin son hücresine kadar
											kimin daha çok alçalacağı 
yarışına dönüşüyor.
									",How a handful of tech companies control billions of minds every day,Tristan Harris,17:00,"design,product design,social media,technology,addiction,algorithm,mindfulness"
"
","
","
","
",How a handful of tech companies control billions of minds every day,Tristan Harris,17:00,"design,product design,social media,technology,addiction,algorithm,mindfulness"
"
											Let me give you an example of Snapchat.
											If you didn't know,
Snapchat is the number one way
											that teenagers in
the United States communicate.
											So if you're like me, and you use
text messages to communicate,
											Snapchat is that for teenagers,
											and there's, like,
a hundred million of them that use it.
											And they invented
a feature called Snapstreaks,
											which shows the number of days in a row
											that two people have
communicated with each other.
											In other words, what they just did
											is they gave two people
something they don't want to lose.
											Because if you're a teenager,
and you have 150 days in a row,
											you don't want that to go away.
											And so think of the little blocks of time
that that schedules in kids' minds.
											This isn't theoretical:
when kids go on vacation,
											it's been shown they give their passwords
to up to five other friends
											to keep their Snapstreaks going,
											even when they can't do it.
											And they have, like, 30 of these things,
											and so they have to get through
taking photos of just pictures or walls
											or ceilings just to get through their day.
											So it's not even like
they're having real conversations.
											We have a temptation to think about this
											as, oh, they're just using Snapchat
											the way we used to
gossip on the telephone.
											It's probably OK.
											Well, what this misses
is that in the 1970s,
											when you were just
gossiping on the telephone,
											there wasn't a hundred engineers
on the other side of the screen
											who knew exactly
how your psychology worked
											and orchestrated you
into a double bind with each other.
									","
											Laissez-moi vous présenter
un exemple de Snapchat.
											Si vous l'ignorez, Snapchat
est le moyen de communication principal
											des adolescents aux Etats-Unis.
											Si vous êtes comme moi et utilisez
les SMS pour communiquer,
											Snapchat est l'équivalent pour ados
											et un million d'entre eux l'utilisent.
											Ils ont inventé
une fonctionnalité, Snapstreak,
											qui montre le nombre de jours d'affilée
											où deux personnes
ont communiqué l'une avec l'autre.
											En d'autres mots, ce qu'ils ont fait
											c'est donner à deux personnes
une chose à ne pas perdre.
											Si vous êtes un adolescent
et avez 150 jours d'affilée,
											vous ne voulez pas les perdre.
											Pensez aux petits blocs de temps
prévus dans l'esprit des enfants.
											Ce n'est pas théorique : en vacances,
											ils donnent leur mot de passe
à des amis, jusqu'à cinq d'entre eux,
											pour préserver leurs Snapstreaks,
											même s'ils ne le peuvent pas.
											Et ils en ont une trentaine,
											ils doivent donc prendre des photos
de photos ou de murs
											ou de plafonds pour passer la journée.
											Ils n'ont même pas
de réelles conversations.
											Nous avons la tentation de dire
											qu'ils utilisent Snapchat
											comme nous utilisions le téléphone.
											C'est probablement normal.
											Ce que nous oublions
c'est que dans les années 70,
											quand vous papotiez au téléphone,
											il n'y avait pas 100 ingénieurs
de l'autre côté de l'écran
											connaissant exactement votre psychologie
											et orchestrant de vous confiner
ensemble à une contrainte.
									","
											Permítanme darles un ejemplo de Snapchat.
											Si no lo sabían, Snapchat
es el medio número uno
											que los adolescentes de EE. EE. 
usan para comunicarse.
											Si son como yo y usan
mensajes de texto para comunicarse,
											eso es Snapchat para los adolescentes
											y hay como cien millones
de ellos que la usan.
											Ellos inventaron una
función llamada Snapstreaks,
											la cual muestra el número de días seguidos
											que dos personas se
han comunicado entre sí.
											En otras palabras, lo
que acaban de hacer,
											es que le dieron a dos personas
algo que no quieren perder.
											Ya que si son un(a) adolescente
y tienen 150 días seguidos,
											no quieren que eso se esfume.
											Así que piensen en los
pequeños bloques de tiempo,
											que eso programa en
las mentes de los niños.
											Esto no es teórico: cuando
los niños van de vacaciones,
											se ha demostrado que
dan sus contraseñas
											a hasta cinco de sus amigos para
mantener su Snapstreaks activo,
											incluso cuando no pueden hacerlo.
											Y tienen como 30 de estas cosas,
											así que, tienen que tomar fotos o
simplemente imágenes de paredes
											o techos sólo para pasar su día.
											Ni siquiera es como si
conversaran realmente.
											Tenemos la tentación
de pensar en esto como:
											""Oh, sólo están usando Snapchat
											de la forma en que solíamos
chismear en el teléfono.
											Probablemente esté bien.""
											Pero lo que esto omite es
que en la década de 1970,
											cuando estaban simplemente
chismeando en el teléfono,
											no habían cien ingenieros
al otro lado de la pantalla,
											que sabían exactamente
cómo funcionaba su psicología
											y los orquestaban en un
doble vínculo entre sí.
									","
											Bir Snapchat örneği vereyim.
											Eğer bilmiyorsanız,
Snapchat ABD'deki gençlerin
											bir numaralı iletişim aracı.
											Benim gibiyseniz, 
iletişim için normal mesaj kullanırsınız.
											Snapchat gençler içindir
											ve yüz milyonlarca genç
onu kullanıyor zaten.
											Bir de Snap şeritleri diye
bir şey geliştirdiler.
											İki kişinin ardı ardına konuştuğu
											gün sayısını ayrıca gösteren bir özellik.
											Başka bir deyişle,
											onlara kaybetmek istemedikleri
bir şey verildi.
											Çünkü bir gençseniz
ve 150 ardışık gününüz varsa,
											bunu kaybetmek istemezsiniz.
											Bu da çocukların aklında
küçük zamanlamalar yapmaktır.
											Konu teorik de değil:
Çocuklar tatile gittiğinde,
											kendileri yapamayacağı için
bazen 5 arkadaşlarıyla
											Snapchat'leri aktif kalsın diye
											şifrelerini paylaştıkları gösterildi.
											Bunlarda 30 tane kadarına sahipler,
											yani günü geçirmek için
başka resimlerin, duvarların
											hatta tavanın resimlerini 
çekmek zorundalar.
											Yani aslında gerçek bir sohbet
dahi gerçekleştirmiyorlar.
											Bunu şöyle düşünüyor olabilirsiniz,
											bizim telefonda dedikodu yaptığımız gibi
											onlar da Snapchat kullanıyor.
											Bu doğru olabilirdi.
											Ancak biz 70'li yıllarda
											telefonda sadece dedikodu yaparken
											ekranın diğer tarafında
psikolojimizi tamamen anlayan
											ve bizi birbirimize bağlamak için
											taktik geliştiren yüz mühendis yoktu.
									",How a handful of tech companies control billions of minds every day,Tristan Harris,17:00,"design,product design,social media,technology,addiction,algorithm,mindfulness"
"
","
","
","
",How a handful of tech companies control billions of minds every day,Tristan Harris,17:00,"design,product design,social media,technology,addiction,algorithm,mindfulness"
"
											Now, if this is making you
feel a little bit of outrage,
											notice that that thought
just comes over you.
											Outrage is a really good way also
of getting your attention,
											because we don't choose outrage.
											It happens to us.
											And if you're the Facebook newsfeed,
											whether you'd want to or not,
											you actually benefit when there's outrage.
											Because outrage
doesn't just schedule a reaction
											in emotional time, space, for you.
											We want to share that outrage
with other people.
											So we want to hit share and say,
											""Can you believe the thing
that they said?""
											And so outrage works really well
at getting attention,
											such that if Facebook had a choice
between showing you the outrage feed
											and a calm newsfeed,
											they would want
to show you the outrage feed,
											not because someone
consciously chose that,
											but because that worked better
at getting your attention.
											And the newsfeed control room
is not accountable to us.
											It's only accountable
to maximizing attention.
											It's also accountable,
											because of the business model
of advertising,
											for anybody who can pay the most
to actually walk into the control room
											and say, ""That group over there,
											I want to schedule these thoughts
into their minds.""
											So you can target,
											you can precisely target a lie
											directly to the people
who are most susceptible.
											And because this is profitable,
it's only going to get worse.
									","
											Si cela vous scandalise un peu,
											remarquez que cette pensée vous envahit.
											L'indignation est une très bonne façon
d'obtenir votre attention
											car on ne choisit pas de s'indigner.
											Cela nous arrive.
											Le fil d'actualités de Facebook,
											qu'il le veuille ou non,
											tire profit de l'indignation.
											Car l'indignation ne prévoit pas
simplement une réaction
											à un moment et dans un espace
émotionnels pour vous.
											Nous voulons partager
cette indignation avec d'autres.
											Nous voulons partager et dire :
											« Tu crois à ce qu'ils ont dit ? »
											L'indignation fonctionne très bien
pour attirer l'attention,
											si bien que si Facebook devait choisir
entre un fil d'actualités scandaleuses
											et un fil d'actualités calmes,
											ils choisiraient
les actualités scandaleuses
											non pas consciemment
											mais parce que cela
attire plus votre attention.
											La salle de contrôle du fil d'actualités
n'a pas de comptes à nous rendre.
											Elle doit simplement
maximiser l'attention.
											Elle est aussi responsable,
											à cause du modèle de publicité,
											envers quiconque payant le plus
et entrant dans la salle de contrôle
											en disant : « Ce groupe-là,
											je veux établir ces pensées
dans leur esprit. »
											Vous pouvez cibler,
											vous pouvez cibler précisément un mensonge
											directement vers les gens
les plus susceptibles.
											Puisque c'est rentable,
cela ne va qu'empirer.
									","
											Ahora, si esto les hace
sentir un poco de indignación,
											noten que ese pensamiento
simplemente les llega.
											La indignación también es una manera
muy buena de capturar su atención,
											ya que no elegimos la indignación,
											es algo que nos sucede.
											Y si son la sección de novedades
de Facebook, quiéranlo o no,
											de hecho se benefician
cuando hay indignación,
											porque la indignación no sólo programa
											una reacción emocional en
Uds. en el tiempo/espacio,
											sino que queremos compartir
esa indignación con otros.
											Queremos dar clic en compartir y decir:
											""¿Pueden creer lo que dijeron?""
											Y así, la indignación funciona muy
bien para capturar la atención,
											de modo que si Facebook
tuviera la opción
											entre mostrarles publicaciones 
indignantes o tranquilas,
											ellos querrían mostrarles las indignantes,
											no porque alguien eligió
conscientemente eso,
											sino porque eso funcionó mejor,
para capturar su atención.
											Y...
											La sala de control de noticias
no es responsable de nosotros.
											Sólo es responsable de
maximizar la atención.
											También es responsable,
											debido al modelo de
negocio de la publicidad,
											para cualquiera que pueda pagar
más, entrar en la sala de control
											y decir: ""Ese grupo allá,
											quiero programar estos
pensamientos en sus mentes.""
											Así que se puede elegir como blanco...
											se puede apuntar con
precisión una mentira,
											directamente a las personas
que son más susceptibles.
											Y debido a que esto es
rentable, sólo va a empeorar.
									","
											Bu sizi biraz da olsa kızdırdıysa,
											bu düşüncenin sizin önünüze
geçtiğinin farkına varın.
											Kızgınlık da dikkatinizi kazanmak için
çok iyi bir yol,
											çünkü kızgınlığı biz seçmiyoruz.
											Kendiliğinden oluyor.
											Eğer Facebook haber akışı ekibiyseniz,
											isteyin veya istemeyin,
											kızgınlıktan fayda sağlıyorsunuz.
											Çünkü kızgınlık yalnızca
sizin duygusal bir zaman ve boşlukta
											tepki vermenizden ibaret olmuyor.
											Bu kızgınlığı başkalarıyla 
paylaşmak istiyoruz.
											O yüzden paylaş'a dokunmak
											ve ''Söylediği şeye inanabiliyor musun?''
demek istiyoruz.
											Kızgınlık dikkat toplamada
gerçekten işe yarıyor,
											hatta Facebook'ta kızgınlık akışı
ve sakinlik akışı
											diye iki seçenek olsa,
											size kızgınlık akışını gösterirlerdi,
											biri bilinçli olarak 
onu seçtiğinden değil,
											dikkatinizi çekmede daha iyi olduğu için.
											Haber akışı kontrol odası
bize karşı sorumlu değil.
											Dikkati maksimize etmekle sorumlular.
											Şuna karşı da sorumlular:
											reklama yönelik iş modelleri gereği
											içeri girmek için en çok parayı ödeyebilen
											ve ''Hey, şuradaki grup,
											insanların aklına şu düşünceleri
sokalım'' diyen herkes.
											Hedef koyabilirsiniz,
											bir yalan belirleyip
											buna en yatkın insanları
hedefleyebilirsiniz.
											Kâr amacı olduğu için
sadece kötüye gidecektir.
									",How a handful of tech companies control billions of minds every day,Tristan Harris,17:00,"design,product design,social media,technology,addiction,algorithm,mindfulness"
