fr,en,tr,es,title,speaker,duration,tags
"
","
","
","
","Playtime with Pleo, your robotic dinosaur friend",Caleb Chung,18:27,"children,design,dinosaurs,entertainment,happiness,invention,play,technology,toy,Best of the Web"
"
											Je suis, j'étais, un concepteur de jouets.
											Avant d'être un concepteur de jouets, j'étais un mime, un mime de rue, en fait.
											Je suis ensuite devenu un amuseur, je suppose.
											Avant cela, j'étais orfèvre, avant quoi j'étais —
											J'ai quitté la maison familiale à environ 15 ans et demi,
											et je n'en suis jamais venu à vouloir aller à l'université.
											Je n'en voyais pas vraiment la nécessité à l'époque.
											A présent, j'en vois la nécessité, après avoir appris toutes ces histoires de quanta.
									","
											I'm a, or was, or kind of am a toy designer.
											And before I was a toy designer, oh, I was a mime, a street mime, actually.
											And then I was an entertainer, I guess.
											And before that, I was a silversmith, and before that, I was —
											I was out of the house at about 15 and a half,
											and I never wound up going into college.
											I didn't really — I didn't see the point at the time.
											I do now, after learning about all the quantum stuff.
									","
											Ben bir oyuncak tasarımcısıyım—daha doğrusu öyle idim.
											Ve oyuncak tasarımcısı olmadan once, bir pandomimciydim—hem de sokak pandomimcisi.
											Ve daha sonra bir şovmendim, sanırım.
											Ve ondan once bir gümüş işçisiydim, ve ondan da önce ben...
											Evimden 15 buçuk yaşımda ayrılmıştım.
											ve hiçbir zaman üniversiteye gitmedim.
											Açıkçası, o zaman okula gitmanin anlamını görmüyordum.
											Şimdi görüyorum halbuki, hele bütün bu kuantum olaylarını öğrendikten sonra.
									","
											Soy, o he sido, una especie de diseñador de juguetes.
											Antes de ser diseñador de jueguetes, oh, era un mimo, un mimo callejero.
											Supongo que por aquel entonces era un entretenedor.
											Y antes de eso, era un vendedor de plata, y antes de eso —
											Antes de eso, con 15 años y medio, ya vivía fuera de casa,
											y nunca me preocupé por ir a la universidad.
											Sinceramente no — Yo no le veía sentido en aquella época.
											Ahora si que le veo sentido, después de aprender toda la cuántica.
									","Playtime with Pleo, your robotic dinosaur friend",Caleb Chung,18:27,"children,design,dinosaurs,entertainment,happiness,invention,play,technology,toy,Best of the Web"
"
","
","
","
","Playtime with Pleo, your robotic dinosaur friend",Caleb Chung,18:27,"children,design,dinosaurs,entertainment,happiness,invention,play,technology,toy,Best of the Web"
"
											(Rires)
											C'est très intéressant.
									","
											(Laughter)
											It's really cool.
									","
											(Gülüşmeler)
											Gerçekten çok süper.
									","
											(Risas)
											Es muy interesante.
									","Playtime with Pleo, your robotic dinosaur friend",Caleb Chung,18:27,"children,design,dinosaurs,entertainment,happiness,invention,play,technology,toy,Best of the Web"
"
","
","
","
","Playtime with Pleo, your robotic dinosaur friend",Caleb Chung,18:27,"children,design,dinosaurs,entertainment,happiness,invention,play,technology,toy,Best of the Web"
"
											Bref. Je voulais vous donner un aperçu de ce qu'est le monde de la conception de jouets,
											du moins, de ma petite fenêtre sur ce monde.
											Voici une vidéo que j'ai faite à mes débuts dans la conception de jouets.
											Je suis dans mon garage, en train de faire des choses bizarres.
											Ensuite, je vais chez ces compagnies de jouets,
											il y a un gars de l'autre côté de la table,
											qui dit : ""au suivant, au suivant, au suivant.""
											Vous pensez que c'est tellement intéressant, mais eux —
											bref, j'ai fait cette vidéo, que j'utilise toujours quand j'arrive.
											Le nom de ma société est Giving Toys.
											En fait, j'ai travaillé pour Mattel.
											Après avoir quitté Mattel, j'ai fait ces kits de préparation des hamburgers.
											Puis j'ai obtenu le permis pour fabriquer ces kits,
											ceci est un kit à hamburger dans lequel —
											vous mettez le beurre d'arachide et le reste, et ça fait —
											ceci est la friteuse, de la petite nourriture que vous pouvez manger.
											J'ai cassé la machine à pâte pour faire ça.
											Celui-ci est une machine à faire des McNuggets, je crois.
											Non, voilà la machine à faire des McNuggets,
											et ça — c'est ma fille aînée qui fait une McTarteAuxPommes.
											Voyons voir, vous pouvez faire la tarte avec de la cannelle et du sucre,
											et ensuite vous mangez, et vous mangez, et vous mangez, et vous —
											elle pèse maintenant 136 kilos.
											Non pas du tout, elle est très belle.
											Ça, c'est de quoi ils avaient l'air à la fin quand ils sortaient.
											Ceux-ci sont — c'est comme une chaîne à 15 millions de dollars.
											Ça m'a donné — je n'ai touché aucune royaltie dessus.
									","
											Anyway, I wanted to show you a little bit about the world of toy design,
											at least from my small aperture of the world.
											This is a video I made when I first started doing toy design.
											I'm in my garage, making weird stuff.
											And then you go to these toy companies
											and there's some guy across the table,
											and he goes, ""Pass. Pass. Pass.""
											You know, you think it's so cool, but they —
											anyway, I made this little tape that I'd always show when I go in.
											This is the name of my company, Giving Toys.
											So I used to work at Mattel, actually.
											And after I left Mattel, I started all these hamburger makers,
											and then got the license to make the maker.
											So this is a hamburger maker that
											you take the peanut butter and stuff and you put it in there, and it makes —
											and this is a French fry maker, little, tiny food you can eat.
											I beat up the pasta maker to make that.
											Then this is a McNugget maker, I think.
											This, now that's the McNugget maker,
											and this is a — this is my oldest daughter making a McApple Pie.
											And let's see, you can make the pie and cinnamon and sugar,
											and then you eat, and you eat, and you eat, and you —
											she's about 300 pounds now.
											No, she's not, she's beautiful.
											This is how they looked when they came out at the end.
											These are a — this is like a 15 million dollar line.
											And it got me through some — I didn't make any royalties on this, but it got me through.
									","
											Herneyse, size oyuncak tasarımı dünyasıyla ilgili birkaç şey göstermek istiyorum.
											en azından benim küçük penceremden.
											Bu oyuncak tasarımına ilk başladigimda yaptığı bir video.
											Garajımda, garip bir şeyler yapmaktayım
											Ve sonra bu oyuncak firmalarina gidersiniz
											ve masanın karşısında duran bir adam,
											ve adam der ki ""gec, gec, gec.""
											Siz bunun çok süper oldugunu düşünürsünüz, ama onlar...
											herneyse, ben bu kısa kaydı hazırlamıştım ve her gittigimde onlara bunu gösteriyordum.
											Bu benim oyuncak şirketimin adi, Giving Toys.
											Aslında Mattel'de calışıyordum eskiden.
											Ve Mattel'den ayrıldığımda, bu hamburger yapma makinelerini başlattım.
											Ve daha sonra bunu üretmek icin gerekli lisansi aldım.
											bu bir hamurger makinesi ve...
											fistik ezmesini alip buraya sokuyorsunuz ve bunları yapıyor...
											bu da bir patates kızartıcı, yiyebileceğiniz ufak tefek yiyecekler.
											Bunu yapmak icin makarna yapıcısını parçaladım.
											Bu da bir McNugget makinası sanirim.
											Asil bu McNugget yapicisi.
											ve bu benim en büyük kızım bir McApple turtası yaparken.
											Başka.... turta, tarçın, ve şeker yapabilirsiniz.
											ve sonra yersiniz, yersiniz, ve yersiniz, ve....
											şimdi o 135 kilo oldu.
											Değil aslinda, kendisi çok da güzel.
											Sonunda makineden çıktıklarında böyle görünüyorlardı.
											Bu 15 milyon dolarlık bir seriydi.
											Ve beni bir süre idare etti — çok fazla lisans ucreti kazanmadım bundan.
									","
											Bueno, yo quería enseñarles un poquito el mundo del diseño de juguetes.
											por lo menos desde mi experiencia y punto de vista.
											Este es un vídeo que hice cuando empecé a hacer diseño de juguetes.
											Estoy en mi garaje, haciendo cosas raras.
											Y entonces vas a una de esas compañías de juguetes
											y hay un tipo al otro lado de la mesa
											diciendo: ""siguiente, siguiente, siguiente.""
											Piensas que es muy divertido, pero ellos —
											de todos modos, hice una pequeña cinta de vídeo que siempre enseñaba dentro.
											Éste es el nombre de mi empresa, Giving Toys.
											También trabajé en Mattel.
											Y después de que me fuera de Mattel, empecé a hacer estas cocinas de hamburguesas.
											Y entonces conseguí el permiso para fabricarlas,
											así que esto es un cocina-hamburguesas que —
											cojes crema de cacahuete, y lo pones dentro, y hace —
											y esto es un cocina-patatas fritas, pequeña comidita que puedes comer.
											Rompí el utensilio de la pasta para hacer esto.
											Y esto, creo que es una freidora de McNuggets.
											Esto, esto es la freidora de McNuggets.
											y esto — esta es mi hija mayor, haciendo un pastel McApple.
											Y veamos, podemos hace el pastel con canela y azúcar,
											y te lo comes y te lo comes y te lo comes, y —
											ahora ella pesa unos 130 kilos.
											No, es broma, ella es preciosa.
											Así es como eran cuando salieron al mercado.
											Y eran — como una tirada de 15 millones de dólares.
											Y encima yo no tenía royalties de esto.
									","Playtime with Pleo, your robotic dinosaur friend",Caleb Chung,18:27,"children,design,dinosaurs,entertainment,happiness,invention,play,technology,toy,Best of the Web"
"
","
","
","
","Playtime with Pleo, your robotic dinosaur friend",Caleb Chung,18:27,"children,design,dinosaurs,entertainment,happiness,invention,play,technology,toy,Best of the Web"
"
											Ensuite on a une compilation de toutes sortes de choses.
											Ceci est un propulseur de missiles en mousse qui ne s'est pas vendu.
											Ça, c'est une tête molle, sans raison apparente.
											Voici quelques effets que j'ai faits pour ""Wig, Rattle and Roll""
											Ça, c'est une chose avec un œil de robot, avec la manette dans le fond.
											Cela a servi à payer le loyer pendant environ un mois.
											Ceci est une Barbie qui marche — je me suis dit, oh, ça y est!
											Et eux ont dit : c'est vraiment très bien, suivant!
											Ceux-ci sont des robots combattants. Je pensais que tout le monde en voudrait.
											Ils combattent, se remettent debout, vous voyez? N'est-ce pas génial?
											Ils les ont présentés sous la forme de jouets, et ils ont laissé tomber.
											Ils sont plutôt sympas.
											C'est — nous sommes en train de faire quelques tests en réel
											de mon petit Pug, pour voir si ça arrive à attraper.
											Ça le fait assez bien.
											J'utilise des câbles de téléphone pour les faire tourner sur eux-mêmes.
											C'est pourquoi ils ont ces albums, les enfants n'ont aucune idée de ce qu'ils sont.
											Ça, c'est une machine qui crée des figures avec de l'argile.
											Vous savez, j'ai dit — J'ai été chez Play-Doh
											et je leur ai dit, ""regardez, je peux faire bouger ça.""
											Ils ont dit, ""Ne nous parlez pas de Play-Doh.""
											Ensuite, j'ai fait un animateur de Lego.
											Je me disais : ""Ce serait tellement intéressant!""
											Vous connaissez Lego — n'amenez pas de Legos à Lego.
											Voilà la réponse. Ils savent tout ce qu'il y a à savoir là-dessus.
									","
											Next is a compilation of a bunch of stuff.
											That was a missile foam launcher that didn't get sold.
											This is a squishy head, for no apparent reason.
											This is some effects that I did for ""Wig, Rattle and Roll.""
											That was a robot eye thing controlling it in the back.
											That paid the rent for about a month.
											This is a walking Barbie — I said, ""Oh, this is it!""
											And they go, ""Oh, that's really nice,"" and out it goes.
											So this is some fighting robots. I thought everyone would want these.
											They fight, they get back up, you know? Wouldn't this be cool?
											And they made it into a toy, and then they dropped it like a hot rock.
											They're pretty cool.
											This is a— we're doing some flight-testing
											on my little pug, seeing if this can really grab.
											It does pretty good.
											I'm using little phone connectors to make them so they can spin.
											It's how they, see, have those album things — kids don't know what they are.
											This is a clay maker.
											You know, I said — I went to Play-Doh,
											and said, ""Look, I can animate this.""
											They said, ""Don't talk to us about Play-Doh.""
											And then, I made a Lego animator.
											I thought, this would be so great!
											And you know, Lego — don't take Legos to Lego.
											That's the answer. They know everything about it.
									","
											Şimdi sırada birkaç şeyin birarada olduğu bir kısım var.
											Bu çok fazla satmayan bir köpük füze fırlatıcısı.
											Bu peltemsi bir kafa, özel bir sebebi yok.
											Bu ""Peruk, Salla, and Yuvarla"" icin yaptığım bir kaç efekt.
											Bu arkadaki onu kontrol eden robot-göz benzeri bir şey.
											Bir ay kadar kiramı ödedi.
											Bu yürüyen bir Barbie — ve kendi kendime ""işte bu!"" demiştim.
											Ama onlar aa çok güzel dediler ama sonra öylece kaldı.
											Bunlar kavga eden birkac robot. Herkesin bunlari isteyecegini dusunmustum.
											Dövüşüyorlar, ve sonra tekrar kalkıyorlar. Çok güzel değil mi?
											Bunu bir oyuncağa çevirdiler, ve sonra hemen vazgeçtiler.
											Aslında oldukça güzeller.
											Bu bir — burada bazı testler yapıyoruz.
											küçük Pug'um bakalım yakalayabilecek mi diye.
											Oldukça iyi.
											Küçük telefon bağlantıları kullanıyorum dönebilsinler diye.
											O kucuk albüm tarzı şeyler gibi, küçük çocuklar ne olduğunu bilmez.
											Bu bir kil yapıcı.
											Play-Doh'a gittim ve dedim ki...
											dedim bakın, bunu canlandırabilirim.
											Onlar dedi ki bize Play-Doh'tan bahsetme.
											Ve ben de bir Lego canlandırıcısı yaptim.
											Bunun harika olacağını düşünmüştüm.
											Ve Lego'yu bilirsiniz — Lego'ya Lego götürülmez.
											Cevap bu. Onlar bunun hakkındaki herşeyi zaten biliyorlar.
									","
											Lo siguiente es una compilación de cosas.
											Eso era un lanzador de cohetes de espuma que no llegó a venderse.
											Esto es una cabeza de goma esponjosa, sin mucho más que añadir.
											Estos son algunos efectos que hice para ""Wig, Rattle and Roll.""
											Eso era un robot de ojos saltones que se controlaba desde atrás.
											Pagó las facturas de todo un mes.
											Esto, es una Barbie andante — Yo dije, oh, ¡ésto es lo que hace falta!
											Y ellos dijeron, ""bueno, es un muy buen diseño así que lo sacaremos.""
											Seguimos con unos robots luchadores. Pensaba que todo el mundo querría tener uno.
											Luchan, se levantan... ¿No sería genial?
											Entonces lo hicieron un juguete, y cayó como una piedra pesada.
											Son geniales.
											Esto es — estabamos haciendo pruebas de lucha
											con mi pequeño Pug, viendo si realmente podía agarrar cosas.
											Lo hace muy bien.
											Estoy utilizando pequeños conectores de teléfono para que puedan girar
											Es como si tuvieran lo de los tocadiscos, los niños no saben lo que son.
											Este es un juguete de plastilina.
											Dije — Fuí a Play-Doh
											y dije, miren, puedo animar esto.
											Y me dijeron: ""no nos hables de Play-Doh.""
											Y aquí, hice el Lego animado.
											Pensé: ""¡Esto sería genial!""
											Pero ya conocéis a Lego — no le lleves Legos a Lego.
											Esa es la respuesta. Ellos ya lo saben todo sobre los Lego.
									","Playtime with Pleo, your robotic dinosaur friend",Caleb Chung,18:27,"children,design,dinosaurs,entertainment,happiness,invention,play,technology,toy,Best of the Web"
"
","
","
","
","Playtime with Pleo, your robotic dinosaur friend",Caleb Chung,18:27,"children,design,dinosaurs,entertainment,happiness,invention,play,technology,toy,Best of the Web"
"
											J'ai ensuite commencé à travailler avec des Animatronics.
											J'aimais les dinosaures.
											J'étais dans le cinéma, en quelque sorte,
											et en fait, Nicholas Negroponte l'avait prédit quand j'avais près de 12 ans,
											en tous cas, ils ont répondu, ""Non, vous devez en faire deux et ils doivent se battre.""
											Pourquoi un enfant voudrait-il d'un dinosaure?
											Me voici en train d'utiliser Sol* — ou 3D Studio dans les années 80.
											Voici David Letterman.
											Vous vous rendez compte de l'époque.
											Lui, c'est mon plus jeune cousin.
											Voici un extrait nommé: ""Jouets dangereux que vous ne verrez pas à Noël.""
											C'était mon premier lance-scie et une chaise lance-flamme.
											Ma carrière était pratiquement à son apogée.
											Au fond, sont des images découpées sur carton des gens qui ne pouvaient pas être là pour le show.
											Voici du Butanone projeté par un moteur de lave-glace.
											Donc, ceci — J'étais en quelque sorte un acteur.
											Et ce n'est pas mon fort.
											Mais — on l'appelle Dr. Yutz,
											il démontait les jouets et apprenait l'ingénierie aux enfants.
											Vous pouvez voir des Nintendos à traitement parallèle.
											A gauche, il y a une vue du CD-ROM.
											C'est quelqu'un qui s'appelle Stan Reznikov qui a fait cette démo.
											Ceci — vous pouvez voir la petite fenêtre là.
											Vous pouvez voir la Steadicam avec une bulle en bas.
											Remarquez le clavier attaché à mon poignet.
											Très en avance sur mon époque.
									","
											Then I started doing animatronics.
											I loved dinosaurs.
											I used to be in the film business, kind of,
											and actually, Nicholas Negroponte saw this when I was, like, 12,
											and anyway, so then they said, ""No, you have to make two and they have to fight.""
											You know, how — why would a kid want a dinosaur?
											This is me using [unclear] or 3-D Studio, back in the '80s.
											That's David Letterman.
											You can see how old this stuff is.
											That's my youngest cousin.
											This is a segment called, ""Dangerous Toys You Won't See at Christmas.""
											We had my first saw blade launcher and we had a flamethrower chair.
											My career basically peaked here.
											And in the back are foam-core cutouts of the people who couldn't make it to the show.
											This is MEK going through a windshield wiper motor.
											So this is a — I used to kind of be an actor.
											And I'm really not very good at it.
											But the — this is a guy named Dr. Yatz,
											who would take toys apart and show kids about engineering.
											And you can see the massively parallel processing Nintendos there.
											And over to the left is a view master of the CD-ROM.
											And a guy named Stan Reznikov did this as a pilot.
											This is a — you can see the little window there.
											You can actually see the Steadicam with a bubble on the bottom.
											You see the keyboard strapped to my wrist.
											Way ahead of my time here.
									","
											Daha sonra animatronik ile ilgilenmeye başladim.
											Dinozorlara her zaman bayılırdım.
											Eskiden sinema işiyle de uğraşmıştım, birazcik,
											ve aslinda ben 12 yasindayken Nicholas Negroponte bunu görmüştü
											ve herneyse, dediler ki ""Hayir, iki tane yapman ve onlari dövüştürmen lazım.""
											Biliyorsunuz, niye bir çocuk dinozor ister ki?
											Bu benim, 80lerde Sol'u — 3D Stüdyo'yu kullanırken.
											Bu David Letterman.
											Butun bunlarin ne kadar eski olduğunu görebilirsiniz.
											Bu benim en genç kuzenim.
											Bu ""Noel'de görmeyeceğiniz tehlikeli oyuncaklar"" adında bir bölüm.
											Ilk testere bıçağı fırlatıcım ve lav silahim buradaydı.
											Kariyerim burada zirve yapmıştı.
											Ve arkada gösteriye gelemeyen insanlarin süngerden kesilmiş maketleri vardı.
											Burada MEK ön cam silecegi motoruyla uğraşırken.
											Ve burada — ben eskiden bir nevi aktördüm.
											Pek iyi olduğum da söylenemez.
											Bu adamım adı Dr. Yutz.
											oyuncaklari parcalarina ayirip cocuklara mühendislik ogretirdi.
											Ve birbiriyle paralel calisan Nintendo'lari gorebilirsiniz.
											Ve sol tarafta CD-ROM'un ana kopyasını görüyorsunuz.
											Ve Stan Reznikov adında biri bunu pilot olarak yapti.
											Burada küçük br pencere görüyorsunuz.
											Aslında altında sünger olan Steadicam'i görebilirsiniz burada.
											Bileğime bağlanmış olan klavyeyi de görebilirsiniz.
											Zamanımın oldukça ilersindeyim burada.
									","
											Empecé, entonces, a hacer animatronics.
											Me encantaban los dinosaurios.
											Estaba metido en el mundo del cine, más o menos,
											y Nicholas Negroponte vió esto cuando yo tenía unos 12 años,
											y me dijeron: ""No, tienes que hacer dos, y hacer que luchen.""
											Ya saben por — ¿porqué un niño querría un dinosaurio?
											Este soy yo utilizando Sol*— nuestro estudio de 3D en los años 80.
											Este es David Letterman.
											Pueden ver lo viejas que son estas cosas.
											Este es mi primo más joven.
											Era una sección del programa que se llamaba: ""Juguetes peligrosos que no verás en Navidades"".
											Enseñamos mi primer lanzador de sierras mecáninas y también la silla con lanzallamas.
											Mi carrera profesional alcanzó un pico por esos momentos.
											Y detrás se ven dibujos en cartón de la gente que no pudo venir al programa.
											Este es MEK con un motor de limpiacristales.
											Esto es — Antes era un actor, más o menos.
											Pero no era muy bueno haciéndolo.
											Pero — Este tío se llamaba Dr. Yutz,
											y se dedicaba a desmontar juguetes y enseñar la mecánica.
											Y pueden ver las Nintendos montados en granja haciendo cálculos.
											Y en la izquierda una view master sobre el CD-ROM.
											Y un tipo llamado Stan Reznikov hizo esto como episodio piloto.
											Esto es — pueden ver una ventanita ahí.
											Y se puede ver la cámara con una burbuja abajo.
											El teclado está atado a mi muñeca.
											Era muy adelantado para la época.
									","Playtime with Pleo, your robotic dinosaur friend",Caleb Chung,18:27,"children,design,dinosaurs,entertainment,happiness,invention,play,technology,toy,Best of the Web"
