en,fr,tr,pt,title,speaker,duration,tags
"
","
","
","
",How do crystals work?,Graham Baird,4:45,"animation,TED-Ed,evolution,science,geology"
"
											Deep beneath the geysers and hot springs 
of Yellowstone Caldera
											lies a magma chamber produced by a 
hot spot in the earth’s mantle.
											As the magma moves towards 
the Earth’s surface,
											it crystallizes to form young, 
hot igneous rocks.
											The heat from these rocks drives 
groundwater towards the surface.
											As the water cools, ions precipitate out 
as mineral crystals,
											including quartz crystals from silicon 
and oxygen,
											feldspar from potassium, aluminum, 
silicon, and oxygen,
											galena from lead and sulfur.
									","
											Profondément sous les geysers et 
les sources d'eau chaude
											de la Caldera de Yellowstone
											se trouve une chambre magmatique
											générée par un point chaud
dans le manteau terrestre.
											Alors que le magma se déplace
vers la surface de la Terre,
											il se cristallise pour former des roches 
ignées, jeunes et chaudes.
											La chaleur de ces roches amène 
l'eau souterraine à la surface.
											Pendant que l'eau se refroidit,
les ions se précipitent en cristaux,
											dont des cristaux de quartz,
du silicone et d'oxygène,
											de feldspath, du potassium,
de l'aluminium, du silicone et d'oxygène,
											de galène, du plomb et du sulfure.
									","
											Yellowstone Kalderası'nın gayzerleri ve
kaplıcalarının derinliklerinde
											dünyanın mantosundaki sıcak nokta
tarafından üretilen magma ocağı yatar.
											Magma yeryüzüne
doğru hareket ettikçe
											genç volkanik kayalar
oluşturmak için kristalleşir.
											Bu kayaların ısısı, yer altı suyunu
yeryüzüne doğru hareket ettirir.
											Su soğudukça iyonlar,
											oksijen ve silikondan kuvars kristalleri,

											potasyum, alüminyum, 
silikon ve oksijenden feldspat,
											kurşun ve kükürtten galenit,
mineral kristaller olarak yağarlar.
									","
											Muito abaixo dos geiseres 
e das fontes termais
											da Caldeira de Yellowstone
											há uma câmara de magma produzida
por uma fonte de calor no manto da Terra.
											Quando o magma se move
na direção da superfície da Terra,
											cristaliza-se e forma
rochas jovens, quentes e ígneas.
											O calor destas rochas impele
a água subterrânea para a superfície.
											À medida que a água arrefece,
os iões precipitam-se,
											sob a forma de cristais minerais,
											incluindo cristais de quartzo
formados por silício e oxigénio,
											feldspato formado por potássio,
alumínio, silício e oxigénio,
											galena formado por chumbo e enxofre.
									",How do crystals work?,Graham Baird,4:45,"animation,TED-Ed,evolution,science,geology"
"
","
","
","
",How do crystals work?,Graham Baird,4:45,"animation,TED-Ed,evolution,science,geology"
"
											Many of these crystals have signature 
shapes—
											take this cascade of pointed quartz, 
or this pile of galena cubes.
											But what causes them to grow into these
shapes again and again?
									","
											Beaucoup de cristaux ont 
leur propre forme.
											Prenons cette grappe de quartz pointé,
ou cet amas de cubes de galène.
											Pourquoi se forment-ils toujours 
de la même façon ?
									","
											Bu kristallerin çoğunun
belirli şekilleri vardır—
											mesela bu sivri kuvars şelalesi
veya bu galenit küpü yığını.
											Peki defalarca bu şekillere
dönüşmelerine ne sebep olur?
									","
											Muitos destes cristais têm
formas exclusivas
											— reparem nesta cascata
de quartzo pontiagudo
											ou nesta pilha de cubos de galena.
											Mas o que é que faz com que eles
cresçam sempre com estas formas?
									",How do crystals work?,Graham Baird,4:45,"animation,TED-Ed,evolution,science,geology"
"
","
","
","
",How do crystals work?,Graham Baird,4:45,"animation,TED-Ed,evolution,science,geology"
"
											Part of the answer lies in their atoms.
											Every crystal’s atoms are arranged 
in a highly organized, repeating pattern.
											This pattern is the defining 
feature of a crystal,
											and isn’t restricted to minerals—
											sand, ice, sugar, chocolate, ceramics, 
metals, DNA,
											and even some liquids have 
crystalline structures.
									","
											Une partie de la réponse 
réside dans leurs atomes.
											Tous les atomes sont structurés 
de manière organisée et répétitive.
											Cette structure est la caractéristique
essentielle d'un cristal,
											et ne se limite pas qu'aux minéraux -
											sable, glace, sucre, chocolat,
céramique, métaux, ADN,
											et même quelques liquides 
possèdent des structures cristallines.
									","
											Cevabın bir kısmı atomlarında saklı.
											Kristallerin atomları hayli düzenli,
yinelenen bir kalıptan oluşur.
											Bu kalıp, bir kristalin 
tanımlayıcı özelliğidir
											ve minerallerle sınırlı değildir—
											kum, buz, şeker, çikolata, 
seramikler, metaller, DNA,
											ve bazı sıvıların bile
kristalli yapıları vardır.
									","
											Uma parte da resposta
reside nos seus átomos.
											Os átomos de cada cristal estão dispostos
											num padrão repetitivo,
altamente organizado.
											Esse padrão é a característica
que define um cristal
											e não se restringe aos minerais
											— a areia, o gelo, o açúcar, o chocolate,
a cerâmica, os metais, o ADN,
											e mesmo alguns líquidos,
têm estruturas cristalinas.
									",How do crystals work?,Graham Baird,4:45,"animation,TED-Ed,evolution,science,geology"
"
","
","
","
",How do crystals work?,Graham Baird,4:45,"animation,TED-Ed,evolution,science,geology"
"
											Each crystalline material’s atomic 
arrangement
											falls into one of six different families:
											cubic, tetragonal, orthorhombic, 
monoclinic, triclinic, and hexagonal.
											Given the appropriate conditions,
											crystals will grow into geometric shapes
											that reflect the arrangement 
of their atoms.
											Take galena, which has a cubic structure 
composed of lead and sulfur atoms.
											The relatively large lead atoms
											are arranged in a three-dimensional 
grid 90 degrees from one another,
											while the relatively small sulfur atoms 
fit neatly between them.
											As the crystal grows, locations like these
attract sulfur atoms,
											while lead will tend to 
bond to these places.
											Eventually, they will complete the grid 
of bonded atoms.
											This means the 90 degree grid pattern 
of galena’s crystalline structure
											is reflected in the visible 
shape of the crystal.
									","
											Chaque arrangement atomique 
d'un matériau cristallin
											se classe dans un des six 
groupes suivants :
											cubique, tétragonal, orthorhombique,
monoclinique, triclinique et hexagonal.
											Avec des conditions appropriées,
											les cristaux grandiront
en une forme géométrique
											qui reflète l'arrangement 
de leurs atomes.
											La galène a une structure cubique
composée d'atomes de sulfure et de plomb.
											Les atomes de plomb, plutôt volumineux,
											sont arrangés en une grille
tridimensionnelle formée d'angles droits,
											alors que les atomes de sulfures, plus 
petits, se glissent entre eux.
											En grandissant, ces emplacements 
attirent les atomes de sulfure,
											alors que le plomb essaiera 
de combler ces espaces.
											Finalement, ils complèteront 
la maille d'atomes.
											Ça signifie que la structure cristalline 
aux angles droits de la galène
											se voit dans la forme finale du cristal.
									","
											Her kristalli maddenin 
atomik düzenlemesi
											altı farklı aileden 
birine denk düşer:
											kübik, dörtgen, ortofobik,
monoklinik, triklinik ve altıgensel.
											Uygun şartlar altında
											kristaller, atomlarının 
düzenlemesini yansıtan
											geometrik şekillere dönüşürler.
											Örneğin, kurşun ve kükürt atomlarından 
oluşan kübik yapıdaki galenit.
											Nispeten büyük kurşun atomları,
											üç boyutlu ve birbirlerine 
90 derece olarak düzenlenmişken
											nispeten küçük kükürt atomları,
aralarına düzgünce sığar.
											Kristal büyüdükçe kurşun
bu yerlere bağlanacak iken
											bu gibi yerler kükürt atomlarını çekerler.
											Neticede bağlanmış atomların
ağını tamamlayacaktırlar.
											Bu, galenitin kristalli yapısının
90 derecelik ağ modelinin
											kristalin görünür biçiminde
yansıtıldığı anlamına gelir.
									","
											Cada arranjo atómico
de um material cristalino
											cai numa de seis diferentes famílias:
											cúbico, tetragonal, ortorrômbico,
											monoclínico, triclínico e hexagonal.
											Segundo as condições apropriadas,
											os cristais crescerão
em formas geométricas
											que refletem o arranjo dos seus átomos.
											A galena tem uma estrutura cúbica,
formada por átomos de chumbo e enxofre.
											Os átomos de chumbo,
relativamente grandes,
											estão arranjados numa grelha 3D,
a 90 graus uns dos outros,
											enquanto os átomos de enxofre,
relativamente pequenos,
											se encaixam entre eles.
											Quando o cristal cresce,
											os locais como estes
atraem os átomos de enxofre,
											enquanto o chumbo tenta
ligar estes locais.
											Por fim, completam a grelha
de átomos ligados.
											Isso significa que o padrão
da grelha de 90 graus
											da estrutura cristalina da galena
											reflete-se na forma visível do cristal.
									",How do crystals work?,Graham Baird,4:45,"animation,TED-Ed,evolution,science,geology"
"
","
","
","
",How do crystals work?,Graham Baird,4:45,"animation,TED-Ed,evolution,science,geology"
"
											Quartz, meanwhile, has a hexagonal 
crystalline structure.
											This means that on one plane its atoms 
are arranged in hexagons.
											In three dimensions, these hexagons are 
composed of many interlocking pyramids
											made up of one silicon atom 
and four oxygen atoms.
											So the signature shape of a quartz 
crystal
											is a six-sided column with pointed tips.
									","
											Le quartz, lui, à une structure
cristalline hexagonale.
											Sur un plan, ses atomes 
sont arrangés en hexagones.
											En trois dimensions, ces hexagones 
sont composés de pyramides emboîtées
											constituées d'un atome de silicone 
et quatre atomes d'oxygène.
											La forme caractéristique
d'un cristal de quartz
											est donc une colonne à six faces
à bouts pointus.
									","
											Aynı zamanda kuvars 
altıgen kristalli yapıya sahiptir.
											Bu, bir yassıda atomlarının
altıgenlerle düzenlendiği anlamına gelir.
											Üç boyutlularda, bu altıgenler
bir silikon ve dört oksijen atomlarından—
											meydana gelen, birbirine kenetli 
piramitlerden oluşurlar.
											Yani, kuvars kristalinin imza şekli
											sivri uçları olan altı yönlü bir sütundur.
									","
											Entretanto, o quartzo tem
uma estrutura cristalina hexagonal.
											Isso significa que, num plano,
os átomos estão arranjados em hexágonos.
											Em 3D, estes hexágonos são formados
por muitas pirâmides interligadas,
											feitas de um átomo de silício
e quatro átomos de oxigénio.
											Assim, a forma característica
de um cristal de quartzo
											é uma coluna de seis lados
com pontas aguçadas.
									",How do crystals work?,Graham Baird,4:45,"animation,TED-Ed,evolution,science,geology"
