en,es,fr,de,pt,title,speaker,duration,tags
"
","
","
","
","
",In search of the man who broke my neck,Joshua Prager,18:30,"anthropology,disability,storytelling,writing"
"
											One year ago, I rented a car in Jerusalem
											to go find a man I'd never met
											but who had changed my life.
											I didn't have a phone number to call to say I was coming.
											I didn't have an exact address,
											but I knew his name, Abed,
											I knew that he lived in a town of 15,000, Kfar Kara,
											and I knew that, 21 years before, just outside this holy city,
											he broke my neck.
											And so, on an overcast morning in January, I headed north
											off in a silver Chevy to find a man and some peace.
									","
											Hace un año, alquilé 
un auto en Jerusalén
											para buscar a un hombre 
que no había conocido
											pero que había cambiado mi vida.
											No tenía un número de teléfono 
para avisar de que iba.
											No tenía una dirección exacta,
											pero yo sabía su nombre, Abed,
											sabía que vivía en un pueblo 
de 15 000, Kfar Kara,
											y sabía que, 21 años antes, 
justo fuera de esta ciudad santa,
											había roto mi cuello.
											Y así, en una mañana nublada 
de enero, me dirigí al norte
											en un Chevy plateado para encontrar 
a un hombre y algo de paz.
									","
											Il y a un an, j'ai loué une voiture à Jérusalem
											pour aller à la recherche d'un homme
que je n'avais jamais rencontré
											mais qui avait changé ma vie.
											Je n'avais pas de numéro de téléphone
pour l'appeler et lui dire que j'arrivais.
											Je n'avais pas d'adresse exacte,
											mais je connaissais son nom, Abed,
											Je savais qu'il vivait dans une ville
de 15 000 habitants, Kfar Kara,
											et je savais que 21 années plus tôt,
juste à l'extérieur de cette ville sainte,
											il m'avait brisé le cou.
											Et donc, un matin couvert de janvier,
je me suis dirigé vers le nord,
											dans une Chevrolet grise à la recherche
d'un homme et d'un peu de paix.
									","
											Vor einem Jahr mietete ich mir 
einen Wagen in Jerusalem,
											um einen mir völlig 
Unbekannten zu finden,
											der mein Leben aber völlig verändert hatte.
											Ich hatte keine Telefonnummer, 
um ihn von meiner Ankunft zu unterrichten.
											Ich hatte nicht einmal eine genaue Adresse,
											aber ich wusste, dass er Abed hieß.
											Ich wusste, dass er in einer Stadt 
mit 15.000 Einwohnern namens Kfar Kara lebte,
											und ich wusste, dass er 21 Jahre zuvor, 
außerhalb dieser heiligen Stadt,
											mir das Genick gebrochen hatte.
											Und so machte ich mich an einem wolkenverhangenen 
Morgen im Januar auf den Weg nach Norden,
											in einem silbergrauen Chevy, um einen Mann 
und etwas Frieden für mich zu finden.
									","
											Há um ano, aluguei um carro em Jerusalém
											para procurar um homem que não conhecia

											mas que transformou a minha vida.
											Não tinha um número de telefone
para avisar que estava a chegar.
											Não tinha um endereço certo,
											mas sabia que se chamava Abed,
											e que vivia em Kfar Kara,
uma cidade com 15 000 habitantes.
											Sabia que, há 21 anos, 
nas proximidades dessa cidade santa,
											ele me partira o pescoço.
											Assim, numa manhã nublada
de janeiro, rumei a norte
											num Chevrolet cinzento, em busca
de um homem e de um pouco de paz.
									",In search of the man who broke my neck,Joshua Prager,18:30,"anthropology,disability,storytelling,writing"
"
","
","
","
","
",In search of the man who broke my neck,Joshua Prager,18:30,"anthropology,disability,storytelling,writing"
"
											The road dropped and I exited Jerusalem.
											I then rounded the very bend where his blue truck,
											heavy with four tons of floor tiles,
											had borne down with great speed onto the back left corner
											of the minibus where I sat.
											I was then 19 years old.
											I'd grown five inches and done some 20,000 pushups
											in eight months, and the night before the crash,
											I delighted in my new body,
											playing basketball with friends
											into the wee hours of a May morning.
											I palmed the ball in my large right hand,
											and when that hand reached the rim, I felt invincible.
											I was off in the bus to get the pizza I'd won on the court.
									","
											Seguí por la carretera 
y salí de Jerusalén.
											Luego doblé la misma curva 
donde su camión azul,
											cargado con cuatro 
toneladas de azulejos,
											se empotró a gran velocidad 
en la parte trasera izquierda
											del microbús donde iba sentado.
											Entonces tenía 19 años.
											Había crecido 13 cm y hecho 
unas 20 000 lagartijas
											en 8 meses y la noche 
antes del accidente,
											estaba feliz con 
mi nuevo cuerpo,
											jugando baloncesto con amigos
											en la madrugada de 
una mañana de mayo.
											Mantuve la bola en 
mi gran mano derecha,
											y cuando esa mano alcanzó 
el borde del aro, me sentí invencible.
											Yo estaba en el autobús para ir a buscar 
la pizza que había ganado en la cancha.
									","
											La route était en descente et j'ai quitté Jérusalem.
											J'ai ensuite pris le virage même
où son camion bleu,
											chargé de quatre tonnes de carrelage,
											avait heurté à grande vitesse
le côté arrière gauche
											du minibus dans lequel j'étais assis.
											J'avais alors 19 ans.
											J'avais grandi d'environ 10 centimètres
et fait environ 20 000 pompes
											en huit mois, et la nuit avant l'accident,
											j'étais enchanté de mon nouveau corps,
											jouant au basket avec des amis
											durant les petites heures d'un matin de mai.
											J'ai saisi le ballon de ma grande main droite,
											et quand cette main a atteint le bord,
je me suis senti invincible.
											J'ai pris le bus pour aller récupérer la pizza
que j´avais gagné sur le terrain
									","
											Die Straße war nicht weiter befahrbar und 
ich nahm die Ausfahrt nach Jerusalem.
											Dann bog ich in genau diese Kurve ein, 
wo sein blauer LKW
											schwer beladen mit vier Tonnen Bodenfliesen
											in die hintere linke Ecke des Minibusses
											gerast war, in dem ich gesessen hatte.
											Ich war damals 19 Jahre alt.
											Ich war 12,7 cm gewachsen und 
hatte ungefähr 20.000 Liegestütze
											in acht Monaten gemacht und 
in der Nacht vor dem Unfall
											genoss ich meinen neuen Körper,
											während ich mit meinen Freunden 
Basketball spielte,
											bis in die frühen Morgenstunden 
eines Morgens im Mai.
											Ich schlug den Ball mit meiner 
großen rechten Hand
											und als diese Hand den Korb erreichte, 
fühlte ich mich unschlagbar.
											Ich fuhr mit dem Bus weg, um die Pizza, 
die ich auf dem Platz gewonnen hatte, zu holen.
									","
											Segui estrada abaixo
até sair de Jerusalém.
											Aí, passei pela mesma curva 
onde o camião azul dele,
											carregado com quatro toneladas 
de ladrilhos,
											bateu, em alta velocidade, 
contra o lado esquerdo da traseira
											do autocarro em que eu estava sentado.
											Nessa época, eu tinha 19 anos.
											Tinha crescido uns 13 cm 
e feito umas 20 000 flexões
											em oito meses, e na noite 
anterior ao acidente,
											eu estava muito feliz 
com o meu novo corpo,
											a jogar basquetebol com amigos
											até às primeiras horas 
de uma manhã de maio.
											Segurei a bola com a mão direita,
											e quando a minha mão tocou o cesto, 
senti-me invencível.
											Eu estava no autocarro para ir buscar 
a pizza que tinha ganho no jogo.
									",In search of the man who broke my neck,Joshua Prager,18:30,"anthropology,disability,storytelling,writing"
"
","
","
","
","
",In search of the man who broke my neck,Joshua Prager,18:30,"anthropology,disability,storytelling,writing"
"
											I didn't see Abed coming.
											From my seat, I was looking up at a stone town
											on a hilltop, bright in the noontime sun,
											when from behind there was a great bang,
											as loud and violent as a bomb.
											My head snapped back over my red seat.
											My eardrum blew. My shoes flew off.
											I flew too, my head bobbing on broken bones,
											and when I landed, I was a quadriplegic.
											Over the coming months, I learned to breathe on my own,
											then to sit and to stand and to walk,
											but my body was now divided vertically.
											I was a hemiplegic, and back home in New York,
											I used a wheelchair for four years, all through college.
									","
											No vi venir Abed.
											Desde mi asiento, miraba 
una ciudad de piedra
											sobre una colina, brillando 
al sol del mediodía,
											cuando por detrás 
hubo una gran explosión,
											tan fuerte y violenta
como una bomba.
											Mi cabeza se quebró 
sobre mi asiento rojo.
											Mi tímpano explotó. 
Mis zapatos volaron.
											Yo volé también, mi cabeza 
flotando en huesos rotos,
											y cuando aterricé, 
estaba cuadripléjico.
											En los meses siguientes, 
aprendí a respirar solo,
											luego a sentarme y 
a pararme y a caminar,
											pero mi cuerpo estaba 
ahora dividido verticalmente.
											Era un hemipléjico, y de regreso 
a mi hogar en Nueva York,
											usé una silla de ruedas durante 
cuatro años, toda la universidad.
									","
											Je n'avais pas vu Abed venir.
											De mon siège, je levais les yeux vers une ville de pierre
											installée sur une colline et qui brillait
sous le soleil de midi,
											quand il y a eu un grand choc venant de l'arrière,
											un choc aussi fort et violent qu'une bombe.
											Sur mon siège rouge, ma tête 
a fait le coup du lapin.
											Mon tympan a explosé. Mes chaussures
se sont envolées.
											Je me suis envolé aussi,
la tête branlante sur mes os brisés
											et quand je suis retombé sur le sol,
j'étais tétraplégique.
											Au cours des mois suivants,
j'ai appris à respirer seul,
											puis à m'asseoir, à me lever et à marcher,
											mais mon corps était dorénavant divisé verticalement.
											J'étais hémiplégique, et de retour à la maison à New York,
											j'ai utilisé un fauteuil roulant pendant quatre ans, pendant tout le collège.
									","
											Ich sah Abed nicht herankommen.
											Ich schaute von meinem Sitz 
auf eine steinerne Stadt
											auf der Spitze eines Hügels,
leuchtend in der Mittagssonne,
											als es im hinteren Teil 
des Busses einen großen Knall gab,
											so laut und so gewaltig 
wie der einer Bombe.
											Mein Kopf schnellte zurück
über meinen roten Sitz.
											Mein Trommelfell platzte. 
Meine Schuhe flogen weg.
											Ich flog auch, mein Kopf wackelte 
auf gebrochenen Knochen
											und als ich landete, 
war ich querschnittsgelähmt.
											Über die kommenden Monate hinweg 
lernte ich selbständig zu atmen,
											dann zu sitzen, zu stehen und zu laufen,
											aber mein Körper war nun senkrecht geteilt.
											Ich war nun halbseitig gelähmt. 
Zurück in New York,
											benutzte ich vier Jahre lang einen Rollstuhl, 
die ganze Zeit während des Colleges hindurch.
									","
											Não vi o Abed a vir.
											Do meu lugar, olhava
para uma cidade de pedra
											no topo de uma colina, 
brilhando sob a luz do meio-dia,
											quando, por trás, deu-se 
um grande estrondo,
											tão alto e violento como uma bomba.
											A minha cabeça foi atirada para trás,
sobre o meu assento.
											O meu tímpano estoirou. 
Os meus sapatos voaram.
											Eu também voei, com a cabeça 
a balançar por causa de ossos partidos.
											Quando caí, estava tetraplégico.
											Nos meses seguintes,
tive de reaprender a respirar sozinho,
											depois a sentar-me,
a ficar em pé e a andar,
											mas agora o meu corpo
estava dividido verticalmente.
											Eu estava hemiplégico
e, já em casa, em Nova Iorque,
											andei de cadeira de rodas durante 
quatro anos, durante toda a universidade.
									",In search of the man who broke my neck,Joshua Prager,18:30,"anthropology,disability,storytelling,writing"
"
","
","
","
","
",In search of the man who broke my neck,Joshua Prager,18:30,"anthropology,disability,storytelling,writing"
"
											College ended and I returned to Jerusalem for a year.
											There I rose from my chair for good,
											I leaned on my cane, and I looked back,
											finding all from my fellow passengers in the bus
											to photographs of the crash,
											and when I saw this photograph,
											I didn't see a bloody and unmoving body.
											I saw the healthy bulk of a left deltoid,
											and I mourned that it was lost,
											mourned all I had not yet done,
											but was now impossible.
									","
											Terminé la universidad y 
regresé a Jerusalén por un año.
											Allí me levanté de 
mi silla para siempre,
											me apoyé en mi bastón 
y miré al pasado,
											para buscar desde mis compañeros 
de viaje en el autobús
											hasta fotografías del accidente,
											y cuando vi esta fotografía,
											no vi un cuerpo sangriento e inmóvil.
											Vi la sana protuberancia 
del deltoides izquierdo,
											y me lamentaba de 
que se había perdido,
											llorando todo que no había hecho aún,
											pero que ahora era imposible.
									","
											À la fin du collège, je suis retourné à Jérusalem pendant un an.
											Là, je me suis levé de ma chaise roulante pour de bon,
											je me suis appuyé sur ma canne, et j'ai regardé derrière moi,
											pour trouver à la fois mes compagnons de voyage dans le bus,
											mais aussi des photos de l'accident,
											et quand j'ai vu cette photo,
											je n'ai pas vu un corps ensanglanté et immobile.
											J'ai vu la partie saine d'un deltoïde gauche,
											et j'ai pleuré parce qu'il était perdu,
											j'ai pleuré pour tout ce que je n'avais pas encore fait,
											mais qui était désormais impossible.
									","
											Das College ging vorbei und ich kehrte 
für ein Jahr nach Jerusalem zurück.
											Dort erhob ich mich endgültig 
aus meinem Stuhl,
											stütze mich auf einen Stock 
und schaute zurück,
											um alles angefangen 
von meinen Kameraden im Bus,
											bis hin zu den Bildern 
von dem Unfall herauszufinden,
											und als ich dieses Bild sah,
											sah ich keinen blutigen und 
bewegungsunfähigen Körper.
											Ich sah die gesunde Masse 
eines linken Deltamuskels
											und ich trauerte, dass sie verloren war,
											trauerte all dem nach, 
was ich noch nicht getan hatte,
											nun aber nicht mehr möglich war.
									","
											Acabei a universidade e voltei 
a Jerusalém, por um ano.
											Aí, deixei a cadeira definitivamente,
											apoiei-me na minha bengala 
e pensei no passado,
											encontrando todos os meus colegas
que iam no autocarro,
											vendo fotografias do acidente.
											Quando vi esta fotografia,
											não vi um corpo ensanguentado e imóvel.
											Vi a massa saudável de um músculo 
deltoide esquerdo,
											e lamentei que tivesse sido perdida,
											lamentei tudo o que ainda
não tinha feito na vida,
											e que agora seria impossível.
									",In search of the man who broke my neck,Joshua Prager,18:30,"anthropology,disability,storytelling,writing"
"
","
","
","
","
",In search of the man who broke my neck,Joshua Prager,18:30,"anthropology,disability,storytelling,writing"
"
											It was then I read the testimony that Abed gave
											the morning after the crash,
											of driving down the right lane of a highway toward Jerusalem.
											Reading his words, I welled with anger.
											It was the first time I'd felt anger toward this man,
											and it came from magical thinking.
											On this xeroxed piece of paper,
											the crash had not yet happened.
											Abed could still turn his wheel left
											so that I would see him whoosh by out my window
											and I would remain whole.
											""Be careful, Abed, look out. Slow down.""
											But Abed did not slow,
											and on that xeroxed piece of paper, my neck again broke,
											and again, I was left without anger.
									","
											Fue entonces cuando leí 
el testimonio que dio Abed
											la mañana después del accidente,
											de conducir por el carril derecho 
de la carretera hacia Jerusalén.
											Leer sus palabras, 
me inundaron de ira.
											Sería la primera vez que 
sentiría ira hacia este hombre,
											y venía del pensamiento mágico.
											En esa fotocopia,
											el accidente no había ocurrido todavía.
											Abed todavía podía girar 
su rueda izquierda
											para que yo lo viera pasar 
silbando por mi ventana
											y pudiera seguir entero.
											""Se cuidadoso, Abed, mira afuera.
Baja la velocidad"".
											Pero Abed no la bajó,
											y en esa fotocopia, 
mi cuello se rompió otra vez,
											y otra vez, terminé sin ira.
									","
											C'est alors que j'ai lu le témoignage d'Abed
											le matin d'après l'accident,
											de son trajet sur la voie droite d'une autoroute
en direction de Jérusalem.
											À la lecture de ses mots, ma colère montait.
											C'était la première fois que j'étais
en colère contre cet homme,
											et c'est venu d'une pensée magique.
											Sur ce morceau de papier photocopié,
											l'accident n'avait pas encore eu lieu.
											Abed pouvait encore tourner sa roue vers la gauche
											de sorte que je puisse le voir
passer en trombe de ma fenêtre
											et que je reste entier.
											« Attention, Abed, regarde dehors. Ralenti. »
											Mais Abed n'a pas ralenti,
											et sur ce morceau de papier photocopié,
mon cou s'est brisé à nouveau,
											et de nouveau, je n'ai pas ressenti de colère.
									","
											Dann las ich die Aussage, die Abed
											am Morgen nach dem Zusammenstoß gab,
											in der er angab, auf der rechten Spur einer Autobahn 
hinunter in Richtung Jerusalem gefahren zu sein.
											Während ich seine Worte las, 
stieg Wut in mir auf.
											Es war das erste Mal, dass ich Wut 
gegenüber diesem Mann empfunden hatte,
											und dies kam von magischem Denken.
											Auf diesem kopierten Blatt Papier
											hatte sich der Unfall noch gar nicht ereignet.
											Abed konnte sein Lenkrad 
noch nach links herumreißen,
											so dass ich ihn aus meinem Fenster 
vorbeizischen sehen
											und selbst unversehrt bleiben würde.
											""Sei vorsichtig, Abed, pass auf. 
Fahr langsamer.""
											Aber Abed fuhr nicht langsamer
											und auf dieser Kopie brach mein Genick erneut
											und wieder blieb ich mit meiner Wut zurück.
									","
											Foi então que li o depoimento de Abed,
											feito na manhã a seguir ao acidente,
											ao conduzir fora de mão
numa estrada, a caminho de Jerusalém.
											Enquanto lia as palavras dele, 
enchi-me de raiva.
											Era a primeira vez que eu sentia raiva 
daquele homem,
											e ela surgiu de uma incrível reflexão.
											Neste pedaço de papel fotocopiado,
											o acidente ainda não tinha acontecido.
											O Abed ainda podia desviar-se
para a sua mão
											e eu podia vê-lo passar
rente à minha janela
											e eu continuaria inteiro.
											""Tem cuidado, Abed, está atento. 
Reduz a velocidade"".
											Mas o Abed não abrandou,
											e naquela fotocópia,
o meu pescoço partiu-se outra vez.
											Mais uma vez, a raiva passou.
									",In search of the man who broke my neck,Joshua Prager,18:30,"anthropology,disability,storytelling,writing"
