en,es,pt,title,speaker,duration,tags
"
","
","
",What's next in 3D printing,Avi Reichental,9:04,"technology,manufacturing,3D printing"
"
											My grandfather was a cobbler.
											Back in the day, he made custom-made shoes.
											I never got to meet him.
											He perished in the Holocaust.
											But I did inherit his love for making,
											except that it doesn't exist that much anymore.
											You see, while the Industrial Revolution
											did a great deal to improve humanity,
											it eradicated the very skill
											that my grandfather loved,
											and it atrophied craftsmanship as we know it.
									","
											Mi abuelo era zapatero.
											En aquellos días,
él hacía zapatos personalizados.
											Yo nunca lo conocí.
											Él falleció en el Holocausto.
											Pero heredé su pasión por la confección,
											aunque ya no exista como tal.
											Lo ven, aunque la Revolución Industrial
											hizo mucho para mejorar la humanidad,
											también erradicó la misma habilidad
											que a mi abuelo tanto le gustaba,
											y atrofió la artesanía como la conocemos.
									","
											O meu avô era sapateiro.
											Fazia sapatos personalizados.
											Nunca cheguei a conhecê-lo,
											ele morreu no Holocausto.
											Herdei a paixão dele pela manufatura,
											mas esta arte está em extinção.
											Embora a Revolução Industrial
											tenha contribuído muito para melhorar
a condição humana,
											erradicou a arte
											que o meu avô adorava
											e atrofiou a manufatura
tal como a conhecemos.
									",What's next in 3D printing,Avi Reichental,9:04,"technology,manufacturing,3D printing"
"
","
","
",What's next in 3D printing,Avi Reichental,9:04,"technology,manufacturing,3D printing"
"
											But all of that is about to change with 3D printing,
											and it all started with this,
											the very first part
											that was ever printed.
											It's a little older than TED.
											It was printed in 1983
											by Chuck Hull,
											who invented 3D printing.
											But the thing that I want to talk to you about today,
											the big idea that I want to discuss with you,
											is not that 3D printing
											is going to catapult us into the future,
											but rather that it's actually going
											to connect us with our heritage,
											and it's going to usher in a new era
											of localized, distributed manufacturing
											that is actually based
											on digital fabrication.
									","
											Pero todo eso está a punto de cambiar
con la impresión 3D,
											y todo empezó con esto,
											la primerísima pieza
											que ya fue impresa.
											Es un poco más vieja que el TED.
											Fue impresa en 1983
											por Chuck Hull,
											que inventó la impresión 3D.
											Pero lo que quiero hablar
con Uds. hoy,
											la gran idea que quiero
debatir con Uds.,
											no es que la impresión 3D
											va a proyectarnos al futuro,
											pero sí que, en verdad,
											nos conectará con nuestro patrimonio,
											e introducirá una nueva era
											de fabricación localizada y distribuida
											que está basada, de hecho,
											en la fabricación digital.
									","
											Tudo isto está prestes a mudar
graças à impressão 3D
											e tudo começou com isto:
											o primeiro objeto
											a ser fisicamente impresso.
											É um pouco mais velho do que a TED.
											Foi impresso em 1983
											pelo Senhor Chuck Hull
											que inventou a impressão 3D.
											O assunto de que quero falar,
											a grande ideia que pretendo discutir,
											não é que a impressão 3D
											nos vai catapultar para o futuro,
											mas antes que, na verdade,
											vai ligar-nos à nossa herança
											e trazer uma nova era
											de fabrico localizado e distribuído
											baseado no fabrico digital.
									",What's next in 3D printing,Avi Reichental,9:04,"technology,manufacturing,3D printing"
"
","
","
",What's next in 3D printing,Avi Reichental,9:04,"technology,manufacturing,3D printing"
"
											So think about useful things.
											You all know your shoe size.
											How many of you know the size
											of the bridge of your nose
											or the distance between your temples?
											Anybody?
											Wouldn't it be awesome if you could,
											for the first time, get eyewear
											that actually fits you perfectly
											and doesn't require any hinge assembly,
											so chances are, the hinges are not going to break?
											But the implications of 3D printing
											go well beyond the tips of our noses.
									","
											Piensen en cosas útiles.
											Todos saben su número de zapato.
											¿Cuántos de Uds. saben el tamaño
											del puente de su nariz
											o la distancia entre sus sienes?
											¿Alguien?
											No sería fantástico si pudiera,
											por primera vez, tener gafas
											que te queden perfectamente bien
											y no requiera ningún juego de bisagras,
											así lo más probable es que
las bisagras no se van averiar?
											Pero las consecuencias de la impresión 3D
											van mucho más allá
de la punta de nuestra nariz.
									","
											Pensem em objetos úteis.
											Todos sabem o vosso número de calçado.
											Quantos sabem o tamanho
											da cana do nariz
											ou a distância entre as têmporas?
											Alguém?
											Não seria fantástico se pudessem,
											pela primeira vez, ter óculos
											que finalmente servissem na perfeição
											e não necessitassem de articulações,
											e que, por isso, as articulações
não se quebrassem?
											As consequências da impressão 3D
											vão muito além do nosso nariz.
									",What's next in 3D printing,Avi Reichental,9:04,"technology,manufacturing,3D printing"
"
","
","
",What's next in 3D printing,Avi Reichental,9:04,"technology,manufacturing,3D printing"
"
											When I met Amanda for the first time,
											she could already stand up and walk a little bit
											even though she was paralyzed from the waist down,
											but she complained to me that her suit
											was uncomfortable.
											It was a beautiful robotic suit
											made by Ekso Bionics,
											but it wasn't inspired by her body.
											It wasn't made to measure.
											So she challenged me to make her something
											that was a little bit more feminine,
											a little bit more elegant,
											and lightweight,
											and like good tailors,
											we thought that we would measure her digitally.
											And we did. We built her an amazing suit.
									","
											Cuando encontré 
a Amanda por primera vez,
											ella ya era capaz de levantarse
y caminar un poquito
											aunque estuviese paralítica
de cintura para abajo,
											pero ella se me quejaba de que su traje
											era incómodo.
											Era un bonito traje robotizado
											hecho por Ekso Bionics,
											pero no había sido
inspirado por su cuerpo.
											No había sido hecho a la medida.
											Y ella me desafió a hacerle algo
											que fuese algo más femenino,
											algo más elegante,
											y ligero,
											y como buenos sastres,
											pensamos en medirla digitalmente.
											Y lo hicimos. Le construimos
un traje maravilloso.
									","
											Quando conheci a Amanda,
											ela já conseguia levantar-se
e andar um pouco
											embora estivesse paralisada
da cintura para baixo.
											Ela queixou-se que a roupa
											era desconfortável.
											Era uma bela roupa robótica
											concebida pela Ekso Bionics,
											mas não era inspirada no corpo dela.
											Não foi feita à medida dela.
											Ela desafiou-me a criar uma coisa
											que fosse um pouco mais feminina,
											um pouco mais elegante,
											e mais leve,
											e, como bons alfaiates,
											decidimos medi-la digitalmente.
											E fizemo-lo.
Criámos uma roupa fantástica para ela.
									",What's next in 3D printing,Avi Reichental,9:04,"technology,manufacturing,3D printing"
"
","
","
",What's next in 3D printing,Avi Reichental,9:04,"technology,manufacturing,3D printing"
"
											The incredible part about what I learned
											from Amanda is a lot of us are looking at 3D printing
											and we say to ourselves,
											it's going to replace traditional methods.
											Amanda looked at it and she said,
											it's an opportunity for me
											to reclaim my symmetry
											and to embrace my authenticity.
											And you know what? She's not standing still.
											She now wants to walk in high heels.
									","
											Lo increíble sobre lo que
aprendí con Amanda
											fue que muchos de nosotros
miramos la impresión 3D
											y nos decimos,
											que esto remplazará 
métodos tradicionales.
											Amanda lo miró y dijo,
											es una oportunidad para mí
											de recuperar mi simetría
											y adoptar mi autenticidad.
											Y ¿saben qué más? 
Ella no se para.
											Ahora quiere caminar 
con tacones altos
									","
											A coisa mais incrível que aprendi
com a Amanda,
											é que muitos de nós
olhamos para a impressão 3D
											e dizemos a nós próprios:
											""Vai substituir os métodos tradicionais"".
											A Amanda olhou
para a impressão 3D e disse:
											""É uma oportunidade
para recuperar a minha simetria
											""e aceitar a minha autenticidade"".
											E sabem que mais? Ela não para quieta,
agora quer andar de saltos altos.
											(Aplausos)
									",What's next in 3D printing,Avi Reichental,9:04,"technology,manufacturing,3D printing"
"
","
","
",What's next in 3D printing,Avi Reichental,9:04,"technology,manufacturing,3D printing"
"
											It doesn't stop there.
											3D printing is changing
											personalized medical devices as we know them,
											from new, beautiful, conformal,
											ventilated scoliosis braces
											to millions of dental restorations
											and to beautiful bracings
											for amputees,
											another opportunity to emotionally reconnect
											with your symmetry.
											And as we sit here today,
											you can go wireless on your braces
											with clear aligners,
											or your dental restorations.
											Millions of in-the-ear hearing aids
											are already 3D printed today.
											Millions of people are served today
											from these devices.
											What about full knee replacements,
											from your data, made to measure,
											where all of the tools and guides are 3D printed?
											G.E. is using 3D printing
											to make the next generation LEAP engine
											that will save fuel to the tune
											of about 15 percent
											and cost for an airline
											of about 14 million dollars.
											Good for G.E., right?
											And their customers and the environment.
											But, you know, the even better news
											is that this technology is no longer reserved
											for deep-pocketed corporations.
											Planetary Resources, a startup
											for space explorations
											is going to put out its first 
space probe later this year.
											It was a fraction of a NASA spaceship,
											it costs a fraction of its cost,
											and it's made with less than a dozen moving parts,
											and it's going to be out in space later this year.
											Google is taking on this very audacious project
											of making the block phone, the Ara.
											It's only possible because of the development
											of high-speed 3D printing that for the first time
											will make functional, usable modules
											that will go into it.
											A real moonshot, powered by 3D printing.
									","
											Y no para ahí.
											La impresión 3D está alterando
											dispositivos médicos personalizados
como los conocemos,
											desde nuevos aparatos para escoliosis
											bonitos, conformados y ventilados
											hasta millones de empastes
											y bellos refuerzos
											para los amputados,
											una otra oportunidad
para conectarse emocionalmente
											con su simetría.
											Y mientras aquí estamos hoy,
											se puede obtener frenillos sin hilos
											con los frenillos invisibles,
											o el empaste.
											Millones de audífonos intraauriculares
											ya son impresos en 3D hoy en día.
											Millones de personas
son atendidas hoy en día
											por esos dispositivos.
											¿ Y qué hay de las prótesis 
totales de rodilla,
											con los datos, a la medida,
											donde todas las herramientas
y guías son impresas en 3D?
											G.E. está usando la impresión 3D
											para crear la próxima
generación de máquina LEAP
											que ahorrará combustible
											a un ritmo de un 15%
											y costo para una aerolínea
											de unos 14 millones de dólares.
											Bueno para G.E., ¿cierto?
											Y sus clientes y el medio ambiente.
											Pero, saben, la novedad aún mejor
											es que esa tecnología ya no es exclusiva
											a corporaciones acaudaladas.
											Planetary Resources, 
una nueva compañía
											para exploración del espacio
											lanzará su primera
sonda espacial este año mismo.
											Se trata de una fracción
de una astronave de NASA.
											Cuesta una fracción del costo,
											y está hecha con menos 
de una docena de partes móviles,
											y estará en el espacio
a finales de este año.
											Google se está encargando
de un proyecto audaz
											de crear el teléfono bloque, el Ara.
											Solo es posible a causa del desarrollo
											de la impresión 3D de alta velocidad
											que por primera vez creará
módulos utilizables funcionales
											que estarán allá dentro.
											Un lanzamiento a la Luna,
potenciado por la impresión 3D.
									","
											Não acaba aqui.
											A impressão 3D está a alterar
											os dispositivos medicinais personalizados,
											desde coletes para a escoliose,
novos, lindos, adaptados e ventilados,
											passando por milhões de
restaurações dentárias,
											até bonitas próteses para amputados.
											Outra oportunidade para
nos religarmos emocionalmente
											à nossa simetria.
											Já hoje,
											há aparelhos ortodônticos ""sem fios""
											com alinhadores transparentes,
											para restaurações dentárias.
											Milhões de aparelhos auditivos
											já estão a ser impressos em 3D.
											Atualmente, milhões de pessoas
											servem-se destes aparelhos.
											E que dizer das
substituições totais de joelhos,
											com base nos nossos dados,
feitas à medida,
											em que todos os instrumentos e guias
são impressos em 3D?
											A General Electric tem usado
a impressão 3D
											para criar a próxima geração
de motores a jato LEAP,
											que irá reduzir o consumo de combustível
em cerca de 15%,
											e o custo, para uma companhia aérea,
											em cerca de 14 milhões de dólares.
											É bom para a General Electric
											e para os clientes e para o ambiente.
											Mas o que é ainda melhor,
											é que esta tecnologia
já não está reservada
											às organizações endinheiradas.
											A Planetary Resources,

											uma companhia nova
dedicada à exploração espacial,
											vai lançar a primeira
sonda espacial este ano.
											Ela pesa uma fração de
uma nave espacial da NASA,
											custa uma fração do preço,
											tem menos de uma dúzia
de partes móveis
											e vai estar no espaço
nos finais deste ano.
											A Google abraçou o projeto audacioso
											de fazer um telefone modular, o Ara.
											Ele só é possível
graças ao desenvolvimento
											da impressão 3D de alta velocidade,
											que, pela primeira vez,
vai criar módulos funcionais e utilizáveis
											que serão colocados nele.
											Um projeto ""moonshot"" (lançamento à lua)
da Google, motivado pela impressão 3D.
									",What's next in 3D printing,Avi Reichental,9:04,"technology,manufacturing,3D printing"
"
","
","
",What's next in 3D printing,Avi Reichental,9:04,"technology,manufacturing,3D printing"
"
											How about food?
											What if we could, for the first time,
											make incredible delectables
											like this beautiful TED Teddy here,
											that are edible?
											What if we could completely
change the experience,
											like you see with that absinthe serving
											that is completely 3D printed?
											And what if we could begin to put ingredients
											and colors and flavors in every taste,
											which means not only delicious foods
											but the promise of personalized nutrition
											around the corner?
									","
											¿Y qué pasa con la comida?
											¿Qué pasaría, si pudiéramos, 
por primera vez,
											crear golosinas increíbles
											como este bonito osito TED acá,
											que fueran comestibles?
											¿Qué pasaría si pudiéramos cambiar
completamente la experiencia,
											como ven con la funda de absenta
											que está totalmente impresa en 3D?
											Y ¿qué pasa si pudiéramos
empezar a añadir ingredientes
											y colores y sabores de todos los gustos,
											que no solamente significara
comida deliciosa
											sino la promesa
de una nutrición personalizada
											a la vuelta de la esquina?
									","
											E quanto à comida?
											Que tal se pudéssemos,
pela primeira vez,
											criar delícias incríveis
											como este lindo ursinho TED,
											que é comestível?
											E se pudéssemos alterar
por completo a experiência,
											como veem naquela preparação de absinto
											que foi completamente impressa em 3D?
											E se pudéssemos criar ingredientes,
											cores e sabores com qualquer gosto,
											o que significa,
não só comida deliciosa
											mas a promessa da nutrição personalizada
dentro de pouco tempo?
									",What's next in 3D printing,Avi Reichental,9:04,"technology,manufacturing,3D printing"
"
","
","
",What's next in 3D printing,Avi Reichental,9:04,"technology,manufacturing,3D printing"
"
											And that gets me to one of the
biggest deals about 3D printing.
											With 3D printing, complexity is free.
											The printer doesn't care
											if it makes the most rudimentary shape
											or the most complex shape,
											and that is completely turning design
											and manufacturing on its head as we know it.
											Many people think that 3D printing will be
											the end of manufacturing as we know it.
											I think that it's the opportunity to put
											tomorrow's technology in the hands of youngsters
											that will create endless abundance
											of job opportunities,
											and with that,
											everybody can become an expert maker
											and an expert manufacturer.
											That will take new tools.
											Not everybody knows how to use CAD,
											so we're developing haptics,
											perceptual devices
											that will allow you to touch
											and feel your designs
											as if you play with digital clay.
											When you do things like that,
											and we also developed things that take
											physical photographs that are instantly printable,
											it will make it easier to create content,
											but with all of the unimagined,
											we will also have the unintended,
											like democratized counterfeiting
											and ubiquitous illegal possession.
									","
											Y eso me lleva a una de las cosas
más grandes sobre la impresión 3D.
											Con la impresión 3D,
la complejidad es gratuita.
											A la impresora le da igual
											si crea la forma más rudimentaria
											o la forma más compleja,
											y eso está volcando completamente
											el diseño y la fabricación
como los conocemos.
											Muchos piensan que la impresión 3D será
											el fin de la fabricación 
como la conocemos.
											Yo pienso que es la oportunidad de poner
											la tecnología del futuro
en las manos de los jóvenes
											que crearán abundancia sin fin
											de oportunidades de empleo,
											y con eso,
											todos pueden convertirse
en creadores expertos
											y fabricantes expertos.
											Eso precisará nuevas herramientas.
											No todos saben utilizar CAD,
											y estamos desarrollando dispositivos
											hápticos de percepción
											que permitirán tocar
											y sentir los diseños
											como si se jugara con arcilla digital.
											Al hacer cosas como esas,
											y también desarrollar cosas que toman
											fotografías físicas que son
imprimibles al instante,
											se facilita la creación del contenido,
											pero con todo lo inimaginado,
											también tendremos falsificación
											democratizada no intencional
											y posesión ilegal ubicua.
									","
											Isto leva-me a uma das coisas mais
importantes da impressão 3D.
											Com a impressão 3D,
a complexidade é grátis.
											A impressora não se interessa
											se está a imprimir um objeto rudimentar
											ou um objeto dos mais complexos,
											e isto está a mudar completamente
o desenho e o fabrico,
											tal como os conhecemos.
											Muitos creem que a impressão 3D
											significará o fim do fabrico,
tal como o conhecemos.
											Eu acho que é uma oportunidade
para colocar
											a tecnologia do amanhã nas mãos dos jovens
											e criar uma enorme abundância
											de oportunidades de trabalho.
											Isto fará com que todos
possam ser peritos em manufatura
											e peritos em fabrico.
											Serão necessárias novas ferramentas.
											Nem todos sabem usar uma ferramenta CAD,
											por isso estamos a desenvolver,
dispositivos hápticos, de perceção táctil,
											que nos vão permitir
tocar e sentir as nossas criações,
											como se brincássemos
com barro digital.
											Quando fizermos coisas destas,
e desenvolvermos outras
											que tirem fotografias físicas
para impressão instantânea,
											será mais fácil criar conteúdos.
											Mas, em conjunto com tudo
o que ainda não foi imaginado,
											virá também
o que não era intencionado,
											como a falsificação democratizada
											e a generalização
da posse ilegal de objetos.
									",What's next in 3D printing,Avi Reichental,9:04,"technology,manufacturing,3D printing"
"
","
","
",What's next in 3D printing,Avi Reichental,9:04,"technology,manufacturing,3D printing"
"
											So many people ask me,
											will we have a 3D printer in every home?
											I think it's the wrong question to ask.
											The right question to ask is,
											how will 3D printing change my life?
											Or, in other words, what room in my house
											will 3D printing fit in?
									","
											Mucha gente me pregunta,
											si tendremos una impresora 3D
en todos los hogares.
											Pienso que la pregunta no es correcta.
											La pregunta correcta que hay 
que hacerse es,
											¿cómo la impresión 3D 
cambiará mi vida?
											En otras palabras,
¿en qué habitación de mi casa
											encajará la impresión 3D?
									","
											Muita gente me pergunta:
											""Vamos ter uma impressora 3D
em cada casa?""
											Acho que é a pergunta errada,
a pergunta certa seria:
											""Como é que a impressão 3D
vai mudar a minha vida?""
											Por outras palavras:
											""Em que quarto lá de casa
se irá encaixar a impressão 3D?""
									",What's next in 3D printing,Avi Reichental,9:04,"technology,manufacturing,3D printing"
"
","
","
",What's next in 3D printing,Avi Reichental,9:04,"technology,manufacturing,3D printing"
"
											So everything that you see here
											has been 3D printed,
											including these shoes
											at the Amsterdam fashion show.
											Now, these are not my grandfather's shoes.
											These are shoes that represent
											the continuation of his passion
											for hyper-local manufacturing.
											My grandfather didn't get to see Nike
											printing cleats for the recent Super Bowl,
											and my father didn't get to see me standing
											in my hybridized 3D printed shoes.
											He passed away three years ago.
											But Chuck Hull, the man that invented it all,
											is right here in the house today,
											and thanks to him,
											I can say, thanks to his invention, I can say
											that I am a cobbler too,
											and by standing in these shoes
											I am honoring my past
											while manufacturing the future.
									","
											Y todo lo que ven aquí
											fue impreso en 3D,
											incluyendo estos zapatos
											en la feria de la moda de Ámsterdam.
											Bien, no son los zapatos de mi abuelo.
											Esos zapatos representan
											la continuación de su pasión
											por la fabricación hiperlocal.
											Mi abuelo no llegó a conocer
											los tacos impresos de Nike
para el último <i>Super Bowl</i>
											Y mi padre no llegó a verme usando
											mis zapatos hibridados impresos en 3D.
											Él falleció hace tres años.
											Pero Chuck Hull, el hombre
que lo inventó todo,
											está aquí mismo en el salón,
											y gracias a él,
											puedo decir, gracias
a su invención, puedo decir
											que soy también zapatero,
											Y al usar estos zapatos
											estoy honrando mi pasado
											mientras fabrico mi futuro.
									","
											Tudo aquilo que veem aqui
											foi impresso em 3D,
											incluindo estes sapatos
											do festival de moda de Amesterdão.
											Não são os sapatos do meu avô.
											São sapatos que representam
											a continuação da paixão dele
											pela manufatura hiperlocal.
											O meu avô não chegou a ver
											as recentes impressões da Nike
para o Super Bowl,
											e o meu pai não me viu a usar
											os meus sapatos híbridos impressos em 3D.
											Ele faleceu há três anos.
											Mas o Chuck Hull,
o homem que inventou tudo isto,
											está aqui hoje,
											e graças a ele,
											graças à sua invenção,
											posso dizer que também sou sapateiro.
											Estando aqui hoje nestes sapatos,
											estou a honrar o meu passado
											enquanto fabrico o futuro.
									",What's next in 3D printing,Avi Reichental,9:04,"technology,manufacturing,3D printing"
"
","
","
",What's next in 3D printing,Avi Reichental,9:04,"technology,manufacturing,3D printing"
"
											Thank you.
									","
											Gracias.
									","
											Obrigado.
									",What's next in 3D printing,Avi Reichental,9:04,"technology,manufacturing,3D printing"
"
","
","
",What's next in 3D printing,Avi Reichental,9:04,"technology,manufacturing,3D printing"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									",What's next in 3D printing,Avi Reichental,9:04,"technology,manufacturing,3D printing"
"
","
","
",What's next in 3D printing,Avi Reichental,9:04,"technology,manufacturing,3D printing"
