en,tr,de,title,speaker,duration,tags
"
","
","
",How we can make the world a better place by 2030,Michael Green,14:39,"big problems,economics,future,global issues,goal-setting,policy,statistics,global development"
"
											Do you think the world is going
to be a better place next year?
											In the next decade?
											Can we end hunger,
											achieve gender equality,
											halt climate change,
											all in the next 15 years?
									","
											Önümüzdeki yıl dünyanın daha iyi
bir yer olacağını düşünüyor musunuz?
											Peki ya önümüzdeki 10 yılda?
											Önümüzdeki 15 yıl içerisinde
											açlığı bitirebilir,
											cinsiyet eşitliğini sağlayabilir
											ve iklim değişikliğini durdurabilir miyiz?
									","
											Glauben Sie, die Welt ist
nächstes Jahr ein besserer Ort?
											Oder im kommenden Jahrzehnt?
											Können wir den Hunger beenden,
											die Gleichstellung 
der Geschlechter erreichen,
											den Klimawandel stoppen,
											und das alles in den kommenden 15 Jahren?
									",How we can make the world a better place by 2030,Michael Green,14:39,"big problems,economics,future,global issues,goal-setting,policy,statistics,global development"
"
","
","
",How we can make the world a better place by 2030,Michael Green,14:39,"big problems,economics,future,global issues,goal-setting,policy,statistics,global development"
"
											Well, according to the governments
of the world, yes we can.
											In the last few days,
the leaders of the world,
											meeting at the UN in New York,
											agreed a new set of Global Goals
											for the development of the world to 2030.
											And here they are:
											these goals are the product
of a massive consultation exercise.
											The Global Goals are who we,
humanity, want to be.
									","
											Dünya devletlerine göre, 
evet, yapabiliriz.
											Geçtiğimiz birkaç gün içerisinde
dünya liderleri
											New York'taki Birleşmiş
Milletler'de toplanıp,
											dünyanın gelişimi için 2030'a kadar yeni
											Küresel Hedefler oluşturdular.
											İşte bunlar:
											bu hedefler, yoğun bir müzakere
süreci sonunda belirlendi.
											Bu Küresel Hedefler, bizim, 
insanlığın varmak istediği hedefler.
									","
											Den Regierungen der Welt zufolge
können wir das.
											In den vergangenen Tagen 
haben die Weltführer
											beim Treffen der UN in New York
											neue globale Ziele
											für die Entwicklung 
der Welt bis 2030 gesetzt.
											Und hier sind sie:
											Diese Ziele sind das Produkt 
massiver Absprachen.
									",How we can make the world a better place by 2030,Michael Green,14:39,"big problems,economics,future,global issues,goal-setting,policy,statistics,global development"
"
","
","
",How we can make the world a better place by 2030,Michael Green,14:39,"big problems,economics,future,global issues,goal-setting,policy,statistics,global development"
"
											Now that's the plan, but can we get there?
											Can this vision for a better world
really be achieved?
											Well, I'm here today because
we've run the numbers,
											and the answer, shockingly,
											is that maybe we actually can.
											But not with business as usual.
									","
											Şimdilik plan bu, ama
bunu başarabilir miyiz?
											Daha iyi bir dünya için oluşturulan
bu vizyon gerçekleştirilebilir mi?
											Bugün buradayım çünkü, hesapları yaptık
											ve cevap şaşırtıcı bir şekilde
											evet; belki gerçekten de başarabiliriz.
											Ama geleneksel çalışma şekliyle değil.
									","
											Die globalen Ziele sind das, was wir, 
die Menschheit, sein wollen.
											Ist dieser Plan umsetzbar?
											Kann diese Vision einer besseren Welt
wirklich erreicht werden?
											Ich bin heute hier, weil wir
die Zahlen überprüft haben,
											und die Antwort ist, schockierenderweise,
											dass wir das vielleicht sogar können.
											Aber nicht, wenn wir 
so weitermachen wie bisher.
									",How we can make the world a better place by 2030,Michael Green,14:39,"big problems,economics,future,global issues,goal-setting,policy,statistics,global development"
"
","
","
",How we can make the world a better place by 2030,Michael Green,14:39,"big problems,economics,future,global issues,goal-setting,policy,statistics,global development"
"
											Now, the idea that the world
is going to get a better place
											may seem a little fanciful.
											Watch the news every day and the world
seems to be going backwards, not forwards.
											And let's be frank:
											it's pretty easy to be skeptical
about grand announcements
											coming out of the UN.
									","
											Dünyanın daha iyi bir yere dönüşeceği
fikri biraz
											hayalperest gibi görünebilir.
											Günlük haberlere bakarsanız, dünya geriye 
gidiyor gibi görünüyor, ileriye değil.
											Ve dürüst olalım:
											BM'den gelen büyük duyurulara
şüpheli yaklaşmak
											epey kolay.
									","
											Der Gedanke, dass die Welt besser wird,
											scheint vielleicht etwas abstrus.
											In den täglichen Nachrichten scheint die
Welt statt vorwärts rückwärts zu gehen.
											Und wenn wir ehrlich sind,
											ist es ziemlich einfach, 
an großen Meldungen zu zweifeln,
											die von der UNO kommen.
									",How we can make the world a better place by 2030,Michael Green,14:39,"big problems,economics,future,global issues,goal-setting,policy,statistics,global development"
"
","
","
",How we can make the world a better place by 2030,Michael Green,14:39,"big problems,economics,future,global issues,goal-setting,policy,statistics,global development"
"
											But please, I invite you to suspend
your disbelief for just a moment.
											Because back in 2001,
											the UN agreed another set of goals,
the Millennium Development Goals.
											And the flagship target there
was to halve the proportion of people
											living in poverty by 2015.
											The target was to take
from a baseline of 1990,
											when 36 percent of the world's
population lived in poverty,
											to get to 18 percent poverty this year.
									","
											Ama sizi bir dakika için bu şüphenizi
bir kenara bırakmaya davet ediyorum.
											Çünkü 2001'de
											BM Milenyum Kalkınma Hedefleri adı altında
başka bir dizi hedef belirlemişti.
											Başlıca hedef 2015 itibariyle
dünyada sefalet içinde yaşayan
											insanların sayısını yarıya düşürmekti.
											Hedef, dünyadaki fakirlik oranını
											1990 yılındaki seviyenin (%36)
											yarısına, bu yıl %18'e düşürmekti.
									","
											Aber bitte, ich möchte, dass Sie 
Ihren Zweifel für einen Moment vergessen.
											2001 beschlossen die UN andere Ziele:
											die Millenniums-Entwicklungsziele.
											Ihr Hauptziel war es,
die Quote der Menschen,
											die in Armut Leben, bis 2015 zu halbieren.
											Das Ziel war, die Messbasis 
von 1990 zu nehmen,
											als 36 % der Weltbevölkerung
in Armut lebte,
											und für dieses Jahr
18 % Armut zu erreichen.
									",How we can make the world a better place by 2030,Michael Green,14:39,"big problems,economics,future,global issues,goal-setting,policy,statistics,global development"
