en,tr,es,title,speaker,duration,tags
"
","
","
","""A Bird Made of Birds""",Sarah Kay,4:53,"poetry,performance,performance art,entertainment,spoken word,storytelling"
"
											I have a friend named Kaveh Akbar,
who is a fellow poet.
											And Kaveh found this photo online
											of the anatomical heart of a blue whale
											that scientists had hung
on a hook from the ceiling,
											which is how they were able to observe
that the heart of a blue whale
											is big enough that a person
can stand up fully inside of it.
											And when Kaveh shared this photo online,
											he did so with the caption,
											""This is another reminder
											that the universe has already written
the poem you were planning on writing.""
									","
											Kaveh Akbar adında, şair bir dostum var.
											Kaveh internette,
											bilim insanları mavi balinanın 
anatomik kalbini
											tavana kancayla astığı 
bir fotoğraf buldu.
											Bu şekilde, mavi balinanın kalbinin
											bir insanın içine sığabileceği kadar 
büyük olduğunu gözlemleyebildiler.
											Kaveh, bu fotoğrafı paylaştığında
											açıklama olarak şunu yazdı:
											""Bu, yazmayı planladığın şiiri
											evrenin çoktan yazdığının
bir başka hatırlatıcısıdır.""
									","
											Tengo un amigo llamado Kaveh Akbar,
que es un colega poeta.
											Kaveh encontró una foto en Internet
											del modelo anatómico 
del corazón de una ballena azul
											que los científicos habían colgado
del techo con un gancho,
											y así fueron capaces de observar
que el corazón de una ballena azul
											es lo suficientemente grande como para 
que una persona quepa de pie adentro.
											Cuando Kaveh compartió esta foto en línea,
											puso al pie de la foto:
											""Este es otro recordatorio

											de que el universo ya escribió
el poema que planeabas escribir"".
									","""A Bird Made of Birds""",Sarah Kay,4:53,"poetry,performance,performance art,entertainment,spoken word,storytelling"
"
","
","
","""A Bird Made of Birds""",Sarah Kay,4:53,"poetry,performance,performance art,entertainment,spoken word,storytelling"
"
											And when I first saw that,
I was horrified.
											I was like, ""Come on, man!
I'm trying to invent new metaphors!
											I'm trying to discover beauty
that hasn't been discovered yet.
											What do you mean, the universe
is always going to get there before me?""
											And I know this isn't
a uniquely poet problem,
											but on days when the world
feels especially big
											or especially impossible
											or especially full of grandeur,
											those are the days when I feel,
											""What do I possibly have to contribute
											to all of this?""
									","
											Bunu ilk gördüğümde dehşete kapıldım.
											“Hadi ama dostum! Yeni metaforlar 
uydurmaya çalışıyorum.
											Henüz keşfedilmemiş güzellikleri 
keşfetmeye çalışıyorum.
											Evrenin her zaman önümde olacağını 
söylerken ne demeye çalıştın?”
											Bu problemin şairlere özgü 
olmadığını biliyorum.
											Ama dünyanın özellikle büyük,
											özellikle imkansız,
											özellikle ihtişam dolu hissettirdiği,
											böyle günlerde;
											“Bütün bunlara katkıda bulunabileceğim 
neyim var?”
											diye düşüyorum.
									","
											Cuando lo vi por primera vez,
quedé horrorizada.
											Dije: ""Por favor, ¡estoy tratando
de inventar nuevas metáforas!
											Estoy tratando de descubrir la belleza
que aún no se ha descubierto.
											¿Qué es eso de que el universo
siempre lo hará antes que yo?"".
											Sé que este no es un problema
exclusivo de los poetas,
											pero en esos días en que el mundo
se siente especialmente grande
											o especialmente imposible
											o particularmente lleno de grandeza,
											esos son los días que siento:
											""¿Y yo qué puedo aportar
											a esto?"".
									","""A Bird Made of Birds""",Sarah Kay,4:53,"poetry,performance,performance art,entertainment,spoken word,storytelling"
"
","
","
","""A Bird Made of Birds""",Sarah Kay,4:53,"poetry,performance,performance art,entertainment,spoken word,storytelling"
"
											Not long ago, I saw this video
that some of you may have seen.
											It makes the internet rounds
every couple of months.
											There are these birds
that are called starlings,
											and they fly in what's
called a ""murmuration,""
											which is generally
just a big cloud of birds.
											And someone happened to catch
a quick video on their phone
											of these starlings flying.
											And at first, it's just an amorphous blob,
											and then there's a moment
where the birds shift,
											and they form the shape of a starling
											in the sky!
									","
											Bir süre önce bazılarınızın da görmüş 
olabileceği bir video gördüm.
											Birkaç ayda bir internette turluyor.
											Sığırcık denilen kuşlar var.
											“Sığırcık sürüsü” denilen 
gruplarla uçuyorlar.
											Buna büyük bir kuş bulutu da denilebilir.
											Birisi, bu sığırcıkların uçuşunu
											telefonuyla yakalamayı başarmış.
											İlk başta şekilsiz bir leke
oluşturuyorlar.
											Sonra öyle bir an var ki,
											kuşlar yer değiştirip sığırcık 
görüntüsünü alıyor.
											Hem de gökyüzünde!
									","
											Hace poco vi un video
que quizás algunos hayan visto.
											Circula por Internet cada par de meses.
											Hay unos pájaros llamados estorninos,
											que vuelan en ""bandadas"",
											o sea, una nube de pájaros enorme.
											Una persona logró capturar
un video corto en su celular
											de estos estorninos en vuelo.
											Al principio, es solo una mancha amorfa,
											y después hay un momento
donde los pájaros se mueven,
											y toman la forma ¡de un estornino
											en el cielo!
									","""A Bird Made of Birds""",Sarah Kay,4:53,"poetry,performance,performance art,entertainment,spoken word,storytelling"
"
","
","
","""A Bird Made of Birds""",Sarah Kay,4:53,"poetry,performance,performance art,entertainment,spoken word,storytelling"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									","""A Bird Made of Birds""",Sarah Kay,4:53,"poetry,performance,performance art,entertainment,spoken word,storytelling"
"
","
","
","""A Bird Made of Birds""",Sarah Kay,4:53,"poetry,performance,performance art,entertainment,spoken word,storytelling"
"
											And as soon as I saw it, I was like,
									","
											Bunu görür görmez şöyle düşündüm: 

									","
											Ni bien lo vi, me dije:
									","""A Bird Made of Birds""",Sarah Kay,4:53,"poetry,performance,performance art,entertainment,spoken word,storytelling"
