pt,en,es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
","
","Music is medicine, music is sanity",Robert Gupta,9:26,"TED Fellows,brain,entertainment,live music,mental health,music,violin,performance"
"
											Certo dia o colunista do Los Angeles Times
											Steve Lopez, andava pelas ruas
da baixa de Los Angeles
											quando ouviu uma música maravilhosa.
											E a origem da música era um homem,
											um afro-americano,
											encantador, enrugado, sem-abrigo,
											a tocar um violino
que só tinha duas cordas.
									","
											One day, Los Angeles Times columnist
											Steve Lopez was walking along
											the streets of downtown Los Angeles
											when he heard beautiful music.
											And the source was a man,
											an African-American man,
											charming, rugged, homeless,
											playing a violin that only had two strings.
									","
											Un día el columnista de Los Angeles Times
											Steve Lopez estaba caminando por
											las calles del centro de Los Angeles
											cuando escuchó una bella música.
											Provenía de un hombre,
											un hombre afroamericano,
											encantador, de rostro duro, sin hogar,
											tocando un violín que sólo tenía dos cuerdas.
									","
											Bir gün Los Angeles Times köşe yazarı
											Steve Lopez, Los Angeles şehir merkezinin
											caddelerinde yürüyordu,
											harika bir müzik duydu.
											Bunun kaynağı bir adamdı,
											Afro-Amerikalı bir adam,
											sevimli, bakımsız, evsiz,
											sadece iki teli olan bir keman çalıyordu.
									","
											Un jour, le chroniqueur du Los Angeles Times
											Steve Lopez se promenait dans
											les rues du centre-ville de Los Angeles
											quand il entendit une belle musique.
											Elle venait d'un homme,
											un afro-américain,
											charmant, en haillons, sans-abri,
											qui jouait sur un violon qui n'avait plus que deux cordes.
									","
											Als Steve Lopez, Kolumnist der Los Angeles Times,
											eines Tages durch die Straßen
											im Zentrum von Los Angeles ging,
											hörte er eine wundervolle Musik.
											Sie kam von einem Mann,
											einem Afro-Amerikaner,
											sympathisch, rau, obdachlos,
											der auf einer Geige spielte, die nur noch zwei Saiten hatte.
									","Music is medicine, music is sanity",Robert Gupta,9:26,"TED Fellows,brain,entertainment,live music,mental health,music,violin,performance"
"
","
","
","
","
","
","Music is medicine, music is sanity",Robert Gupta,9:26,"TED Fellows,brain,entertainment,live music,mental health,music,violin,performance"
"
											Muitos de vocês já conhecem esta história,
											porque as colunas do Steve
serviram de base a um livro
											que viria a inspirar um filme,
											com Robert Downey Jr
no papel de Steve Lopez,
											e Jamie Foxx no papel
de Nathaniel Anthony Ayers,
											o contrabaixista e ex-aluno da Juilliard
											cuja carreira promissora foi encurtada
											por um caso trágico
de esquizofrenia paranoide.
											Nathaniel abandonou a Juilliard,
sofreu um esgotamento,
											e 30 anos mais tarde
											vivia nas ruas de Skid Row
na baixa de Los Angeles.
											Aconselho-vos a todos a ler
o livro do Steve, ou a ver o filme
											para compreenderem
não só a beleza do laço
											que se formou entre estes dois homens,
											mas também a importância da música
no estabelecer dessa ligação,
											e que, em última instância,
foi instrumental, passe o trocadilho,
											para ajudar a tirar o Nathaniel das ruas.
									","
											And I'm telling a story that many of you know,
											because Steve's columns became the basis
											for a book, which was turned into a movie,
											with Robert Downey Jr. acting as Steve Lopez,
											and Jamie Foxx as Nathaniel Anthony Ayers,
											the Juilliard-trained double bassist
											whose promising career was cut short
											by a tragic affliction with paranoid schizophrenia.
											Nathaniel dropped out of Juilliard, he suffered a complete breakdown,
											and 30 years later he was living homeless
											on the streets of Skid Row in downtown Los Angeles.
											I encourage all of you to read Steve's book or to watch the movie
											to understand not only the beautiful bond
											that formed between these two men,
											but how music helped shape that bond,
											and ultimately was instrumental — if you'll pardon the pun —
											in helping Nathaniel get off the streets.
									","
											Les estoy contando una historia que muchos de ustedes conocen,
											porque la columna de Steve fue la base
											para un libro que después se convirtió en una película,
											con Robert Downey Jr actuando como Steve Lopez
											y Jamie Fox como Nathaniel Anthony Ayers,
											el contrabajista entrenado en Julliard
											cuya prometedora carrera fue interrumpida
											por una aflicción trágica de esquizofrenia paranoica.
											Nathaniel abandonó Julliard, sufrió una crisis total
											y 30 años más tarde estaba viviendo
											en las calles de Skid Row en el centro de Los Angeles.
											Les animo a que lean el libro de Steve o vean la película
											para entender no sólo el bello vínculo
											que se creó entre estos dos hombres
											sino cómo la música ayudó a moldear ese vínculo,
											y finalmente jugó un papel decisivo
											para ayudar a Nathaniel a salir de las calles.
									","
											Ve birçoğunuzun bildiği bir hikâyeyi anlatıyorum,
											çünkü Steve'in köşe yazıları daha sonra
											filme de alınan bir kitabın temeli oldu.
											Steve Lopez'i Robert Downey Jr,
											ve kariyeri paranoid şizofreni ile
											trajik bir şekilde kısa kesilen,
											Julliard eğitimi almış kontrbasçı
											Nathaniel Anthony Ayers'i, Jamie Fox oynuyordu.
											Nathaniel Julliard'ı bıraktı, büyük bir çöküntü yaşadı,
											ve 30 yıl sonra, Los Angeles şehir merkezinde
											Skid Row caddelerinde evsiz bir şekilde yaşıyordu.
											Steve'in kitabını hepinizin okumasını öneririm, ya da filmi izlemenizi
											sadece bu iki adam arasında kurulan
											bu olağanüstü bağı anlamanız için değil,
											müziğin bu bağın şekillenmesine yardımını
											ve sonunda, kullandığım kelime oyununu affederseniz,
											Nathaniel'ın sokaklardan kurtulmasında bir enstrüman oluşunu.
									","
											Cette histoire, beaucoup d'entre vous la connaissent,
											car les chroniques de Steve ont inspiré
											un livre, qui a été adapté à l'écran, [NdT : ""Le Soliste"" sorti en 2009]
											avec Robert Downey Jr dans le rôle de Steve Lopez,
											et Jamie Fox dans celui de Nathaniel Ayers Anthony,
											le contrebassiste issu de l'École Juilliard
											dont la carrière prometteuse fut écourtée
											par une tragique schizophrénie paranoïde.
											Nathaniel abandonna Julliard, subit une rupture totale,
											et 30 ans plus tard, il était sans-abri
											dans les rues de Skid Row, au centre-ville de Los Angeles.
											Je vous encourage tous à lire le livre de Steve, ou à regarder le film,
											pour comprendre non seulement le lien merveilleux
											qui s'est créé entre ces deux hommes,
											mais aussi comment la musique a contribué à façonner ce lien,
											et a finalement été l'instrument, si vous me passez ce calembour,
											qui a aidé Nathaniel sortir de la rue.
									","
											Viele von Ihnen werden die Geschichte kennen,
											denn aus Steves Artikel darüber wurde später
											ein Buch, das wiederum verfilmt wurde,
											mit Robert Downey junior als Steve Lopez
											und Jamie Foxx als Nathaniel Anthony Ayers,
											dem Kontrabassisten, der am Juilliard-Konservatorium studierte
											und dessen vielversprechende Karriere tragischerweise
											früh durch seine paranoide Schizophrenie beendet wurde.
											Nathaniel verließ Juilliard, erlitt einen Nervenzusammenbruch
											und 30 Jahre später lebte er als Obdachloser
											auf den Straßen von Skid Row im Zentrum von Los Angeles.
											Ich empfehle Ihnen allen, Steves Buch zu lesen oder sich den Film anzusehen,
											damit Sie nicht nur die wunderbare Verbundenheit verstehen,
											die zwischen diesen beiden Männern entstanden ist,
											sondern auch, wie die Musik diese Verbindung herstellen half
											und wie sie schließlich das Instrument war, wenn dieses Wortspiel erlaubt ist,
											das mithalf, Nathaniel weg von der Straße zu kriegen.
									","Music is medicine, music is sanity",Robert Gupta,9:26,"TED Fellows,brain,entertainment,live music,mental health,music,violin,performance"
"
","
","
","
","
","
","Music is medicine, music is sanity",Robert Gupta,9:26,"TED Fellows,brain,entertainment,live music,mental health,music,violin,performance"
"
											Eu conheci o Sr. Ayers em 2008,
											há dois anos, no Walt Disney Concert Hall.
											Ele tinha acabado de ouvir a execução
da 1.ª e 4.ª sinfonias de Beethoven,
											foi aos bastidores e apresentou-se.
											Falava num tom muito alegre e afável
											sobre o Yo-Yo Ma e a Hillary Clinton,
											e como os Dodgers
nunca chegariam à World Series,
											tudo por causa da execução traiçoeira
do primeiro violino
											no último andamento
da 4.ª sinfonia de Beethoven.
											Falámos sobre música.
											Dias mais tarde recebi
um email do Steve a dizer
											que Nathaniel gostaria de ter
uma aula de violino comigo.
									","
											I met Mr. Ayers in 2008,
											two years ago, at Walt Disney Concert Hall.
											He had just heard a performance of Beethoven's First and Fourth symphonies,
											and came backstage and introduced himself.
											He was speaking in a very jovial and gregarious way
											about Yo-Yo Ma and Hillary Clinton
											and how the Dodgers were never going to make the World Series,
											all because of the treacherous first violin passage work
											in the last movement of Beethoven's Fourth Symphony.
											And we got talking about music, and I got an email from Steve a few days later
											saying that Nathaniel was interested in a violin lesson with me.
									","
											Conocí al Señor Ayers en el 2008,
											hace dos años, en el Walt Disney Concert Hall.
											El acababa de escuchar una interpretación de la primera y cuarta sinfonía de Beethoven
											y vino detrás del escenario a presentarse.
											Hablaba de una forma muy jovial y sociable
											acerca de Yo-Yo Ma y de Hillary Clinton
											y de cómo los Dodgers nunca llegarían a la Serie Mundial,
											todo debido a la traicionera ejecución del pasaje del primer violín
											en el último movimiento de la cuarta sinfonía de Beethoven.
											Y hablamos sobre música. Y unos días después recibí un correo electrónico de Steve
											diciendo que Nathaniel estaba interesado en una lección de violín conmigo.
									","
											Bay Ayers ile 2008'de tanıştım,
											iki yıl önce, Walt Disney konser salonunda.
											Beethoven’in birinci ve dördüncü senfonilerinin performansını az önce dinlemiş,
											ve sahne arkasına gelerek kendini tanıtmıştı.
											Yo-Yo Ma ve Hillary Clinton hakkında öylesine
											keyifli ve cana yakın konuşuyordu ki,
											ve Dodgers'ın nasıl Dünya Serisi'ni asla başaramayacağı hakkında,
											bunun nedeni ise Beethoven’in dördüncü senfonisinin
											son hareketindeki tedirgin edici ilk keman pasajıydı.
											Ve müzik hakkında konuşmaya başladık. Ve bir kaç gün sonra Steve'den
											Nathaniel'in benden keman dersi almak istediğini söyleyen bir mesaj geldi.
									","
											J'ai rencontré M. Ayers en 2008,
											il ya deux ans, au Walt Disney Concert Hall.
											Il venait tout juste d'écouter un concert des première et quatrième symphonies de Beethoven,
											il est venu en coulisses et s'est présenté.
											Il parlait d'une manière très joviale et sociable
											de Yo-Yo Ma et d'Hillary Clinton,
											des raisons pour lesquelles les Dodgers ne gagneraient jamais les Séries Mondiales,
											à cause de la traitrise des figurations du premier violon
											dans le dernier mouvement de la Quatrième Symphonie de Beethoven.
											Et nous avons parlé musique. Et j'ai reçu un courriel de Steve quelques jours plus tard
											me disant que Nathaniel aimerait que je lui donne un cours de violon.
									","
											Ich traf Mr Ayers im Jahre 2008,
											vor zwei Jahren, in der Walt Disney Concert Hall.
											Er hatte gerade eine Vorführung von Beethovens Erster und Vierter Sinfonie gehört
											und kam hinter die Bühne, um sich mir vorzustellen.
											Er sprach in einem sehr heiteren und geselligen Ton
											über Yo-Yo Ma und Hillary Clinton
											und darüber, wie die Dodgers es nie in die Baseball World Series schaffen würden.
											Und das alles wegen der tückischen Passage der ersten Geige
											im letzten Satz von Beethovens Vierter Sinfonie.
											Wir kamen aufs Thema Musik zu sprechen. Und ein paar Tage später bekam ich eine E-Mail,
											in der stand, dass Nathaniel sich für Geigenunterricht bei mir interessierte.
									","Music is medicine, music is sanity",Robert Gupta,9:26,"TED Fellows,brain,entertainment,live music,mental health,music,violin,performance"
"
","
","
","
","
","
","Music is medicine, music is sanity",Robert Gupta,9:26,"TED Fellows,brain,entertainment,live music,mental health,music,violin,performance"
"
											Convém referir que Nathaniel
recusa tratamento
											porque foi tratado com terapia de choque,
											com Torazina e algemas,
											e esse trauma acompanhou-o toda a vida.
											Em consequência, ele está sujeito
a estas crises esquizofrénicas.
											As piores podem manifestar-se
numa explosão
											e ni seu desaparecimento durante dias,
											vagueando pelas ruas de Skid Row,
											exposto aos seus horrores
e com os tormentos da sua própria mente
											à solta na sua cabeça.
									","
											Now, I should mention that Nathaniel refuses treatment
											because when he was treated it was with shock therapy
											and Thorazine and handcuffs,
											and that scar has stayed with him for his entire life.
											But as a result now, he is prone to
											these schizophrenic episodes,
											the worst of which can manifest themselves as
											him exploding
											and then disappearing for days,
											wandering the streets of Skid Row,
											exposed to its horrors, with the torment of his own mind
											unleashed upon him.
									","
											Ahora, debo mencionar que Nathaniel se niega al tratamiento,
											porque cuando fue tratado emplearon terapia de choque,
											Toracina y esposas,
											y esa cicatriz ha permanecido en él toda su vida.
											Pero como resultado ahora es propenso a
											estos episodios esquizofrénicos.
											Los peores episodios se pueden manifestar con él
											explotando
											y luego desapareciendo por días,
											errando por las calles de Skid Row,
											expuesto a sus horrores, con el tormento de su propia mente
											sin control.
									","
											Şimdi, Nathaniel'in tedaviyi reddettiğini belirtmeliyim,
											çünkü tedavi aldığında bu şok terapisiyleydi
											ve Thorazine ve kelepçelerleydi,
											ve bu yarayı tüm hayatı boyunca taşıdı.
											Ama bunun sonucu olarak şimdi,
											bu şizofrenik dönemlere yatkın.
											Bunların en kötüleri kendisinin infilak ettiğini görmesi
											ve sonra günlerce ortadan kaybolması,
											Skid Row sokaklarında amaçsızca dolaşıp,
											kendi zihninin kendi üzerine saldığı işkencelerle
											sokağın dehşetine maruz kalması
											şeklinde kendini gösteriyor.
									","
											Maintenant, je devrais préciser que Nathaniel refuse de se soigner
											parce que quand il a été traité ce fut avec des électrochocs,
											de la Thorazine et des menottes,
											et que, toute sa vie, il a souffert de ce traumatisme.
											Mais, maintenant, il en résulte qu'il est enclin à
											ces épisodes schizophréniques.
											Dans les pires de leurs manifestations,
											il explose,
											et puis disparait pendant des jours,
											errant dans les rues de Skid Row,
											exposé à ses horreurs, les tourments de son esprit
											déchaînés sur lui.
									","
											Ich muss noch erwähnen, dass Nathaniel eine medizinische Behandlung ablehnte,
											denn er war bereits mit Elektroschocks
											und mit Thorazin und Handschellen behandelt worden,
											ein Trauma, das ihn sein ganzes Leben verfolgt hat.
											Als Folge davon ist er jetzt besonders anfällig
											für diese schizophrenen Phasen.
											Die sind manchmal so schlimm,
											dass sie ihn zu zerreißen drohen
											und er tagelang verschwindet,
											in den Straßen von Skid Row herumwandert,
											immer diesem Horror und den Folterqualen
											seines eigenen Geistes ausgesetzt.
									","Music is medicine, music is sanity",Robert Gupta,9:26,"TED Fellows,brain,entertainment,live music,mental health,music,violin,performance"
"
","
","
","
","
","
","Music is medicine, music is sanity",Robert Gupta,9:26,"TED Fellows,brain,entertainment,live music,mental health,music,violin,performance"
"
											Nathaniel estava
num tal estado de agitação,
											quando começámos a primeira aula
no Walt Disney Concert Hall
											que tinha uma espécie
de brilho maníaco nos olhos,
											estava perdido.
											E falava de demónios invisíveis e fumo,
											e como alguém o envenenava
durante o sono.
									","
											And Nathaniel was in such a state of agitation
											when we started our first lesson at Walt Disney Concert Hall —
											he had a kind of manic glint in his eyes,
											he was lost.
											And he was talking about
											invisible demons and smoke,
											and how someone was poisoning him in his sleep.
									","
											Y Nathaniel estaba en tal estado de agitación
											cuando iniciamos nuestra primera lección en el Walt Disney Concert Hall
											que tenía un tipo de destello maniaco en sus ojos,
											estaba perdido.
											Y hablaba de
											demonios invisibles y humo,
											y de cómo alguien lo estaba envenenando mientras dormía.
									","
											Ve Walt Disney Konser Salonu'nda ilk dersimize
											başladığımızda, Nathaniel öyle ajite bir durumundaydı ki,
											gözlerinde manyak bir tür ışıltı vardı.
											Kaybolmuştu.
											Ve görünmeyen şeytanlardan
											ve dumandan söz ediyordu,
											ve birinin onu uykusunda nasıl zehirlediğinden.
									","
											Et Nathanial était dans un tel état de aggitation
											quand nous avons commencé notre première leçon au Walt Disney Concert Hall
											qu'il y avait une sorte de reflet maniaque dans ses yeux,
											il avait l'air perdu.
											Et il parlait
											de démons invisibles et de fumée,
											et comment quelqu'un l'empoisonnait dans son sommeil.
									","
											Und in genau so einem Reizstadium befand sich Nathaniel,
											als wir mit unserer ersten Unterrichtsstunde in der Walt Disney Concert Hall begannen.
											Er hatte dieses irre Flackern in seinen Augen
											und wirkte völlig verloren.
											Er sprach über
											unsichtbare Dämonen und Rauch und darüber,
											wie ihn jemand im Schlaf vergiften wollte.
									","Music is medicine, music is sanity",Robert Gupta,9:26,"TED Fellows,brain,entertainment,live music,mental health,music,violin,performance"
