en,pt,fr,title,speaker,duration,tags
"
","
","
",Should you be able to patent a human gene?,Tania Simoncelli,18:05,"activism,biotech,genetics,cancer,Debate,government,health,law,health care,medical research,nature,medicine,policy,public health,society,science,technology,TEDx,innovation,pharmaceuticals"
"
											It was an afternoon in the fall of 2005.
											I was working at the ACLU
as the organization's science advisor.
											I really, really loved my job,
											but I was having one of those days
											where I was feeling
just a little bit discouraged.
									","
											Foi numa tarde do outono de 2005.
											Estava a trabalhar na ACLU como 
consultora científica da organização.
											Eu realmente adorava o meu trabalho,
											mas estava a ter um daqueles dias
											em que me sentia um pouco 
desencorajada.
									","
											C'était un après-midi de l'automne 2005.
											Je travaillais 
en tant que conseillère scientifique
											à l'ACLU [Union américaine
pour les libertés civiles]
											J'aimais vraiment, vraiment mon travail,
											mais c'était une de ces journées
											où je me sentais un petit peu découragée.
									",Should you be able to patent a human gene?,Tania Simoncelli,18:05,"activism,biotech,genetics,cancer,Debate,government,health,law,health care,medical research,nature,medicine,policy,public health,society,science,technology,TEDx,innovation,pharmaceuticals"
"
","
","
",Should you be able to patent a human gene?,Tania Simoncelli,18:05,"activism,biotech,genetics,cancer,Debate,government,health,law,health care,medical research,nature,medicine,policy,public health,society,science,technology,TEDx,innovation,pharmaceuticals"
"
											So I wandered down the hallway
to my colleague Chris Hansen's office.
											Chris had been at the ACLU
for more than 30 years,
											so he had deep institutional
knowledge and insights.
									","
											Por isso fui até ao escritório 
do meu colega Chris Hansen.
											O Chris estava na ACLU 
há mais de 30 anos,
											por isso tinha um conhecimento
e visão institucional profundos.
									","
											J'ai donc vagabondé jusqu'au bureau
de mon collègue, Chris Hansen.
											Chris travaille pour l'ACLU
depuis plus de trente ans,
											donc il avait une grande 
connaissance institutionnelle.
									",Should you be able to patent a human gene?,Tania Simoncelli,18:05,"activism,biotech,genetics,cancer,Debate,government,health,law,health care,medical research,nature,medicine,policy,public health,society,science,technology,TEDx,innovation,pharmaceuticals"
"
","
","
",Should you be able to patent a human gene?,Tania Simoncelli,18:05,"activism,biotech,genetics,cancer,Debate,government,health,law,health care,medical research,nature,medicine,policy,public health,society,science,technology,TEDx,innovation,pharmaceuticals"
"
											I explained to Chris
that I was feeling a little bit stuck.
											I had been investigating
a number of issues
											at the intersection of science
and civil liberties — super interesting.
											But I wanted the ACLU to engage
these issues in a much bigger way,
											in a way that could really
make a difference.
									","
											Expliquei ao Chris que estava
a sentir-me um pouco limitada.
											Tinha investigado 
uma série de questões
											na interseção da ciência 
com as liberdades civis,
											super interessantes.
											Mas queria que a ACLU se envolvesse 
muito mais nesses assuntos,
											de uma forma que pudesse 
realmente fazer a diferença.
									","
											J'ai expliqué à Chris
que je me sentais un peu bloquée.
											J'avais étudié un certain
nombre de problèmes
											au carrefour de la science et
des libertés civiques — très intéressant.
											Mais je voulais que l'ACLU attaque
ces problèmes de façon plus significative,
											de façon à changer les choses
									",Should you be able to patent a human gene?,Tania Simoncelli,18:05,"activism,biotech,genetics,cancer,Debate,government,health,law,health care,medical research,nature,medicine,policy,public health,society,science,technology,TEDx,innovation,pharmaceuticals"
"
","
","
",Should you be able to patent a human gene?,Tania Simoncelli,18:05,"activism,biotech,genetics,cancer,Debate,government,health,law,health care,medical research,nature,medicine,policy,public health,society,science,technology,TEDx,innovation,pharmaceuticals"
"
											So Chris cut right
to the chase, and he says,
											""Well, of all the issues you've been
looking at, what are the top five?""
									","
											Então o Chris foi direto e disse-me:
											""Bem, de todos esses assuntos que
investigaste, quais estão no top 5?""
									","
											Chris est allé droit au but 
et a demandé :
											« De tous les problèmes étudiés,
quel est ton top 5 ? »
									",Should you be able to patent a human gene?,Tania Simoncelli,18:05,"activism,biotech,genetics,cancer,Debate,government,health,law,health care,medical research,nature,medicine,policy,public health,society,science,technology,TEDx,innovation,pharmaceuticals"
"
","
","
",Should you be able to patent a human gene?,Tania Simoncelli,18:05,"activism,biotech,genetics,cancer,Debate,government,health,law,health care,medical research,nature,medicine,policy,public health,society,science,technology,TEDx,innovation,pharmaceuticals"
"
											""Well, there's genetic discrimination,
											and reproductive technologies,
											and biobanking, and ...
											oh, there's this really cool issue,
											functional MRI and using it
for lie detection, and ...
											oh, and of course, there's gene patents.""
									","
											""Bem, há a discriminação genética,
											""e tecnologias reprodutoras,
											""os biobancos, e...
											""oh, há um assunto muito giro,
											""o MRI funcional e usá-lo
para deteção de mentiras e..
											""ah, e claro, há a patente de genes.""
									","
											« Eh bien, il y a
la discrimination génétique,
											les technologies de reproduction,
											les biobanques,
											et ce problème vraiment cool,
											l'IRM fonctionnelle 
pour la détection de mensonges,
											et bien sûr, il y a
les brevets génétiques.
									",Should you be able to patent a human gene?,Tania Simoncelli,18:05,"activism,biotech,genetics,cancer,Debate,government,health,law,health care,medical research,nature,medicine,policy,public health,society,science,technology,TEDx,innovation,pharmaceuticals"
