en,pt,es,tr,fr,title,speaker,duration,tags
"
","
","
","
","
",How women in Pakistan are creating political change,Shad Begum,13:55,"women,activism,politics,leadership,gender equality,social change,humanity,Middle East,education,society,personal growth"
"
											I'm here to tell you
											how change is happening
at a local level in Pakistan,
											because women are finding their place
in the political process.
									","
											Estou aqui para vos contar
											como a mudança está a acontecer 
a nível local, no Paquistão,
											porque as mulheres estão a encontrar
o seu lugar no processo político.
									","
											He venido a contarles
											el cambio que está ocurriendo
a nivel local en Pakistán,
											porque las mujeres están empezando a
encontrar su lugar en el proceso político.
									","
											Burada olmamın nedeni size
											kadınlar yerel politikada yer bulduğunda
											Pakistan'da olan değişimleri anlatmak.
									","
											Je suis ici pour vous parler
											du changement qui s'opère
au niveau local, au Pakistan,
											parce que les femmes trouvent
leur place dans le processus politique.
									",How women in Pakistan are creating political change,Shad Begum,13:55,"women,activism,politics,leadership,gender equality,social change,humanity,Middle East,education,society,personal growth"
"
","
","
","
","
",How women in Pakistan are creating political change,Shad Begum,13:55,"women,activism,politics,leadership,gender equality,social change,humanity,Middle East,education,society,personal growth"
"
											I want to take you all on a journey
to the place I was raised,
											northwest Pakistan, called Dir.
											Dir was founded in the 17th century.
											It was a princely state
until its merger with Pakistan in 1969.
											Our prince, Nawab Shah Jahan,
reserved the right to wear white,
											the color of honor, but only for himself.
											He didn't believe in educating his people.
											And at the time of my birth in 1979,
											only five percent of boys
and one percent of girls
											received any schooling at all.
											I was one among that one percent.
									","
											Quero levar-vos ao lugar onde fui criada
											no noroeste paquistanês, chamado Dir.
											Dir foi fundada no século XVII.
											Era um principado até à sua fusão
com o Paquistão em 1969.
											O nosso príncipe, Nawab Shah Jahan,
reservou o direito a vestir de branco,
											a cor da honra, somente para ele.
											Não acreditava em educar as pessoas.
											Na altura do meu nascimento, em 1979,
											só 5% dos rapazes e 1% das raparigas
											recebiam qualquer tipo de educação.
											Eu fazia parte desse 1%.
									","
											Quiero llevarlos a un viaje
al lugar donde me crie,
											llamado Dir, en el noroeste de Pakistán.
											Dir fue fundado en el siglo XVII.
											Fue un estado principesco hasta
su unificación con Pakistán en 1969.
											Nuestro príncipe, Nawab Shah Jahan, había
reservado el derecho de vestir de blanco,
											el color del honor, 
pero solo para sí mismo.
											No creía en educar a su gente.
											Y en el momento de mi nacimiento, en 1979,
											solo un 5 % de los niños
y un 1 % de las niñas
											recibían enseñanza escolar.
											Yo estuve entre ese 1 %.
									","
											Hepinizi büyüdüğüm yer olan
											Pakistan'ın kuzeybatısındaki Dir'de
bir yolculuğa çıkarıcağım.
											Dir 17. yüzyılda kuruldu.
											1969'da Pakistan'a katılmasından önce
bir prenslikti.
											Sadece prens Nawab Shah Jahan 
şerefin rengi olan
											beyaz giyme hakkına sahipti.
											Halkını eğitmeye inanmazdı.
											Benim doğduğum yıl olan 1979'da
											erkeklerin yüzde beşi,
kızların da yüzde biri
											okul eğitimi alabiliyordu.
											Ben o yüzde birin içindeydim.
									","
											Je vais vous emmener
à la découverte du lieu où j'ai grandi,
											au nord-ouest du Pakistan, 
un endroit appelé « Dir ».
											Dir a été fondé au XVIIe siècle.
											C'était un État princier jusqu'à 
son annexion au Pakistan en 1969.
											Notre prince, Nawab Shan Jahan,
											se réservait le droit
de s'habiller en blanc,
											la couleur de l'honneur, pour lui seul.
											Il ne croyait pas 
à l'instruction de son peuple.
											Et, lorsque je suis née, en 1979,
											seuls 5 % des garçons
et 1 % des filles
											recevaient un enseignement
quel qu'il soit.
											J'étais parmi ce 1 %.
									",How women in Pakistan are creating political change,Shad Begum,13:55,"women,activism,politics,leadership,gender equality,social change,humanity,Middle East,education,society,personal growth"
"
","
","
","
","
",How women in Pakistan are creating political change,Shad Begum,13:55,"women,activism,politics,leadership,gender equality,social change,humanity,Middle East,education,society,personal growth"
"
											Growing up, I was very close to my father.
											He is a pharmacy doctor,
and he sent me to school.
											Every day, I would go to his clinic
when my lessons finished.
											He's a wonderful man
and a well-respected community leader.
											He was leading a welfare organization,
											and I would go with him
to the social and political gatherings
											to listen and talk to the local men
about our social and economic problems.
									","
											Em criança, eu era
muito próxima do meu pai.
											Ele é farmacêutico, e mandou-me
para a escola.
											Todos os dias, eu ia para a sua clínica 
depois de as aulas acabarem.
											Ele é um homem maravilhoso e muito 
respeitado entre a comunidade que lidera.
											Era o líder duma organização de bem-estar,
											e eu ia com ele às reuniões 
sociais e políticas
											para ouvir e falar com os homens locais 
sobre os problemas sociais e económicos.
									","
											Al crecer, era muy apegada a mi padre.
											Es un médico de farmacia
y me envió al colegio.
											Cada día, al terminar mis lecciones,
iba a su consultorio.
											Es un hombre maravilloso, y un líder 
de la comunidad muy respetado.
											Lideraba una organización 
para la asistencia social,
											y yo iba con él a las reuniones
políticas y sociales
											para escuchar y hablar con 
los hombres locales
											sobre nuestros problemas 
sociales y económicos.
									","
											Büyürken babamla çok yakındık.
											Babam bir doktordu
ve beni okula gönderdi.
											Her gün derslerim bitince
onun kliniğine giderdim.
											Harika bir adam
ve saygın bir topluluk lideriydi.
											Bir yardım organizasyonunu yönetiyordu
ve ben de onunla birlikte
											
politik ve sosyal toplantılara katılır,
ahalinin sosyal ve ekonomik
											
problemler hakkındaki
konuşmalarını dinlerdim.
									","
											En grandissant, je suis restée
très proche de mon père.
											Il est pharmacien,
et il m'a envoyé à l'école.
											Chaque jour, j'allais à sa clinique
après mes cours.
											C'est un homme extraordinaire
											et un dirigeant communautaire
très respecté.
											Il dirigeait une organisation
d'aide sociale,
											et je l'accompagnais
aux réunions sociales et politiques
											pour écouter et discuter
avec les hommes de la région,
											de nos problèmes économiques et sociaux.
									",How women in Pakistan are creating political change,Shad Begum,13:55,"women,activism,politics,leadership,gender equality,social change,humanity,Middle East,education,society,personal growth"
"
","
","
","
","
",How women in Pakistan are creating political change,Shad Begum,13:55,"women,activism,politics,leadership,gender equality,social change,humanity,Middle East,education,society,personal growth"
"
											However, when I was 16,
											my father asked me to stop coming with him
to the public gatherings.
											Now, I was a young woman,
and my place was in the home.
											I was very upset.
											But most of my family members,
they were happy with this decision.
											It was very difficult for me
											to sit back in the home
and not be involved.
									","
											Contudo, quando tinha 16 anos,
											o meu pai pediu-me que deixasse
de ir com ele ás reuniões públicas.
											Eu era uma rapariga
e o meu lugar era em casa.
											Fiquei muito aborrecida.
											Mas a maior parte dos meus familiares 
ficaram contentes com esta decisão.
											Foi muito difícil para mim
											ficar sentada em casa
e não estar envolvida.
									","
											Sin embargo, cuando cumplí los 16 años,
											mi padre me pidió que dejara de ir 
con él a las reuniones públicas.
											Ahora era una mujer joven,
y mi lugar estaba en el hogar.
											Me sentí muy molesta.
											Pero la mayoría de los miembros de 
mi familia apoyaban esta decisión.
											Fue muy difícil para mí,
											sentarme en casa y no estar involucrada.
									","
											Ama 16 yaşına gelince
											babam toplantılara katılmamı istemedi.
											Artık genç bir kadın olmuştum,
yerim de evdi.
											Çok üzüldüm.
											Ancak diğer aile üyeleri de
babamın bu kararından mutluydu.
											Evde oturup dahil olamamak
											benim için çok zordu.
									","
											Mais, à l'âge de 16 ans,
											mon père m'a demandé de ne plus
l'accompagner aux réunions publiques.
											Maintenant, j'étais une jeune femme,
et ma place était à la maison.
											J'étais vraiment très contrariée,
											mais la plupart des membres de ma famille
étaient satisfaits de cette décision.
											C'était très difficile pour moi
											de rester assise à la maison
et de ne plus participer.
									",How women in Pakistan are creating political change,Shad Begum,13:55,"women,activism,politics,leadership,gender equality,social change,humanity,Middle East,education,society,personal growth"
"
","
","
","
","
",How women in Pakistan are creating political change,Shad Begum,13:55,"women,activism,politics,leadership,gender equality,social change,humanity,Middle East,education,society,personal growth"
"
											It took two years
											that finally my family agreed
that my father could reconnect me
											with women and girls,
											so they could share their problems
and together we could resolve them.
											So, with his blessings,
											I started to reconnect
with women and girls
											so we could resolve
their problems together.
									","
											Passaram-se dois anos
											até que a minha família
concordou que o meu pai
											voltasse a pôr-me em contacto
com mulheres e raparigas
											para elas partilharem os seus problemas
e juntas os pudéssemos resolver.
											Por isso, com o consentimento dele,
											comecei a contactar
com mulheres e raparigas
											para, em conjunto, resolvermos
os seus problemas.
									","
											Pasaron dos años
											hasta que finalmente mi familia accedió
a que mi padre me reconectara
											con otras mujeres y chicas,
											para que pudieran compartir 
sus problemas y poder resolverlos juntas.
											Así que, con su bendición,
											empecé a reconectarme con mujeres y chicas
											así podíamos resolver 
juntas sus problemas.
									","
											Babamın beni 
problemlerimizi paylaşıp

											birlikte çözüm aramak için
											kadın ve genç kızlarla buluşturmasını
											ailemin kabul etmesi iki yılımı aldı.
											Babamın onayıyla
											birlikte problemlerimizi çözebilmek için
											kadınlarla buluşmaya başladım.
									","
											Il a fallu deux ans pour que
ma famille accepte finalement
											que mon père me permette de reprendre 
contact avec les femmes et les filles,
											afin qu'elles puissent
discuter de leurs problèmes
											et qu'ensemble,
nous trouvions des solutions.
											Donc, avec sa bénédiction,
											j'ai commencé à renouer
avec les femmes et les filles
											pour resoudre ensemble
leurs problèmes.
									",How women in Pakistan are creating political change,Shad Begum,13:55,"women,activism,politics,leadership,gender equality,social change,humanity,Middle East,education,society,personal growth"
"
","
","
","
","
",How women in Pakistan are creating political change,Shad Begum,13:55,"women,activism,politics,leadership,gender equality,social change,humanity,Middle East,education,society,personal growth"
"
											When women show up,
											they bring their realities
and views with them.
											And yet, I have found all too often,
											women underestimate their own strength,
											their potential and their self-respect.
											However, while connecting
with these women and girls,
											it became very clear to me
											that if there was to be any hope
to create a better life
											for these women and girls
and their families,
											we must stand up for our own rights —
											and not wait for someone else
to come and help us.
									","
											Quando as mulheres apareciam,
											traziam as suas realidades
e perspetivas com elas.
											Porém, encontrava, demasiadas vezes,
											mulheres a subestimarem a sua força,
											o seu potencial e respeito próprio.
											Porém, enquanto me relacionava
com estas mulheres e raparigas,
											ficou muito claro para mim
											que, se havia alguma esperança
para criar uma vida melhor,
											para estas mulheres, 
raparigas e as suas famílias,
											nós devíamos defender os nossos direitos
											e não esperar que alguém viesse
e nos ajudasse.
									","
											Cuando las mujeres se presentan,
											traen sus realidades y puntos de vista.
											Y, sin embargo, encontré muy a menudo
											que las mujeres subestiman 
su propia fortaleza,
											su potencial y su autorrespeto.
											Sin embargo, al conectarme 
con estas mujeres y chicas
											me quedó muy claro
											que si había alguna esperanza
de crear una vida mejor
											para estas mujeres y chicas, 
y para sus familias,
											debíamos defender nuestros derechos,
											y no esperar a que alguien 
viniera a ayudarnos.
									","
											Kadınlar geldiklerinde
											yanlarında kendi gerçekliklerini
ve görüşlerini de getirdiler.
											Kadınların sıklıkla
											kendi güçlerini, potansiyellerini
											ve öz saygılarını küçümsediklerini
görmüştüm.
											Ama bu kadınlarla bir araya gelince
şunu net bir şekilde anladım ki;
											onlar ve ailelerine daha iyi bir hayat
											sunabilmek için bir umut varsa
											bu ancak başkalarının 

											gelip yardım etmesini bekleyerek değil
											kendi haklarımızı savunarak olabilirdi.
									","
											Quand les femmes participent,
											elles apportent avec elles
leurs réalités et leurs points de vue.
											Pourtant, j'ai constaté bien trop souvent
											que les femmes sous-estiment leur force,
											leur potentiel,
ainsi que leur amour-propre.
											Cependant, en renouant
avec ces femmes et ces filles,
											il m'est apparu très clairement
											que s'il y avait une seule chance 
d'améliorer la vie
											de ces femmes et ces filles
et leurs familles,
											alors, nous devrions lutter pour nos droits
											et ne pas attendre que quelqu'un
d'autre vienne nous aider.
									",How women in Pakistan are creating political change,Shad Begum,13:55,"women,activism,politics,leadership,gender equality,social change,humanity,Middle East,education,society,personal growth"
"
","
","
","
","
",How women in Pakistan are creating political change,Shad Begum,13:55,"women,activism,politics,leadership,gender equality,social change,humanity,Middle East,education,society,personal growth"
