en,fr,tr,de,title,speaker,duration,tags
"
","
","
","
",We can start winning the war against cancer,Adam de la Zerda,12:42,"cancer,medicine,medical imaging,medical research,TEDx,brain,chemistry,health,illness,innovation,neuroscience,technology,science"
"
											""We're declaring war against cancer,
											and we will win this war by 2015.""
									","
											« Nous déclarons la guerre au cancer
											et gagnerons cette guerre d'ici à 2015. »
									","
											""Kansere karşı savaş ilan ediyoruz
											ve bu savaşı 2015'te yeneceğiniz.""
									","
											""Wir erklären dem Krebs den Krieg
											und wir werden diesen Krieg
bis 2015 gewinnen.""
									",We can start winning the war against cancer,Adam de la Zerda,12:42,"cancer,medicine,medical imaging,medical research,TEDx,brain,chemistry,health,illness,innovation,neuroscience,technology,science"
"
","
","
","
",We can start winning the war against cancer,Adam de la Zerda,12:42,"cancer,medicine,medical imaging,medical research,TEDx,brain,chemistry,health,illness,innovation,neuroscience,technology,science"
"
											This is what the US Congress
and the National Cancer Institute declared
											just a few years ago, in 2003.
											Now, I don't know about you,
but I don't buy that.
											I don't think we quite won this war yet,
											and I don't think
anyone here will question that.
											Now, I will argue that a primary reason
											why we're not winning
this war against cancer
											is because we're fighting blindly.
									","
											Voici la déclaration du Congrès américain
et l'Institut national du cancer
											il y a quelques années, en 2003.
											Je ne sais pas vous,
mais je n'y crois pas.
											Je ne crois pas cette guerre gagnée
											et je ne pense pas
que quiconque ici en doute.
											Je vais soutenir
qu'une des raisons principales
											qui explique nous ne la gagnions pas,
											est que nous nous battons à l'aveuglette.
									","
											ABD kongresinin ve Ulusal Kanser
Enstitüsü'nün birkaç yıl önce,
											2003'te beyan ettiğidir bu.
											Şimdi, sizi bilmem ama
ben inanmıyorum.
											Bu savaşı tümüyle
											yendiğimize inanmıyorum henüz
											ve bence buradaki herhangi 
biri bundan şüphe etmez.
											Şimdi, kansere karşı bu savaşı neden
yenemediğimiz
											ile ilgili ana sebep üzerine tartışalım,
											çünkü gözü kapalı olarak savaşıyoruz.
									","
											Das verkündeten der US-Kongress
und das nationale Krebsforschungsinstitut
											vor nur einigen Jahren, im Jahr 2003.
											Ich weiß nicht, wie es Ihnen geht,
aber ich glaube das nicht.
											Wir haben den Krieg noch nicht gewonnen
											und das zweifelt wohl niemand hier an.
											Der Hauptgrund, warum wir
											den Krieg gegen Krebs nicht gewinnen,
											ist, weil wir blind kämpfen.
									",We can start winning the war against cancer,Adam de la Zerda,12:42,"cancer,medicine,medical imaging,medical research,TEDx,brain,chemistry,health,illness,innovation,neuroscience,technology,science"
"
","
","
","
",We can start winning the war against cancer,Adam de la Zerda,12:42,"cancer,medicine,medical imaging,medical research,TEDx,brain,chemistry,health,illness,innovation,neuroscience,technology,science"
"
											I'm going to start by sharing with you
a story about a good friend of mine.
											His name is Ehud,
											and a few years ago,
Ehud was diagnosed with brain cancer.
											And not just any type of brain cancer:
											he was diagnosed with one
of the most deadly forms of brain cancer.
											In fact, it was so deadly
											that the doctors told him
that they only have 12 months,
											and during those 12 months,
they have to find a treatment.
											They have to find a cure,
											and if they cannot
find a cure, he will die.
									","
											Je vais commencer en partageant
l'histoire d'un bon ami à moi.
											Il s'appelle Ehud,
											il y a quelques années,
											il a reçu un diagnostic
de cancer du cerveau.
											Et pas n'importe lequel :
											on lui a diagnostiqué
une des formes les plus mortelles.
											Si mortelle
											que les médecins lui ont dit
qu'il n'avait que 12 mois
											et, pendant ces 12 mois,
ils devaient trouver un traitement.
											Ils devaient trouver un remède
											et s'ils n'en trouvaient pas, il mourrait.
									","
											Yakın bir arkadaşım hakkında bir
kıssayı paylaşarak başlayacağım.
											İsmi Ehud
											ve birkaç yıl önce Ehud'a
beyin kanseri teşhisi kondu.
											Ve herhangi bir beyin kanseriyle değil;
											beyin kanserinin en 
ölümcül türlerinden biriyle.
											Hatta o kadar ölümcüldü ki
											doktorlar 12 ayının 
kaldığını söylediler
											ve bu 12 ay boyunca bir
tedavi bulmak zorundaydılar.
											Bir tedavi bulmalıydılar
											ve eğer bulunamazsa, ölecekti.
									","
											Ich möchte Ihnen eine Geschichte 
über einen guten Freund erzählen.
											Sein Name ist Ehud.
											Vor einigen Jahren wurde
bei Ehud ein Hirntumor diagnostiziert.
											Nicht irgendein Hirntumor,
											sondern einer der tödlichsten.
											Tatsächlich so tödlich,
											dass die Ärzte ihm sagten,
sie hätten nur 12 Monate
											und in diesen 12 Monaten
müssten sie eine Behandlung finden.
											Sie müssen ein Heilmittel finden
											und wenn sie keines finden,
würde er sterben.
									",We can start winning the war against cancer,Adam de la Zerda,12:42,"cancer,medicine,medical imaging,medical research,TEDx,brain,chemistry,health,illness,innovation,neuroscience,technology,science"
"
","
","
","
",We can start winning the war against cancer,Adam de la Zerda,12:42,"cancer,medicine,medical imaging,medical research,TEDx,brain,chemistry,health,illness,innovation,neuroscience,technology,science"
"
											Now, the good news, they said,
											is that there are tons
of different treatments to choose from,
											but the bad news is
											that in order for them to tell
if a treatment is even working or not,
											well, that takes them
about three months or so.
											So they cannot try that many things.
									","
											La bonne nouvelle était
											qu'il y avait des tonnes de traitements
parmi lesquels choisir,
											la mauvaise nouvelle était
											que pour savoir
si un traitement fonctionnait,
											il leur fallait environ 3 mois.
											Ils ne pouvaient pas
faire beaucoup d'essais.
									","
											İyi haber ise;
											seçmek için bir sürü farklı
tedavi yöntemi vardı
											ancak kötü haber ise
											o tedavinin işleyip işlemediğini söylemek,
											3 aylarını falan alıyordu.
											Bu yüzden birçok şeyi deneyemediler.
									","
											Sie sagten, die gute Nachricht sei,
											es gäbe viele verschiedene
Behandlungsarten zur Auswahl,
											aber die schlechte Nachricht ist,
											um zu beurteilen, 
ob eine Behandlung anschlägt,
											benötigen sie ungefähr 3 Monate.
											Also hätten sie nur wenige Versuche.
									",We can start winning the war against cancer,Adam de la Zerda,12:42,"cancer,medicine,medical imaging,medical research,TEDx,brain,chemistry,health,illness,innovation,neuroscience,technology,science"
"
","
","
","
",We can start winning the war against cancer,Adam de la Zerda,12:42,"cancer,medicine,medical imaging,medical research,TEDx,brain,chemistry,health,illness,innovation,neuroscience,technology,science"
"
											Well, Ehud is now going
into his first treatment,
											and during that first treatment,
just a few days into that treatment,
											I'm meeting with him, and he tells me,
""Adam, I think this is working.
											I think we really lucked out here.
Something is happening.""
									","
											Ehud a suivi son premier traitement
											et, durant ce premier traitement,
après seulement quelques jours,
											je l'ai vu et il m'a dit :
« Adam, je crois que cela fonctionne.
											Je crois que je suis chanceux.
Il se passe quelque chose. »
									","
											Ehud ilk tedavisindeydi
											ve bu ilk tedavi süresince,
tedavinin daha ilk günlerinde

											onunla buluştum ve bana:
""Adam, bence oluyor.
											Bence şansımız açıldı.
Bir şeyler oluyor."" dedi.
									","
											Ehud bekommt nun seine erste Behandlung
											und in den ersten Tagen 
seiner ersten Behandlung
											treffe ich ihn und er sagt:
""Adam, ich glaube, es wirkt.
											Ich glaube, wir haben wirklich 
Glück. Es geschieht etwas.""
									",We can start winning the war against cancer,Adam de la Zerda,12:42,"cancer,medicine,medical imaging,medical research,TEDx,brain,chemistry,health,illness,innovation,neuroscience,technology,science"
