en,tr,title,speaker,duration,tags
"
","
","""Everything happens for a reason"" — and other lies I've loved",Kate Bowler,14:49,"love,death,life,family,humanity,communication,TEDMED,cancer,beauty,relationships,personal growth"
"
											There is some medical news
that nobody, absolutely nobody,
											is prepared to hear.
											I certainly wasn't.
									","
											Sağlığa dair bazı haberler vardır ki,
kimse, kesinlikle hiç kimse
											duymaya hazır değildir.
											Ben de kesinlikle değildim.
									","""Everything happens for a reason"" — and other lies I've loved",Kate Bowler,14:49,"love,death,life,family,humanity,communication,TEDMED,cancer,beauty,relationships,personal growth"
"
","
","""Everything happens for a reason"" — and other lies I've loved",Kate Bowler,14:49,"love,death,life,family,humanity,communication,TEDMED,cancer,beauty,relationships,personal growth"
"
											It was three years ago
that I got a call in my office
											with the test results of a recent scan.
											I was 35 and finally living
the life I wanted.
											I married my high school sweetheart
											and had finally gotten pregnant
after years of infertility.
											And then suddenly we had a Zach,
											a perfect one-year-old boy/dinosaur,
											depending on his mood.
											And having a Zach suited me perfectly.
											I had gotten the first job
I applied for in academia,
											land of a thousand crushed dreams.
											And there I was,
											working at my dream job
											with my little baby
											and the man I had imported from Canada.
									","
											Üç sene önce bir tetkik sonucunu
bildirmek için ofisimden aradılar.
											35 yaşındaydım ve en sonunda
istediğim hayatı yaşıyordum.
											Lise aşkımla evlenmiştim
											ve senelerce denemenin sonunda
hamile kalmıştım.
											Sonra birdenbire bir Zach'imiz oldu.
											Bir yaşında mükemmel bir erkek çocuk
											ya da dinozor, keyfine göre değişiyordu.
											Zach'e sahip olmak bana çok yakışmıştı.
											Akademide ilk başvurduğum işe alınmıştım,
											ki akademi, binlerce kişinin
hayallerinin yıkıldığı bir yerdir.
											Ben işte oradaydım,
											hayalimdeki işte çalışıyordum,
											minik bir bebeğim
											ve Kanada'dan ithal ettiğim
bir adam vardı.
									","""Everything happens for a reason"" — and other lies I've loved",Kate Bowler,14:49,"love,death,life,family,humanity,communication,TEDMED,cancer,beauty,relationships,personal growth"
"
","
","""Everything happens for a reason"" — and other lies I've loved",Kate Bowler,14:49,"love,death,life,family,humanity,communication,TEDMED,cancer,beauty,relationships,personal growth"
"
											(Laughter)
									","
											(Gülüşmeler)
									","""Everything happens for a reason"" — and other lies I've loved",Kate Bowler,14:49,"love,death,life,family,humanity,communication,TEDMED,cancer,beauty,relationships,personal growth"
"
","
","""Everything happens for a reason"" — and other lies I've loved",Kate Bowler,14:49,"love,death,life,family,humanity,communication,TEDMED,cancer,beauty,relationships,personal growth"
"
											But a few months before,
I'd started feeling pain in my stomach
											and had gone to every expert
to find out why.
											No one could tell me.
											And then, out of the blue,
											some physician's assistant
called me at work
											to tell me that I had stage IV cancer,
											and that I was going to need
to come to the hospital right away.
											And all I could think of to say was,
											""But I have a son.
											I can't end.
											This world can't end.
											It has just begun.""
											And then I called my husband,
and he rushed to find me
											and I said all the true things
that I have known.
											I said, ""I have loved you forever,
											I have loved you forever.
											I am so sorry.
											Please take care of our son.""
											And then as I began
the walk to the hospital,
											it crossed my mind for the first time,
											""Oh. How ironic.""
											I had just written
a book called ""Blessed.""
									","
											Ancak birkaç ay önce,
midemde sancılar hissetmeye başlamıştım
											ve sebebini bulabilmek için
birçok uzmana gitmiştim.
											Kimse sebebini bulamamıştı.
											Sonra, beklenmedik bir anda
bir doktorun asistanı beni aradı.
											4. aşama kanser olduğumu
											ve derhal hastaneye gelmem
gerektiğini söyledi.
											Düşünebildiğim tek şey şuydu:
											""Ama benim bir oğlum var.
											Şu anda ölemem.
											Dünya şu an sona eremez.
											Her şey daha yeni başladı.""
											Sonra kocamı aradım, hemen yanıma geldi
											ve bildiğim tüm gerçekleri ona söyledim.
											Dedim ki: ""Seni her zaman sevdim.
											Seni her zaman sevdim.
											Çok üzgünüm.
											Lütfen oğlumuza iyi bak.""
											Sonra hastaneye doğru yürürken
ilk defa aklımdan şu geçti:
											""Ah! Ne kadar ironik.
											Daha yeni ""Blessed"" isimli
bir kitap yazdım.""
									","""Everything happens for a reason"" — and other lies I've loved",Kate Bowler,14:49,"love,death,life,family,humanity,communication,TEDMED,cancer,beauty,relationships,personal growth"
"
","
","""Everything happens for a reason"" — and other lies I've loved",Kate Bowler,14:49,"love,death,life,family,humanity,communication,TEDMED,cancer,beauty,relationships,personal growth"
"
											(Laughter)
									","
											(Gülüşmeler)
									","""Everything happens for a reason"" — and other lies I've loved",Kate Bowler,14:49,"love,death,life,family,humanity,communication,TEDMED,cancer,beauty,relationships,personal growth"
