en,es,pt,tr,title,speaker,duration,tags
"
","
","
","
",3 reasons we still haven’t gotten rid of malaria,Sonia Shah,15:18,"big problems,disease,global issues,history,insects"
"
											So over the long course of human history,
											the infectious disease that's killed more humans
											than any other is malaria.
											It's carried in the bites of infected mosquitos,
											and it's probably our oldest scourge.
											We may have had malaria since we evolved from the apes.
											And to this day, malaria takes a huge toll on our species.
											We've got 300 million cases a year
											and over half a million deaths.
									","
											A lo largo de la historia humana,
											la enfermedad infecciosa que ha matado
a más seres humanos
											es la malaria.
											Se trasmite a través de picaduras
de mosquitos infectados
											y probablemente es nuestro flagelo más antiguo.
											Hemos tenido malaria desde que
evolucionamos de los antropoides.
											Y hoy en día, la malaria se ceba en nuestra especie.
											Tenemos 300 millones de casos al año
											y más de medio millón de muertes.
									","
											Ao longo da história da humanidade,
											a doença infeciosa que mais pessoas mata
											é a malária.
											É espalhada através de picadas de mosquitos infetados
											e é provavelmente a nossa praga mais antiga.
											É possível que a malária exista
desde que evoluímos dos macacos.
											E até hoje, a malária tem um enorme custo
para a nossa espécie.
											Há 300 milhões de casos por ano
											e mais de meio milhão de mortes.
									","
											İnsanlık tarihi boyunca
											tüm diğer hastalıklardan daha çok insan ölümüne sebep olan hastalık
											sıtma olmuştur.
											Bu hastalık enfeksiyon kapan sivrisineklerin insanları ısırmasıyla bulaşır ve
											muhtemelen insanlığın başına bela olmuş en eski hastalıktır.
											İnsanlar evrimsel olarak insansı maymunlardan ayrıldığından beri sıtmaya yakalanıyor olabilirler.
											Bugüne kadar sıtma türümüz üzerinde büyük bir yük oldu.
											Yılda 300 milyon sıtma vakası
											ve neredeyse yarım milyon ölümle karşı karşıyayız.
									",3 reasons we still haven’t gotten rid of malaria,Sonia Shah,15:18,"big problems,disease,global issues,history,insects"
"
","
","
","
",3 reasons we still haven’t gotten rid of malaria,Sonia Shah,15:18,"big problems,disease,global issues,history,insects"
"
											Now this really makes no sense.
											We've known how to cure malaria
											since the 1600s.
											That's when Jesuit missionaries in Peru
											discovered the bark of the cinchona tree,
											and inside that bark was quinine,
											still an effective cure for malaria to this day.
											So we've known how to cure malaria for centuries.
											We've known how to prevent malaria since 1897.
											That's when the British army surgeon Ronald Ross
											discovered that it was mosquitos that carried malaria,
											not bad air or miasmas, as was previously thought.
											So malaria should be a relatively simple disease to solve,
											and yet to this day, hundreds of thousands of people
											are going to die from the bite of a mosquito.
											Why is that?
									","
											Carece completamente de sentido.
											Sabemos cómo curar la malaria
											desde el siglo XVII.
											Fue entonces cuando los misioneros jesuitas en el Perú
											descubrieron la corteza del árbol cinchona,
											y dentro de esa corteza había quinina,
											que todavía es una cura efectiva contra la malaria.
											Así que hemos sabido la cura de
la malaria durante siglos.
											Sabemos cómo prevenir la malaria desde 1897.
											Fue entonces cuando el cirujano
del ejército británico Ronald Ross
											descubrió que los mosquitos eran
los portadores de la malaria,
											no el mal aire o las miasmas,
como se pensaba anteriormente.
											Así que la malaria debería ser una enfermedad
relativamente fácil de resolver
											y, sin embargo, hoy día,
cientos de miles de personas
											van a morir por la picadura de un mosquito.
											¿Por qué ocurre esto?
									","
											Mas hoje isto não faz qualquer sentido.
											Nós sabemos como curar a malária
											desde 1600.
											Quando os missionários jesuítas
											descobriram a casca da cinchona no Peru,
											e que dentro dessa casca havia quinina
											que é ainda hoje uma cura eficaz para a malária.
											Sabemos como curar a malária há séculos.
											Sabemos como prevenir a malária desde 1897.
											Foi nesse ano que o cirurgião do exército britânico 
Ronald Ross
											descobriu que eram os mosquitos 
que espalhavam a malária,
											não a má qualidade do ar ou miasmas, 
como era pensado anteriormente.
											A malária deveria ser então uma doença 
relativamente fácil de resolver,
											mas ainda hoje, centenas de milhares de pessoas
											vão morrer devido à picada de um mosquito.
											Porquê?
									","
											Günümüz şartları için bu oldukça saçma bir rakam.
											Neredeyse 1600'lü yıllardan beri
											sıtmayı tedavi etmeyi biliyoruz.
											Bu yıllarda Cizvit misyonerleri Peru'da
											kınakına ağaçlarının kabukları içinde bulunan
											kinin adlı maddenin sıtmayı iyileştirdiğini bulmuşlardı.
											Kinin günümüzde de sıtma tedavisinde kullanılan bir ilaç.
											Dolayısıyla sıtmayı tedavi etmeyi yüzyıllardır biliyoruz.
											Hatta sıtmayı önlemeyi de 1897'den beri biliyoruz.
											İngiliz ordusunda cerrah olan Ronald Ross
											sıtmayı sivrisineklerin taşıdığını tam da bu zamanda keşfetti.
											Önceden düşünüldüğü gibi mikroplu hava bu hastalığa sebep olmuyordu.
											Bu yüzden sıtma aslında tedavisi kolay olması gereken bir hastalık
											fakat hala bugün yüzbinlerce insan
											bir sivrisinek ısırığı yüzünden hayatını kaybetmeye devam ediyor.
											Peki neden böyle oluyor?
									",3 reasons we still haven’t gotten rid of malaria,Sonia Shah,15:18,"big problems,disease,global issues,history,insects"
"
","
","
","
",3 reasons we still haven’t gotten rid of malaria,Sonia Shah,15:18,"big problems,disease,global issues,history,insects"
"
											This is a question that's
											personally intrigued me for a long time.
											I grew up as the daughter of Indian immigrants
											visiting my cousins in India every summer,
											and because I had no immunity to the local malarias,
											I was made to sleep under this hot, sweaty mosquito net every night
											while my cousins, they were allowed to sleep
											out on the terrace and have
											this nice, cool night breeze wafting over them.
											And I really hated the mosquitos for that.
											But at the same time, I come from a Jain family,
											and Jainism is a religion that espouses
											a very extreme form of nonviolence.
											So Jains are not supposed to eat meat.
											We're not supposed to walk on grass,
											because you could, you know,
											inadvertently kill some insects when you walk on grass.
											We're certainly not supposed to swat mosquitos.
											So the fearsome power of this little insect
											was apparent to me from a very young age,
											and it's one reason why I spent five years as a journalist
											trying to understand, why has malaria
											been such a horrible scourge for all of us for so very long?
											And I think there's three main reasons why.
											Those three reasons add up to the fourth reason,
											which is probably the biggest reason of all.
									","
											Esta es una pregunta que
											personalmente me ha intrigado
durante mucho tiempo.
											Crecí como hija de inmigrantes indios
											y visitaba a mis primos en la India todos los veranos.
											Como no tenía ninguna inmunidad
frente a las malarias locales,
											dormía cada noche bajo
un mosquitero caliente y sudoroso,
											mientras que mis primos podían dormir
											afuera en la terraza,
											mientras la fresca brisa nocturna los acariciaba.
											Por eso odiaba ardientemente a los mosquitos.
											Pero, al mismo tiempo,
vengo de una familia jainista.
											El jainismo es una religión que propugna
											una forma muy extrema de no violencia.
											Los jainistas no deben comer carne.
											No debemos caminar sobre la hierba,
											porque podríamos
											sin querer matar algunos insectos
cuando caminamos sobre la hierba.
											Por supuesto no debemos matar a los mosquitos.
											Así que el temible poder de este pequeño insecto
											me fue obvio desde una edad muy temprana,
											y es una de las razones por las qué pasé
cinco años como periodista
											tratando de entender por qué la malaria
											ha sido un flagelo tan terrible
para todos nosotros tanto tiempo.
											Y creo que hay tres razones principales.
											A esas tres razones se suma una cuarta razón,
											que es probablemente
la razón más importante de todas.
									","
											Esta é a pergunta que
											me intrigou pessoalmente 
durante bastante tempo.
											Cresci como filha de imigrantes indianos
											a visitar os meus primos na Índia todos os verões,
											e como não tinha imunidade às malárias locais,
											tinha que dormir todas as noites 
quente e suada sob um mosquiteiro
											enquanto os meus primos podiam dormir
											no terraço e sentir
											a agradável e fresca brisa noturna.
											E detestava os mosquitos por essa razão.
											Mas ao mesmo tempo, venho de uma família jainista
											e o Jainismo é uma religião que abraça
											uma forma de não-violência extrema.
											Por isso, os jainistas não devem comer carne.
											Não devemos andar na relva,
											porque se pode, como sabem,
											matar alguns insetos inadvertidamente
ao andar na relva.
											E, é claro, não devemos matar mosquitos.
											O terrível poder deste pequeno inseto
											era evidente para mim 
desde a minha infância,
											e é uma das razões pelas quais 
passei cinco anos como jornalista
											a tentar perceber por que razão a malária
											tem sido uma praga tão terrível 
para todos nós por tanto tempo.
											E acho que há três grandes razões.
											Essas três razões juntam-se à quarta razão
											que é provavelmente a mais importante de todas.
									","
											Bu soru beni kişisel olarak
											uzun zamandır düşündürüyor.
											Ailem aslen Hindistan'lı.
											Her yaz Hindistan'a kuzenlerimi ziyarete gittiğimde
											sıtmaya bağışıklık kazanmamış olduğum için
											sivrisineklerden koruyan, rahatsız edici, sıcak cibinliğin altında yatıyordum.
											Fakat kuzenlerim hastalığa karşı bağışıklık kazandıklarından
											terasta,
											güzel serin havada uyuyorlardı.
											Bu yüzden sivrisineklerden hep nefret ettim.
											Aynı zamanda caynist bir aileden geliyorum
											ve caynizm tüm yaşam formlarının eşit olduğuna
											dolayısıyla herhangi bir canlıyı öldürmeye karşı olan bir din.
											Bu yüzden caynistler et yemez.
											Hatta çimenlik alanlarda,
											herhangi bir canlıyı
											öldürmemek adına, yürümez.
											Ve tabii ki bizler, sivrisinekleri öldürmeyiz.
											Bu küçük sineğin korkutucu gücü
											çok genç yaşlarımdan beri farkında olduğum bir şeydi.
											Bu sebepten ötürü 5 yılımı bir gazeteci olarak
											neden sıtmanın insanlık üzerinde bu kadar uzun zamandır
											bu kadar tehdit edici bir hastalık olduğunu anlamakla geçirdim.
											Bence bu sorunun üç ana sebebi var.
											Bu üç sebep dördüncü sebebi doğuruyor
											ki bu da aslında en büyük neden.
									",3 reasons we still haven’t gotten rid of malaria,Sonia Shah,15:18,"big problems,disease,global issues,history,insects"
"
","
","
","
",3 reasons we still haven’t gotten rid of malaria,Sonia Shah,15:18,"big problems,disease,global issues,history,insects"
"
											The first reason is certainly scientific.
											This little parasite that causes malaria,
											it's probably one of the most complex
											and wily pathogens known to humankind.
											It lives half its life inside the cold-blooded mosquito
											and half its life inside the warm-blooded human.
											These two environments are totally different,
											but not only that, they're both utterly hostile.
											So the insect is continually trying to fight off the parasite,
											and so is the human body continually trying to fight it off.
											This little creature survives under siege like that,
											but not only does it survive, it has thrived.
											It has spread. It has more ways to evade attack than we know.
											It's a shape-shifter, for one thing.
											Just as a caterpillar turns into a butterfly,
											the malaria parasite transforms itself like that
											seven times in its life cycle.
											And each of those life stages not only looks totally different from each other,
											they have totally different physiology.
											So say you came up with some great drug
											that worked against one stage of the parasite's life cycle.
											It might do nothing at all to any of the other stages.
											It can hide in our bodies, undetected,
											unbeknownst to us, for days, for weeks,
											for months, for years, in some cases even decades.
									","
											La primera razón es sin duda científica.
											Este pequeño parásito que causa la malaria
											es probablemente uno de los más complejos
											y astutos patógenos conocidos por la humanidad.
											Vive la mitad de su vida dentro
de la sangre fría del mosquito
											y la otra mitad de su vida
dentro de la cálida sangre humana.
											Estos dos ambientes son totalmente diferentes,
											pero no sólo eso, ambos son extremadamente hostiles.
											Los mosquitos están continuamente
luchando contra el parásito
											y también el cuerpo de los humanos.
											Esta pequeña criatura sobrevive bajo asedio,
											pero no solo sobrevive, sino que prospera.
											Se ha propagado. Tiene más formas de evadir
el ataque de las que conocemos.
											En primer lugar, cambia de forma.
											Al igual que las orugas se convierten en mariposas,
											el parásito de la malaria se transforma
											siete veces en su ciclo de vida.
											Y en cada una de las etapas no solo
luce totalmente diferente,
											sino que su fisiología también
se transforma completamente.
											Digamos que crean una medicina
											que funciona en una etapa del
ciclo de vida del parásito.
											Podría no afectarlo nada en absoluto
en ninguna de las otras etapas.
											Puede ocultarse en nuestro cuerpo, sin ser detectado,
											invisible para nosotros, días, semanas,
											meses, años y en algunos casos incluso décadas.
									","
											A primeira razão é certamente científica.
											Este pequeno parasita que causa a malária
											é provavelmente um dos mais complexos
											e astutos patogéneos conhecidos pela humanidade.
											Vive metade da sua vida 
dentro do mosquito de sangue frio
											e a outra metade 
dentro do humano de sangue quente.
											Estes dois ambientes são, 
não só, completamente diferentes
											como também extremamente hostis.
											O inseto tenta combater o parasita constantemente,
											e o corpo humano tenta também
combatê-lo constantemente.
											Esta pequena criatura 
sobrevive cercada desta forma,
											mas não só sobrevive como triunfa.
											Propagou-se. Tem mais formas de evitar 
estes ataques do que sabemos.
											Para começar, muda de forma.
											Como uma lagarta se torna numa borboleta,
											o parasita da malária transforma-se dessa forma
											sete vezes ao longo do seu ciclo de vida.
											E cada uma dessas fases de vida 
não só é totalmente diferente das outras
											como tem uma fisiologia totalmente diferente.
											Imaginem que inventaram um remédio incrível
											contra uma das fases do ciclo de vida do parasita.
											Ele pode não funcionar de todo 
contra as outras fases.
											O parasita pode esconder-se 
nos nossos corpos sem ser detectado,
											sem sabermos, ao longo de dias, semanas,
											meses, anos, em alguns caso até mesmo décadas.
									","
											İlk sebep tamamen bilimsel.
											Sıtmaya sebep olan bu küçük parazit
											muhtemelen bilinen en karmaşık ve
											en sahtekar patojen.
											Bu parazit hayatının yarısını soğukkanlı sivrisinekte
											diğer yarısını da sıcakkanlı insan üzerinde geçiriyor.
											Bu iki ortam aslında birbirinden oldukça farklı.
											Sadece bu değil, ayrıca iki ortam da bir parazit için oldukça saldırgan.
											Sivrisinek ve insan bağışıklık sistemleri
											sürekli olarak bu parazitle savaşıyor.
											Bu küçük yaratık kuşatma altında hayatta kalmayı beceriyor
											ve hatta büyüyor, gelişiyor.
											Yayılıyor. Konağına saldırmak için bizim bildiğimizden çok daha fazla stratejisi var.
											Bir kere bu parazit tam bir şekil değiştiren.
											Nasıl ki bir tırtıl kelebeğe dönüşüyorsa
											sıtma paraziti de bu şekilde kendini hayatı boyunca
											tam yedi kez değiştiriyor.
											Tüm bu yaşam evreleri içinde tamamen birbirinden farklı görünüyor,
											birbirinden tamamen farklı fizyolojilere sahip.
											Diyelim ki harika bir ilaç buldunuz.
											ilaç bir yaşam evresinde etkili olurken
											bir diğerinde hiçbir işe yaramayabilir.
											Parazit vücudumuzda günlerce, haftalarca
											aylarca, yıllarca hatta onyıllarca
											hiç farkedilmeden saklanabilir.
									",3 reasons we still haven’t gotten rid of malaria,Sonia Shah,15:18,"big problems,disease,global issues,history,insects"
"
","
","
","
",3 reasons we still haven’t gotten rid of malaria,Sonia Shah,15:18,"big problems,disease,global issues,history,insects"
"
											So the parasite is a very big scientific challenge to tackle,
											but so is the mosquito that carries the parasite.
											Only about 12 species of mosquitos
											carry most of the world's malaria,
											and we know quite a bit about the kinds of
											watery habitats that they specialize in.
											So you might think, then, well, why don't we just
											avoid the places where the killer mosquitos live? Right?
											We could avoid the places where the killer grizzly bears live
											and we avoid the places where the killer crocodiles live.
											But say you live in the tropics
											and you walk outside your hut one day
											and you leave some footprints in the soft dirt
											around your home.
											Or say your cow does, or say your pig does,
											and then, say, it rains,
											and that footprint fills up with a little bit of water.
											That's it. You've created the perfect
											malarial mosquito habitat that's right outside your door.
											So it's not easy for us to extricate ourselves from these insects.
											We kind of create places that they love to live
											just by living our own lives.
									","
											El parásito es un gran reto científico
al que engrentarnos,
											pero también lo es el mosquito que porta el parásito.
											Solamente alrededor de 12 especies de mosquitos
											portan la mayoría de las malarias de todo el mundo,
											y sabemos bastante sobre las clases de
											hábitats acuosos en los que prosperan.
											Entonces ¿por qué no evitamos simplemente
											los lugares donde viven
los mosquitos asesinos? ¿Cierto?
											Podemos evitar los lugares donde viven
los osos pardos asesinos
											y aquellos donde viven los cocodrilos asesinos.
											Pero supongamos que viven en el trópico
											y salen de la choza un día
											y dejan unas huellas en la blanda tierra
											alrededor de la casa.
											O supongamos que una vaca lo hace, o su cerdo,
											y entonces, imaginen que llueve,
											y esa huella se llena con un poco de agua.
											Eso es todo. Se ha creado el perfecto
											hábitat del mosquito de
la malaria justo en la puerta de su casa.
											Así que no es fácil liberarnos de estos insectos.
											Creamos lugares en los que les encanta vivir
											solo viviendo nuestras propias vidas.
									","
											O parasita é assim
um grande desafio científico por resolver,
											tal como o mosquito que transporta o parasita.
											Só cerca de 12 espécies de mosquitos
											transportam a maioria da malária do mundo,
											e sabemos bastante sobre os tipos de
											""habitats"" aquosos em que se especializam.
											Podem então pensar, bem, por que não apenas
											evitar os locais onde
os mosquitos assassinos vivem? Certo?
											Podemos evitar os locais 
onde vivem os ursos pardos assassinos
											e evitamos os locais 
onde vivem os crocodilos assassinos.
											Mas digamos que vivem nos trópicos
											e um dia estão a andar
fora da vossa cabana
											e deixam algumas pegadas na lama mole
											à volta da vossa casa.
											Ou a vossa vaca ou porco faz isso
											e digamos que depois chove
											e uma pegada enche-se com um pouco de água.
											E pronto. Criaram o ""habitat"" perfeito
											para o mosquito da malária 
mesmo à porta de vossa casa.
											Por isso, não é fácil livrarmo-nos destes insetos.
											Nós criamos os lugares 
em que eles gostam de viver
											apenas ao viver as nossas vidas.
									","
											Dolayısıyla bu parazit başedilmesi güç bir yaşam formu
											tam anlamıyla sivrisineklerin olduğu gibi.
											Dünyada varolan sıtmayı taşıyan
											sivrisinek cinsleri sadece 12 tane kadar.
											Az çok bu sineklerin yaşayabileceği
											sulak alanları biliyoruz.
											Bu yüzden; pekala, madem bu ortamları biliyoruz neden
											sadece bu ortamları yok etmiyoruz diye düşünebilirsiniz değil mi?
											öldürücü bozayıların yaşadığı
											ya da öldürücü timsahların yaşadığı ortamları yok edebiliriz
											fakat tropik iklimde yaşadığınızı düşünün.
											Bir gün kulübenizin dışına çıkıyorsunuz ve
											evinizin etrafında, yumuşak toprağın üzerinde
											birkaç ayakizi bırakıyorsunuz
											ya da siz değil de ineğiniz, köpeğiniz bırakıyor.
											Daha sonra yağmur yağıyor ve
											bu ayakizi azıcık suyla doluyor.
											İşte, sıtmaya konak olan sivrisineğin
											yaşayabileceği harika bir yaşam alanı yarattınız, hem de kapınızın dibinde.
											Dolayısıyla bu sineklerden kaçmamız pek kolay görünmüyor.
											Yaşamaya can atacakları ortamları kendimiz
											farkında olmadan yaratıyoruz.
									",3 reasons we still haven’t gotten rid of malaria,Sonia Shah,15:18,"big problems,disease,global issues,history,insects"
