en,fr,pt,tr,de,title,speaker,duration,tags
"
","
","
","
","
",What's needed to bring the US voting system into the 21st century,Tiana Epps-Johnson,11:29,"democracy,community,politics,society,United States,technology,social change,government"
"
											OK, I want to take a moment
to let each of you think to yourselves
											about the last time
you sent or received a fax.
									","
											Je veux prendre un moment
pour vous laisser tous réfléchir
											à la dernière fois que vous avez
envoyé ou reçu un fax.
									","
											Ok, eu quero tirar um momento
para deixar cada um de vocês pensar
											sobre a última vez que enviaram 
ou receberam um fax.
									","
											Bir dakikanızı ayırıp kendi kendinize
düşünmenizi istiyorum,
											en son ne zaman 
faks aldınız ya da gönderdiniz?
									","
											Denken Sie bitte einen Moment
über das letzte Mal nach,
											als Sie ein Fax geschickt
oder empfangen haben.
									",What's needed to bring the US voting system into the 21st century,Tiana Epps-Johnson,11:29,"democracy,community,politics,society,United States,technology,social change,government"
"
","
","
","
","
",What's needed to bring the US voting system into the 21st century,Tiana Epps-Johnson,11:29,"democracy,community,politics,society,United States,technology,social change,government"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Gelächter)
									",What's needed to bring the US voting system into the 21st century,Tiana Epps-Johnson,11:29,"democracy,community,politics,society,United States,technology,social change,government"
"
","
","
","
","
",What's needed to bring the US voting system into the 21st century,Tiana Epps-Johnson,11:29,"democracy,community,politics,society,United States,technology,social change,government"
"
											Well, for me, it was this morning,
											because one piece of my work
											is making sure that everyone in the US
has the information that they need
											to make decisions
about the candidates on their ballot.
											And collecting that information
											from the local government offices
responsible for maintaining it
											means sending and receiving
a lot of faxes.
									","
											Pour moi, c'était ce matin
											car mon travail consiste en partie
											à m'assurer que
tout le monde aux États-Unis
											ait les informations nécessaires
											pour prendre des décisions
concernant les candidats en lice.
											Collecter ces informations
											de la part des bureaux gouvernementaux
locaux chargés de les conserver
											signifie envoyer et recevoir
beaucoup de fax.
									","
											Bem, para mim, foi esta manhã
											pois uma parte do meu trabalho
											é garantir que toda a gente
nos EUA tenha a informação necessária
											para tomar decisões acerca
dos candidatos no boletim de voto.
											E recolher essa informação
											dos organismos públicos locais
responsáveis por mantê-la
											significa enviar e receber muitos faxes.
									","
											Ben en son bu sabah kullandım,
											çünkü benim işimin bir parçası
											Amerika'da herkesin sandıktaki adaylar 
hakkında karar verebilmek için
											gerekli bilgiye sahip 
olduğundan emin olmak.
											Bu bilgiyi toplamak,
											bilgi sağlamakla sorumlu olan 
yerel yönetimlerden gelen faksları almak
											ve onlara faks göndermek gerektiriyor.
									","
											Bei mir war es heute Morgen,

											weil ich als einen Teil meiner Arbeit
darauf zu achten habe,
											dass jeder in den USA
die nötigen Informationen hat,
											um sich zwischen den Kandidaten
auf dem Wahlzettel entscheiden zu können.
											Trägt man die Informationen
aus Kommunalverwaltungen zusammen,
											die für ihre Pflege verantwortlich sind,

											muss man viele Faxe schicken
und empfangen.
									",What's needed to bring the US voting system into the 21st century,Tiana Epps-Johnson,11:29,"democracy,community,politics,society,United States,technology,social change,government"
"
","
","
","
","
",What's needed to bring the US voting system into the 21st century,Tiana Epps-Johnson,11:29,"democracy,community,politics,society,United States,technology,social change,government"
"
											Voting is one of our most
fundamental rights.
											It's one of the most tangible ways
											that each and every one of us
can shape our communities.
											And as we enter this fourth
industrial revolution,
											where technology is changing
everything around us,
											you would think, with something
as important as the right to vote,
											that we would have
the most modern, secure,
											inclusive system that could exist ...
											But we don't.
											When we look at comparable democracies,
											the US has one of the lowest
voter turnout rates in the world.
											We have a system where even
the most persistent voters
											come up against exhausting barriers.
											A system where 20th-century technology —
											like fax machines —
											and outdated practices stand in the way
of full, vibrant participation.
											In US presidential elections,
turnout hovers around 60 percent.
											The numbers are even lower
for local elections.
											That means that nearly 40 percent
of Americans aren't voters.
											That's nearly 100 million people.
									","
											Voter est l'un de nos droits
les plus fondamentaux.
											C'est l'une des façons les plus tangibles
											dont chacun d'entre nous
peut modeler nos communautés.
											En entrant cette quatrième
révolution industrielle,
											où la technologie change
tout ce qui nous entoure,
											vous pourriez penser que, pour une chose
aussi importante que de voter,
											nous aurions le système
le plus moderne, sécurisé,
											inclusif qui puisse exister...
											Mais ce n'est pas le cas
											En considérant
des démocraties comparables,
											les États-Unis ont l'un des taux
de participation les plus faibles.
											Nous avons un système
où les électeurs les plus tenaces
											se retrouvent face
à des barrières épuisantes.
											Un système où la technologie
du XXe siècle —
											telles que les télécopies —
											et les pratiques désuètes font obstacle
à une pleine participation dynamique.
											Aux élections présidentielles américaines,
la participation avoisine les 60%.
											Les chiffres sont plus faibles
pour les élections locales.
											Cela signifie que près de 40%
des Américains ne sont pas des électeurs.
											Ce sont près de 100 millions de personnes.
									","
											Votar é um dos nossos 
direitos mais fundamentais.
											É uma das maneiras mais tangíveis
											pela qual cada um de nós
pode modelar as nossas comunidades.
											Agora que entramos
nesta quarta revolução industrial,
											em que a tecnologia
transforma tudo à nossa volta,
											poder-se-ia pensar que, numa coisa
tão importante como o direto de voto,
											teríamos o sistema mais moderno,
											mais seguro e inclusivo
que pode existir...
											Mas não temos.
											Quando comparamos com outras democracias,
											os EUA têm uma das mais baixas 
taxas de afluência às urnas no mundo.
											Temos um sistema em que 
até os votantes mais persistentes
											encontram obstáculos cansativos.
											Um sistema em que tecnologia do séc. XX
											— como os aparelhos de fax —
											e práticas ultrapassadas impedem 
uma participação plena e vibrante.
											Nas eleições presidenciais americanas,
a afluência às urnas ronda os 60%.
											Esta é ainda mais baixa
nas eleições locais.
											Significa que quase 40%
dos norte-americanos não votam.
											São quase 100 milhões de pessoas.
									","
											Oy kullanmak 
en temel haklarımızdan biridir.
											Bu, toplumuzu şekillendirmede
her birimizin kullanabileceği
											en somut yollardan biri.
											Teknolojinin etrafımızdaki
her şeyi değiştirebildiği
											dördüncü sanayi devrimine girerken
											oy vermek kadar önemli bir şey için
											var olabilecek en modern, güvenli 
ve kapsamlı sisteme sahip olabileceğimizi
											düşünüyor olabilirsiniz.
											Ancak sahip değiliz.
											Karşılaştırılabilir demokrasilere
baktığımız zaman
											Birleşik Devletler, oy kullanım oranının
en az olduğu ülkelerden biridir.
											En ısrarcı seçmenlerin bile
											yıldırıcı engellerle karşılaşabildiği
bir sisteme sahibiz.
											Faks makinesi gibi modası geçmiş
uygulamaların yer aldığı,
											20. yüzyıl teknolojilerinin
kullanıldığı bir sistem.
											Birleşik Devletler başkanlık seçimlerinde 
oy veren seçmen oranı %60 civarında.
											Yerel seçimlerde bu sayı daha da düşük.
											Bu demek oluyor ki
Amerikalıların %40'ı oy kullanmıyor.
											Bu da yaklaşık 100 milyon insan demek.
									","
											Wählen ist eines der elementarsten Rechte.
											Es ist eines der greifbarsten Mittel,
											mit dem jeder von uns
unsere Gemeinden gestalten kann.
											Während wir in die vierte
industrielle Revolution einsteigen,
											wo Technologie alles um uns verändert,
											würde man meinen, dass wir bei etwas
so Wichtigem wie dem Wahlrecht
											das modernste, sicherste
und inklusivste System hätten,
											das existieren könnte.
											Aber das haben wir nicht.
											Betrachtet man vergleichbare Demokratien,
											ist die Wahlbeteiligung in den USA
eine der niedrigsten weltweit.
											Wir haben ein System,
											wo sogar die hartnäckigsten Wähler
auf ermüdende Hemmnisse stoßen.
											Ein System, wo Technik
des 20. Jahrhunderts wie Faxgeräte
											und veraltete Verfahren der vollen,
lebhaften Beteiligung im Weg stehen.
											Bei US-Präsidentschaftswahlen
liegt die Wahlbeteiligung um die 60 %.
											Bei Kommunalwahlen
sind die Zahlen noch niedriger.
											Fast 40 % der Amerikaner
sind also Nicht-Wähler.
											Das sind fast 100 Millionen Menschen.
									",What's needed to bring the US voting system into the 21st century,Tiana Epps-Johnson,11:29,"democracy,community,politics,society,United States,technology,social change,government"
"
","
","
","
","
",What's needed to bring the US voting system into the 21st century,Tiana Epps-Johnson,11:29,"democracy,community,politics,society,United States,technology,social change,government"
"
											I believe in something
very straightforward:
											that everyone should have the information
that they need to become a voter,
											that the voting process
should be seamless and secure
											and that every voter
should have information they trust
											to make decisions
about the candidates on their ballot.
											Because when more people vote,
											together, we make better decisions
for our communities.
									","
											Je crois en quelque chose de très simple :
											tout le monde devrait avoir
les informations nécessaires
											à devenir un électeur,
											le processus de vote
devrait être transparent et sûr
											et chaque électeur devrait avoir
des informations de confiance
											pour prendre des décisions
concernant les candidats en lice.
											Car quand plus de gens votent,
											ensemble, nous prenons de meilleures
décisions pour nos communautés.
									","
											Eu acredito em algo muito simples:
											que todos devem ter a informação 
que precisam para ir votar,
											que o processo de votação 
deve ser transparente e seguro
											e que todo o votante
deve ter informação credível
											para tomar decisões
sobre os candidatos a votos.
											Porque, quanto mais pessoas votarem,
											melhores decisões tomaremos
para as nossas comunidades.
									","
											Ben, herkesin bir seçmen 
olmak için gerekli olan
											tüm bilgiye sahip olması gerektiğine,
											oy verme işleminin 
güvenli ve hatasız olmasına,
											her seçmenin sandıklarındaki 
adaylar hakkında karar vermek için
											güvenilir bilgilere sahip olması 
gerektiğine inanıyorum.
											Çünkü ne kadar çok insan oy kullanırsa
											toplumumuz için 
birlikte daha iyi kararlar alırız.
									","
											Ich glaube an etwas sehr Einfaches:
											Jeder sollte die Informationen haben,
um Wähler werden zu können.
											Der Wahlprozess sollte
einwandfrei und sicher sein.
											Jeder Wähler sollte
zuverlässige Informationen haben,
											um sich zwischen den Kandidaten
entscheiden zu können.
											Denn wenn mehr Leute wählen,
											treffen wir für unsere Gemeinden
gemeinsam bessere Entscheidungen.
									",What's needed to bring the US voting system into the 21st century,Tiana Epps-Johnson,11:29,"democracy,community,politics,society,United States,technology,social change,government"
