es,tr,fr,title,speaker,duration,tags
"
","
","
",The dangers of willful blindness,Margaret Heffernan,14:38,"TEDx,culture,global issues,women in business,corruption"
"
											En la esquina noroeste 
de los EE. UU.,
											justo cerca de la frontera canadiense,
											hay un pequeño pueblo 
llamado Libby, Montana,
											rodeado de pinos y lagos
											y una vida silvestre 
simplemente increíble,
											con árboles enormes que 
se elevan hasta el cielo.
											Y ahí hay un pequeño 
pueblo llamado Libby,
											que he visitado, 
que se siente solitario,
											un poco aislado.
									","
											Birleşik Devletler'in kuzeybatı köşesinde
											Kanada sınırının hemen yanında,
											Libby, Montana adında küçük bir kasaba var
											ve dört bir tarafı çam ağaçları, göller,
											muhteşem yaban hayatı
											ve göğe doğru yükselen kocaman ağaçlar ile kaplıdır.
											Ve daha önce ziyaret ettiğim, biraz yalnız
											ve biraz soyutlanmış hisseden
											Libby adında küçük bir kasaba var.
									","
											A la pointe nord-ouest
des États-Unis,
											tout près de la frontière canadienne,
											se trouve une petite ville 
appelée Libby, dans le Montana,
											elle est entourée 
de pins et de lacs,
											d'une incroyable faune,
											et de ces immenses arbres
qui grimpent jusqu'au ciel.
											Au milieu de tout cela se trouve
une petite ville nommée Libby,
											que j'ai visitée, qui a l'air un peu vide,
											un peu isolée.
									",The dangers of willful blindness,Margaret Heffernan,14:38,"TEDx,culture,global issues,women in business,corruption"
"
","
","
",The dangers of willful blindness,Margaret Heffernan,14:38,"TEDx,culture,global issues,women in business,corruption"
"
											Y en Libby, Montana, hay 
una mujer bastante inusual
											llamada Gayla Benefield.
											Siempre se sintió un poco 
como una forastera,
											aunque ha estado 
allí casi toda su vida,
											una mujer de origen ruso.
											Me contó que cuando 
iba a la escuela
											era la única chica 
que había elegido
											hacer dibujo mecánico.
									","
											Ve Libby, Montana'da, Gayla Benefield adında
											oldukça sıradışı bir kadın var.
											Rus kökenli bir kadın olarak,
											neredeyse hayatı boyunca orada yaşamış
											olmasına rağmen, her zaman biraz yabancı hissetti.
											Bana anlattığına göre, okula giderken
											mekanik çizim yapmak isteyen
											tek kız kendisiymiş.
									","
											Et à Libby dans le Montana, se trouve une femme 
qui sort quelque peu de l'ordinaire,
											elle s'appelle 
Gayla Benefield.
											Elle s'est toujours sentie
un peu étrangère
											bien qu'elle ait habité là-bas
presque toute sa vie,
											c'est une femme d'origine russe.
											Elle m'a dit que lorsqu'elle allait à l'école,
											elle était la seule fille à avoir choisi
											de faire du dessin industriel.
									",The dangers of willful blindness,Margaret Heffernan,14:38,"TEDx,culture,global issues,women in business,corruption"
"
","
","
",The dangers of willful blindness,Margaret Heffernan,14:38,"TEDx,culture,global issues,women in business,corruption"
"
											Posteriormente en la vida, consiguió 
un trabajo, ir casa por casa
											leyendo los medidores de los servicios, 
los de gas, de electricidad.
											Hacía el trabajo a mitad del día,
											y algo llamó su atención 
particularmente: era
											que en pleno día se encontraba 
a un montón de hombres
											que estaban en casa, de 
mediana edad y un poco más
											y muchos de ellos parecían estar 
conectados a tanques de oxígeno.
											Le pareció extraño.
											Luego, unos años más tarde, 
su padre murió a la edad de 59,
											cinco días antes de 
recibir su pensión.
											Había sido minero.
											Pensó que solo se había 
desgastado por el trabajo.
									","
											Daha sonraki hayatında, evden eve giderek
											çeşitli sayaçları okuyordu - gaz sayaçları, elektrik sayaçları, gibi.
											Ve bu işi günün ortasında yapıyordu,
											ve dikkatini çeken özellikle bir şey şuydu,
											günün ortasında evde olan, orta yaşlı, geç orta yaşlı,
											bir sürü adamla karşılaştı, ve bunların bir çoğu
											oksijen tankına bağlıydı.
											Bu ona çok tuhaf geldi.
											Sonra, bir kaç yıl geçince, babası 59 yaşında öldü,
											emeklilik ikramiyesini almasına beş gün kala.
											Bir madenciydi.
											İşinden dolayı yıpranmış olmalı diye düşündü.
									","
											Plus tard, son métier a consisté
à faire du porte à porte
											lire les compteurs d'énergie 
— les compteurs de gaz, d'électricité.
											Elle faisait son travail au milieu de la journée,
											et une chose en particulier 
a retenu son attention, c'était,
											qu'au milieu de la journée, 
elle rencontrait beaucoup d'hommes
											qui étaient à la maison, 
des hommes d'âge mûr, voire plus,
											et un grand nombre d'entre eux étaient
reliés à des bouteilles d'oxygène.
											Ça lui a paru bizarre.
											Quelques années plus tard,
son père est mort à 59 ans,
											cinq jours avant de partir à la retraite.
											Il était mineur.
											Elle a pensé qu'il avait dû être épuisé
par son métier.
									",The dangers of willful blindness,Margaret Heffernan,14:38,"TEDx,culture,global issues,women in business,corruption"
"
","
","
",The dangers of willful blindness,Margaret Heffernan,14:38,"TEDx,culture,global issues,women in business,corruption"
"
											Pero luego, unos años 
más tarde, su madre murió
											y le pareció más extraño aún,
											porque su madre venía de 
una larga línea de personas
											que parecían vivir por siempre.
											De hecho, el tío de Gayla 
está vivo hoy en día,
											y aprendiendo a bailar vals.
											No tenía sentido que 
la madre de Gayla
											muriera tan joven.
											Era una anomalía y quedó 
desconcertada por estas anomalías.
											Y otras le vinieron a la mente.
											Recordó, por ejemplo,
											cuando su madre se había 
roto una pierna y fue al hospital
											y le hicieron un montón de rayos X,
											dos eran rayos X de 
la pierna, que tenían sentido,
											pero seis fueron radiografías 
de tórax, que no lo tenían.
									","
											Ancak bir kaç yıl sonra, annesi öldü,
											ve bu daha da tuhaf geldi,
											çünkü annesi sonsuza dek yaşıyormuş gibi görünen
											bir aileden geliyordu.
											Aslında, Gayla'nın amcası hala yaşıyor,
											ve vals yapmayı öğreniyor.
											Gayla'nın annesinin bu kadar erken yaşta
											ölmesi mantıklı gelmiyordu.
											Bu aykırı bir durumdu ve aykırı durumlar üzerinde düşünmeden edemiyordu.
											Ve böyle düşündükçe, diğerleri aklına geldi.
											Örneğin, annesi bir bacağını kırdığında
											ve hastaneye gittiklerinde ve bir çok röntgen
											çekildiğini hatırlıyordu,
											iki tanesi bacaklarının röntgeniydi, bu anlamlıydı,
											ama altısı göğüs röntgeniydi, bu da anlamsızdı.
									","
											Quelques années plus tard,
sa mère est morte,
											et ça, ça lui a semblé vraiment étrange
											car sa mère venait
d'une longue lignée de personnes
											qui paraissaient immortelles.
											A vrai dire, l'oncle de Gayla
est encore en vie à ce jour
											et apprend la valse.
											Cela n'avait pas de sens
que la mère de Gayla
											soit morte si jeune.
											C'était une anomalie 
et elle essayait de comprendre ces anomalies.
											Au cours de sa réflexion, 
d'autres lui sont venues à l'esprit.
											Elle s'est souvenue par exemple,
											quand sa mère s'était cassée une jambe
et était allée à l'hôpital,
											elle avait passé un tas de radios,
											deux d'entre elles étaient des radios de la jambe, 
c'était logique,
											mais six autres étaient des radios de la poitrine, 
ce qui, par contre, n'était pas logique.
									",The dangers of willful blindness,Margaret Heffernan,14:38,"TEDx,culture,global issues,women in business,corruption"
"
","
","
",The dangers of willful blindness,Margaret Heffernan,14:38,"TEDx,culture,global issues,women in business,corruption"
"
											Se preguntaba y preguntaba 
sobre cada pieza
											de su vida y la de sus padres,
											tratando de entender 
lo que estaba viendo.
									","
											Hayatının her parçası ve anne babasını
											hayatlarının her parçası üzerinde
											kafa patlattı, ne gördüğünü anlamaya çalıştı.
									","
											Elle ressassait encore et encore,
chaque instant
											de sa vie et de celle de ses parents,
											pour essayer de comprendre ce qu'elle voyait.
									",The dangers of willful blindness,Margaret Heffernan,14:38,"TEDx,culture,global issues,women in business,corruption"
