en,tr,pt,title,speaker,duration,tags
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											In the last couple of years,
											I have produced what I call
""The Dead Mall Series,""
											32 short films and counting
about dead malls.
											Now, for those of you who are
not familiar with what a dead mall is,
											it's basically a shopping mall
											that has fallen into hard times.
											So it either has few shops
and fewer shoppers,
											or it's abandoned and crumbling into ruin.
											No sale at Penny's.
									","
											Son birkaç yılda
											""Ölü Avm'ler Serisi"" adı altında,
											32 kısa film ve ölü
avm hesaplamaları ürettim.
											Ölü bir avm'nin ne
olduğuna aşina olmayanlar için,
											bu, zor zamanlar
geçirmiş bir alışveriş merkezidir.
											Yani ya çok, çok az müşterisi vardır
											ya da terk edilmiş veya yıkılıyordur.
											Penny'de satış yok.
									","
											Nos últimos anos,
											realizei a ""Série
dos Centros Comerciais Mortos"".
											São 32 pequenos filmes 
sobre centros comerciais mortos.
											Para aqueles que não sabem
o que é um centro comercial morto
											é basicamente um centro comercial
											que entrou em tempos difíceis.
											Por isso, ou tem poucas lojas
e ainda menos lojistas,
											ou foi abandonado
e desfaz-se em ruínas.
											Não há vendas no Penny's.
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											I started producing this series
											in early 2015
											after going through
kind of a dark period in my life
											where I just didn't want
to create films anymore.
											I put my camera away
											and I just stopped.
											So in 2015, I decided to make
a short film about the Owings Mills Mall.
											Owings Mills Mall opened in 1986.
											I should know because
I was there on opening day.
											I was there with my family,
											along with every other
family in Baltimore,
											and you had to drive around
											for 45 minutes
											just to find a parking spot.
											So if you can imagine,
											that's not happening at the malls today.
									","
											Bu seriyi 2015'in başlarında,
											daha fazla film çekmek istemediğim karanlık
bir dönemden sonra üretmeye başladım.
											Kameramı bir kenara koydum
											ve bıraktım.
											2015'de Owings Mills Avm hakkında
kısa bir film çekmeye karar verdim.
											Owings Mills Avm, 1986'da açıldı.
											Biliyorum çünkü
açılış gününde oradaydım.
											Baltimore'daki tüm ailelerle
birlikte ben de ailemle oradaydım,
											ve bir park yeri bulabilmek
için 45 dakika boyunca
											dönüp durmanız gerekiyordu.
											Kafanızda canlandırırsanız,
											bunlar günümüzde olan şeyler değil.
									","
											Comecei a produzir esta série
											no início de 2015,
											depois de passar
por uma fase negra na minha vida
											em que já não me apetecia
fazer mais filmes.
											Pus a câmara de lado
											e parei.
											Então, em 2015, decidi
fazer um pequeno filme
											sobre o Centro Comercial Owings Mills.
											O Owings Mills abriu em 1986.
											Eu sei porque estive lá
no dia da inauguração.
											Estive lá com a minha família,
											juntamente com todas
as famílias de Baltimore.
											Tivemos que andar às voltas
durante 45 minutos
											até encontrar um lugar para estacionar.
											Podem imaginar.
											Isso já não acontece hoje
nos centros comerciais.
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											My first mall job that I had as a teenager
											was at a sporting goods store
called Herman's World of Sports.
											Maybe you remember.
									","
											Gençken çalıştığım ilk avm,
											Herman'ın Spor Dünyası adlı
bir sporcu ürünleri mağazasıydı.
											Belki hatırlarsınız.
									","
											O primeiro trabalho num centro comercial
que eu tive em adolescente
											foi numa loja de artigos de desporto
chamada Herman's World of Sports.
											Talvez se recordem dela.
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											(Singing) Herman's World of Sports.
									","
											(Şarkı) Herman'ın Spor Dünyası.
									","
											♪ Herman's World of Sports ♪
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											You guys remember that?
									","
											Bunu hatırlıyor musunuz?
									","
											Lembram-se disto?
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											Yeah, so I worked in a lady's shoe store.
											I worked in a leather goods store,
											and I also worked in a video store,
											and not being one who was
very fond of the retail arts —
									","
											Evet, bir kadın ayakkabısı
mağazasında çalıştım.
											Bir deri ürünleri mağazasında
											ve ayrıca video mağazasında çalıştım
											ve perakende
sanatına tutkun birisi değilim —
									","
											Trabalhei numa loja
de sapatos de senhora,
											trabalhei numa loja de artigos de couro,
											e também trabalhei numa loja de vídeos.
											Mas como não gostava muito
das artes a retalho...
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											I got fired from every single job.
									","
											Her işimden kovuldum.
									","
											... fui despedido de todos esses empregos.
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											In between these low-paying retail jobs,
											I did what any normal teenager did
											in the 1990s.
											I shoplifted.
											I'm just kidding.
											I hung out with my friends at the mall.
									","
											Bu düşük maaşlı işer arasında
											1990'larda normal bir genç ne yaparsa
											ben de onu yaptım.
											Mağaza soydum.
											Şaka yapıyorum.
											Avm'de arkadaşlarımla takıldım.
									","
											Nos intervalos desses trabalhos
mal pagos,
											eu fazia o que qualquer
adolescente normal fazia
											nos anos 90.
											Roubava nas lojas.
											Estou a brincar.
											Passeava com os meus amigos
pelo centro comercial.
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											Everyone's like, ""Oh my God,
what kind of talk is this?""
									","
											Herkes ""Aman Tanrım,
bu nasıl bir konuşma?"" diyor.
									","
											Vocês estavam todos: 
""Oh, meu Deus, mas que conversa é esta?""
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											Hanging out at the mall could be fun,
but it could be really lame, too,
											like sharing a cigarette
with a 40-year-old unemployed mall rat
											who has put on
black lipstick for the night
											while you're on your break
from your crappy minimum wage job.
									","
											Avm'de takılmak eğlenceli olabilir,
fakat gerçekten saçma da olabilir,
											mesela berbat düşük maaşlı
işinizde bir ara verdiğiniz esnada
											akşam için siyah ruj
sürmüş olan 40 yaşındaki işsiz
											bir avm faresiyle
sigaranızı paylaşmak gibi.
									","
											Passear num centro comercial
pode ser divertido, mas às vezes é foleiro.
											É como partilhar um cigarro
com um desempregado de 40 anos
											que usou batom preto à noite
											enquanto estamos no intervalo
de um trabalho por um salário mínimo.
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											As I stand here today,
											Owings Mills has been gutted
											and it's ready for the wrecking ball.
											The last time I was there,
it was in the evening,
											and it was about three days
before they closed the mall for good.
											And you kind of felt —
											they never announced the mall was closing,
											but you had this sort of feeling,
this ominous feeling,
											that something big was going to happen,
											like it was the end of the road.
											It was a very creepy walk
through the mall.
											Let me show you.
									","
											Bugün buradayım
											ve Owings Mills artık yok
											ve yıkım için hazır.
											Oraya en son bir akşam gittim
											ve bu, avm kapanmadan üç gün önceydi.
											Ve şöyle hissediyorsunuz —
											avm'nin kapanacağını hiç duyurmadılar,
											fakat siz yolun sonuymuş gibi,
											büyük bir şeyler olacağına dair
											o uğursuz şeyi hissediyorsunuz.
											Avm'deki yürüyüşüm çok ürperticiydi.
											Size göstereyim.
									","
											Enquanto eu estou aqui hoje
											o Owings Mills foi esvaziado
											e está pronto para a bola da demolição.
											A última vez que lá estive
foi à noite
											e faltavam três dias 
para fecharem o centro de vez.
											Fiquei com a sensação
											— eles nunca anunciaram
que o centro ia fechar —
											mas fiquei com a sensação,
uma sensação agoirenta
											de que ia acontecer
qualquer coisa importante,
											como se fosse o fim da estrada.
											Foi um passeio pelo centro
muito sinistro.
											Eu vou mostrar.
											(Vídeo)
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											(Music)
									","
											(Müzik)
									","
											(Música)
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											So when I started producing
""The Dead Mall Series,""
											I put the videos up onto YouTube,
											and while I thought they were interesting,
											frankly I didn't think others
would share the enthusiasm
											for such a drab and depressing topic.
											But apparently I was wrong,
											because a lot of people
started to comment.
											And at first the comments were like —
											basically like, ""Oh my God,
that's the mall from my childhood.
											What happened?""
											And then I would get comments
from people who were like,
											""There's a dead mall in my town.
You should come and film it.""
											So I started to travel around
the mid-Atlantic region
											filming these dead malls.
											Some were open.
											Some were abandoned.
											It was kind of always hard
to get into the ones that were abandoned,
											but I somehow always found a way in.
									","
											""Ölü Avm'ler Serisi""ni
üretmeye başladığımda,
											YouTube'a videolar yükledim
											ve çok ilginç olduklarını düşünürken
											açıkçası diğerlerinin böyle
donuk ve üzücü bir konu için
											istek göstereceklerini düşünmemiştim.
											Meğer yanılmışım,
											çünkü birçok insan
yorum yapmaya başladı.
											İlk başta yorumlar şöyleydi —
											""Aman Tanrım, çocukluğumdaki avm.
											Ne oldu?""
											Daha sonra insanlardan
şu tür yorumlar almaya başladım,
											""Benim şehrimde de
ölü bir avm var. Gelip çekmelisin.""
											Ben de bu ölü avm'leri çekmek üzere,
orta-Atlantik bölgesini
											gezmeye başladım.
											Bazıları açıktı.
											Bazıları terk edilmişti.
											Terk edilmiş olanların
içine girmek biraz zordu,
											fakat ben daima bir yol buldum.
									","
											Quando comecei a produzir
a ""Série de Centros Comerciais Mortos"",
											pus os vídeos no YouTube.
											Embora eu achasse
que eles eram interessantes,
											francamente, nunca pensei
que outros partilhassem o entusiasmo
											por um tópico tão sombrio e deprimente.
											Mas parece que estava enganado
											porque muita gente começou a comentar
											A princípio, os comentários
eram tipo:
											""Oh, meu Deus, é o centro
comercial da minha infância.
											""O que é que aconteceu?""
											Depois, comecei a receber comentários
de pessoas que eram do tipo:
											""Há um centro comercial morto
na minha cidade.
											""Devia vir cá filmá-lo.""
											Por isso, comecei a viajar
pela região do meio-Atlântico,
											filmando estes centros comerciais mortos.
											Alguns estavam abertos.
											Outros estavam abandonados.
											Era sempre um bocado difícil
entrar nos que estavam abandonados
											mas acabei sempre por encontrar
forma de lá entrar.
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											The malls that are still open,
											they always do this weird thing —
like the dead malls.
											They'll have three stores left,
											but they try to spruce it up
											to make it appear
like things are on the up-and-up.
											For example,
											you'll have an empty store
											and they bring the gate down.
											So at Owings Mills, for example,
they put this tarp over the gate.
											Right?
											And it's got a stock photo
											of a woman who is so happy
											and she's holding a blouse,
											and she's like —
									","
											Hala açık olan avm'ler,
											onlar garip bir şey
yapıyorlar — ölü avm'ler gibi.
											Geriye üç mağazaları kalıyor,
											fakat işler yolundaymış gibi
göstermek için, çeki düzen veriyorlar.
											Örneğin,
											boş bir mağazanız var
											ve kapısını kapatıyorlar.
											Örneğin Owings Mills,
kapıya bir branda koydular.
											Değil mi?
											Üzerinde de, elinde bir bluz olan
											çok mutlu görünen
bir kadının fotoğrafı var
											ve kadın şöyle —
									","
											Os centros comerciais
que ainda estão abertos
											fazem sempre uma coisa esquisita
— tal como os centros mortos.
											Já só têm três lojas,
											mas tentam aprimorá-las
											para dar a ideia
de que as coisas estão a melhorar.
											Por exemplo,
											há uma loja vazia
											e eles fecham a porta.
											No Owings Mills, por exemplo,
puseram uma lona a tapar a porta.
											Certo?
											Tem uma fotografia
											de uma mulher muito feliz
											que está a segurar numa blusa
e parece...
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											And then there's a guy
standing next to her, with, like,
											an espresso cup, and he's like —
									","
											Yanında da elinde bir
espresso bardağı tutan
											bu adam var, o da şöyle —
									","
											Depois, há um rapaz
sentado ao lado dela
											com um café na mão
e está assim...
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											And it says, ""What brings you today?""
									","
											""Bugün sizi getiren nedir?"" yazıyor.
									","
											E diz assim:
""O que te traz cá, hoje?""
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											I wanted to be scared and depressed.
											Thank you.
									","
											Korkmak ve üzülmek istemiştim.
											Teşekkürler.
									","
											Eu queria estar assustado e deprimido.
											Muito obrigado!
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											So the comments just kept pouring in
											on the videos,
											from all over the country,
and then all over the world.
											And I started to think,
this could really be something,
											but I had to get creative,
because I'm like,
											how long are people going to sit and watch
me waddling through an empty mall?
									","
											Videolara yorumlar yağmaya
											devam etti,
											ülkenin ve dünyanın her yerinden.
											Ben de düşünmeye başladım,
gerçekten bir şeyler olabilir
											fakat yaratıcı olmalıyım,
çünkü şöyleydim,
											insanlar beni boş bir avm'de yürüyüp
dururken ne kadar süre izleyebilirler ki?
									","
											Os comentários continuavam a chover
											sobre os vídeos,
											de todo o país
e depois de todo o mundo.
											Comecei a pensar,
isto pode vir a ser uma boa coisa
											mas tenho que ser criativo,
porque pus-me a pensar:
											Quanto tempo vão as pessoas
estar a ver-nos passear
											por um centro comercial vazio?
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											So the original episodes
I filmed with an iPhone.
											So I'd walk through the mall
with an iPhone, and, you know.
											Like that.
									","
											Orijinal bölümleri
bir iPhone ile çektim.
											Elimde iPhone ile
bir avm'ye giriyordum, bilirsiniz.
											Şu şekilde.
									","
											Filmei os episódios iniciais
com um iPhone.
											Andava pelo centro comercial
de iPhone na mão
											assim.
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											And security — because malls,
they don't like photography —
											so the security would come up and be like,
""Put that away,"" and I'm like, ""OK.""
											So I had to get creative and sneaky,
											so I started using a hidden camera
and different techniques
											to get the footage that I needed,
											and basically what I wanted to do
											was make the video
											like it was a first-person experience,
											like you are sitting —
											put your headphones on
watching the screen —
											it's like, you're there in the video,
											like a video game, basically.
									","
											Güvenlik de — çünkü
avm'ler fotoğrafı sevmezler —
											güvenlik de şöyle tepki veriyordu,
""bunu kaldır"", ben de ""Tamam"" diyordum.
											Yaratıcı ve sinsi olmalıydım,
											böylece ihtiyacım olan
görüntüleri çekmek için gizli bir kamera
											ve farklı teknikler kullandım,
											yapmak istediğim şey ise
											videoyu birinci el deneyim
gibi göstermekti,
											yani mesela oturuyorsunuz —
											ekranı izlerken
kulaklık takıyorsunuz —
											tıpkı siz de videodaymışsınız gibi,
											yani bir video oyunu gibi.
									","
											Os centros comerciais
não gostam de fotografias.
											O segurança aparecia e dizia
""Guarde isso!"" e eu: ""Ok"",
											Portanto, tinha que ser
criativo e dissimulado.
											Comecei a usar uma câmara oculta
e diversas técnicas
											para obter as sequências de que precisava.
											Basicamente, eu queria era fazer o vídeo
											como se fosse uma experiência
na primeira pessoa.
											Tipo, vocês sentam-se
											colocam os auscultadores
enquanto olham para o ecrã,
											é como se estivessem dentro do vídeo,
											como um jogo de vídeo.
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											I also started to use music,
											collaborating with artists
who create music called vaporwave.
											And vaporwave is a music genre
											that emerged in the early 2010s
among internet communities.
											Here's an example.
									","
											Müzik kullanmaya da başladım,
											Vaporwave adlı bir sanatçıyla
birlikte çalıştım.
											Vaporwave, 2010'un başlarında
											internette ortaya
çıkmış bir müzik türüdür.
											İşte bir örnek.
									","
											Também comecei a usar música,
											colaborando com artistas
que criam música chamada ""vaporwave"".
											""Vaporwave"" é um género musical
											que surgiu no início da década de 2010
entre comunidades de internautas.
											Este é um exemplo.
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
											(Music)
									","
											(Müzik)
									","
											(Música)
									",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
"
","
","
",Inside America's dead shopping malls,Dan Bell,11:53,"capitalism,exploration,film,community,movies,TEDx,public spaces,social change,urban,art"
