es,pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Conception to birth — visualized,Alexander Tsiaras,9:37,"design,medical research,science,visualizations,biotech,medical imaging,physiology,science and art,pregnancy,human body,Best of the Web"
"
											Me ofrecieron una posición como profesor asociado de medicina
											y jefe de visualización científica
											en la Universidad de Yale,
											en la facultad de medicina.
											Y mi trabajo era escribir muchos de los algoritmos y del código
											de cirugía virtual de la NASA
											para los astronautas que van al espacio profundo,
											de modo de mantenerlos en las cápsulas robóticas.
											Una de las cosas fascinantes en lo que estábamos trabajando
											era ver, mediante nuevas tecnologías de exploración,
											cosas nunca antes vistas.
											Digo, no sólo en la cura de enfermedades,
											sino en esas cosas para ver en el cuerpo
											que nos maravillan.
									","
											Fui convidado para um lugar como professor associado de medicina
											e chefe de visualização científica
											na Universidade de Yale
											no departamento de medicina.
											E o meu trabalho era escrever muitos dos algoritmos e do código
											para a NASA para fazer cirurgia visual
											na preparação dos astronautas para o voo espacial profundo,
											para que possam ser mantidos em cápsulas robóticas.
											Um dos aspectos fascinantes daquilo em que estávamos a trabalhar
											é que estávamos a ver, usando novas tecnologias de rastreamento,
											coisas que nunca tinham sido vistas antes —
											quer dizer, não só na gestão de doenças,
											mas também coisas que nos permitiam ver acima do corpo
											e que nos maravilhavam.
									","
											Yale Üniversitesi Tıp Fakültesinde Tıp Doçenti ve
											bilimsel vizüalizasyon şefi olarak
											kalmam için
											bir teklif almıştım.
											Ve işim NASA'nın astronotları derin uzay uçuşlarına hazırlarken
											sanal ameliyat gerçekleştirebilmesi için
											algoritmalar ve kodlar yazmaktı
											böylece robotik bölmelerinden çıkmaları gerekmeyecekti.
											Üzerine çalıştığımız şeyin en büyüleyici yanlarından biri
											bizim yeni teknolojilerle tanışıyor ve onları kullanıyor olmamızdı,
											daha önce hiç görmediğimiz şeyler —
											yani sadece hastalık tedavisinde değil,
											vücutla ilgili görmemizi sağladıkları şeyler de
											sizi hayretlere düşürürdü.
									","
											On m’a proposé un poste de professeur associé de médecine
											et chef de la visualisation scientifique
											à l’Université de Yale,
											dans le département de Médecine.
											Mon travail était d’écrire un grand nombre d’algorithmes et codes
											pour la NASA pour faire de la chirurgie virtuelle
											pour la préparation des astronautes qui partaient dans l’espace,
											pour pouvoir les maintenir dans des gousses robotiques.
											Une des choses fascinantes de ce que nous faisions
											était que nous étions en train de voir, en utilisant des nouvelles technologies de scanning,
											des choses qui n’avait jamais été vues auparavant —
											non seulement dans la gestion des maladies,
											mais également des choses qui nous permettaient de voir des choses au delà du corps,
											qui nous émerveillaient.
									","
											Mir wurde eine Position angeboten als ausserordentlicher Professor für Medizin
											und Leiter der wissenschaftlichen Visualisierung
											an der Yale-Universität,
											an der medizinische Fakultät.
											Mein Job war es, für die Nasa zahlreiche Algorithmen
											und Code zu schreiben, um virtuelle Chirurgie zu ermöglichen,
											als Vorbereitung für die Astronauten, die in die Tiefen des Alls fliegen,
											so dass sie sich in Roboterkapseln aufhalten können.
											Eines der faszinierenden Dinge darüber, woran wir arbeiteten,
											ist dass wir durch neue Arten von Scan-Technologien Dinge sahen,
											die man noch nie zuvor gesehen hatte –
											ich meine, nicht nur in der Krankheitsbehandlung,
											sondern auch Dinge, die uns erlaubten, über den Körper hinaus zu sehen,
											Dinge die einen staunen lassen.
									",Conception to birth — visualized,Alexander Tsiaras,9:37,"design,medical research,science,visualizations,biotech,medical imaging,physiology,science and art,pregnancy,human body,Best of the Web"
"
","
","
","
","
",Conception to birth — visualized,Alexander Tsiaras,9:37,"design,medical research,science,visualizations,biotech,medical imaging,physiology,science and art,pregnancy,human body,Best of the Web"
"
											Recuerdo una de las primeras veces que mirábamos el colágeno.
											Todo el cuerpo, todas sus partes...
											el pelo, la piel, los huesos, las uñas...
											todo hecho de colágeno.
											Es como una estructura de cuerdas
											que rota y gira así.
											El único lugar en el que el colágeno cambia su estructura
											es en la córnea del ojo.
											En el ojo,
											adopta una forma de grilla
											por eso, se hace transparente, en vez de opaco.
											Es una estructura tan organizada
											que era difícil no atribuirla a la divinidad.
											Porque seguimos viendo esto una y otra vez
											en distintas partes del cuerpo.
									","
											Lembro-me de uma das primeiras vezes que estávamos a observar colagénio.
											E todo o nosso corpo, tudo —
											o nosso cabelo, pele, osso, unhas —
											tudo é feito de colagénio.
											É uma estrutura tipo corda
											que se torce em espiral assim.
											E o único sítio em que o colagénio muda a sua estrutura
											é a córnea dos nossos olhos.
											Nos nossos olhos,
											torna-se numa espécie de grelha,
											e consequentemente, torna-se transparente, em vez de opaca.
											A uma estrutura tão perfeitamente organizada,
											é difícil não lhe atribuir divindade.
											Porque continuávamos a ver isto uma e outra vez
											em partes diferentes do corpo.
									","
											İlk defa kolajeni incelediğimiz anı hatırlıyorum.
											Ve tüm vücudunuz, herşey —
											saçınız, cildiniz, kemikler, tırnaklarınız —
											herşey kolajenden oluşuyor.
											O da ipliksi bir yapıya sahip
											ve kıvrılıp duruyor.
											Kolajenin yapısının değiştiği tek yer ise
											gözünüzün korneası.
											Gözünüzde,
											ağsı bir yapıya bürünüyor,
											ve böylece, donuk olmanın tam aksine transparan hale geliyor.
											Öylesine mükemmel düzenli bir yapı ki,
											bu işte tanrının parmağının olmadığını söylemek zorlaşıyor.
											Vücuda ait böyle şeyleri tekrar tekrar
											görebiliyorduk.
									","
											Je me souviens une des premières fois où nous avons observé le collagène.
											Tout votre corps, tout entier —
											vos cheveux, votre peau, vos os, vos ongles —
											tout est fait de collagène.
											C’est une espèce de structure en corde
											entortillée et intriquée comme ça.
											Le seul endroit où le collagène change de structure
											est la cornée de vos yeux.
											Dans votre œil,
											il se transforme en grille,
											et ainsi devient transparent, et non opaque.
											Une structure si bien organisée,
											il est difficile de ne pas lui attribuer une forme de divinité.
											Parce que nous avons continué à voir ça encore et encore
											dans différentes parties du corps.
									","
											Ich erinnere mich an eins der ersten Male, als wir uns Collagen anschauten.
											Und unser gesamter Körper, alles –
											die Haare, Haut, Knochen, Nägel –
											alles ist aus Collagen gemacht.
											Es ist sozusagen eine seilartige Struktur,
											die sich so dreht und wirbelt.
											Der einzige Ort, wo Collagen seine Struktur ändert,
											ist in der Hornhaut des Auges.
											Im Auge wird es
											zu zu einem Gitternetz
											und deshalb wird es transparent, also das Gegenteil von blickdicht.
											Es ist schwierig, einer so perfekt organisierten Struktur
											nicht eine Form von Göttlichkeit zuzuschreiben.
											Denn wir sahen das immer und immer und immer wieder
											in verschiedenen Teilen des Körpers.
									",Conception to birth — visualized,Alexander Tsiaras,9:37,"design,medical research,science,visualizations,biotech,medical imaging,physiology,science and art,pregnancy,human body,Best of the Web"
"
","
","
","
","
",Conception to birth — visualized,Alexander Tsiaras,9:37,"design,medical research,science,visualizations,biotech,medical imaging,physiology,science and art,pregnancy,human body,Best of the Web"
"
											Una de las oportunidades que tuve...
											fue con una persona que trabajaba en el Instituto Nacional de Salud
											con una máquina realmente interesante, una micro-resonancia magnética.
											Queríamos explorar
											un nuevo proyecto
											sobre el desarrollo del feto, de la concepción al nacimiento
											usando estas nuevas tecnologías.
											Entonces escribí los algoritmos en código,
											y Paul Lauterbur construyó el hardware;
											él ganó el Nobel por inventar la resonancia magnética.
											Yo conseguí los datos.
											Les mostraré el video promocional:
											""De la concepción al nacimiento"".
									","
											Uma das oportunidades que tive foi quando
											uma pessoa estava a trabalhar numa máquina de visualização de
											ressonância micromagnética mesmo muito interessante com o NIH.
											E o que íamos fazer era
											fazer uma digitalização de um novo projecto
											sobre o desenvolvimento do feto desde a concepção até ao nascimento
											usando este tipo de novas tecnologias.
											Então eu escrevi os algoritmos em código,
											e ele construiu o hardware — Paul Lauterbur —
											e depois acabou por ganhar o Prémio Nobel por inventar a Ressonância Magnética.
											Eu fiquei com os dados.
											E vou mostrar-vos uma amostra da peça,
											""Da Concepção ao Nascimento.""
									","
											Bir defasında, Ulusal Sağlık Kurumuyla beraber
											çok ilginç bir mikromanyetik rezonans görüntüleme makinesi
											üzerinde çalışan biri ile tanışma fırsatım oldu.
											Beraber yapacağımız şey
											yeni bir proje ile
											bu tür yeni teknolojileri kullanarak, fetüsün döllenmeden doğuma
											dek gelişim aşamalarını görüntülemekti.
											Ben algoritma kodlarını yazdım,
											o - Paul Lauterbur - da yazılımı kurdu.
											sonrasında MRI icadıyla Nobel Ödülünü de aldık.
											Veriler bende.
											Ve şimdi size bunun küçük bir örneğini göstereceğim,
											""Döllenmeden Doğuma.""
									","
											Une des opportunités que j’ai eues
											a été de travailler en binôme sur un appareil d'imagerie
											par résonance magnétique avec l’Institut National de la Santé.
											Notre action a été
											de scanner un nouveau projet
											sur le développement d’un fœtus de la conception à la naissance
											en utilisant ce genre de nouvelles technologies.
											J’ai donc écrit l’algorithme,
											et il a construit la machine – Paul Lauterbur —
											qui a gagné ensuite le Prix Nobel pour l'invention de l’Imagerie par Résonance Magnétique.
											J’ai les données.
											Je vais vous en montrer un extrait,
											«De la Conception à la Naissance».
									","
											Eine der Gelegenheiten, die sich mir bot,
											war, als eine Person mit einer wirklich sehr interessanten
											bildgebenden Mikromagnetismus-Resonanz-Maschine arbeitete am NIH.
											Und was wir dort tun wollten war,
											ein neues Projekt zu erfassen
											der Entwicklung eines Fötus von der Empfängnis bis zur Geburt,
											mit Hilfe dieser neuen Technologien.
											Ich schrieb also die Algorithmen in den Code
											und er konstruierte die Hardware – Paul Lauterbur –
											er sollte daraufhin den Nobelpreis gewinnen für die Erfindung des MRI.
											Ich bekam die Daten.
											Und ich werde Ihnen ein Beispiel dieser Arbeit zeigen,
											""Von der Empfängnis bis zur Geburt""
									",Conception to birth — visualized,Alexander Tsiaras,9:37,"design,medical research,science,visualizations,biotech,medical imaging,physiology,science and art,pregnancy,human body,Best of the Web"
"
","
","
","
","
",Conception to birth — visualized,Alexander Tsiaras,9:37,"design,medical research,science,visualizations,biotech,medical imaging,physiology,science and art,pregnancy,human body,Best of the Web"
"
											(Música)
									","
											(Música)
									","
											(Müzik)
									","
											(Musique)
									","
											(Musik)
									",Conception to birth — visualized,Alexander Tsiaras,9:37,"design,medical research,science,visualizations,biotech,medical imaging,physiology,science and art,pregnancy,human body,Best of the Web"
"
","
","
","
","
",Conception to birth — visualized,Alexander Tsiaras,9:37,"design,medical research,science,visualizations,biotech,medical imaging,physiology,science and art,pregnancy,human body,Best of the Web"
"
											Texto del video: ""De la concepción al nacimiento"".
											Ovocito.
											Esperma.
											El óvulo inseminado.
											24 horas: la primera división del bebé
											El óvulo fertilizado se divide pocas horas después de la fusión...
											y sigue dividiéndose cada 12 a 15 horas.
											El embrión.
											El saco vitelino todavía alimenta al bebé.
											25 días: desarrollo de la cavidad del corazón.
											32 días: desarrollo de los brazos y las manos.
											36 días: aparecen las primeras vertebras.
											Este es el período del desarrollo más rápido del feto.
											Si el feto continuara creciendo a esta velocidad los nueve meses,
											pesaría 1.500 kilos al nacer.
											45 días:
											el corazón del embrión late dos veces más rápido que el de la madre.
											51 días.
											52 días: desarrollo de la retina, la nariz y los dedos.
											El movimiento continuo del feto en el útero
											es necesario para los músculos y el esqueleto.
											12 semanas: genitales no definidos;
											niña o niño, no se sabe aún.
											8 meses.
											El parto: la etapa de la expulsión.
											El momento de nacer.
									","
											Texto do Vídeo: ""Da Concepção ao Nascimento""
											Ovócito
											Espermatozóide
											Ovo inseminado
											24 Horas: Primeira divisão do bebé
											O óvulo fertilizado divide-se algumas horas depois da fusão...
											E divide-se de novo a cada 12 ou 15 horas.
											Jovem Embrião
											Saco vitelino ainda a alimentar o bebé.
											25 dias: Câmara cardíaca em desenvolvimento
											32 dias: Braços e mãos estão a desenvolver-se
											36 dias: Começo das vértebras primitivas
											Estas semanas são o período do mais rápido desenvolvimento do feto.
											Se o feto continuasse a crescer a esta velocidade durante todos os nove meses,
											teria 1,5 toneladas ao nascer.
											45 dias
											O coração do embrião bate duas vezes mais rápido que o da mãe.
											51 dias
											52 dias: Desenvolvimento da retina, nariz e dedos
											O movimento contínuo do feto no útero
											é necessário para o crescimento muscular e ósseo.
											12 semanas: pénis indiferenciado —
											rapariga ou rapaz ainda por determinar
											8 meses
											Parto: a fase da expulsão
											O momento do nascimento
									","
											Video yazısı: ""Döllenmeden Doğuma""
											Ovosit
											Sperm
											Döllenen yumurta
											24 Saat: Bebeğin ilk bölünmesi
											Döllenmiş yumurta birleşmeden bir kaç saat sonra bölünüyor...
											Ve her 12 - 15 saatte bir terar bölünüyor.
											İlk Embriyo
											Vitellüs kesesi hala bebeği besliyor.
											25 Gün: Kalp gelişiyor
											32 Gün: Kollar ve eller gelişiyor
											36 Gün: Vertabranın gelişimi başlıyor
											Bu haftalar fetüsün en hızlı geliştiği dönemdir.
											Eğer fetüs 9 aylık süreçte bu hızda gelişmeye devam etseydi
											doğumda 1,5 tona ulaşırdı.
											45 Gün
											Embriyonun kalbi anneninkinden iki kat hızlı atıyor.
											51 Gün
											52 Gün: Retina, burun ve parmakların gelişimi
											Fetüsün rahimdeki devamlı hareketi
											iskelet ve kas oluşumu için gerekli.
											12 Hafta: Cinsel organın oluşumu —
											kız ya da erkek olduğu henüz belli oluyor
											8 Ay
											Doğum: Dışarı çıkış anı
											Doğum Anı
									","
											Texte Vidéo : « De la Conception à la Naissance »
											Ovocyte
											Spermatozoïdes
											Ovule inséminé
											24 Heures : Première division du bébé
											L’ovule fertilisé se divise quelques heures après la fusion…
											Et se divise à nouveau toutes les 12 à 15 heures.
											Jeune Embryon
											La vésicule vitelline alimente toujours le bébé.
											25 jours : Développement des cavités du cœur
											32 jours : Développement des bras et des mains
											36 jours : Apparition des premières vertèbres
											Ces semaines-là sont la période de développement la plus rapide du fœtus.
											Si le fœtus continuait à grandir à cette vitesse pendant neuf mois,
											il deviendrait un bébé d'une tonne et demie.
											45 Jours
											Le cœur de l’embryon bat deux fois plus vite que celui de la mère.
											51 Jours
											52 Jours : Développement de la rétine, du nez et des doigts
											Le mouvement continu du fœtus dans le ventre
											est nécessaire pour la croissance musculaire et squelettique.
											12 semaines : pas d’organe sexuel —
											fille ou garçon, on ne sait pas encore
											8 Mois
											Accouchement : la phase d’expulsion
											Le moment de la naissance
									","
											Video text: ""Von der Empfängnis bis zur Geburt""
											Eizelle
											Sperma
											Befruchtetes Ei
											24 Stunden: Baby's erste Teilung
											Das befruchtete Ei teilt sich einige Stunden nach der Vereinigung ...
											Und teilt sich von neuem alle 12 bis 15 Stunden.
											Früher Embryo
											Der Dottersack füttert das Baby immer noch.
											25 Tage: Die Herzkammer entwickelt sich
											32 Tage: Arme und Hände entwickeln sich
											36 Tage: Die primitive Wirbelsäule beginnt sich auszubilden
											Diese Wochen sind der Zeitraum, in dem sich der Fötus am schnellsten entwickelt.
											Wenn der Fötus während der ganzen neun Monate in dieser Geschwindigkeit wüchse,
											wäre er bei der Geburt 1,5 Tonnen schwer.
											45 Tage
											Das Herz des Embryos schlägt doppelt so schnell wie das der Mutter.
											51 Tage
											52 Tage: Die Netzhaut, Nase und Finger entwickeln sich
											Die ständige Bewegung des Fötus im Mutterleib
											ist notwendig für das Wachstum der Muskeln und des Skeletts.
											12 Wochen: noch nicht ausgebildeter Penis –
											ob es ein Mädchen oder ein Junge wird, wird sich noch herausstellen.
											8 Monate
											Niederkunft: Das Verlassen des Mutterleibs.
											Der Moment der Geburt
									",Conception to birth — visualized,Alexander Tsiaras,9:37,"design,medical research,science,visualizations,biotech,medical imaging,physiology,science and art,pregnancy,human body,Best of the Web"
