en,tr,de,title,speaker,duration,tags
"
","
","
",How we study the microbes living in your gut,Dan Knights,9:56,"biodiversity,biology,science,microbiology,microbes,health,data,visualizations,medicine,TEDMED"
"
											If I asked you to name a microbe
that's living in your gut,
											many of you would probably say E. coli.
											A lot of people say this.
It's the best-known of the gut microbes.
											But it turns out that E. coli
is outnumbered in your gut
											about a thousand to one
											by other species, many of which
you probably haven't heard of.
											These are Bacteroides;
Prevotella is another example.
											Those are the two that dominate
the modern human gut.
									","
											Eğer size bağırsağınızda yaşayan
mikroplardan birinin adını sorsaydım,
											çoğunuz büyük ihtimalle E. Coli derdi.
											Birçok kişi bunu söyler.
Bağırsak mikroplarımızdan en ünlüsüdür.
											Ama görünen o ki, E. Coli bağırsağınızda
büyük ihtimalle hiç duymadığınız
											diğer mikroplarla karşılaştırılınca,
											binde bir oranında 
daha az bulunuyor.
											Bunlar Bakteroittir;
Prevotella bir başka örnektir.
											Onlar modern insan bağırsağına
egemen olan ikilidir.
									","
											Fragte ich Sie nach dem Namen
einer Mikrobenart, die in ihrem Darm lebt,
											würden viele von Ihnen
wahrscheinlich E.coli sagen.
											Viele Leute sagen das. Es ist
der bekannteste Mikroorganismus im Darm.
											Aber wie sich herausstellte,
ist E.coli im Darm anderen Arten
											zahlenmäßig tausend zu eins unterlegen.
											Von vielen haben Sie wahrscheinlich
noch nie etwas gehört.
											Das sind Bacteroides.
Ein anderes Beispiel sind Prevotella.
											Das sind die zwei, die den
modernen menschlichen Darm dominieren.
									",How we study the microbes living in your gut,Dan Knights,9:56,"biodiversity,biology,science,microbiology,microbes,health,data,visualizations,medicine,TEDMED"
"
","
","
",How we study the microbes living in your gut,Dan Knights,9:56,"biodiversity,biology,science,microbiology,microbes,health,data,visualizations,medicine,TEDMED"
"
											There are about a hundred trillion
microbes living inside you.
											We call this your microbiome,
											so it's like a little world
living inside you —
											actually more like a universe.
											A hundred trillion means
if you took a blade of grass
											and planted it for every microbe
living in your gut,
											that could fill a million football fields.
											So it's incredibly complex.
											But interestingly,
											as our bodies have been adapting
to life in modern society,
											we're losing some of our normal microbes,
											and at the same time,
											there are quite a few diseases
related to the gut
											that are skyrocketing
in developed nations all around the world.
											And many of you probably know
someone who suffers from obesity,
											diabetes, Crohn's disease
or ulcerative colitis,
											allergies and asthma.
											Every one of these diseases
											and many others related to metabolism
and autoimmunity
											are linked to a loss
of healthy diversity in the gut.
									","
											Neredeyse yüz trilyon kadar
içinizde yaşayan mikrop var.
											Bunları sizin mikrobiyomunuz
olarak adlandırırız,
											içinizde yaşayan küçük bir dünya gibidir—
											aslında, daha çok bir evren.
											Yüz trilyon dersek, bir
ot sapı alıp bağırsağınızdaki
											her bir mikrop için
bir tane sap ekseydiniz,
											bu bir milyon futbol
sahasını doldurabilirdi.
											Yani bu müthiş karmaşık birşeydir.
											Ama ilginç olan şu ki,
											vücutlarımız modern toplum
içerisindeki yaşama uyum sağlarken,
											bazı normal mikroplarımızı kaybediyoruz
											ve bunun yanı sıra,
											bağırsağa bağlı birçok hastalık
											dünya çapındaki gelişmiş ülkelerde
birdenbire artmaya başlıyor.
											Birçoğunuz da herhalde obezite,
diabet, kron hastalığı,
											ülseratif kolit, alerji ve astımı olan
											biri biliyorsunuzdur.
											Bu ve diğer
											metabolizma ile otoimmuniteye bağlı
hastalıklardan her biri
											bağırsağımızdaki sağlıklı çeşitliliğin
yok olmasına bağlıdır.
									","
											Es leben ungefähr
100 Trillionen Mikroben in uns.
											Wir nennen das unser Mikrobiom.
											Es ist wie eine kleine Welt,
die in uns lebt —
											eigentlich mehr wie ein Universum.
											Einhundert Trillionen heißt,
wenn man für jede Mikrobe,
											die in unserem Darm lebt,
einen Grashalm pflanzen würde,
											könnte man eine Million
Fußballfelder füllen.
											So unglaublich komplex.
											Aber interessanterweise,
											während unsere Körper sich an das Leben
in der modernen Gesellschaft anpassen,
											verlieren wir einige
unserer normalen Mikroben,
											und zur gleichen Zeit
											gibt es ein paar neue Krankheiten,
die den Darm betreffen,
											und die in Industriestaaten weltweit
sprunghaft ansteigen.
											Viele von Ihnen kennen wahrscheinlich
jemanden, der unter Fettleibigkeit,
											Diabetes, Morbus Crohn
oder Colitis ulcerosa,
											Allergien und Asthma leidet.
											Jede dieser Krankheiten
											und viele andere, die mit Metabolismus und
Autoimmunität zusammenhängen,
											haben mit dem Verlust der gesunden
Vielfalt von Mikroben im Darm zu tun.
									",How we study the microbes living in your gut,Dan Knights,9:56,"biodiversity,biology,science,microbiology,microbes,health,data,visualizations,medicine,TEDMED"
"
","
","
",How we study the microbes living in your gut,Dan Knights,9:56,"biodiversity,biology,science,microbiology,microbes,health,data,visualizations,medicine,TEDMED"
"
											My lab got our first indication of this
											when actually we were studying
non-human primates.
											We wanted to find out what happens
to a monkey's microbiome
											when they move from the jungle to a zoo.
											Does their microbiome change?
Do they pick up new bugs?
											Do they lose some?
Does it get better or worse?
											We tracked two different
species in the jungle,
											one in Vietnam, one in Costa Rica,
											and then we sequenced
the DNA from their stool.
											This is how we study the microbiome
in my research lab.
											And what we found in the DNA
is that in the wild,
											these two species had
totally different sets of microbes.
											It was like a fingerprint for the species.
											But in the zoo, they had lost
most of that diversity
											and had acquired
some other set of microbes.
									","
											Laboratuvarım bunu ilk fark ettiğinde,
											insan dışındaki primatları
araştırıyorduk.
											Bir maymun ormandan
hayvanat bahçesine yerleştirilince
											mikrobiyomuna ne olacağını
bulmak istiyorduk.
											Mikrobiyomları değişir mi?
Yeni böcekler mi yerleşir?
											Böcek mi kaybederler?
Daha iyi ya da kötü mü olur?
											Biri Vietnam ve diğeri
Costa Rica'da olmak üzere
											iki farklı türü takip ettik
											ve sonra dışkılarını kullanarak
DNA'larına baktık.
											Laboratuarımda mikrobiyomu
böyle inceleriz.
											DNA ile bulduklarımıza göre de yabanda
											bu iki türün tamamen farklı
mikropları olduğuydu.
											Türler için bir parmak izi gibiydi.
											Ama hayvanat bahçesinde
bu çeşitliliğin çoğunu kaybedip
											farklı mikrop türleri elde edinmişlerdi.
									","
											Mein Labor bekam die ersten
Hinweise darauf,
											als wir nicht-menschliche
Primaten untersuchten.
											Wir wollten herausfinden,
was mit einem Affenmikrobiom geschieht,
											wenn er vom Dschungel
in den Zoo gebracht wird.
											Ändert sich ihr Mikrobiom?
Haben sie neue Krankheiten?
											Haben sie einige nicht mehr?
Wird es besser oder schlechter?
											Wir verfolgten zwei verschiedene
Spezies im Dschungel,
											eine in Vietnam, eine in Costa Rica,
											und dann sequenzierten wir
die DNS aus ihrem Stuhl.
											So studieren wir Mikrobiome
in unserem Forschungslabor.
											In der DNS fanden wir,
dass die zwei Arten in der freien Wildbahn
											völlig verschiedene Sets
von Mikroben hatten.
											Es war wie ein Fingerabdruck
für die Spezies.
											Im Zoo hatten sie jedoch
einen Großteil dieser Vielfalt verloren
											und neue Sets von Mikroben entwickelt.
									",How we study the microbes living in your gut,Dan Knights,9:56,"biodiversity,biology,science,microbiology,microbes,health,data,visualizations,medicine,TEDMED"
"
","
","
",How we study the microbes living in your gut,Dan Knights,9:56,"biodiversity,biology,science,microbiology,microbes,health,data,visualizations,medicine,TEDMED"
"
											So this was very curious.
											We've got these two different microbiomes.
											In the wild, picture a lush
tropical rainforest
											living the guts of these monkeys.
											That's the kind of diversity
that we're talking about.
											Then in the zoo, they've lost diversity.
											Picture a rainforest
that's been burned to the ground
											and taken over by a few invasive species.
											That's more like the microbiome
in a captive primate.
											Now, in the meantime,
											many of the animals in the zoo
are not doing so well.
											They have issues with obesity,
											wasting,
											gastroenteritis, diarrhea, bloating,
											and some of them were barely
holding onto their lives.
									","
											Bu da çok ilginçti.
											Elimizde bu iki farklı mikrobiyom vardı.
											Yabanda, maymun bağırsağında
yaşayan canlı bir
											tropik orman hayal edin.
											İşte böyle bir çeşitlilikten bahsediyoruz.
											Hayvanat bahçesinde ise,
çeşitliliklerini kaybetmişler.
											Yanıp kül olmuş ve istilacı türler
tarafından ele geçirilmiş
											bir yağmur ormanını düşünün.
											Bu yakalanmış bir primatın 
mikrobiyomuna daha çok benzer.
											Şimdi, bu esnada,
											hayvanat bahçesindeki çoğu hayvan
iyi durumda değil.
											Obezite, dışkılama, mide iltihabı,
											ishal
											ve şişkinlikle sorunları vardı
											ve bazıları zar zor hayata tutunuyordu.
									","
											Das war also sehr seltsam.
											Da gibt es zwei verschiedene Mikrobiome.
											In der freien Wildbahn, stellen Sie sich
einen üppigen tropischen Regenwald vor,
											der im Darm dieser Affen lebt.
											Das ist die Art von Vielfalt,
über die wir hier reden.
											Im Zoo verloren sie jene Vielfalt.
											Stellen Sie sich einen Regenwald vor,
der niedergebrannt wurde und
											von wenigen invasiven Spezies
übernommen wurde.
											Das ist vergleichbar mit dem Mikrobiom
eines Primaten in Gefangenschaft.
											Mittlerweile geht es vielen Tieren
im Zoo nicht mehr so gut.
											Sie haben Probleme mit Fettleibigkeit,
											Auszehrung,
											Magen-Darm-Entzündung,
Durchfall, Blähungen,
											und manche von ihnen halten sich
gerade so am Leben.
									",How we study the microbes living in your gut,Dan Knights,9:56,"biodiversity,biology,science,microbiology,microbes,health,data,visualizations,medicine,TEDMED"
"
","
","
",How we study the microbes living in your gut,Dan Knights,9:56,"biodiversity,biology,science,microbiology,microbes,health,data,visualizations,medicine,TEDMED"
"
											Now, of course, we were
very interested to find out
											what are these so-called invasive species
that are taking over in the zoo.
											So we went back to the DNA,
and what the DNA told us
											is that every monkey in the zoo
											had become dominated
by Bacteroides and Prevotella,
											the same microbes that we all have
in our guts as modern humans.
									","
											Tabii ki de, hayvanat
bahçelerini ele geçirmiş
											bu sözde istilacı türlerin
ne olduğunu merak ettik.
											DNA'ya geri döndüğümüzde
DNA'nın bize gösterdiği,
											hayvanat bahçesindeki her bir maymunun
											bakteroitler ve Prevotella bakterileriyle,
yani modern insan olarak
											hepimizin bağırsağında bulunan
bakterilerle dolduğuydu.
									","
											Wir waren jetzt natürlich
sehr daran interessiert, herauszufinden,
											welche diese invasiven Spezies sind,
die im Zoo übernehmen.
											Also gingen wir zurück zur DNS,
und die verriet uns,
											dass das Mikrobiom jedes Affen im Zoo
											jetzt von Bacteroides
und Prevotella beherrscht wurde,
											die gleichen Mikroben, die man
als moderner Mensch in seinem Darm hat.
									",How we study the microbes living in your gut,Dan Knights,9:56,"biodiversity,biology,science,microbiology,microbes,health,data,visualizations,medicine,TEDMED"
