en,pt,tr,fr,title,speaker,duration,tags
"
","
","
","
",What we can do to die well,Timothy Ihrig,13:32,"aging,cancer,communication,compassion,death,choice,health,economics,health care,medicine,humanity,pharmaceuticals,self,identity,TEDx"
"
											I am a palliative care physician
											and I would like to talk to you
today about health care.
											I'd like to talk to you
about the health and care
											of the most vulnerable
population in our country —
											those people dealing with the most
complex serious health issues.
											I'd like to talk to you
about economics as well.
											And the intersection of these two
should scare the hell out of you —
											it scares the hell out of me.
									","
											Sou médico de cuidados paliativos
											e gostaria de vos falar
hoje sobre cuidados de saúde.
											Gostaria de vos falar
sobre a saúde e os cuidados
											da população mais vulnerável 
no nosso país,
											aquelas pessoas que sofrem com problemas 
de saúde mais sérios e complexos.
											Gostaria de falar-vos 
também sobre economia.
											E a intersecção destas duas
devia assustar-vos muito.
											A mim assusta-me muito.
									","
											Ben palyatif bakım doktoruyum.

											Ve bugün sizinle sağlık hizmetleri
hakkında konuşmak istiyorum.
											Toplumumuzun en korunmasız bireylerinin
											sağlık ve bakımları hakkında
konuşmak istiyorum.
											Bu insanlar en karmaşık 
sağlık problemleri ile uğraşmaktalar.
											Ayrıca, ekonomi hakkında da 
konuşmak istiyorum.
											Bu ikisinin kesişimi benim
ödümü kopardığı gibi,
											sizde de aynı etkiyi bırakıyor olmalı.
									","
											Je suis médecin en soins palliatifs
											et je voudrais vous parler 
des services de santé.
											Je voudrais vous parler 
de la santé et des soins
											de la population 
la plus vulnérable de notre pays,
											ces personnes face aux problèmes
de santé les plus complexes.
											Je voudrais vous parler 
de l'économie aussi.
											Et le croisement des deux
devrait vous effrayer énormément.
											Moi, ça m'effraie en tout cas.
									",What we can do to die well,Timothy Ihrig,13:32,"aging,cancer,communication,compassion,death,choice,health,economics,health care,medicine,humanity,pharmaceuticals,self,identity,TEDx"
"
","
","
","
",What we can do to die well,Timothy Ihrig,13:32,"aging,cancer,communication,compassion,death,choice,health,economics,health care,medicine,humanity,pharmaceuticals,self,identity,TEDx"
"
											I'd also like to talk to you
about palliative medicine:
											a paradigm of care for this population,
grounded in what they value.
											Patient-centric care based on their values
											that helps this population
live better and longer.
											It's a care model that tells the truth
											and engages one-on-one
											and meets people where they're at.
									","
											Gostaria de vos falar também
sobre a medicina paliativa:
											um paradigma no cuidado a esta população,
baseado naquilo que valorizam.
											Cuidados centrados no doente,
baseados nos seus valores
											que auxiliam esta população
a viver mais e melhor.
											É um modelo de cuidados que diz a verdade,
											é individualizado
											e vai ao encontro das pessoas,
onde elas se encontram.
									","
											Palyatif ilaçlar hakkında da
konuşmak istiyorum.
											Toplumun bu kesiminin bakımı,
değer verdikleri şeylere dayanıyor.

											Onların değerleri üzerine inşa edilen
hasta odaklı bakım,
											bu insanların daha iyi ve daha uzun
yaşamasına yardımcı oluyor.
											Bu doğruyu söyleyen ve bulundukları
											yerlerde insanlarla birebir
											ilgilenilen bir bakım modeli.
									","
											Je voudrais aussi parler 
de la médecine palliative :
											un paradigme de soin pour cette population
basé sur leurs valeurs,
											des soins basés et centrés 
sur les valeurs des patients
											qui aide cette population 
à vivre mieux et plus longtemps.
											C'est un modèle de soins 
qui dit la vérité,
											engage patient et médecin
											et rencontre les gens où qu'ils soient.
									",What we can do to die well,Timothy Ihrig,13:32,"aging,cancer,communication,compassion,death,choice,health,economics,health care,medicine,humanity,pharmaceuticals,self,identity,TEDx"
"
","
","
","
",What we can do to die well,Timothy Ihrig,13:32,"aging,cancer,communication,compassion,death,choice,health,economics,health care,medicine,humanity,pharmaceuticals,self,identity,TEDx"
"
											I'd like to start by telling the story
of my very first patient.
											It was my first day as a physician,
											with the long white coat ...
											I stumbled into the hospital
											and right away there's a gentleman,
Harold, 68 years old,
											came to the emergency department.
											He had had headaches for about six weeks
											that got worse and worse
and worse and worse.
											Evaluation revealed he had cancer
that had spread to his brain.
											The attending physician directed me
to go share with Harold and his family
											the diagnosis, the prognosis
and options of care.
									","
											Gostaria de começar por contar
a história do meu primeiro doente.
											Era o meu primeiro dia como médico,
											com a bata branca comprida...
											Fui atabalhoado para o hospital
											e de repente, um cavalheiro,
Harold, 68 anos,
											entrou no serviço de urgências.
											Sofria de dores de cabeça
há seis semanas
											que pioravam, pioravam e pioravam.
											Os exames revelaram que tinha cancro,
que se espalhara para o cérebro.
											O médico assistente indicou-me
que comunicasse o diagnóstico,
											o prognóstico e os cuidados disponíveis
a Harold e à sua família.
									","
											İlk hastamın hikayesini anlatarak
başlamak istiyorum.
											Uzun, beyaz önlüğümle,
											doktor olarak ilk günümdü.
											Kendimi hastanede bulmuştum
											ve hemen karşımda 68 yaşında
bir beyefendi olan Harold
											acil departmanına geliyordu.
											6 hafta boyunca gittikçe artan
											ve daha da berbat bir hal alan
baş ağrıları vardı.
											Değerlendirmeler, kanserin beynine 
yayılmış olduğunu ortaya çıkardı.
											Sorumlu hekim beni tanıyı, 
hastalığın seyrini ve bakım seçeneklerini
											Harold ve ailesiyle paylaşmam
için gönderdi.
									","
											Je voudrais commencer par raconter 
l'histoire de mon premier patient.
											C'était mon premier jour
en tant que médecin,
											dans ma longue blouse blanche.
											J'atterris à l'hôpital, 
et tout de suite,
											il y a un gentleman Harold, 68 ans,
											qui est venu aux urgences.
											Avec des maux de tête 
depuis environ 6 semaines
											qui allaient de pire en pire.
											Les examens ont révélé qu'il avait 
un cancer qui s'était étendu au cerveau.
											Le médecin traitant m'a incité
à informer Harold et sa famille
											du diagnostic, du pronostic,
et les options de soins.
									",What we can do to die well,Timothy Ihrig,13:32,"aging,cancer,communication,compassion,death,choice,health,economics,health care,medicine,humanity,pharmaceuticals,self,identity,TEDx"
"
","
","
","
",What we can do to die well,Timothy Ihrig,13:32,"aging,cancer,communication,compassion,death,choice,health,economics,health care,medicine,humanity,pharmaceuticals,self,identity,TEDx"
"
											Five hours into my new career,
											I did the only thing I knew how.
											I walked in,
											sat down,
											took Harold's hand,
											took his wife's hand
											and just breathed.
									","
											Nas primeiras cinco horas
da minha nova carreira
											eu fiz a única coisa que sabia.
											Entrei,
											sentei-me,
											peguei na mão de Harold,
											peguei na mão da mulher dele
											e apenas respirei.
									","
											5 saatlik yeni kariyerimde,
											nasıl yapıldığını bildiğim
tek şeyi yaptım.
											İçeri yürüdüm,
											oturdum,
											Harold'ın elini tuttum
											eşinin elini tuttum,
											ve sadece nefes aldım.
									","
											Après cinq heures dans mon nouveau métier,
											j'ai fait la seule chose 
que je connaissais.
											Je suis entré,
											je me suis assis,
											j'ai pris la main d'Harold,
											et celle de sa femme,
											et j'ai respiré.
									",What we can do to die well,Timothy Ihrig,13:32,"aging,cancer,communication,compassion,death,choice,health,economics,health care,medicine,humanity,pharmaceuticals,self,identity,TEDx"
"
","
","
","
",What we can do to die well,Timothy Ihrig,13:32,"aging,cancer,communication,compassion,death,choice,health,economics,health care,medicine,humanity,pharmaceuticals,self,identity,TEDx"
"
											He said, ""It's not good
news is it, sonny?""
									","
											Ele disse: ""Não são boas notícias,
pois não?""
									","
											''Haberler iyi değil,
değil mi evlat?'' dedi.
									","
											Il a dit :
« Pas de bonnes nouvelles, fiston ? »
									",What we can do to die well,Timothy Ihrig,13:32,"aging,cancer,communication,compassion,death,choice,health,economics,health care,medicine,humanity,pharmaceuticals,self,identity,TEDx"
