en,fr,de,title,speaker,duration,tags
"
","
","
","A ""living drug"" that could change the way we treat cancer",Carl June,15:09,"medicine,cancer,disease,health,human body,innovation,humanity,science"
"
											So this is the first time
I've told this story in public,
											the personal aspects of it.
											Yogi Berra was a world-famous
baseball player who said,
											""If you come to a fork
in the road, take it.""
											Researchers had been,
for more than a century,
											studying the immune system
as a way to fight cancer,
											and cancer vaccines have,
unfortunately, been disappointing.
											They've only worked in cancers
caused by viruses,
											like cervical cancer or liver cancer.
									","
											C'est la première fois que je parle
de cette histoire en public
											ou plutôt de son aspect personnel.
											Yogi Berra était un joueur
de baseball mondialement connu qui a dit :
											« Si vous arrivez à un carrefour,
choisissez la route. »
											Des chercheurs étudient le système
immunitaire depuis plus d'un siècle,
											y percevant une solution
pour lutter contre le cancer.
											Hélas, les vaccins contre le cancer
s'avèrent être décevants.
											Ils sont efficaces contre
des cancers causés par des virus,
											tels que le cancer du col de l’utérus
ou le cancer du foie.
									","
											Ich erzähle diese Geschichte
heute zum ersten Mal öffentlich —
											also die persönlichen Aspekte.
											Der weltbekannte Baseballspieler
Yogi Berra sagte einmal:
											""Kommst du an eine Weggabelung,
dann nutze sie.""
											Seit über einem Jahrhundert
studieren Forscher das Immunsystem,
											um Krebs bekämpfen zu können.
											Impfungen gegen Krebs
waren bisher enttäuschend.
											Sie funktionierten nur
bei durch Viren verursachtem Krebs,
											etwa Gebärmutterhals- oder Leberkrebs.
									","A ""living drug"" that could change the way we treat cancer",Carl June,15:09,"medicine,cancer,disease,health,human body,innovation,humanity,science"
"
","
","
","A ""living drug"" that could change the way we treat cancer",Carl June,15:09,"medicine,cancer,disease,health,human body,innovation,humanity,science"
"
											So cancer researchers basically
gave up on the idea
											of using the immune system
to fight cancer.
											And the immune system, in any case,
did not evolve to fight cancer;
											it evolved to fight pathogens
invading from the outside.
											So its job is to kill
bacteria and viruses.
											And the reason the immune system
has trouble with most cancers
											is that it doesn't invade
from the outside;
											it evolves from its own cells.
											And so either the immune system does
not recognize the cancer as a problem,
											or it attacks a cancer
and also our normal cells,
											leading to autoimmune diseases
like colitis or multiple sclerosis.
									","
											Les chercheurs ont donc abandonné l'idée
											d'utiliser le système immunitaire
pour lutter contre le cancer.
											De toute façon, le système immunitaire
n'a pas évolué pour cela,
											il a évolué pour combattre les agents
pathogènes externes.
											Son boulot est de tuer
les bactéries et les virus.
											La raison qui l'empêche
de lutter contre la plupart des cancers
											est qu'il ne s'agit pas
de pathogènes externes.
											Le cancer se développe
depuis nos propres cellules.
											Soit le système immunitaire ne reconnaît
pas le cancer comme un problème,
											soit il attaque le cancer
et aussi nos cellules normales,
											entraînant des maladies auto-immunes
comme la colite ou la sclérose en plaques.
									","
											Krebsforscher gaben die Idee auf,
											das Immunsystem im Kampf
gegen Krebs einzusetzen.
											Denn eigentlich entstand
das Immunsystem nicht,
											um Krebs zu bekämpfen,
											sondern um von außen eindringende
Krankheitserreger zu bekämpfen.
											Seine Aufgabe ist es,
Viren und Bakterien abzutöten.
											Das Immunsystem tut sich
mit den meisten Krebsarten schwer,
											weil Krebs nicht von außen kommt,
											sondern aus körpereigenen Zellen entsteht.
											Das Immunsystem erkennt Krebs
also entweder nicht als Problem
											oder es bekämpft den Krebs
zusammen mit gesunden Zellen,
											was zu Autoimmunerkrankungen führen kann,
											etwa Dickdarmentzündung
oder Multiple Sklerose.
									","A ""living drug"" that could change the way we treat cancer",Carl June,15:09,"medicine,cancer,disease,health,human body,innovation,humanity,science"
"
","
","
","A ""living drug"" that could change the way we treat cancer",Carl June,15:09,"medicine,cancer,disease,health,human body,innovation,humanity,science"
"
											So how do you get around that?
											Our answer turned out to be
synthetic immune systems
											that are designed to recognize
and kill cancer cells.
											That's right — I said
a synthetic immune system.
											You do that with genetic engineering
and synthetic biology.
											We did it with the naturally occurring
parts of the immune system,
											called B cells and T cells.
											These were our building blocks.
											T cells have evolved to kill
cells infected with viruses,
											and B cells are the cells that make
antibodies that are secreted
											and then bind to kill bacteria.
											Well, what if you combined
these two functions
											in a way that was designed
to repurpose them to fight cancer?
											We realized it would be possible
to insert the genes for antibodies
											from B cells into T cells.
									","
											Comment résoudre ça ?
											La réponse était dans des systèmes
immunitaires synthétiques
											conçus pour reconnaître
et tuer les cellules cancéreuses.
											Vous avez bien entendu :
un système immunitaire synthétique.
											C'est de l'ingénierie génétique
et de la biologie de synthèse.
											Nous utilisons des éléments
naturels du système immunitaire,
											appelés les lymphocytes B et T.
											Ce sont nos Lego.
											Les cellules T ont évolué pour tuer
des cellules infectées par des virus
											et les cellules B sont celles
qui sécrètent des anticorps
											qui se lient pour tuer les bactéries.
											Que se passe-t-il si on combine
ces deux fonctions
											afin de les rediriger pour détruire
les cellules cancéreuses ?
											Nous avons découvert
											qu'il est possible d'insérer des gènes
pour exprimer des anticorps
											des cellules B dans les cellules T.
									","
											Wie können wir dieses Problem umgehen?
											Unsere Antwort darauf lautete:
ein synthetisches Immunsystem,
											extra dazu entwickelt,
Krebszellen zu erkennen und zu zerstören.
											Sie haben richtig gehört.
Ich sagte synthetisches Immunsystem.
											Synthetische Immunsysteme basieren
auf Gentechnik und synthetischer Biologie.
											Wir verwendeten dazu
körpereigene Immunzellen,
											sogenannte B-Zellen und T-Zellen.
											Diese waren unsere Grundbausteine.
											T-Zellen entwickelten sich,
um von Viren infizierte Zellen abzutöten.
											B-Zellen bilden Antikörper,
die ausgeschüttet werden,
											an Bakterien binden und diese zerstören.
											Was, wenn man diese beiden Funktionen
so kombinieren könnte,
											dass sie der Krebsbekämpfung dienen?
											Wir erkannten die Möglichkeit,
											die Gene für Antikörper
von B-Zellen in T-Zellen einzufügen.
									","A ""living drug"" that could change the way we treat cancer",Carl June,15:09,"medicine,cancer,disease,health,human body,innovation,humanity,science"
"
","
","
","A ""living drug"" that could change the way we treat cancer",Carl June,15:09,"medicine,cancer,disease,health,human body,innovation,humanity,science"
"
											So how do you do that?
											Well, we used an HIV virus
as a Trojan horse
											to get past the T cells' immune system.
											The result is a chimera,
											a fantastic fire-breathing creature
from Greek mythology,
											with a lion's head, a goat's body
and a serpent's tail.
											So we decided that the paradoxical
thing that we had created
											with our B-cell antibodies,
our T cells carrier
											and the HIV Trojan horse
											should be called ""Chimeric Antigen
Receptor T cells,"" or CAR T cells.
											The virus also inserts genetic information
											to activate the T cells and program them
into their killing mode.
									","
											Comment faisons-nous cela ?
											Nous utilisons le virus VIH
comme un cheval de Troie
											pour traverser le système
immunitaire des cellules T.
											On obtient une cellule chimérique,
											une créature fantastique cracheuse de feu
issue de la mythologie grecque,
											avec une tête de lion, un corps de chèvre,
et une queue de serpent.
											Nous avons donc décidé que la chose
paradoxale que nous venions de créer,
											des anticorps de cellule B
intégrés dans un vecteur, les cellules T,
											et le cheval de Troie VIH, s'appellerait :
											« Lymphocytes T à récepteurs antigéniques
chimériques», ou « cellules CAR-T ».
											Le virus insère aussi
des informations génétiques
											pour activer les cellules T
et les programmer en mode tueur.
									","
											Doch wie macht man das?
											Wir benutzten HIV als trojanisches Pferd,
											um unerkannt am Immunsystem
der T-Zellen vorbeizukommen.
											Das Resultat war eine Chimäre,
											eine fantastische, feuerspeiende Kreatur
der griechischen Mythologie
											mit einem Löwenkopf, einem Ziegenkörper
und einem Schlangenschwanz.
											Wir entschieden uns,
											diese paradoxe Kreation
aus B-Zellen-Antikörpern,
											T-Zellen-Träger
und HIV als trojanischem Pferd
											""Chimäre Antigen-Rezeptor-T-Zellen""
oder CAR-T-Zellen zu nennen.
											Das Virus fügt auch
genetische Informationen ein,
											um die T-Zellen zu aktivieren
und sie auf Zerstörung zu programmieren.
									","A ""living drug"" that could change the way we treat cancer",Carl June,15:09,"medicine,cancer,disease,health,human body,innovation,humanity,science"
"
","
","
","A ""living drug"" that could change the way we treat cancer",Carl June,15:09,"medicine,cancer,disease,health,human body,innovation,humanity,science"
"
											So when CAR T cells are injected
into somebody with cancer,
											what happens when those CAR T cells
see and bind to their tumor target?
											They act like supercharged killer
T cells on steroids.
											They start this crash-defense
buildup system in the body
											and literally divide
and multiply by the millions,
											where they then attack and kill the tumor.
											All of this means that CAR T cells
are the first living drug in medicine.
											CAR T cells break the mold.
											Unlike normal drugs that you take —
											they do their job and get metabolized,
and then you have to take them again —
											CAR T cells stay alive
and on the job for years.
											We have had CAR T cells stay
in the bodies of our cancer patients
											now for more than eight years.
											And these designer
cancer T cells, CAR T cells,
											have a calculated half-life
of more than 17 years.
											So one infusion can do the job;
											they stay on patrol
for the rest of your life.
									","
											Quand on injecte des cellules CAR-T
chez un patient atteint du cancer,
											que se passe-t-il quand les CAR-T
se lient à leur cible tumorale ?
											Elles agissent comme des cellules T
surpuissantes sous stéroïdes.
											Elles déploient leur système
de défense dans le corps
											et se multiplient par millions
en se divisant
											sur la cible tumorale
qu'elles vont attaquer et détruire.
											Les CAR-T sont donc les premiers
médicaments vivants en médecine.
											Les CAR-T cassent le moule.
											Contrairement aux médicaments
habituels prescrits
											qui agissent et se métabolisent,
et puis il faut en reprendre,
											les cellules CAR-T restent en vie
et font leur boulot pendant des années.
											On a constaté chez un patient atteint
du cancer qu'il avait conservé des CAR-T
											pendant plus de huit ans dans son corps.
											Or ces cellules T modifiées, les CAR-T,
											ont une demi-vie estimée à plus de 17 ans.
											Donc une seule injection suffira.
											Elles veilleront sur vous
pour le restant de votre vie.
									","
											Doch was passiert,
											wenn die bei einem Patienten injizierten
CAR-T-Zellen den Tumor erkennen
											und daran binden?
											Sie reagieren wie abgerichtete
Killer-T-Zellen auf Steroiden.
											Die CAR-T-Zellen lösen eine
körpereigene Immunantwort aus,
											indem sie sich millionenfach
teilen und vermehren,
											sodass sie dann den Tumor angreifen
und zerstören können.
											All das bedeutet, dass CAR-T-Zellen
das erste ""lebende Medikament"" sind.
											Sie bieten neue Behandlungsmöglichkeiten.
											Normale Medikamente zum Einnehmen
wirken, werden abgebaut,
											und dann muss man sie erneut einnehmen.
											CAR-T-Zellen hingegen
überleben im Körper und wirken jahrelang.
											Wir haben CAR-T-Zellen,
											die sich seit über 8 Jahren
im Körper von Krebspatienten befinden.
											Die Halbwertszeit
der Designer-Krebs-T-Zellen,
											kurz CAR-T-Zellen, beträgt über 17 Jahre.
											Nur eine einzige Infusion ist nötig.
											Die CAR-T-Zellen bleiben
Ihr Leben lang auf Patrouille.
									","A ""living drug"" that could change the way we treat cancer",Carl June,15:09,"medicine,cancer,disease,health,human body,innovation,humanity,science"
"
","
","
","A ""living drug"" that could change the way we treat cancer",Carl June,15:09,"medicine,cancer,disease,health,human body,innovation,humanity,science"
