en,tr,fr,pt,title,speaker,duration,tags
"
","
","
","
",Why should you read Kurt Vonnegut?,Mia Nacamulli,5:04,"TED-Ed,literature,books,novel,book,culture,writing,history,world cultures"
"
											Billy Pilgrim can’t sleep
											because he knows aliens will arrive
to abduct him in one hour.
									","
											Billy Pilgrim uyuyamıyor
											çünkü bir saat içinde uzaylıların
onu kaçırmak için geleceğini biliyor.
									","
											Billy Pilgrim ne peut pas dormir
											parce qu'il sait que les aliens
viendront le chercher dans une heure.
									","
											Billy Pilgrim não consegue dormir
											porque sabe que os extraterrestres
dentro de uma hora vão raptá-lo.
									",Why should you read Kurt Vonnegut?,Mia Nacamulli,5:04,"TED-Ed,literature,books,novel,book,culture,writing,history,world cultures"
"
","
","
","
",Why should you read Kurt Vonnegut?,Mia Nacamulli,5:04,"TED-Ed,literature,books,novel,book,culture,writing,history,world cultures"
"
											He knows the aliens are coming because
he has become “unstuck” in time,
											causing him to experience
events out of chronological order.
											Over the course of Kurt Vonnegut’s 
Slaughterhouse-five,
											he hops back and forth between a childhood
trip to the Grand Canyon,
											his life as a middle-aged optometrist,
											his captivity in an intergalactic zoo,
											the humiliations he endured
as a war prisoner, and more.
									","
											Uzaylıların geleceğini biliyor
çünkü Billy ''zamanda serbest kaldı,''
											bu da olayları kronolojik sırası
dışında tecrübe etmesine neden oluyor.
											Kurt Vonnegut'un Mezbaha 5
adlı eseri boyunca
											Billy Büyük Kanyon'a
çocukken çıktığı bir gezi
											orta yaşlı bir optometrist olduğu hayatı,
											yıldızlar arası hayvanat
bahçesindeki esareti,
											savaş tutuklusu olarak dayandığı rezalet
ve daha fazlası arasında gidip geliyor.
									","
											Il sait que les aliens vont arriver
											parce qu'il est devenu
« débloqué » dans le temps,
											et cela lui permet de vivre les événements
dans un ordre non chronologique.
											Tout au long d'« Abattoir 5 »
de Kurt Vonnegut,
											il va et vient entre un voyage
d'enfance au Grand Canyon,
											sa vie d'ophtalmo d'âge moyen,
											sa captivité dans un zoo intergalactique,
											les humiliations subies
en tant que prisonnier de guerre, et plus.
									","
											Sabe que os extraterrestres estão a chegar
porque ele ficou ""preso"" no tempo,
											levando-o a assistir a acontecimentos
fora da ordem cronológica.
											No decurso de ""Matadouro 5""
de Kurt Vonnegut,
											ele salta do passado para o futuro,
de um passeio de infância ao Grand Canyon,
											à sua vida de optometrista de meia idade,
											ao seu cativeiro num zoológico
intergaláctico,
											às humilhações que sofreu
quando prisioneiro de guerra, e não só.
									",Why should you read Kurt Vonnegut?,Mia Nacamulli,5:04,"TED-Ed,literature,books,novel,book,culture,writing,history,world cultures"
"
","
","
","
",Why should you read Kurt Vonnegut?,Mia Nacamulli,5:04,"TED-Ed,literature,books,novel,book,culture,writing,history,world cultures"
"
											The title of Slaughterhouse-five and 
much of its source material
											came from Vonnegut’s own 
experiences in World War II.
											As a prisoner of war, he lived in a former
slaughterhouse in Dresden,
											where he took refuge in an 
underground meat locker
											while Allied forces bombed the city.
											When he and the other prisoners
finally emerged,
											they found Dresden utterly demolished.
									","
											Mezbaha 5 eser adı
ve kaynak materyalin çoğu
											Vonnegut'un İkinci Dünya Savaşı'ndaki
kendi tecrübelerine dayanıyor.
											Yazar, savaş tutuklusu olarak
Dresden'de eski bir mezbahada yaşamıştı,
											kendisi orada bir yeraltı et deposunu
sığınak olarak kullanırken
											Müttefik güçler şehri bombalıyordu.
											Diğer tutuklularla kendisi
sonunda kaçtığında
											Dresden'i yıkılmış olarak buldular.
									","
											Le titre d'Abattoir 5
et beaucoup d'éléments
											venaient des expériences
personnelles de Vonnegut
											pendant la Seconde Guerre Mondiale.
											En tant que prisonnier de guerre,
il vécut dans un ancien abattoir à Dresde,
											où il se réfugia dans une chambre
froide souterraine
											pendant les bombardements alliés.
											Lorsqu'il sortit enfin de là
avec d'autres prisonniers,
											ils trouvèrent Dresde
complètement détruite.
									","
											O título de ""Matadouro 5""
e grande parte do seu material de origem
											decorre da experiência de Vonnegut
na II Guerra Mundial.
											Enquanto prisioneiro de guerra,
viveu num antigo matadouro em Dresden,
											onde se refugiou num armazém
de carne subterrâneo,
											enquanto as forças aliadas
bombardeavam a cidade.
											Quando ele e os outros prisioneiros
acabaram por sair de lá,
											encontraram Dresden totalmente destruída.
									",Why should you read Kurt Vonnegut?,Mia Nacamulli,5:04,"TED-Ed,literature,books,novel,book,culture,writing,history,world cultures"
"
","
","
","
",Why should you read Kurt Vonnegut?,Mia Nacamulli,5:04,"TED-Ed,literature,books,novel,book,culture,writing,history,world cultures"
"
											After the war, Vonnegut tried to 
make sense of human behavior
											by studying an unusual 
aspect of anthropology:
											the shapes of stories,
											which he insisted were just as interesting
as the shapes of pots or spearheads.
											To find the shape, he graphed the main 
character’s fortune
											from the beginning to the end of a story.
											The zany curves he generated revealed 
common types of fairy tales and myths
											that echo through many cultures.
											But this shape can be
the most interesting of all.
									","
											Savaştan sonra Vonnegut
insan davranışlarını anlamlandırmak için
											antropolojinin alışılmadık
bir kısmı üzerinde çalıştı:
											hikâyelerin şekli,
											yazar, tıpkı çaydanlık veya ok ucu gibi
bunların da ilginç olduğu kanısındaydı.
											Şekli bulmak için ana karakterin
geleceğini şemalandırıyordu,
											hikâyenin başından sonuna kadar.
											Oluşturduğu tuhaf kıvrımlar
pek çok kültürde ses getiren
											yaygın masallar ve efsane
türlerini açığa çıkartıyor.
											Ancak bu şekil
diğer hepsinden daha ilginç.
									","
											Après la guerre, Vonnegut chercha
le sens du comportement humain
											en étudiant un aspect inhabituel
de l'anthropologie :
											la forme des histoires,
											qui, selon lui, était aussi intéressante
											que la forme d'un pot
ou d'une pointe de lance.
											Pour trouver cette forme,
il dessina la chance du protagoniste
											du départ jusqu'à la fin d'une histoire.
											Les courbes loufoques qu'il développa
révélèrent des types communs
											de contes de fées et mythes
qu'on retrouve dans plusieurs cultures.
											Mais cette forme peut être
la plus intéressante de toutes.
									","
											Depois da guerra, Vonnegut tentou
perceber o sentido do comportamento humano
											estudando um aspeto invulgar
da antropologia:
											as formas das histórias
											que, insistia, eram tão interessantes
											como as formas dos potes
ou das pontas de lança.
											Para encontrar essa forma,
											fazia um gráfico do destino
da personagem principal
											desde o início até ao fim da história.
											As curvas loucas que ele gerava
revelavam tipos comuns
											de contos de fadas e de mitos
											que se repetem por muitas culturas.
											Mas esta forma pode ser 
o mais interessante de tudo.
									",Why should you read Kurt Vonnegut?,Mia Nacamulli,5:04,"TED-Ed,literature,books,novel,book,culture,writing,history,world cultures"
"
","
","
","
",Why should you read Kurt Vonnegut?,Mia Nacamulli,5:04,"TED-Ed,literature,books,novel,book,culture,writing,history,world cultures"
"
											In a story like this,
											it’s impossible to distinguish the 
character’s good fortune from the bad.
											Vonnegut thought this kind of story 
was the truest to real life,
											in which we are all the victims 
of a series of accidents,
											unable to predict how events 
will impact us long term.
											He found the tidy, satisfying arcs of 
many stories at odds with this reality,
											and he set out to explore the ambiguity
											between good and bad fortune
in his own work.
									","
											Böyle bir hikâyede,
											karakterin iyi geleceğini
kötüden ayırt etmek imkânsız.
											Vonnegut bu hikâye türünün gerçek hayata
en sadık tür olduğunu düşünüyordu
											çünkü hepimiz
bir dizi kazanın mağdurlarıyız,
											olayların bizi uzun vadede
nasıl etkileyeceğini tahmin edemiyoruz.
											Pek çok hikâyenin bu düzgün, tatmin edici
gidişatını gerçeklikle çatışırken buldu
											ve kendi çalışmalarında
											bu iyi ve kötü arasındaki
o belirsizliği keşfe çıktı.
									","
											Dans une histoire comme celle-ci,
il est impossible de distinguer
											la chance du protagoniste
de sa malchance.
											Vonnegut pensait que ce type d'histoire
était le plus fidèle à la vraie vie,
											où on est tous victimes
d'une série d'accidents,
											incapables de prévoir
											comment les événements
nous affecteront sur le long terme.
											Il trouvait les arcs ordonnés
et satisfaisants de plusieurs histoires
											en désaccord avec cette réalité,
											et il décida d'explorer l'ambiguïté
											entre chance et malchance
dans son propre travail.
									","
											Numa história desta forma,
											é impossível distinguir entre
a sorte e o azar da personagem.
											Vonnegut achava que este tipo de história
era o mais fiel à vida real,
											em que todos somos vítimas
de uma série de acidentes,
											incapazes de prever como os acontecimentos
vão ter impacto a longo prazo.
											Descobria os arcos metódicos,
satisfatórios de muitas histórias,
											discordantes dessa realidade
											e dedicou-se a explorar a ambiguidade
											entre a sorte e o azar na sua obra.
									",Why should you read Kurt Vonnegut?,Mia Nacamulli,5:04,"TED-Ed,literature,books,novel,book,culture,writing,history,world cultures"
"
","
","
","
",Why should you read Kurt Vonnegut?,Mia Nacamulli,5:04,"TED-Ed,literature,books,novel,book,culture,writing,history,world cultures"
"
											When Vonnegut ditched clear-cut fortunes,
											he also abandoned
straightforward chronology.
											Instead of proceeding tidily from 
beginning to end, in his stories
											“All moments, past, present and future 
always have existed, always will exist.”
											Tralfamadorians, the aliens who crop up
in many of his books,
											see all moments at once.
											They “can see where each star has been
and where it is going,
											so that the heavens are filled
with rarefied, luminous spaghetti.”
											But although they can see all of time,
											they don’t try to change 
the course of events.
									","
											Vonnegut net geleceklerden
vazgeçmekle birlikte
											düz kronolojiyi de terk etti.
											Hikâyelerinden baştan sona
düzgün bir şekilde gitmek yerine
											''Geçmiş, şimdi ve gelecek, tüm bu anlar
her zaman vardı ve her zaman var olacak.''
											Kitaplarının çoğunda ortaya çıkan
uzaylı Tralfamadoriyanlar
											tüm bu anları bir arada görüyorlar.
											Onlar ''her yıldızın nerede olduğunu
ve nereye gittiğini görebiliyorlar,
											böylece cennetler
göz alıcı spagetti ile doluyor.''
											Ancak tüm zamanları görebilseler de
											olayların akışını
değiştirmeye çalışmıyorlar.
									","
											Lorsque Vonnegut abandonna
la chance claire et nette,
											il balança aussi la chronologie linéaire.
											Au lieu de procéder soigneusement
du départ à la fin, dans ses histoires,
											« le passé, le présent et le futur
											ont toujours existé,
se perpétueront à jamais. »
											Les Trafalmadoriens,
											les aliens qui apparaissent
dans plusieurs de ses livres,
											voient tous les moments à la fois.
											Ils « peuvent voir d'où vient
chaque étoile et où elle va,
											si bien que les cieux sont remplis
de spaghettis lumineux et raréfiés. »
											Mais, même s'ils peuvent
voir l'entièreté du temps,
											ils n'essayent pas de changer
le cours des événements.
									","
											Vonnegut, enquanto rejeitava
destinos traçados
											também abandonou a simples cronologia.
											Em vez de avançarem organizadamente
											do princípio até ao fim,
nas suas histórias
											""Todos os momentos,
passados, presentes e futuros,
											""sempre existiram, sempre existirão"".
											Os Tralfamadorianos, os extraterrestres
que surgem em muitos dos seus livros,
											veem todos os momentos ao mesmo tempo.
											""Veem onde cada estrela esteve
e para onde vai,
											""de modo que os céus estão cheios
de esparguetes luminosos, rarefeitos"".
											Mas, embora vejam tudo ao mesmo tempo,
											não tentam alterar
o decurso dos acontecimentos.
									",Why should you read Kurt Vonnegut?,Mia Nacamulli,5:04,"TED-Ed,literature,books,novel,book,culture,writing,history,world cultures"
"
","
","
","
",Why should you read Kurt Vonnegut?,Mia Nacamulli,5:04,"TED-Ed,literature,books,novel,book,culture,writing,history,world cultures"
