en,es,fr,tr,title,speaker,duration,tags
"
","
","
","
",The magic of Khmer classical dance,Prumsodun Ok,10:38,"TED Fellows,beauty,creativity,art,dance,gender,identity,performance art,performance"
"
											""Robam kbach boran,""
											or the art of Khmer classical dance,
											is more than 1,000 years old.
											It was developed as a prayer in movement
											for rain and fertility,
											and a prosperity that this meant
for an agricultural society.
											Dancers who were both men and women
											were offered to temples
											where they served as living bridges
between heaven and earth.
											Their dancing bodies carried the prayers
of the people up to the gods,
											and the will of the deities
was delivered back through them
											to the people and the land.
									","
											El ""Robam kbach boran""
											o el arte de la danza clásica jemer
											tiene más de 1000 años.
											Se desarrolló
como una plegaria con movimiento
											para la lluvia y la fertilidad
											y la prosperidad que estas 
conllevaban para una sociedad agrícola.
											Los bailarines, hombres y mujeres,

											se ofrecían a los templos,
											donde servían como puentes vivientes
entre el cielo y la tierra.
											Sus cuerpos bailando llevaban
las plegarias de la gente a los dioses,
											y la voluntad de las deidades 
se transmitía a través de ellos
											a la gente y la tierra.
									","
											« Robam kbach boran »,
											l'art de la danse classique khmère
											a plus de mille ans.
											Il a été conçu
comme une prière en mouvement
											pour la pluie, la fertilité
											et une prospérité destinée
à une société agricole.
											Les danseurs, hommes et femmes,
											étaient offerts aux temples
											où ils agissaient comme intermédiaires
entre le ciel et la terre.
											Leurs corps dansants transportaient
les prières des gens aux dieux
											et la volonté des déités
était offerte à travers eux
											aux gens et à la terre.
									","
											'' Robam kbach boran, ''
											ya da klasik Kmer dans sanatı,
											bin yıldan daha eskidir.
											Tarım toplumlarında yağmurun 

											bereket ve refah getirmesi için,
											hareketlerle yapılan bir dua biçimi
olarak geliştirildi.
											Erkek ve kadın dansçılar
cennet ile dünya arasında
											
yaşayan köprüler olarak
											hizmet ettikleri tapınaklara sunulurlardı.
											Onların dans eden vücutları
insanların dualarını tanrılara taşırdı
											ve tanrıların kararları, 
onlar aracılığıyla yeryüzüne
											ve insanlara ulaşırdı.
									",The magic of Khmer classical dance,Prumsodun Ok,10:38,"TED Fellows,beauty,creativity,art,dance,gender,identity,performance art,performance"
"
","
","
","
",The magic of Khmer classical dance,Prumsodun Ok,10:38,"TED Fellows,beauty,creativity,art,dance,gender,identity,performance art,performance"
"
											There are a lot of curves in Khmer dance.
											Our backs are arched,
											our knees are bent,
											our toes are curled,
											our elbows are hyperflexed
											and our fingers are curved backwards.
											All of these curves
create a serpentine impression,
											and this is important because before
the introduction of major religions,
											Khmers, and people all over the world
practiced animism.
											Serpents were especially important
in this belief system
											because in their fluid,
curvilinear movement,
											they mimicked the flow of water.
											So to invoke the serpent
in your dancing body then
											was to conjure the image
of rivers cutting across the earth:
											inspire the flow of life-giving waters.
									","
											Hay muchas curvas en la danza jemer.
											Se nos arquea la espalda,
											las rodillas se tuercen,
											se nos doblan los dedos de los pies,
											los codos están hiperflexionados
											y los dedos se doblan para atrás.
											Todas estas curvas crean
una impresión serpentina
											y es importante porque, antes de que
aparecieran las religiones principales,
											los jemeres y otra gente
por todo el mundo practicaba el animismo.
											Según estas creencias,
las serpientes eran muy importantes
											porque, 
en su movimiento fluido y curvilíneo,
											imitaban la corriente del agua,
											así que, para invocar a la serpiente
en tu cuerpo durante el baile,
											tenías que evocar la imagen
de ríos atravesando la Tierra:
											inspirar la corriente 
de las aguas que dan vida.
									","
											Il y a beaucoup de courbes
dans la danse khmère.
											Nos dos sont arqués,
											nos genoux sont pliés,
											nos orteils sont recroquevillés,
											nos coudes sont en hyperflexion
											et nos doigts sont recourbés à l'envers.
											Toutes ces courbes créent
une impression de sinuosité.
											C'est important car avant l'introduction
des religions principales,
											les Khmers et des gens dans le monde
entier pratiquaient l'animisme.
											Les serpents étaient très importants
dans ce système de croyance
											parce que leur mouvement
fluide et curvilinéaire
											imitait le débit de l'eau.
											Pour invoquer le serpent
dans votre corps dansant,
											il fallait donc conjurer l'image
des rivières quadrillant la Terre :
											inspirer le débit
des eaux porteuses de vie.
									","
											Kmer dansında çok kıvrım vardır.
											Sırtlarımız kavisli,
											dizlerimiz çökük,
											ayak parmaklarımız kıvrık,
											dirseklerimiz çok esnek
											ve parmaklarımız tersine kıvrılmıştır.
											Bütün bu kıvrımlar
yılanımsı bir izlenim yaratır.
											Bu çok önemlidir 
çünkü temel dinlerden önce Kimmerler
											ve tüm dünyadan insanlar
hayvanları tanrılaştırmışlardı.
											Yılanlar bu inanç sisteminde
özellikle önem taşıyordu.
											Çünkü akışkan, kıvrak hareketleriyle
											suyun akışını taklit ederler.
											Yani, dans eden vücudunuzla 
yılanı çağrıştırmak
											o zamanlar yeryüzünü kesen nehirlerin
görüntüsünü yansıtıyordu;
											suyun akışını canlandırmak için.
									",The magic of Khmer classical dance,Prumsodun Ok,10:38,"TED Fellows,beauty,creativity,art,dance,gender,identity,performance art,performance"
"
","
","
","
",The magic of Khmer classical dance,Prumsodun Ok,10:38,"TED Fellows,beauty,creativity,art,dance,gender,identity,performance art,performance"
"
											As you can see then,
											Khmer classical dance
is a transformation of nature,
											of both the physical world around us
and of our own internal universe.
											We have four primary
hand gestures that we use.
											Can we do them together?
											Yeah? OK.
									","
											Como pueden ver,
											la danza clásica jemer
es una transformación de la naturaleza,
											tanto del mundo físico que nos rodea
como de nuestro propio universo interno.
											Tenemos cuatro principales 
gestos con la mano.
											¿Los hacemos juntos?
											¿Sí? Vale.
									","
											Comme vous pouvez le voir,
											la danse classique khmère
est une transformation de la nature,
											du monde physique autour de nous
et de notre propre univers intérieur.
											Nous utilisons quatre principaux
gestes de la main.
											Peut-on les faire ensemble ?
											Oui ? D'accord.
									","
											Gördüğünüz gibi,
											klasik Kmer dansı, doğanın
hem etrafımızdaki fiziksel dünyaya
											hem de içimizdeki evrene dönüşümüdür.
											Kullandığımız dört temel 
el hareketi vardır.
											Birlikte yapabilir miyiz?
											Olur mu? 
Tamam.
									",The magic of Khmer classical dance,Prumsodun Ok,10:38,"TED Fellows,beauty,creativity,art,dance,gender,identity,performance art,performance"
"
","
","
","
",The magic of Khmer classical dance,Prumsodun Ok,10:38,"TED Fellows,beauty,creativity,art,dance,gender,identity,performance art,performance"
"
											This is a tree.
											That tree will grow,
											and then it will have leaves.
											After it has leaves,
											it'll have flowers,
											and after it has flowers,
											it'll have fruit.
											That fruit will drop
											and a new tree will grow.
											And in those four gestures
											is the cycle of life.
									","
											Esto es un árbol.
											Ese árbol crecerá,
											y entonces tendrá hojas.
											Tras las hojas,
											tendrá flores
											y, tras las flores,
											tendrá frutos.
											Ese fruto caerá
											y crecerá un nuevo árbol.
											Y esos cuatro gestos
											son el ciclo de la vida.
									","
											Ceci est un arbre.
											Cet arbre va grandir
											puis des feuilles vont pousser.
											Après les feuilles,
											il aura des fleurs
											et après les fleurs,
											il aura des fruits.
											Le fruit tombera
											et un nouvel arbre grandira.
											Et ces quatre gestes
											forment le cycle de la vie.
									","
											Bu bir ağaç.
											Bu ağaç büyüyecek
											ve sonra yaprakları olacak.
											Yaprakları olduktan sonra,
											çiçekleri olacak
											ve çiçekleri açtıktan sonra,
											meyvesi olacak.
											Bu meyve yere düşecek
											ve yeni bir ağaç yetişecek.
											Bu dört hareket
											yaşamın döngüsüdür.
									",The magic of Khmer classical dance,Prumsodun Ok,10:38,"TED Fellows,beauty,creativity,art,dance,gender,identity,performance art,performance"
"
","
","
","
",The magic of Khmer classical dance,Prumsodun Ok,10:38,"TED Fellows,beauty,creativity,art,dance,gender,identity,performance art,performance"
"
											These four gestures are then used
											to create a whole entire language
with which dancers express themselves.
											So for example,
											I can say,
											""I.""
											""I.""
											In dance that would be ...
											""I.""
											Or I can say ...
											""Hey you, come here, come here.""
											In dance ...
											""Come here,""
											or, ""Go, go.""
									","
											Estos cuatro gestos se usan
											para crear toda una lengua 
con la que los bailarines se expresan.
											Por ejemplo,
											puedo decir,
											""yo"".
											""Yo"".
											En danza sería...
											""Yo"".
											O puedo decir...
											""Eh, tú, ven aquí, ven aquí"".
											En danza...
											""Ven aquí""
											o ""Vete, vete"".
									","
											Ces quatre gestes sont ensuite utilisés
											afin de créer un langage entier
avec lequel les danseurs s'expriment.
											Par exemple,
											je peux dire :
											« Je. »
											« Je. »
											En danse, cela serait...
											« Je. »
											Ou je peux dire...
											« Hé toi, viens ici, viens ici. »
											En danse...
											« Viens ici »,
											ou « Va, va ».
									","
											Bu dört hareket daha sonra
dansçıların kendilerini
											ifade ettikleri kapsamlı
bir dil yaratmak için kullanıldı.
											Yani örneğin,
											şunu diyebilirim:
											'' Ben. ''
											'' Ben. ''
											Dansla şu şekilde olurdu:
											'' Ben. ''
											Ya da şöyle diyebilirim;
											'' Hey sen, gel buraya, gel buraya. ''
											Dansla..
											'' Buraya gel, ''
											veya '' Git, git. ''
									",The magic of Khmer classical dance,Prumsodun Ok,10:38,"TED Fellows,beauty,creativity,art,dance,gender,identity,performance art,performance"
