es,pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
",3 new ways to kill mosquitoes,Bart Knols,10:20,"TEDx,global issues,health,insects,medicine"
"
											(Mosquitos zumbando)
									","
											(Zumbido de mosquito)
									","
											(Sivrisinek vızıltısı)
									","
											(Bourdonnement de moustique)
									","
											(Moskitosummen)
									",3 new ways to kill mosquitoes,Bart Knols,10:20,"TEDx,global issues,health,insects,medicine"
"
","
","
","
","
",3 new ways to kill mosquitoes,Bart Knols,10:20,"TEDx,global issues,health,insects,medicine"
"
											(Palmada)
									","
											(Pancada)
									","
											(Sineklikle vuruş)
									","
											(Vlan)
									","
											(Zerklatschen)
									",3 new ways to kill mosquitoes,Bart Knols,10:20,"TEDx,global issues,health,insects,medicine"
"
","
","
","
","
",3 new ways to kill mosquitoes,Bart Knols,10:20,"TEDx,global issues,health,insects,medicine"
"
											¡Muerto!
									","
											Apanhei-te.
									","
											Yakaladım.
									","
											Je t'ai eu.
									","
											Hab' dich.
									",3 new ways to kill mosquitoes,Bart Knols,10:20,"TEDx,global issues,health,insects,medicine"
"
","
","
","
","
",3 new ways to kill mosquitoes,Bart Knols,10:20,"TEDx,global issues,health,insects,medicine"
"
											Mosquitos. Los odio.
											¿Uds. no?
											¿Ese zumbido horrible en los oídos toda la noche
											que te vuelve absolutamente loco?
											¿Saber que quiere clavarte una aguja en la piel
											y chuparte sangre? Es horrible, ¿cierto?
											De hecho, solo hay una cosa buena que se me ocurre
											cuando se trata de mosquitos.
											Cuando vuelan en mi habitación de noche,
											prefieren picar a mi esposa.
									","
											Mosquitos. Odeio-os.
											Não odeiam?
											Aquele zumbido horrível,
de noite, nos vossos ouvidos
											que vos enlouquece completamente.
											Saber que ele quer espetar
uma agulha, na vossa pele
											e sugar o vosso sangue! 
É horrível, não é?
											Na verdade, 
só me consigo lembrar de uma coisa boa
											quando se fala de mosquitos.
											Quando eles voam à noite, 
para o nosso quarto
											preferem picar a minha mulher.
									","
											Sivrisinekler. Onlardan nefret ediyorum.
											Ya siz?
											Gecenin bir yarısı sizi tümüyle çılgına çeviren
											kulaklarınızdaki o berbat vızıldama sesi?
											Sivrisineğin derinize bir iğne saplamayı ve kanınızı emmeyi
											istediğini bilmek? Berbat bir şey, değil mi?
											Hatta, sivrisinekler hakkında düşünebildiğim sadece
											tek iyi bir şey var.
											Geceyarısı yatak odamıza girdiklerinde,
											eşimi ısırmayı tercih ediyorlar.
									","
											Je hais les moustiques.
											Pas vous ?
											Cet horrible bourdonnement la nuit 
dans vos oreilles
											qui vous rend complètement fou ?
											Sachant qu'elle veut vous planter 
une aiguille dans la peau
											et sucer votre sang ? C'est horrible, non ?
											En fait, quand on parle de moustiques, 
je ne peux penser
											qu'à une seule bonne chose.
											Quand ils entrent dans notre chambre la nuit,
											ils préfèrent piquer ma femme.
									","
											Moskitos. Ich hasse sie.
											Sie nicht?
											Dieses grauenhafte Summen nachts um die Ohren,
											das einen total verrückt macht?
											Man weiß, dass er seinen Stachel in die Haut stechen
											und das Blut aussaugen will? 
Das ist furchtbar, nicht wahr?
											Es gibt eigentlich nur eine gute Sache,
											die mir bei Moskitos einfällt.
											Wenn sie nachts in unser Schlafzimmer fliegen,
											stechen sie lieber meine Frau.
									",3 new ways to kill mosquitoes,Bart Knols,10:20,"TEDx,global issues,health,insects,medicine"
"
","
","
","
","
",3 new ways to kill mosquitoes,Bart Knols,10:20,"TEDx,global issues,health,insects,medicine"
"
											Fascinante, ¿cierto?
											¿Por qué la pican más a ella que a mí?
											La respuesta es el olor, su olor corporal.
											Y ya que todos olemos diferente y producimos químicos
											en nuestra piel que atraen o repelen mosquitos,
											algunos somos más atractivos para ellos que otros.
											Mi esposa huele mejor que yo, o simplemente
											apesto más que ella.
									","
											Isso é fascinante, não acham?
											Porque razão 
ela é mais picada do que eu?
											A resposta é o cheiro,
o cheiro do seu corpo.
											E como todos temos cheiros diferentes
e produzimos químicos
											na nossa pele que, 
ou atraem ou repelem mosquitos,
											alguns de nós 
somos mais atractivos do que outros.
											Por isso, a minha mulher 
cheira melhor do que eu, ou sou eu
											que tresando mais do que ela.
									","
											Ama bu büyüleyici, değil mi?
											Eşim neden benden daha çok ısırılıyor?
											Ve bunun cevabı koku, bedeninin kokusu.
											Ve her birimiz derimizde sivrisinekleri kendine çeken veya iten
											farklı kimyasallar ürettiğimiz ve farklı koktuğumuz için,
											bazılarımız diğerlerinden çok daha çekici hale gelir.
											Yani eşim benden daha hoş kokuyor, ya da ben sadece
											ondan daha kötü kokuyorum.
									","
											Mais c'est fascinant, non ?
											Pourquoi est-ce qu'elle reçoit 
plus de piqûres que moi ?
											La réponse est l'odeur, l'odeur de son corps.
											Et puisque nous avons tous une odeur différente
et produisons des substances chimiques
											sur notre peau cela attire
ou repousse les moustiques,
											certains d'entre nous sont 
juste plus attrayants que d'autres.
											Ma femme a une odeur plus agréable que moi,
											ou je sens plus mauvais qu'elle.
									","
											Das ist faszinierend, nicht wahr?
											Warum bekommt sie mehr Stiche ab als ich?
											Die Antwort ist der Geruch, ihr Körpergeruch.
											Und da wir alle anders riechen und auf unserer Haut
											Chemikalien freisetzen, die Moskitos 
anziehen oder abstoßen,
											sind manche von uns anziehender als andere.
											Also riecht meine Frau besser als ich
											oder ich stinke einfach mehr als sie.
									",3 new ways to kill mosquitoes,Bart Knols,10:20,"TEDx,global issues,health,insects,medicine"
