en,es,fr,tr,title,speaker,duration,tags
"
","
","
","
","You smell with your body, not just your nose",Jennifer Pluznick,7:04,"human body,biology,health,discovery,biomechanics,medical research,medicine,nature,physiology,Senses,science,smell,TEDMED"
"
											Here's a question for you:
											how many different scents
do you think you can smell,
											and maybe even identify with accuracy?
											100?
											300?
											1,000?
											One study estimates that humans can
detect up to one trillion different odors.
											A trillion.
											It's hard to imagine,
											but your nose has the molecular
machinery to make it happen.
									","
											Tengo una pregunta para Uds.:
											¿cuántos olores diferentes
creen que pueden oler,
											y quizá identificar con precisión?
											¿100?
											¿300?
											¿1000?
											Un estudio estima que los humanos podemos
detectar hasta un billón de olores.
											Un billón.
											Es difícil imaginarlo,
											pero la nariz tiene la maquinaria
molecular para hacerlo posible.
									","
											J’ai une question pour vous :
											combien d’odeurs différentes
pensez-vous être capable de sentir,
											voire d’identifier avec précision ?
											100 ?
											300 ?
											1 000 ?
											Une étude montre que les humains peuvent
détecter jusqu'à mille milliards d’odeurs.
											Mille milliards.
											C’est difficile à imaginer,
											mais votre nez est doté d'un système
moléculaire permettant cela.
									","
											Size bir sorum var:
											Kaç farklı koku alabilirsiniz
ve hatta bu kokuları
											doğru bir şekilde tanımlayabilirsiniz?
											100 mü?
											300 mü?
											1.000 mi?
											Bir çalışma insanların bir trilyona kadar 
farklı kokuyu alabildiklerini söylüyor.
											Bir trilyon.
											Hayal etmesi zor
											ama burnunuz bunu gerçekleştirmek için
gerekli moleküler yapıya sahip.
									","You smell with your body, not just your nose",Jennifer Pluznick,7:04,"human body,biology,health,discovery,biomechanics,medical research,medicine,nature,physiology,Senses,science,smell,TEDMED"
"
","
","
","
","You smell with your body, not just your nose",Jennifer Pluznick,7:04,"human body,biology,health,discovery,biomechanics,medical research,medicine,nature,physiology,Senses,science,smell,TEDMED"
"
											Olfactory receptors —
											tiny scent detectors —
											are packed into your nose,
											each one patiently waiting
to be activated by the odor,
											or ligand,
											that it's been assigned to detect.
											It turns out we humans,
like all vertebrates,
											have lots of olfactory receptors.
											In fact, more of our DNA is devoted
to genes for different olfactory receptors
											than for any other type of protein.
									","
											Los receptores olfativos,
											pequeñísimos detectores de olor,
											están dispuestos en la nariz,
											cada uno esperando pacientemente
a ser activado por el olor,
											llamado ligando,
											que ha sido asignado para detectar.
											Resulta que los humanos,
como todos los vertebrados,
											tenemos muchos receptores olfativos.
											La mayor parte del ADN está dedicado a 
genes para distintos receptores olfativos
											que para cualquier otro tipo de proteína.
									","
											Des récepteurs olfactifs,
											des mini détecteurs,
											tapissent votre nez,
											chacun attendant patiemment
d’être activé par une odeur,
											ou un ligand,
											dont la détection lui a été assignée.
											Il s'avère que nous, les humains,
comme tous les vertébrés,
											possédons de nombreux
récepteurs olfactifs.
											Dans notre ADN, il y a plus de gènes
attribués à des récepteurs olfactifs
											qu'à des récepteurs de protéines.
									","
											Koku alıcıları -
											yani minik koku detektörleri -
											burnunuzun içinde toplanmış,
											her biri fark etmekle görevli olduğu
											koku veya ligandı,
											sabırlı bir şekilde bekliyor.
											Tüm omurgalılar gibi biz insanlar da
											pek çok koku alıcısına sahibiz.
											Aslında DNA'mızın büyük bir kısmı
farklı koku alıcıları genlerine,
											her tür proteine kıyasla daha bağlı.
									","You smell with your body, not just your nose",Jennifer Pluznick,7:04,"human body,biology,health,discovery,biomechanics,medical research,medicine,nature,physiology,Senses,science,smell,TEDMED"
"
","
","
","
","You smell with your body, not just your nose",Jennifer Pluznick,7:04,"human body,biology,health,discovery,biomechanics,medical research,medicine,nature,physiology,Senses,science,smell,TEDMED"
"
											Why is that?
											Could olfactory receptors
be doing something else
											in addition to allowing us to smell?
									","
											¿Por qué es así?
											¿Pueden los receptores olfativos
encargarse de algo más
											aparte de permitirnos oler?
									","
											Pourquoi ?
											Les récepteurs olfactifs auraient-ils
une autre fonction
											que de nous permettre de sentir ?
									","
											Peki niçin?
											Koku alıcıları, koku almamızı
sağlamanın yanı sıra,
											başka bir şey daha yapıyor olabilir mi?
									","You smell with your body, not just your nose",Jennifer Pluznick,7:04,"human body,biology,health,discovery,biomechanics,medical research,medicine,nature,physiology,Senses,science,smell,TEDMED"
"
","
","
","
","You smell with your body, not just your nose",Jennifer Pluznick,7:04,"human body,biology,health,discovery,biomechanics,medical research,medicine,nature,physiology,Senses,science,smell,TEDMED"
"
											In 1991, Linda Buck and Richard Axel
uncovered the molecular identity
											of olfactory receptors —
											work which ultimately
led to a Nobel Prize.
											At the time,
											we all assumed that these receptors
were only found in the nose.
											However, about a year or so later,
											a report emerged of an olfactory
receptor expressed in a tissue
											other than the nose.
											And then another such report emerged,
											and another.
											We now know that these receptors
are found all over the body,
											including in some pretty
unexpected places —
											in muscle,
											in kidneys,
											lungs
											and blood vessels.
									","
											En 1991, Linda Buck y Richard Axel
descubrieron la identidad molecular
											de los receptores olfativos...
											descubrimiento que llevó
después al Premio Nobel.
											En ese tiempo,
											creíamos que estos receptores
solo se encontraban en la nariz.
											Sin embargo, cerca de un año después,
											surgió un reporte sobre un receptor
olfativo manifestado en un tejido
											distinto al de la nariz.
											Y luego surgió otro informe similar,
											y luego otro.
											Ahora sabemos que estos receptores
se encuentran en todo el cuerpo,
											incluyendo algunos lugares
muy inesperados,
											en músculo,
											en riñones,
											en pulmones
											y en vasos sanguíneos.
									","
											En 1991, Linda Buck et Richard Axel ont
découvert l’identité moléculaire
											des récepteurs olfactifs.
											Cela les a menés au Prix Nobel.
											A cette époque,
											tout le monde supposait que ces récepteurs
étaient uniquement présents dans le nez.
											Mais un ou deux ans plus tard,
											on a détecté des récepteurs
olfactifs présents dans un tissu
											autre que le nez.
											Ensuite, un autre rapport a été publié
											et encore un autre.
											On sait maintenant que ces récepteurs
se trouvent partout dans notre corps,
											même dans des zones inattendues :
											dans nos muscles,
											nos reins,
											nos poumons,
											et nos vaisseaux sanguins.
									","
											1991'de Linda Buck ve Richard Axel
koku alıcılarının
											moleküler yapısını keşfetti.
											Bu başarı onlara Nobel Ödülü kazandırdı.
											O dönemde,
											bu alıcıların yalnızca burnun içinde
olduğunu sanıyorduk.
											Ancak bir yıl kadar sonra,
											burun dışında bir dokuda
görülen bir koku alıcısına ilişkin
											bir rapor ortaya çıktı.
											Sonra bir rapor daha su yüzüne çıktı
											ve bir tane daha.
											Şimdi ise bu alıcıların vücudun 
her tarafında olduğunu biliyoruz,
											hiç beklenmedik bölgeler de buna dâhil;
											kaslar,
											böbrekler,
											akciğerler
											ve kan damarları.
									","You smell with your body, not just your nose",Jennifer Pluznick,7:04,"human body,biology,health,discovery,biomechanics,medical research,medicine,nature,physiology,Senses,science,smell,TEDMED"
"
","
","
","
","You smell with your body, not just your nose",Jennifer Pluznick,7:04,"human body,biology,health,discovery,biomechanics,medical research,medicine,nature,physiology,Senses,science,smell,TEDMED"
"
											But what are they doing there?
											Well, we know that olfactory receptors
act as sensitive chemical sensors
											in the nose —
											that's how they mediate
our sense of smell.
											It turns out they also act
as sensitive chemical sensors
											in many other parts of the body.
											Now, I'm not saying that your liver can
detect the aroma of your morning coffee
											as you walk into the kitchen.
											Rather, after you drink
your morning coffee,
											your liver might use an olfactory receptor
											to chemically detect
the change in concentration
											of a chemical floating
through your bloodstream.
									","
											Pero ¿qué hacen allí?
											Sabemos que los receptores olfativos
actúan como sensores sensibles a químicos
											en la nariz,
											así es como median
nuestro sentido del olfato.
											Resulta que también actúan
como sensores sensitivos a químicos
											en muchas otras partes del cuerpo.
											No estoy diciendo que el hígado pueda
detectar el aroma del café matutino
											cuando entran a la cocina.
											En vez de eso, después de tomar
el café matutino,
											el hígado puede usar un receptor olfativo
											para detectar químicamente
el cambio en la concentración
											de un químico que flota 
por el torrente sanguíneo.
									","
											Que font-ils là ?
											On sait que les récepteurs olfactifs
jouent le rôle de capteurs chimiques
											dans le nez,
											c’est ainsi qu’ils transmettent
les odeurs.
											Il s'avère qu'ils agissent aussi en tant
que capteurs chimiques ultra-sensibles
											dans de nombreuses autres
parties de notre corps.
											Attention, je ne dis pas que votre foie
peut sentir l’arôme de votre café matinal
											lorsque vous entrez dans la cuisine,
											mais plutôt qu'après avoir bu 
votre café matinal,
											votre foie pourrait utiliser
un récepteur olfactif
											pour détecter chimiquement
un changement de concentration
											de produit chimique dans votre sang.
									","
											Peki bu alıcıların orada işi ne?
											Koku alıcılarının burunda
hassas kimyasal sensörler
											olduğunu biliyoruz.
											Koku duyumuzu böyle
harekete geçiriyorlar.
											Vücudun diğer pek çok bölgesinde de
hassas kimyasal sensörler olarak
											görev yaptıkları ortaya çıktı.
											Karaciğerinizin siz mutfağa girerken
sabah kahvenizin aromasını
											duyabileceğini söylemiyorum.
											Sabah kahvenizi içtikten sonra,
											karaciğeriniz bir koku alıcısı kullanarak
											dolaşım sisteminizdeki kimyasal değişmeyi
											kimyasal olarak algılayabilir.
									","You smell with your body, not just your nose",Jennifer Pluznick,7:04,"human body,biology,health,discovery,biomechanics,medical research,medicine,nature,physiology,Senses,science,smell,TEDMED"
