es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","A performance of ""Mathemagic""",Arthur Benjamin,15:14,"education,entertainment,magic,math,performance"
"
											Bien, buenos días damas y caballeros.
											Mi nombre es Art Benjamin y soy ""matemago"".
											Eso quiere decir que combino mi amor por las matemáticas y la magia
											para hacer algo a lo que llamo ""Matemagia"".
											Pero, antes de empezar, tengo una pregunta para el público:
											¿Por casualidad
											ha traído alguien una calculadora?
											Lo digo en serio, si tienen una calculadora, levanten la mano.
									","
											Evet, günaydın bayanlar ve baylar.
											Benim adım Art Benjamin, ve ben bir ""matematik sihirbazı""yım.
											Bu şu anlama geliyor, matematiğe ve sihre olan aşklarımı
											""matematik sihri"" dediğim şeyi yapmak için birleştiriyorum.
											Fakat başlamadan önce, izleyicilere ufak bir sorum var.
											Bir ihtimal, herhangi bir kimse
											bu sabah yanına bir hesap makinesi almış olabilir mi?
											Ciddiyim, eğer yanınızda bir hesap makinesi varsa, elinizi kaldırın, elinizi kaldırın.
									","
											Et bien, bonjour mesdames et messieurs.
											Mon nom est Art Benjamin et je suis un ""mathémagicien.""
											Ceci veut dire que je combine mes passions des maths et de la magie
											pour ainsi donner ce que j'appelle de la ""mathémagie.""
											Mais avant de débuter, j'ai une petite question pour le public.
											Est-ce que par hasard, certains d'entre vous auraient
											apporté ce matin une calculatrice?
											Vraiment, si vous avez une calculatrice avec vous, levez la main bien haut.
									","
											Guten Morgen, meine Damen und Herren.
											Mein Name ist Art Benjamin und ich bin ein ""Mathemagier"".
											Das bedeutet, dass ich meine Liebe zu Mathe und zur Magie verbinde
											um etwas zu machen, das ich ""Mathemagie"" nenne.
											Aber bevor ich loslege, habe ich eine kurze Frage an das Publikum.
											Hat zufällig jemand
											heute Morgen einen Taschenrechner mitgebracht?
											Im Ernst, wenn Sie einen Taschenrechner mit haben, heben Sie Ihre Hand, heben Sie Ihre Hand.
									","A performance of ""Mathemagic""",Arthur Benjamin,15:14,"education,entertainment,magic,math,performance"
"
","
","
","
","A performance of ""Mathemagic""",Arthur Benjamin,15:14,"education,entertainment,magic,math,performance"
"
											¿Levantó la mano?
											Tráigala. ¿Alguien más?
											Veo una allá atrás.
											Con usted, señor, ya van tres.
											¿Alguien más por este lado?
											Muy bien, usted, el del pasillo. ¿Les importaría a los cuatro
											traer sus calculadoras y venir conmigo al escenario?
											Demos un fuerte aplauso a estos voluntarios.
									","
											Ben - aa - elinizi mi kaldırdınız?
											Tamam getirin, getirin. Başka biri?
											Arka tarafta birini gördüm.
											Siz bayım, üç oldu.
											Ve bu tarafta kimse yok mu?
											Tamam, siz, koridordaki. Hesap makinesi olan bu dört kişi
											lütfen hesap makinelerinizi çıkarın, sonra da sahnede bana katılın.
											Ve bu gönüllüleri güzelce bir alkışlayalım.
									","
											Je... est-ce que vous avez levé la main?
											Allez, montrez-vous. Quelqu'un d'autre?
											Je vous une main levée dans le fond là-bas.
											Et vous monsieur... Ça fait trois.
											Y en a-t-il de ce côté?
											Ok, vous là-bas, sur le bord de l'allée. Pouvez-vous, tous les quatre,
											s'il-vous-plaît, venir sur scène avec vos calculatrices? Venez me rejoindre ici.
											Veuillez applaudir bien fort ces volontaires.
									","
											Ich — habe — Ihre Hand hochgegangen?
											Jetzt holen Sie ihn raus. Noch jemand?
											Ich sehe, ich sehe einen ganz hinten.
											Sie da, das sind drei,
											Und jemand auf dieser Seite hier?
											Ok, Sie da drüben am Gang. Würden Sie vier mit den Rechnern
											die Rechner rausholen und dann hier auf die Bühne kommen.
											Und geben wir diesen Freiwilligen einen schönen Applaus.
									","A performance of ""Mathemagic""",Arthur Benjamin,15:14,"education,entertainment,magic,math,performance"
"
","
","
","
","A performance of ""Mathemagic""",Arthur Benjamin,15:14,"education,entertainment,magic,math,performance"
"
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","
											(Applaus)
									","A performance of ""Mathemagic""",Arthur Benjamin,15:14,"education,entertainment,magic,math,performance"
"
","
","
","
","A performance of ""Mathemagic""",Arthur Benjamin,15:14,"education,entertainment,magic,math,performance"
"
											Muy bien. Ya que no he tenido la oportunidad
											de usar estas calculadoras, necesito asegurarme
											de que todas funcionan correctamente.
											¿Alguno de ustedes nos da un número
											de dos dígitos para empezar?
											¿Un número de dos dígitos?
									","
											Tamam. Şimdi, bu hesap makinelerini
											deneme şansım olmadığından,
											hepsinin düzgünce çalıştığından emin olmam gerek.
											Başlangıç olarak biri bize
											iki basamaklı bir sayı söyleyebilir mi?
											İki basamaklı bir sayı?
									","
											Voilà. Bon, puisque je n'ai pas eu la chance
											de vérifier ces calculatrices, je dois m'assurer
											qu'elles fonctionnent toutes correctement.
											Est-ce que quelqu'un pourrait lancer le bal en me donnant
											un nombre à deux chiffres, s'il-vous-plaît?
											Allons, donnez-moi un nombre à deux chiffres.
									","
											Gut. Nun, da ich nicht die Gelegenheit hatte
											mit diesen Rechnern zu arbeiten, muss ich sicherstellen,
											dass sie alle ordentlich funktionieren.
											Würde jemand anfangen und uns bitte eine
											zweistellige Zahl nennen?
											Wie wäre es mit einer zweistelligen Zahl?
									","A performance of ""Mathemagic""",Arthur Benjamin,15:14,"education,entertainment,magic,math,performance"
"
","
","
","
","A performance of ""Mathemagic""",Arthur Benjamin,15:14,"education,entertainment,magic,math,performance"
"
											Público: 22.
									","
											İzleyici: 22.
									","
											Public : 22.
									","
											Publikum: 22.
									","A performance of ""Mathemagic""",Arthur Benjamin,15:14,"education,entertainment,magic,math,performance"
"
","
","
","
","A performance of ""Mathemagic""",Arthur Benjamin,15:14,"education,entertainment,magic,math,performance"
"
											Arthur Benjamin: 22. Y otro número de dos dígitos, ¿Señor?
									","
											Arthur Benjamin: 22. Başka bir iki basamaklı sayı, bayım?
									","
											Arthur Benjamin : 22. Et un autre nombre à deux chiffres. Monsieur?
									","
											Arthur Benjamin: 22. Und noch eine zweistellige Zahl?
									","A performance of ""Mathemagic""",Arthur Benjamin,15:14,"education,entertainment,magic,math,performance"
"
","
","
","
","A performance of ""Mathemagic""",Arthur Benjamin,15:14,"education,entertainment,magic,math,performance"
"
											Público: 47.
									","
											İzleyici: 47.
									","
											Public : 47.
									","
											Publikum: 47.
									","A performance of ""Mathemagic""",Arthur Benjamin,15:14,"education,entertainment,magic,math,performance"
"
","
","
","
","A performance of ""Mathemagic""",Arthur Benjamin,15:14,"education,entertainment,magic,math,performance"
"
											AB: Multipliquen 22 por 47 y asegúrense de que obtienen 1.034,
											si no es así, las calculadoras no funcionan. ¿Todos obtuvieron 1.034? ¿1.034?
									","
											AB: 22 çarpı 47, 1.034 bulmuş olmanız lazım
											yoksa hesap makineleriniz çalışmıyor demektir. Hepiniz 1.034 buldunuz mu? 1.034?
									","
											AB : Multipliez 22 par 47, vous devriez obtenir 1034,
											sinon, les calculatrices ne fonctionnent pas correctement. Vous avez tous 1034? 1034?
									","
											AB: Multiplizieren Sie 22 mit 47, achten Sie darauf dass Sie 1.034 erhalten,
											oder die Rechner funktionieren nicht. Haben sie alle 1.034? 1.034?
									","A performance of ""Mathemagic""",Arthur Benjamin,15:14,"education,entertainment,magic,math,performance"
"
","
","
","
","A performance of ""Mathemagic""",Arthur Benjamin,15:14,"education,entertainment,magic,math,performance"
"
											Mujer: No.
									","
											Kadın: Hayır.
									","
											Femme: Non.
									","
											Frau: Nein.
									","A performance of ""Mathemagic""",Arthur Benjamin,15:14,"education,entertainment,magic,math,performance"
"
","
","
","
","A performance of ""Mathemagic""",Arthur Benjamin,15:14,"education,entertainment,magic,math,performance"
"
											AB: 594. Demos un gran aplauso a tres de ellos.
									","
											AB: 594. Diğer üçünü alkışlayalım.
									","
											AB : 594. Veuillez applaudir bien fort les trois autres.
									","
											AB: 594. Geben wir drei von ihnen einen schönen Applaus.
									","A performance of ""Mathemagic""",Arthur Benjamin,15:14,"education,entertainment,magic,math,performance"
"
","
","
","
","A performance of ""Mathemagic""",Arthur Benjamin,15:14,"education,entertainment,magic,math,performance"
"
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","
											(Applaus)
									","A performance of ""Mathemagic""",Arthur Benjamin,15:14,"education,entertainment,magic,math,performance"
"
","
","
","
","A performance of ""Mathemagic""",Arthur Benjamin,15:14,"education,entertainment,magic,math,performance"
"
											¿Le gustaría probar con una calculadora mejor, por si acaso?
											De acuerdo, muy bien.
											Lo que voy a intentar hacer ahora...
											He notado que a alguno de ustedes le ha llevado un poco de tiempo contestar.
											Esta bien. Les daré un atajo para multiplicar
											más rápido en la calculadora.
											Hay algo llamado el cuadrado de un número,
											lo que muchos de ustedes ya conocen y que consiste en tomar un número
											y multiplicarlo por sí mismo.
											Por ejemplo, cinco elevado al cuadrado, ¿sería?
									","
											Daha standart bir hesap makinesi kullanmak ister misiniz, ne olur ne olmaz?
											Tamam, harika
											Yapmayı deneyeceğim şey —
											Gördüğüm kadarıyla cevabı almak bazılarınızın biraz vaktini aldı.
											Sorun değil. Hesap makinesinde daha hızlı çarpma yapmanız için
											size bir kısayol göstereceğim.
											Bir sayının karesi denen şey,
											çoğunuzun bildiği gibi bir sayıyı alıp
											kendisiyle çarpmaktır.
											Örnek olarak, 5'in karesi?
									","
											Voudriez-vous essayer une calculatrice plus classique?
											OK, parfait.
											Ce que je vais tenter de faire alors —
											J'ai remarqué que certains d'entre vous ont pris un instant avant d'obtenir une réponse.
											Pas de problème, je vais vous donner un tuyau pour multiplier
											encore plus rapidement sur la calculatrice.
											Ce que l'on appelle le carré d'un nombre,
											consiste, comme vous le savez surement, à prendre ce nombre
											et à le multiplier par lui-même.
											Par exemple, cinq au carré donnerait?
									","
											Würden Sie lieber einen einfacheren Rechner benutzen, nur für den Fall?
											Ok, großartig.
											Was ich versuchen werde —
											Ich merkte, dass einige von Ihnen ein bisschen brauchten, bis sie auf die Antwort kamen.
											Das ist ok. Ich zeige Ihnen eine Abkürzung wie Sie noch schneller
											auf dem Rechner multiplizieren können.
											Es gibt etwas, das man das Quadrat einer Zahl nennt,
											was, wie sie wissen, bedeutet, dass man eine Zahl nimmt,
											und mit sich selbst multipliziert.
											Was, zum Beispiel, wäre 5 zum Quadrat?
									","A performance of ""Mathemagic""",Arthur Benjamin,15:14,"education,entertainment,magic,math,performance"
"
","
","
","
","A performance of ""Mathemagic""",Arthur Benjamin,15:14,"education,entertainment,magic,math,performance"
"
											Público: 25
									","
											İzleyiciler: 25.
									","
											Public : 25.
									","
											Publikum: 25.
									","A performance of ""Mathemagic""",Arthur Benjamin,15:14,"education,entertainment,magic,math,performance"
