en,es,fr,tr,title,speaker,duration,tags
"
","
","
","
",Be humble — and other lessons from the philosophy of water,Raymond Tang,9:42,"humanity,personal growth,success,motivation,philosophy,water"
"
											You may know this feeling:
											you wake up to multiple unread
notifications on your mobile phone.
											Your calendar is already
packed with meetings,
											sometimes double- or triple-booked.
											You feel engaged, you feel busy.
											In fact, you feel productive.
											But at the end of it all,
something still feels missing.
											You try to figure out what it is.
											But before you do,
											the next day starts all over again.
											That was how I felt two years ago.
											I felt stressed; I felt anxious.
											I felt a bit trapped.
											The world around me
was moving very quickly.
											And I didn't know what to do.
											I started wondering to myself:
											How do I keep up with all this?
											How do we find fulfillment
											in a world that's literally changing
as fast as we can think,
											or maybe even faster?
									","
											Puede que conozcan este sentimiento:
											se despiertan con múltiples notificaciones
sin leer en su teléfono móvil.
											Su calendario ya está lleno de reuniones,
											a veces con reserva doble o triple.
											Se sienten comprometidos,
se sienten ocupados.
											De hecho, se sienten productivos.
											Pero al final de todo, 
aún sienten que algo falta.
											Intentan descubrir qué es,
											pero antes de hacerlo,
											el día siguiente comienza de nuevo.
											Así era como me sentía hace dos años.
											Me sentía estresado y ansioso.
											Me sentía un poco atrapado.
											El mundo a mi alrededor
se movía muy rápido
											y no sabía qué hacer.
											Empecé a preguntarme:
											¿Cómo me mantengo al día con todo esto?
											¿Cómo encontramos la realización
											en un mundo que está
literalmente cambiando
											tan rápido como podemos pensar,
											o incluso quizá más rápido?
									","
											Vous connaissez peut-être ce sentiment :
											au réveil, vous avez
de multiples notifications non lues
											sur votre téléphone.
											Votre calendrier est plein de réunions,
											avec parfois deux ou trois
réunions en parallèle.
											Vous vous sentez actif, occupé.
											Vous vous sentez productif.
											Mais au final, vous avez l'impression
qu'il vous manque quelque chose.
											Vous essayez de trouver quoi.
											Mais avant de trouver,
											le jour suivant démarre,
c'est à nouveau la même chose.
											Voilà comment je me sentais
il y a deux ans.
											J'étais stressé, j'étais anxieux.
											Je me sentais pris au piège.
											Le monde autour de moi
allait à toute allure.
											J'ignorais quoi faire.
											J'ai commencé à me demander :
											comment maintenir la cadence ?
											Comment trouver l'épanouissement
											dans un monde qui change littéralement
à la vitesse de notre pensée,
											voire peut-être plus vite ?
									","
											Şu hissi bilirsiniz;
											telefonunuzda bir sürü okunmamış
bildirimle uyanırsınız.
											Takviminiz toplantılarla dolu
											ve saatleri birbiryle çakışıyor.
											Kendinizi meşgul, yoğun hissediyorsunuz.
											Aslında üretken hissediyorsunuz.
											Yine de işin sonunda
bir şeyler eksik gibi hissediyorsunuz.
											Ne olduğunu anlamaya çalışıyorsunuz.
											Ama daha düşünme fırsatı bulmadan
											ertesi gün her şey yeniden başlıyor.
											İşte iki yıl önce böyleydim.
											Stresli ve gergin hissediyordum,
											kapana kıstırılmış gibi.
											Dünya çok hızlı dönüyordu
											ve ne yapacağımı bilmiyordum.
											Merak etmeye başladım;
											Bütün bunlarla nasıl başa çıkacağım?
											Tam anlamıyla
düşünebildiğimiz kadar hızlı,
											hatta belki daha da hızlı değişen
											bu dünyadaki eksikliği nasıl doldururuz?
									",Be humble — and other lessons from the philosophy of water,Raymond Tang,9:42,"humanity,personal growth,success,motivation,philosophy,water"
"
","
","
","
",Be humble — and other lessons from the philosophy of water,Raymond Tang,9:42,"humanity,personal growth,success,motivation,philosophy,water"
"
											I started looking for answers.
											I spoke to many people,
I spoke to my friends,
											I spoke to my family.
											I even read many self-help books.
											But I couldn't find anything satisfactory.
											In fact, the more self-help books I read,
											the more stressed and anxious I became.
									","
											Empecé a buscar respuestas.
											Hablé con muchas personas;
											mis amigos y familiares.
											Incluso leí muchos libros de autoayuda.
											Pero no pude encontrar nada satisfactorio.
											De hecho, cuantos más
libros de autoayuda leía,
											más estresado y ansioso me volvía.
									","
											J'ai cherché des réponses.
											J'ai parlé à beaucoup de gens,
j'ai parlé à mes amis,
											j'ai parlé à ma famille.
											J'ai lu beaucoup de livres
de développement personnel.
											Mais je n'ai rien trouvé de satisfaisant.
											Plus je lisais de livres
de développement personnel,
											plus je devenais stressé et anxieux.
									","
											Cevap aramaya başlamıştım.
											Bu konuda insanlarla, arkadaşlarımla,

											ailemle konuştum.
											Kişisel gelişim kitapları bile okudum.
											Ama tatmin edici hiçbir şey bulamadım.
											Aslında ne kadar 
kişisel gelişim kitabı okuduysam,
											daha stresli ve gergin
hissetmeye başladım.
									",Be humble — and other lessons from the philosophy of water,Raymond Tang,9:42,"humanity,personal growth,success,motivation,philosophy,water"
"
","
","
","
",Be humble — and other lessons from the philosophy of water,Raymond Tang,9:42,"humanity,personal growth,success,motivation,philosophy,water"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Kahkahalar)
									",Be humble — and other lessons from the philosophy of water,Raymond Tang,9:42,"humanity,personal growth,success,motivation,philosophy,water"
"
","
","
","
",Be humble — and other lessons from the philosophy of water,Raymond Tang,9:42,"humanity,personal growth,success,motivation,philosophy,water"
"
											It was like I was feeding
my mind with junk food,
											and I was becoming mentally obese.
									","
											Era como si estuviera alimentando
mi mente con comida chatarra
											y me estaba volviendo
mentalmente obeso.
									","
											C'était comme nourrir
mon esprit de cochonneries
											et je devenais mentalement obèse.
									","
											Zihnimi abur cuburlarla 
besliyormuş gibi hissediyordum
											ve zihnen obez olma yolundaydım.
									",Be humble — and other lessons from the philosophy of water,Raymond Tang,9:42,"humanity,personal growth,success,motivation,philosophy,water"
"
","
","
","
",Be humble — and other lessons from the philosophy of water,Raymond Tang,9:42,"humanity,personal growth,success,motivation,philosophy,water"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Kahkahalar)
									",Be humble — and other lessons from the philosophy of water,Raymond Tang,9:42,"humanity,personal growth,success,motivation,philosophy,water"
"
","
","
","
",Be humble — and other lessons from the philosophy of water,Raymond Tang,9:42,"humanity,personal growth,success,motivation,philosophy,water"
"
											I was about to give up,
											until one day, I found this.
											""The Tao Te Ching:
The Book of the Way and Its Virtue.""
											This is an ancient Chinese
philosophy classic
											that was written
more than 2,600 years ago.
											And it was by far the thinnest
and the smallest book on the bookshelf.
											It only had 81 pages.
											And each page had a short poem.
											I remember I flipped
to one particular poem.
											Here it is.
											It's beautiful, isn't it?
									","
											Estaba a punto de darme por vencido,
											hasta que un día encontré esto.
											""El Tao Te Ching: El libro
del camino y la virtud"".
											Este es un clásico de la
filosofía china antigua
											escrito hace más de 2600 años
											y, por mucho, era el libro más
delgado y pequeño en la estantería.
											Solo tenía 81 páginas
											y cada página tenía un corto poema.
											Recuerdo que me encontré
con un poema en particular.
											Aquí está.
											Es hermoso, ¿verdad?
									","
											J'allais abandonner
											lorsqu'un jour, j'ai découvert ceci.
											« Le Dao de jing :
le livre de la voie et de la vertu ».
											C'est un ancien classique
de la philosophie chinoise
											qui a été écrit il y a plus de 2 600 ans.
											C'était de loin le livre le plus fin
et le plus petit sur toute l'étagère.
											Il n'avait que 81 pages.
											Sur chaque page,
il y avait un court poème.
											Je me souviens avoir tourné les pages
jusqu'à un poème en particulier.
											Le voici.
											C'est beau, n'est-ce pas ?
									","
											Pes etmek üzereydim.
											Ta ki bir gün bunu bulana kadar.
											""Tao Te Ching: Yol ve Erdemin Kitabı.""
											Bu kitap 2.600 yılı aşkın 
bir süre önce yazılmış
											eski Çin felsefesi klasiklerinden.
											Kitap raflarındaki en küçük ve ince kitap.
											Sadece 81 sayfalık.
											Her sayfada kısa bir şiir var.
											Özellikle bir tanesine denk
geldiğimi hatırlıyorum.
											İşte burada...
											Çok güzel, değil mi?
									",Be humble — and other lessons from the philosophy of water,Raymond Tang,9:42,"humanity,personal growth,success,motivation,philosophy,water"
"
","
","
","
",Be humble — and other lessons from the philosophy of water,Raymond Tang,9:42,"humanity,personal growth,success,motivation,philosophy,water"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Kahkahalar)
									",Be humble — and other lessons from the philosophy of water,Raymond Tang,9:42,"humanity,personal growth,success,motivation,philosophy,water"
"
","
","
","
",Be humble — and other lessons from the philosophy of water,Raymond Tang,9:42,"humanity,personal growth,success,motivation,philosophy,water"
"
											Let me read it out to you.
									","
											Permítanme que se los lea.
									","
											Laissez-moi vous le lire.
									","
											Yüksek sesle okuyayım.
									",Be humble — and other lessons from the philosophy of water,Raymond Tang,9:42,"humanity,personal growth,success,motivation,philosophy,water"
"
","
","
","
",Be humble — and other lessons from the philosophy of water,Raymond Tang,9:42,"humanity,personal growth,success,motivation,philosophy,water"
"
											""The supreme goodness is like water.
											It benefits all things without contention.
											In dwelling, it stays grounded.
											In being, it flows to depths.
											In expression, it is honest.
											In confrontation, it stays gentle.
											In governance, it does not control.
											In action, it aligns to timing.
											It is content with its nature
											and therefore cannot be faulted.""
									","
											""La bondad suprema es como el agua.
											Beneficia a todas las
cosas sin contención.
											En la vivienda, se mantiene firme.
											En el ser, fluye a las profundidades.
											En la expresión, es honesta.
											En el enfrentamiento, se mantiene amable.
											En el gobierno, no controla.
											En acción, se alinea con el tiempo.
											Está contenta con su naturaleza
											y por lo tanto es incuestionable"".
									","
											« La bonté suprême est comme l'eau
											qui favorise tout
et ne rivalise avec rien.
											Sa demeure est bien ancrée.
											Son cœur est profond.
											Sa parole est fidèle.
											Sa tendresse résiste au conflit.
											Son gouvernance est sans manipulation.
											En action elle respecte le temps.
											Elle est satisfaite avec elle-même.
											Elle est irréprochable. »
									","
											""Kutsal iyilik su gibidir.
											Karşı çıkmadan fayda sağlar.
											Meskeni topraktır.
											Kendiliğinden akar gider.
											İfadelerinde dürüsttür.
											Çatışmalarında naziktir.
											Yönetiminde kontrol yoktur.
											Eylemlerinde dakiktir.
											Kendisiyle mutludur.
											Bu yüzden yadsınamaz.""
									",Be humble — and other lessons from the philosophy of water,Raymond Tang,9:42,"humanity,personal growth,success,motivation,philosophy,water"
"
","
","
","
",Be humble — and other lessons from the philosophy of water,Raymond Tang,9:42,"humanity,personal growth,success,motivation,philosophy,water"
"
											Wow! I remember
when I first read this passage.
											I felt the biggest chills down my spine.
											I still feel that today,
reading it to you guys.
											My anxiety and stress
just suddenly disappeared.
											Ever since that day,
											I've been trying to apply the concepts
in this passage to my day-to-day life.
											And today, I'd like to share with you
three lessons I learned so far
											from this philosophy of water —
											three lessons that I believe
have helped me find greater fulfillment
											in almost everything that I do.
									","
											¡Guau! Recuerdo cuando leí
este pasaje por primera vez.
											Sentí los escalofríos 
más fuertes en mi columna.
											Todavía lo siento hoy,
al leérselo a Uds.
											Mi ansiedad y estrés 
de repente desaparecieron.
											Desde ese día,
											he tratado de aplicar los conceptos
de este pasaje a mi vida cotidiana
											y hoy me gustaría compartir con Uds.
											tres lecciones que 
he aprendido hasta ahora
											de esta filosofía del agua.
									","
											Je me souviens de la première fois
où j'ai lu ce passage.
											J'ai senti des frissons
tout le long de ma colonne vertébrale.
											J'en ressens encore aujourd'hui
en vous lisant cela.
											Mon anxiété et mon stress
ont soudainement disparu.
											Depuis ce jour-là,
											j'essaye d'appliquer les concepts
de ce passage à ma vie quotidienne.
											J'aimerais partager avec vous
trois leçons que j'ai apprises,
											découlant de cette philosophie de l'eau —
											trois leçons qui, je crois,
m'ont aidé à mieux m'épanouir
											dans presque tout ce que je fais.
									","
											Vay canına! Bu parçayı ilk okuduğum
zamanı hatırlıyorum.
											Tüylerim diken diken olmuştu.
											Bugün sizlere okurken bile
aynısını hissediyorum.
											Kaygılarım ve stresim birden yok oldu.
											O günden beri,
											şiirdeki temayı günlük hayatıma 
uygulamaya çalışıyorum.
											Bugün sizlerle 
su felsefesinden öğrendiğim
											ve yaptığım hemen her şeyde
											daha fazla mutluluk bulmama yardım eden
											üç önemli şeyi paylaşmak istiyorum.
									",Be humble — and other lessons from the philosophy of water,Raymond Tang,9:42,"humanity,personal growth,success,motivation,philosophy,water"
"
","
","
","
",Be humble — and other lessons from the philosophy of water,Raymond Tang,9:42,"humanity,personal growth,success,motivation,philosophy,water"
"
											The first lesson is about humility.
											If we think about water
flowing in a river,
											it is always staying low.
											It helps all the plants grow
and keeps all the animals alive.
											It doesn't actually draw
any attention to itself,
											nor does it need
any reward or recognition.
											It is humble.
											But without water's humble contribution,
											life as we know it may not exist.
											Water's humility taught me
a few important things.
											It taught me that instead of acting
like I know what I'm doing
											or I have all the answers,
											it's perfectly OK to say,
											""I don't know.
											I want to learn more,
											and I need your help.""
									","
											Tres lecciones que creo
que me han ayudado
											a encontrar una mayor satisfacción
											en casi todo lo que hago.
											La primera lección es sobre la humildad.
											Si pensamos en el agua
que fluye en un río,
											siempre permanece baja.
											Ayuda a todas las plantas a crecer 
y mantiene vivos a todos los animales.
											De hecho, no llama 
la atención sobre sí misma,
											ni necesita ninguna recompensa
o reconocimiento.
											Es humilde.
											No obstante, sin la humilde
contribución del agua,
											la vida tal como la conocemos
podría no existir.
											La humildad del agua me enseñó
algunas cosas importantes.
											Me enseñó que en lugar de actuar
como si supiera lo que estoy haciendo,
											o que tengo todas las respuestas,
											está perfectamente bien decir:
											""No sé.
											Quiero aprender más
											y necesito tu ayuda"".
									","
											Pour la première leçon,
il est question d'humilité.
											Si nous pensons à l'eau
s'écoulant comme une rivière,
											elle fait toujours profil bas.
											Elle aide les plantes à grandir
et garde les animaux en vie.
											Elle n'attire pas l'attention sur elle
											et n'a pas besoin de récompense
ou de reconnaissance.
											Elle est humble.
											Mais sans l'humble contribution de l'eau,
											la vie telle que nous la connaissons
ne pourrait pas exister.
											L'humilité de l'eau m'a appris
quelques choses importantes.
											Elle m'a appris qu'au lieu d'agir
comme si je savais ce que je faisais
											ou que j'avais toutes les réponses,
											il est tout à fait acceptable de dire :
											« Je ne sais pas.
											Je veux apprendre plus
											et j'ai besoin de ton aide. »
									","
											Bunlardan ilki alçak gönüllülük.
											Nehirdeki suyu ele alalım.
											Hep alçaktan akar.
											Bitkilerin büyümesini,
hayvanların hayatta kalmasını sağlar.
											Dikkati üzerine çekmez
											ya da hiçbir ödül 
ve farkındalığa ihtiyacı yoktur.
											Su mütevazıdır.
											Ama suyun mütevazı katkısı olmadan
											şu an bildiğimiz hayat olmazdı.
											Suyun alçak gönüllülüğü 
bana birkaç önemli şey öğretti.
											""Ne yaptığımı biliyorum,
her şeyin cevabına sahibim.""
											diye düşünmek yerine
											""Bilmiyorum.
											Daha fazla öğrenmek istiyorum
											ve yardımına ihtiyacım var.""
											demenin tamamen normal olduğunu gösterdi.
									",Be humble — and other lessons from the philosophy of water,Raymond Tang,9:42,"humanity,personal growth,success,motivation,philosophy,water"
"
","
","
","
",Be humble — and other lessons from the philosophy of water,Raymond Tang,9:42,"humanity,personal growth,success,motivation,philosophy,water"
"
											It also taught me that, instead
of promoting my glory and success,
											it is so much more satisfying to promote
the success and glory of others.
											It taught me that, instead of doing things
where I can get ahead,
											it so much more fulfilling and meaningful
											to help other people overcome
their challenges so they can succeed.
											With a humble mindset,
											I was able to form a lot richer
connections with the people around me.
											I became genuinely interested
in the stories and experiences
											that make them unique and magical.
											Life became a lot more fun,
											because every day I'd discover
new quirks, new ideas
											and new solutions to problems
I didn't know before,
											all thanks to the ideas
and help from others.
											All streams eventually flow to the ocean
											because it is lower than them.
											Humility gives water its power.
											But I think it gives us the capacity
to remain grounded,
											to be present,
											to learn from and be transformed by
the stories of the people around us.
									","
											También me enseñó que en lugar
de promover mi gloria y éxito,
											es mucho más satisfactorio promover
el éxito y la gloria de los demás.
											Me enseñó que en lugar de hacer cosas
que me permitan tomar la delantera,
											es mucho más satisfactorio y significativo
											ayudar a otras personas a superar sus
desafíos, para que puedan tener éxito.
											Con una mentalidad humilde,
											pude formar conexiones mucho más
ricas con las personas que me rodeaban.
											Me interesé genuinamente
por las historias y experiencias
											que los hacen únicos y mágicos.
											La vida se hizo más divertida,
											porque cada día descubría
nuevas peculiaridades,
											nuevas ideas y nuevas soluciones
a problemas que no conocía antes.
											Todo gracias a las ideas
y la ayuda de los demás.
											Todas las corrientes al final
fluyen hacia el océano
											porque es más bajo que ellas.
											La humildad le da al agua su poder.
											Pero creo que nos da la capacidad
de mantenernos firmes,
											de estar presentes,
											de aprender y ser transformados por las
historias de las personas que nos rodean.
									","
											Elle m'a aussi appris qu'au lieu
de promouvoir ma gloire et mon succès,
											il est plus satisfaisant de promouvoir
le succès et la gloire des autres.
											Elle m'a appris qu'au lieu de faire
des choses où je peux avancer,
											il est bien plus épanouissant et important
											d'aider les autres à surmonter
leurs défis afin qu'ils réussissent.
											Avec un état d'esprit humble,
											j'ai pu former des liens plus riches
avec les gens qui m'entourent.
											Je me suis véritablement intéressé
aux histoires et aux expériences
											qui les rendent uniques et magiques.
											La vie est plus amusante
											car j'ai découvert chaque jour
de nouvelles bizarreries et idées,
											des solutions auparavant ignorées
face à certains problèmes,
											tout cela grâce aux idées
et à l'aide des autres.
											Tous les ruisseaux finissent
par se jeter à l'océan
											car il est plus bas qu'eux.
											L'humilité donne son pouvoir à l'eau.
											Mais je crois qu'elle nous donne
la capacité à garder les pieds sur Terre,
											à être présent,
											à apprendre et à être transformé
par les histoires des gens nous entourant.
									","
											Ayrıca bana, kendi başarımı 
ve zaferimi yüceltmek yerine
											başkalarınınkinden daha çok 
zevk almayı öğretti.
											Beni öne geçirecek şeyleri yapmaktansa,
											başkalarının zorlukların 
üstesinden gelmesinde
											onlara yardım etmenin daha anlamlı
ve tatmin edici olduğunu öğretti.
											Mütevazı bir zihinle,
											etrafımdaki insanlarla daha
güçlü bağlar kurabiliyordum.
											Onları özel ve büyülü kılan 
yaşantı ve deneyimlere
											gerçekten çok ilgi duyuyordum.
											Hayat daha eğlenceli oldu
											çünkü her gün daha önceden 
hiç bilmediğim gariplikler,
											fikirler keşfedip
sorunlara çözümler buluyordum.
											Bunu başkalarının fikir 
ve yardımlarına borçluyum.
											Bütün akarsular en sonunda okyanusa ulaşır
											çünkü okyanus onlardan alçaktadır.
											Suya gücünü veren alçak gönüllülüktür.
											Ama ben suyun bize 
denge ve yaşamı sağladığını,
											etrafımızdaki insanların 
yaşantılarından bir şeyler öğrenip
											değişim yapma yetisini
verdiğini düşünüyorum.
									",Be humble — and other lessons from the philosophy of water,Raymond Tang,9:42,"humanity,personal growth,success,motivation,philosophy,water"
"
","
","
","
",Be humble — and other lessons from the philosophy of water,Raymond Tang,9:42,"humanity,personal growth,success,motivation,philosophy,water"
