en,es,fr,title,speaker,duration,tags
"
","
","
",The future of psychedelic-assisted psychotherapy,Rick Doblin,16:32,"science,mental health,medical research,depression,medicine,health,chemistry,health care,brain,neuroscience,PTSD,pharmaceuticals"
"
											Preparing for this talk
has been scarier for me
											than preparing for LSD therapy.
									","
											Prepararme para esta charla 
me ha dado más miedo
											que la preparación para la terapia con LSD.
									","
											Me préparer pour ce discours
a été pour moi plus effrayant
											que de me préparer
à un traitement sous LSD.
									",The future of psychedelic-assisted psychotherapy,Rick Doblin,16:32,"science,mental health,medical research,depression,medicine,health,chemistry,health care,brain,neuroscience,PTSD,pharmaceuticals"
"
","
","
",The future of psychedelic-assisted psychotherapy,Rick Doblin,16:32,"science,mental health,medical research,depression,medicine,health,chemistry,health care,brain,neuroscience,PTSD,pharmaceuticals"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									",The future of psychedelic-assisted psychotherapy,Rick Doblin,16:32,"science,mental health,medical research,depression,medicine,health,chemistry,health care,brain,neuroscience,PTSD,pharmaceuticals"
"
","
","
",The future of psychedelic-assisted psychotherapy,Rick Doblin,16:32,"science,mental health,medical research,depression,medicine,health,chemistry,health care,brain,neuroscience,PTSD,pharmaceuticals"
"
											""Psychedelics are to the study of the mind
											what the microscope is to biology
											and the telescope is to astronomy.""
											Dr. Stanislav Grof spoke those words.
											He's one of the leading
psychedelic researchers in the world,
											and he's also been my mentor.
											Today, I'd like to share with you
how psychedelics, when used wisely,
											have the potential to help heal us,
											help inspire us,
											and perhaps even to help save us.
									","
											""Las drogas psicodélicas 
son para el estudio de la mente
											lo que el microscopio para la biología
											y lo que el telescopio 
es para la astronomía"".
											El Dr. Stanislav Grof 
pronunció esas palabras.
											Es uno de los principales investigadores 
de drogas psicodélicas del mundo
											y también ha sido mi mentor.
											Me gustaría compartir con Uds. cómo 
las drogas psicodélicas usadas sabiamente
											tienen el potencial de contribuir 
a nuestra sanación,
											de ayudarnos a inspirarnos,
											y tal vez incluso 
de ayudarnos a salvarnos.
									","
											« Les drogues psychédéliques sont
à l'étude de l'esprit
											ce que le microscope est à la biologie
											et ce que le télescope
est à l'astronomie. »
											Le docteur Stanislav Grof
a prononcé ces mots.
											C'est un des principaux chercheurs 
en psychédélisme dans le monde,
											il a aussi été mon mentor.
											J'aimerais vous montrer que les drogues
psychédéliques, utilisées à bon escient,
											ont le potentiel de nous aider à guérir,
											à être inspirés,
											et peut-être à nous sauver nous-même.
									",The future of psychedelic-assisted psychotherapy,Rick Doblin,16:32,"science,mental health,medical research,depression,medicine,health,chemistry,health care,brain,neuroscience,PTSD,pharmaceuticals"
"
","
","
",The future of psychedelic-assisted psychotherapy,Rick Doblin,16:32,"science,mental health,medical research,depression,medicine,health,chemistry,health care,brain,neuroscience,PTSD,pharmaceuticals"
"
											In the 1950s and 60s,
											psychedelic research flourished
all over the world
											and showed great promise
for the fields of psychiatry,
											psychology and psychotherapy,
											neuroscience and the study
of mystical experiences.
											But psychedelics leaked out
of the research settings
											and began to be used
by the counterculture,
											and by the anti-Vietnam War movement.
											And there was unwise use.
											And so there was a backlash.
											And in 1970, the US government
criminalized all uses of psychedelics,
											and they began shutting down
all psychedelic research.
											And this ban spread all over the world
and lasted for decades.
											and it was tragic,
											since psychedelics are really just tools,
											and whether their outcomes
are beneficial or harmful
											depends on how they're used.
									","
											En los años 50 y 60,
											la investigación psicodélica 
floreció en todo el mundo
											y demostró ser prometedora 
en los campos de la psiquiatría,
											psicología y psicoterapia,
											la neurociencia y el estudio 
de las experiencias místicas.
											Pero las drogas psicodélicas se filtraron
al margen de entornos de investigación
											y comenzaron a ser utilizadas 
por la contracultura,
											y por el movimiento 
contra la guerra de Vietnam.
											Y hubo un uso imprudente.
											Y de ahí surgió una reacción violenta.
											En 1970, el gobierno de EE. UU. 
penalizó todo uso de drogas psicodélicas
											y comenzaron a cerrar 
toda investigación psicodélica.
											Y esta prohibición se extendió 
por todo el mundo y duró décadas
											y fue trágico,
											ya que las drogas psicodélicas 
son realmente solo herramientas,
											y que sus resultados 
sean beneficiosos o perjudiciales
											depende siempre de cómo se usen.
									","
											Dans les années 50 et 60,
											la recherche sur le psychédélisme
a prospéré dans le monde
											et a été très prometteuse
dans les domaines de la psychiatrie,
											de la psychologie, de la psychothérapie,
											de la neuroscience et 
de l'étude des expériences mystiques.
											Mais les drogues psychédéliques 
sont sorties du cadre de la recherche
											et ont commencé à être utilisées
dans la contre-culture
											et par les opposants
à la guerre du Vietnam.
											Pas toujours à bon escient.
											Il y eut donc des répercussions.
											Le gouvernement américain a criminalisé
en 1970 l'usage de drogues psychédéliques
											et ils ont coupé toutes
les recherches sur le sujet.
											Cette prohibition s'est étendue dans
le monde entier et sur des décennies.
											Elle a été dramatique :
											les drogues psychédéliques
ne sont que des outils,
											leurs bénéfices ou leurs effets nocifs
											dépendent de la façon
dont elles sont utilisées.
									",The future of psychedelic-assisted psychotherapy,Rick Doblin,16:32,"science,mental health,medical research,depression,medicine,health,chemistry,health care,brain,neuroscience,PTSD,pharmaceuticals"
"
","
","
",The future of psychedelic-assisted psychotherapy,Rick Doblin,16:32,"science,mental health,medical research,depression,medicine,health,chemistry,health care,brain,neuroscience,PTSD,pharmaceuticals"
"
											Psychedelic means ""mind-manifesting,""
											and it relates to drugs
like LSD, psilocybin, mescaline,
											iboga and other drugs.
											When I was 18 years old,
											I was a college freshman,
											I was experimenting
with LSD and mescaline,
											and these experiences
brought me in touch with my emotions.
											And they helped me have
a spiritual connection
											that unfortunately,
my bar mitzvah did not produce.
									","
											Psicodélico significa 
""manifestación de la mente"".
											y se relaciona con drogas 
como el LSD, psilocibina, mescalina,
											iboga y otras drogas.
											Cuando tenía 18 años,
											siendo estudiante 
de primer año de la universidad,
											experimentaba con LSD y mescalina.
											Y estas experiencias me pusieron 
en contacto con mis emociones.
											Y me ayudaron a tener 
una conexión espiritual
											que desafortunadamente, 
mi Bar Mitzvah no me produjo.
									","
											Psychédélique veut dire
« ce que montre l'esprit »
											et se rapporte aux drogues comme
la LSD, la psilocybine, la mescaline,
											l'iboga et d'autres drogues.
											Quand j'avais 18 ans,
											j'étais étudiant en première année,
											je testais la LSD et la mescaline.
											Et ces expériences m'ont mis
en contact avec mes émotions.
											Ils m'ont aidé à développer
un lien spirituel
											que ma Bar Mitzvah n'avait
malheureusement pas déclenché.
									",The future of psychedelic-assisted psychotherapy,Rick Doblin,16:32,"science,mental health,medical research,depression,medicine,health,chemistry,health care,brain,neuroscience,PTSD,pharmaceuticals"
