es,pt,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Why Google Glass?,Sergey Brin,7:15,"culture,design,interface design,technology"
"
											Bien, es genial estar de regreso en TED.
											¿Por qué no comenzamos simplemente con el video?
									","
											Ok, é ótimo estar de volta à TED.
											Porque não começar com um vídeo?
									","
											Okay, it's great to be back at TED.
											Why don't I just start by firing away with the video?
									","
											C'est génial d'être de retour à TED.
											Je propose de commencer par cette vidéo.
									","
											Okay, ich bin froh, wieder bei TED zu sein.
											Fangen wir gleich mit dem Video an.
									",Why Google Glass?,Sergey Brin,7:15,"culture,design,interface design,technology"
"
","
","
","
","
",Why Google Glass?,Sergey Brin,7:15,"culture,design,interface design,technology"
"
											(Música)
									","
											(música)
									","
											(Music)
									","
											(Musique)
									","
											(Musik)
									",Why Google Glass?,Sergey Brin,7:15,"culture,design,interface design,technology"
"
","
","
","
","
",Why Google Glass?,Sergey Brin,7:15,"culture,design,interface design,technology"
"
											(Video) Hombre: Bien, Glass, graba un video.
									","
											Ok Glass, grava um vídeo.
									","
											(Video) Man: Okay, Glass, record a video.
									","
											(Vidéo) Voix d'homme :
Ok, Glass, enregistre une vidéo.
									","
											(Video) Mann: Okay, Glass, zeichne Video auf.
									",Why Google Glass?,Sergey Brin,7:15,"culture,design,interface design,technology"
"
","
","
","
","
",Why Google Glass?,Sergey Brin,7:15,"culture,design,interface design,technology"
"
											Mujer: Llegó el momento.
A escena en dos minutos.
									","
											Mulher: É agora. Entramos daqui a dois minutos.
									","
											Woman: This is it. We're on in two minutes.
									","
											Voix de femme :
Ça y est, on commence dans deux minutes.
									","
											Frau: Auf geht's! In zwei Minuten geht's los.
									",Why Google Glass?,Sergey Brin,7:15,"culture,design,interface design,technology"
"
","
","
","
","
",Why Google Glass?,Sergey Brin,7:15,"culture,design,interface design,technology"
"
											Hombre 2: Glass, Hangout
con el Club de Vuelo.
									","
											Homem 2: Ok, Glass, acompanha o Clube de Voo.
									","
											Man 2: Okay Glass, hang out with The Flying Club.
									","
											Voix d'homme n°2 :
Ok Glass, connecte moi à l'aéroclub.
									","
											Mann 2: Okay, Glass, Verbindung mit dem Fliegerklub.
									",Why Google Glass?,Sergey Brin,7:15,"culture,design,interface design,technology"
"
","
","
","
","
",Why Google Glass?,Sergey Brin,7:15,"culture,design,interface design,technology"
"
											Hombre 3: Google:
""fotos de cabezas de tigre"". Mmm.
									","
											Homem 3: Procura ""fotos de cabeças de tigres"". Hum.
									","
											Man 3: Google ""photos of tiger heads."" Hmm.
									","
											Voix d'homme n°3 : Cherche dans Google :
« photos de tête de tigre. » Hum.
									","
											Mann 3: Google ""Fotos von Tigerköpfen"". Hmm.
									",Why Google Glass?,Sergey Brin,7:15,"culture,design,interface design,technology"
"
","
","
","
","
",Why Google Glass?,Sergey Brin,7:15,"culture,design,interface design,technology"
"
											Hombre 4: ¿Estás listo?
¿Estás listo? (Ladrido)
									","
											Homem 4: Preparado? Estás preparado? (latidos)
									","
											Man 4: You ready? You ready? (Barking)
									","
											Voix d'homme n°4 :
Tu es prêt ? Tu es prêt ? (Aboiements)
									","
											Mann 4: Bist du bereit? Bist du bereit? (Bellen)
									",Why Google Glass?,Sergey Brin,7:15,"culture,design,interface design,technology"
"
","
","
","
","
",Why Google Glass?,Sergey Brin,7:15,"culture,design,interface design,technology"
"
											Mujer 2: Allí mismo.
Bien, Glass, toma una foto.
									","
											Mulher 2: É mesmo aí. Ok, Glass, tira uma foto.
									","
											Woman 2: Right there. Okay, Glass, take a picture.
									","
											Voix de femme n°2 :
Parfait. Ok Glass, prends une photo.
									","
											Frau 2: Genau dort. Okay, Glass, mach ein Foto!
									",Why Google Glass?,Sergey Brin,7:15,"culture,design,interface design,technology"
"
","
","
","
","
",Why Google Glass?,Sergey Brin,7:15,"culture,design,interface design,technology"
"
											(Niño gritando)
									","
											(Gritos de criança)
									","
											(Child shouting)
									","
											(Un enfant crie)
									","
											(Kind ruft)
									",Why Google Glass?,Sergey Brin,7:15,"culture,design,interface design,technology"
"
","
","
","
","
",Why Google Glass?,Sergey Brin,7:15,"culture,design,interface design,technology"
"
											Hombre 5: ¡Ve!
									","
											Homem 5: Vai!
									","
											Man 5: Go!
									","
											Voix d'homme n°5 :
C'est parti !
									","
											Mann 5: Los!
									",Why Google Glass?,Sergey Brin,7:15,"culture,design,interface design,technology"
"
","
","
","
","
",Why Google Glass?,Sergey Brin,7:15,"culture,design,interface design,technology"
